EJERCICIO,NRO_REG_COMP,FECH_REG_COMP,LUG_EMI,JURISDICCION,CODIGO_UE,COD_PROV,TIPO_REGIS,NRO_ORIG,CODIGO_FF,UNI_COMPRA,NRO_OC,DELEG_SOLIC,NRO_SOLIC,TIPO_DOC,NRO_DOC,ANIO_DOC,IMPORTE_TOT,ESTADO_REG_COMP,CONFIRMADO,FECH_CONFIRM,FECH_ANUL,MOTIVO_ANUL,CANT_IMPRES,CONCEPTO,FECH_RELOJ,DEUDA,DEPENDENCIA,INSISTIDO,RC_DIFERIDO,EJERCICIO_ANT,NRO_REG_COMP_ANT,RC_EJERCICIO_ANT
2026,1562,2026-02-27 00:00:00,GMADA,1110104000,5,50008,R,1562,131,,,,,,,,2950000.0,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,HOSP,,,,,
2026,1563,2026-02-27 00:00:00,GMADA,1110104000,5,50051,R,1563,131,,,,,,,,354000.0,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,HOSP,,,,,
2026,1564,2026-02-27 00:00:00,GMADA,1110104000,5,50052,R,1564,131,,,,,,,,141600.0,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,HOSP,,,,,
2026,1565,2026-02-27 00:00:00,GMADA,1110104000,5,50008,R,1565,132,,,,,,,,946366.29,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,HOSP,,,,,
2026,1566,2026-02-27 00:00:00,GMADA,1110104000,5,50051,R,1566,132,,,,,,,,68213.26,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,HOSP,,,,,
2026,1567,2026-02-27 00:00:00,GMADA,1110104000,5,50052,R,1567,132,,,,,,,,27285.3,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,HOSP,,,,,
2026,1568,2026-02-27 00:00:00,GMADA,1110104000,11,50008,R,1568,110,,,,,,,,1403155.15,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,HOSP,,,,,
2026,1569,2026-02-27 00:00:00,GMADA,1110104000,11,50008,R,1569,110,,,,,,,,9070637.83,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,BROM,,,,,
2026,1570,2026-02-27 00:00:00,GMADA,1110104000,11,50051,R,1570,110,,,,,,,,875007.36,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,BROM,,,,,
2026,1571,2026-02-27 00:00:00,GMADA,1110104000,11,50051,R,1571,110,,,,,,,,122396.58,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,HOSP,,,,,
2026,1572,2026-02-27 00:00:00,GMADA,1110104000,11,50052,R,1572,110,,,,,,,,379820.95,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,BROM,,,,,
2026,1573,2026-02-27 00:00:00,GMADA,1110104000,11,50052,R,1573,110,,,,,,,,48958.63,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,HOSP,,,,,
2026,1574,2026-02-27 00:00:00,GMADA,1110105000,6,50008,R,1574,110,,,,,,,,22241034.5,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,CULTUR,,,,,
2026,1575,2026-02-27 00:00:00,GMADA,1110105000,6,50051,R,1575,110,,,,,,,,2314309.7,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,CULTUR,,,,,
2026,1576,2026-02-27 00:00:00,GMADA,1110105000,6,50052,R,1576,110,,,,,,,,953526.37,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,CULTUR,,,,,
2026,1577,2026-02-27 00:00:00,GMADA,1110105000,6,50008,R,1577,132,,,,,,,,10053074.11,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,CULTUR,,,,,
2026,1578,2026-02-27 00:00:00,GMADA,1110105000,6,50051,R,1578,132,,,,,,,,929413.55,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,CULTUR,,,,,
2026,1579,2026-02-27 00:00:00,GMADA,1110105000,6,50052,R,1579,132,,,,,,,,371765.42,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,CULTUR,,,,,
2026,1580,2026-02-27 00:00:00,GMADA,1110106000,7,50008,R,1580,110,,,,,,,,38011063.79,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,ACCSOC,,,,,
2026,1581,2026-02-27 00:00:00,GMADA,1110106000,7,50008,R,1581,110,,,,,,,,5983011.66,D,S,2026-02-27 00:00:00,,,1,Generado Automáticamente - Periodo 2/2026 - Tipo/Grupo 9/1,2026-02-27 00:00:00,N,GRAN,,,,,
2026,3231,2026-05-07 00:00:00,GMADA,1110109000,13,2869,A,2708,110,1,1290,1,1355,,,,-300000.0,N,S,2026-04-16 00:00:00,2026-05-07 00:00:00,ERROR,1,carne,2026-05-07 00:00:00,N,DEP,2026-04-16 00:00:00,N,2026,,N
2026,2506,2026-04-08 00:00:00,GMADA,1110106000,7,441,R,2506,132,1,1225,1,1268,,,,98856.77,D,S,2026-04-08 00:00:00,,,1,arts de papelera,2026-04-08 00:00:00,N,JARD,2026-04-08 00:00:00,N,2026,,N
2026,2507,2026-04-08 00:00:00,GMADA,1110106000,7,117,R,2507,132,1,1227,1,1269,,,,147575.01,D,S,2026-04-08 00:00:00,,,1,arts de papelera,2026-04-08 00:00:00,N,JARD,2026-04-08 00:00:00,N,2026,,N
2026,2508,2026-04-08 00:00:00,GMADA,1110118000,25,2470,R,2508,110,1,1230,1,1316,,,,972325.0,N,S,2026-04-08 00:00:00,,,1,guantes de trabajo,2026-04-08 00:00:00,N,000SU,2026-04-08 00:00:00,N,2026,,N
2026,2509,2026-04-08 00:00:00,GMADA,1110118000,25,3005,R,2509,110,1,1233,1,1300,,,,45000.0,A,S,2026-04-08 00:00:00,2026-04-09 00:00:00,ERROR,1,ploteado,2026-04-08 00:00:00,N,DECI,2026-04-08 00:00:00,N,2026,,N
2026,2738,2026-04-17 00:00:00,GMADA,1110104000,5,850,R,2738,131,1,1339,1,1377,,,,1174480.84,D,S,2026-04-17 00:00:00,,,1,Insumos laboratorio,2026-04-17 00:00:00,N,LAB,2026-04-17 00:00:00,N,2026,,N
2026,2739,2026-04-17 00:00:00,GMADA,1110106000,7,117,R,2739,110,1,1274,1,1343,,,,149322.8,D,S,2026-04-17 00:00:00,,,1,Art papelera,2026-04-17 00:00:00,N,ACCSOC,2026-04-17 00:00:00,N,2026,,N
2026,2740,2026-04-17 00:00:00,GMADA,1110118000,25,1514,R,2740,132,1,1401,1,1466,,,,17160000.0,D,S,2026-04-17 00:00:00,,,1,Combustible,2026-04-17 00:00:00,N,000SU,2026-04-17 00:00:00,N,2026,,N
2026,2741,2026-04-17 00:00:00,GMADA,1110108000,14,2593,R,2741,110,1,1400,1,1467,,,,71000.0,D,S,2026-04-17 00:00:00,,,1,Cerrajeria,2026-04-17 00:00:00,N,PROD,2026-04-17 00:00:00,N,2026,,N
2026,2742,2026-04-17 00:00:00,GMADA,1110112000,19,2674,R,2742,110,1,1402,1,1469,,,,382000.0,D,S,2026-04-17 00:00:00,,,1,Bolsas residuos,2026-04-17 00:00:00,N,CONTRA,2026-04-17 00:00:00,N,2026,,N
2026,2743,2026-04-17 00:00:00,GMADA,1110104000,5,2450,R,2743,131,1,1403,1,1419,,,,3551300.0,D,S,2026-04-17 00:00:00,,,1,Verduleria,2026-04-17 00:00:00,N,COC,2026-04-17 00:00:00,N,2026,,N
2026,2744,2026-04-17 00:00:00,GMADA,1110104000,5,3567,R,2744,131,1,1405,1,1489,,,,7200000.0,N,S,2026-04-17 00:00:00,,,1,Honorarios profesionales,2026-04-17 00:00:00,N,HOSP,2026-04-17 00:00:00,N,2026,,N
2026,2745,2026-04-17 00:00:00,GMADA,1110104000,5,1119,R,2745,131,1,1313,1,1408,,,,32250000.0,D,S,2026-04-17 00:00:00,,,1,Serv Residuos patologicos,2026-04-17 00:00:00,N,HOSP,2026-04-17 00:00:00,N,2026,,N
2026,3230,2026-05-07 00:00:00,GMADA,1110118000,25,3011,R,3230,110,1,1618,1,1701,,,,1136190.0,D,S,2026-05-07 00:00:00,,,1,Repuestos motoniveladoras,2026-05-07 00:00:00,N,000SU,2026-05-07 00:00:00,N,2026,,N
2026,3245,2026-05-07 00:00:00,GMADA,1110113000,20,2216,A,2376,110,1,1149,1,1209,,,,-250000.0,N,S,2026-03-31 00:00:00,2026-05-07 00:00:00,ERROR,1,repuestos,2026-05-07 00:00:00,N,SECSEG,2026-03-31 00:00:00,N,2026,,N
2026,3232,2026-05-07 00:00:00,GMADA,1110118000,25,1514,R,3232,132,1,1615,1,1700,,,,5791500.0,D,S,2026-05-07 00:00:00,,,1,Combustible,2026-05-07 00:00:00,N,BARU,2026-05-07 00:00:00,N,2026,,N
2026,3233,2026-05-07 00:00:00,GMADA,1110111000,3,1514,R,3233,131,1,1616,1,1698,,,,17160000.0,N,S,2026-05-07 00:00:00,,,1,Combustible,2026-05-07 00:00:00,N,CAS,2026-05-07 00:00:00,N,2026,,N
