EJERCICIO,NRO_CANCE,NRO_ORDEN,TIPO_BEN,COD_BEN,COD_EMB,COD_CES,FECHA_DE_REGISTRO,FECHA,CUENTA,BANCO,SUCURSAL,CUENTA_BAN,DOCU_TIPO,DOCU_NRO,ORIGEN_TIPO,ORIGEN_NRO,COD_BCE_ITEM,IMPORTE,ESTADO,NRO_OTB,RECHAZO_BANCO_OTB,MARCA_CHA,DIN,FECHA_DE_RETIRO,ASIENTO,CONCILIADO,FECHA_CONCILIA,NRO_RESUMEN
2026,274,440366,C,33,,,2026-01-22 00:00:00,2026-01-22 00:00:00,111220900,BP,6952,10107/9,REPA,274,NO,324,,1602030.0,1,,,,,,3618,A,2026-01-31 00:00:00,2214
2026,274,440367,C,33,,,2026-01-22 00:00:00,2026-01-22 00:00:00,111210127,BP,6952,50110/7,REPA,274,NO,325,,198252.0,1,,,,,,3618,A,2026-01-31 00:00:00,2227
2026,274,440368,C,33,,,2026-01-22 00:00:00,2026-01-22 00:00:00,111210127,BP,6952,50110/7,REPA,274,NO,326,,2221.58,1,,,,,,3618,A,2026-01-31 00:00:00,2227
2026,274,440369,C,33,,,2026-01-22 00:00:00,2026-01-22 00:00:00,111210127,BP,6952,50110/7,REPA,274,NO,327,,27274623.0,1,,,,,,3618,A,2026-01-31 00:00:00,2227
2026,283,440383,C,10815,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,283,NO,338,,206670.0,1,,,,,,3805,N,,
2026,284,440384,C,9069,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111221000,BP,6952,10009/0,REPA,284,NO,339,,293171.34,1,,,,,,3821,A,2026-01-31 00:00:00,2228
2026,285,440387,C,12716,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,285,CA,11354665,,10000.0,1,,,E,,,3823,N,,
2026,286,440390,C,12968,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,286,NO,340,,100000.0,1,,,,,,3826,N,,
2026,287,440393,C,8058,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111220100,BP,6952,10087/8,REPA,287,NO,341,,120250.0,1,,,,,,3828,A,2026-01-31 00:00:00,2212
2026,288,440394,C,10503,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111221700,BP,6952,50198/5,REPA,288,NO,342,,105000.0,1,,,,,,3831,A,2026-01-31 00:00:00,2216
2026,289,440395,C,11346,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111221500,BP,5098,10099/1,REPA,289,NO,343,,68000.0,1,,,,,,3833,A,2026-01-31 00:00:00,2225
2026,290,440396,C,629,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111221500,BP,5098,10099/1,REPA,290,NO,344,,600000.0,1,,,,,,3835,A,2026-01-31 00:00:00,2225
2026,291,440397,C,11217,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,291,NO,345,,181358.8,1,,,,,,3838,N,,
2026,292,440399,C,10085,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210124,BP,6952,50027/2,REPA,292,NO,346,,848618.27,1,,,,,,3856,A,2026-01-31 00:00:00,2215
2026,293,440400,C,10085,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,293,NO,347,,3000000.0,1,,,,,,3858,N,,
2026,294,440401,C,8796,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,294,NO,348,,360000.0,1,,,,,,3860,N,,
2026,294,440404,C,11061,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,294,NO,349,,90000.0,1,,,,,,3860,N,,
2026,294,440407,C,8945,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,294,NO,350,,90000.0,1,,,,,,3860,N,,
2026,295,440410,C,12419,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111221500,BP,5098,10099/1,REPA,295,NO,351,,861048.0,1,,,,,,3920,A,2026-01-31 00:00:00,2225
2026,296,440411,C,9366,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,296,NO,352,,926902.0,1,,,,,,3925,N,,
2026,297,440412,C,8795,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,297,NO,353,,90000.0,1,,,,,,3940,N,,
2026,298,440415,C,12416,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111220900,BP,6952,10107/9,REPA,298,NO,354,,89823.0,1,,,,,,3942,A,2026-01-31 00:00:00,2214
2026,299,440416,C,10815,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111210129,BP,6952,50139/8,REPA,299,NO,355,,138180.0,1,,,,,,3947,N,,
2026,300,440417,C,12967,,,2026-01-23 00:00:00,2026-01-23 00:00:00,111220100,BP,6952,10087/8,REPA,300,NO,356,,308700.0,1,,,,,,3953,A,2026-01-31 00:00:00,2212
2026,483,441043,C,12562,,,2026-02-09 00:00:00,2026-02-09 00:00:00,111210129,BP,6952,50139/8,REPA,483,CA,11354688,,2482726.4,1,,,E,,,6438,N,,
2026,484,441044,C,6796,,,2026-02-09 00:00:00,2026-02-09 00:00:00,111210129,BP,6952,50139/8,REPA,484,NO,600,,623030.2,1,,,,,,6450,N,,
2026,485,441045,C,90,,,2026-02-09 00:00:00,2026-02-09 00:00:00,111210129,BP,6952,50139/8,REPA,485,NO,601,,59373.97,1,,,,,,6454,N,,
2026,486,441048,C,12016,,,2026-02-09 00:00:00,2026-02-09 00:00:00,111210129,BP,6952,50139/8,REPA,486,NO,602,,550000.0,1,,,,,,6466,N,,
2026,2047,445751,C,8310,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111210129,BP,6952,50139/8,REPA,2047,NO,2799,,754155.09,1,,,,,,23183,N,,
2026,2048,445752,C,6757,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111221700,BP,6952,50198/5,REPA,2048,NO,2800,,42000.0,1,,,,,,23193,A,2026-06-30 00:00:00,2311
2026,2340,446450,C,4453,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2340,CA,11354905,,146480.08,1,,,E,,,25962,N,,
2026,2341,446453,C,4205,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2341,NO,3127,,73240.04,1,,,,,,25963,N,,
2026,2342,446456,C,8134,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2342,NO,3128,,775000.0,1,,,,,,25965,N,,
2026,2343,446458,C,13112,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2343,NO,3129,,33700.0,1,,,,,,25967,N,,
2026,2344,446461,C,2858,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2344,NO,3130,,1442667.39,1,,,,,,25969,N,,
2026,2345,446462,C,143,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111221000,BP,6952,10009/0,REPA,2345,NO,3131,,778120.0,1,,,,,,25971,A,2026-06-30 00:00:00,2317
2026,2346,446465,C,9507,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2346,CA,11354906,,501998.37,1,,,E,,,25973,N,,
2026,2346,446466,C,9507,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2346,NO,3132,,60060.22,1,,,,,,25973,N,,
2026,2347,446467,C,9681,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2347,NO,3133,,220000.0,1,,,,,,25978,N,,
2026,2348,446468,C,841,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2348,NO,3134,,11785.33,1,,,,,,25981,N,,
2026,2348,446471,C,841,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2348,NO,3135,,5544.38,1,,,,,,25981,N,,
2026,2348,446474,C,841,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2348,NO,3136,,12120.58,1,,,,,,25981,N,,
2026,2348,446477,C,841,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2348,NO,3137,,19376.79,1,,,,,,25981,N,,
2026,2348,446480,C,841,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2348,NO,3138,,119153.82,1,,,,,,25981,N,,
2026,2348,446483,C,841,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2348,NO,3139,,38282.14,1,,,,,,25981,N,,
2026,2349,446486,C,841,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2349,NO,3140,,5826395.66,1,,,,,,25984,N,,
2026,2353,446492,C,13115,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2353,NO,3144,,40000.0,1,,,,,,26017,N,,
2026,2354,446495,C,13114,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2354,NO,3145,,401911.91,1,,,,,,26019,N,,
2026,2355,446498,C,13116,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2355,NO,3146,,383075.0,1,,,,,,26021,N,,
2026,2356,446501,C,13113,,,2026-06-25 00:00:00,2026-06-25 00:00:00,111210129,BP,6952,50139/8,REPA,2356,NO,3147,,191537.5,1,,,,,,26024,N,,
2026,2710,447589,C,9435,,,2026-07-20 00:00:00,2026-07-20 00:00:00,111220900,BP,6952,10107/9,REPA,2710,NO,3642,,75459.68,1,,,,,,29548,N,,
2026,2712,447591,C,311,,,2026-07-20 00:00:00,2026-07-20 00:00:00,111221500,BP,5098,10099/1,REPA,2712,NO,3644,,152202.51,1,,,,,,29552,N,,
2026,2713,447594,C,11304,,,2026-07-20 00:00:00,2026-07-20 00:00:00,111221500,BP,5098,10099/1,REPA,2713,NO,3645,,240100.0,1,,,,,,29555,N,,
2026,2715,447598,C,9681,,,2026-07-20 00:00:00,2026-07-20 00:00:00,111210129,BP,6952,50139/8,REPA,2715,NO,3647,,850000.0,1,,,,,,29563,N,,
2026,2716,447599,C,13125,,,2026-07-20 00:00:00,2026-07-20 00:00:00,111210129,BP,6952,50139/8,REPA,2716,NO,3648,,1897239.82,1,,,,,,29568,N,,
2026,2717,447600,C,86,,,2026-07-20 00:00:00,2026-07-20 00:00:00,111210129,BP,6952,50139/8,REPA,2717,NO,3649,,267840.0,1,,,,,,29571,N,,
2026,2718,447601,C,12189,,,2026-07-20 00:00:00,2026-07-20 00:00:00,111210129,BP,6952,50139/8,REPA,2718,NO,3650,,92000.0,1,,,,,,29574,N,,
2026,2721,447614,C,13077,,,2026-07-20 00:00:00,2026-07-20 00:00:00,111210129,BP,6952,50139/8,REPA,2721,NO,3654,,825825.0,1,,,,,,29603,N,,
2026,2722,447617,C,144,,,2026-07-20 00:00:00,2026-07-20 00:00:00,111221000,BP,6952,10009/0,REPA,2722,NO,3655,,16792644.47,1,,,,,,29609,N,,
2026,2049,445753,C,12189,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111220100,BP,6952,10087/8,REPA,2049,NO,2801,,28000.0,1,,,,,,23195,A,2026-06-30 00:00:00,2315
2026,2050,445754,C,8332,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111210129,BP,6952,50139/8,REPA,2050,NO,2802,,530000.0,1,,,,,,23197,N,,
2026,2051,445755,C,12016,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111210129,BP,6952,50139/8,REPA,2051,NO,2803,,550000.0,1,,,,,,23199,N,,
2026,2052,445756,C,3309,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111210129,BP,6952,50139/8,REPA,2052,NO,2804,,110000.0,1,,,,,,23201,N,,
2026,2053,445757,C,13101,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111210129,BP,6952,50139/8,REPA,2053,NO,2805,,1255615.0,1,,,,,,23203,N,,
2026,2054,445760,C,11217,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111221700,BP,6952,50198/5,REPA,2054,NO,2806,,14400.0,1,,,,,,23206,A,2026-06-30 00:00:00,2311
2026,2055,445761,C,11217,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111220100,BP,6952,10087/8,REPA,2055,NO,2807,,72969.98,1,,,,,,23208,A,2026-06-30 00:00:00,2315
2026,2056,445762,C,2490,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111210129,BP,6952,50139/8,REPA,2056,CA,11354879,,16000.0,1,,,E,,,23211,N,,
2026,2057,445765,C,8957,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111221700,BP,6952,50198/5,REPA,2057,NO,2808,,950000.0,1,,,,,,23212,A,2026-06-30 00:00:00,2311
2026,2060,445772,C,9335,,,2026-06-08 00:00:00,2026-06-08 00:00:00,111210129,BP,6952,50139/8,REPA,2060,NO,2809,,298000.0,1,,,,,,23271,N,,
2026,2646,447454,C,9725,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111220900,BP,6952,10107/9,REPA,2646,NO,3560,,300000.0,1,,,,,,29081,N,,
2026,2647,447455,C,12523,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2647,NO,3561,,738720.0,1,,,,,,29083,N,,
2026,2649,447459,C,9435,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2649,NO,3562,,1013879.79,1,,,,,,29088,N,,
2026,2650,447460,C,9084,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2650,NO,3563,,1299173.55,1,,,,,,29095,N,,
2026,2652,447464,C,8972,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2652,NO,3564,,78000.0,1,,,,,,29099,N,,
2026,2653,447465,C,12114,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2653,NO,3565,,25064.28,1,,,,,,29101,N,,
2026,2654,447466,C,11217,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2654,NO,3566,,24550.0,1,,,,,,29103,N,,
2026,2655,447467,C,11029,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2655,NO,3567,,174240.0,1,,,,,,29105,N,,
2026,2656,447468,C,156,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2656,NO,3568,,90000.0,1,,,,,,29108,N,,
2026,2657,447469,C,10013,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2657,NO,3569,,150000.0,1,,,,,,29110,N,,
2026,2658,447470,C,8870,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2658,NO,3570,,150000.0,1,,,,,,29112,N,,
2026,2659,447471,C,12259,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2659,NO,3571,,65000.0,1,,,,,,29114,N,,
2026,2660,447472,C,4698,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2660,NO,3572,,150000.0,1,,,,,,29116,N,,
2026,2661,447473,C,3331,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2661,NO,3573,,80000.0,1,,,,,,29118,N,,
2026,2662,447474,C,5076,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2662,NO,3574,,90000.0,1,,,,,,29120,N,,
2026,2663,447475,C,8830,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2663,NO,3575,,100000.0,1,,,,,,29122,N,,
2026,2664,447476,C,9351,,,2026-07-16 00:00:00,2026-07-16 00:00:00,111210129,BP,6952,50139/8,REPA,2664,NO,3576,,65000.0,1,,,,,,29124,N,,
2026,2333,447502,C,8508,,,2026-07-16 00:00:00,2026-06-24 00:00:00,111210129,BP,6952,50139/8,REPA,2333,CA,11354902,,-73240.04,3,,,E,,,,N,,
2026,2333,447503,C,8508,,,2026-07-16 00:00:00,2026-06-24 00:00:00,111210129,BP,6952,50139/8,REPA,2333,CA,11354942,,73240.04,1,,,E,,,29187,N,,
2026,361,440661,C,169,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,417,,150000000.0,1,,,,,,4970,N,,
2026,361,440664,C,169,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,418,,150000000.0,1,,,,,,4970,N,,
2026,361,440667,C,169,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,419,,150000000.0,1,,,,,,4970,N,,
2026,361,440670,C,169,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,420,,150000000.0,1,,,,,,4970,N,,
2026,361,440673,C,169,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,421,,150000000.0,1,,,,,,4970,N,,
2026,361,440676,C,169,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,422,,150000000.0,1,,,,,,4970,N,,
2026,361,440679,C,169,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,423,,94570165.46,1,,,,,,4970,N,,
2026,361,440682,C,6659,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,424,,1163348.09,1,,,,,,4970,N,,
2026,361,440685,C,7486,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,425,,744378.1,1,,,,,,4970,N,,
2026,361,440688,C,7909,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,426,,1140537.35,1,,,,,,4970,N,,
2026,361,440691,C,8120,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,427,,936825.1,1,,,,,,4970,N,,
2026,361,440694,C,11687,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,428,,640668.0,1,,,,,,4970,N,,
2026,361,440697,C,12602,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,429,,2105676.55,1,,,,,,4970,N,,
2026,361,440700,C,12982,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,430,,1113482.63,1,,,,,,4970,N,,
2026,361,440703,C,12978,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,431,,1113482.63,1,,,,,,4970,N,,
2026,361,440706,C,12983,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,432,,440366.96,1,,,,,,4970,N,,
2026,361,440709,C,12989,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,433,,700911.83,1,,,,,,4970,N,,
2026,361,440712,C,12991,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,434,,592760.0,1,,,,,,4970,N,,
2026,361,440715,C,12990,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,435,,1312192.0,1,,,,,,4970,N,,
2026,361,440718,C,13001,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,436,,605278.8,1,,,,,,4970,N,,
2026,361,440721,C,13002,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,437,,439814.11,1,,,,,,4970,N,,
2026,361,440724,C,13000,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,361,NO,438,,1282554.0,1,,,,,,4970,N,,
2026,368,440736,C,11928,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111221700,BP,6952,50198/5,REPA,368,NO,444,,94889.98,1,,,,,,5101,A,2026-01-31 00:00:00,2216
2026,369,440737,C,11928,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111221700,BP,6952,50198/5,REPA,369,NO,445,,183605.25,1,,,,,,5103,A,2026-01-31 00:00:00,2216
2026,370,440738,C,11662,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,370,NO,446,,2485758.13,1,,,,,,5106,N,,
2026,371,440739,C,2525,,,2026-01-29 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,371,CA,11354681,,261656.5,1,,,E,,,5118,N,,
2026,374,440755,C,9681,,,2026-01-30 00:00:00,2026-01-30 00:00:00,111210129,BP,6952,50139/8,REPA,374,CA,11354683,,668762.46,1,,,E,,,5201,N,,
2026,374,440756,C,9681,,,2026-01-30 00:00:00,2026-01-30 00:00:00,111210129,BP,6952,50139/8,REPA,374,NO,450,,396237.54,1,,,,,,5201,N,,
2026,375,440757,C,7713,,,2026-01-30 00:00:00,2026-01-30 00:00:00,111210129,BP,6952,50139/8,REPA,375,CA,11354684,,85000.0,1,,,E,,,5202,N,,
2026,375,440758,C,7713,,,2026-01-30 00:00:00,2026-01-30 00:00:00,111210129,BP,6952,50139/8,REPA,375,NO,451,,48500.0,1,,,,,,5202,N,,
2026,364,440759,C,2852,,,2026-01-30 00:00:00,2026-01-29 00:00:00,111210129,BP,6952,50139/8,REPA,364,CA,11354680,,-50000.0,4,,,E,,,5204,N,,
2026,376,440760,C,2852,,,2026-01-30 00:00:00,2026-01-30 00:00:00,111210129,BP,6952,50139/8,REPA,376,CA,11354685,,50000.0,1,,,E,,,5206,N,,
2026,377,440763,C,9682,,,2026-01-30 00:00:00,2026-01-30 00:00:00,111210129,BP,6952,50139/8,REPA,377,NO,452,,348800.0,1,,,,,,5207,N,,
2026,378,440764,C,12423,,,2026-01-30 00:00:00,2026-01-30 00:00:00,111210129,BP,6952,50139/8,REPA,378,NO,453,,971700.0,1,,,,,,5213,N,,
2026,379,440765,C,10361,,,2026-01-30 00:00:00,2026-01-30 00:00:00,111221500,BP,5098,10099/1,REPA,379,CM,12907495,,411868.52,1,,,,,,5224,M,2026-02-28 00:00:00,
2026,379,440766,C,10361,,,2026-01-30 00:00:00,2026-01-30 00:00:00,111221500,BP,5098,10099/1,REPA,379,NO,454,,21831.48,1,,,,,,5224,A,2026-01-31 00:00:00,2225
2026,380,440767,C,10361,,,2026-01-30 00:00:00,2026-01-30 00:00:00,111221500,BP,5098,10099/1,REPA,380,NO,455,,78000.0,1,,,,,,5239,A,2026-01-31 00:00:00,2225
2026,422,440940,C,90,,,2026-02-03 00:00:00,2026-02-03 00:00:00,111210129,BP,6952,50139/8,REPA,422,NO,529,,2015934.25,1,,,,,,5813,N,,
2026,620,441432,C,233,,,2026-02-20 00:00:00,2026-02-20 00:00:00,111221500,BP,5098,10099/1,REPA,620,NO,764,,2221879.0,1,,,,,,8074,A,2026-02-28 00:00:00,2242
2026,620,441433,C,233,,,2026-02-20 00:00:00,2026-02-20 00:00:00,111210131,BP,6952,50139,REPA,620,CM,9233345,,2221880.5,1,,,,,,8074,N,,
2026,652,441477,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111220100,BP,6952,10087/8,REPA,652,NO,801,,113108.0,1,,,,,,8477,A,2026-02-28 00:00:00,2233
2026,652,441478,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111220100,BP,6952,10087/8,REPA,652,NO,802,,63978.17,1,,,,,,8477,A,2026-02-28 00:00:00,2233
2026,652,441479,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111221700,BP,6952,50198/5,REPA,652,NO,803,,55268.0,1,,,,,,8477,A,2026-02-28 00:00:00,2235
2026,652,441480,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111221700,BP,6952,50198/5,REPA,652,NO,804,,56669.0,1,,,,,,8477,A,2026-02-28 00:00:00,2235
2026,652,441481,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111220900,BP,6952,10107/9,REPA,652,NO,805,,6359.0,1,,,,,,8477,A,2026-02-28 00:00:00,2240
2026,652,441482,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111220900,BP,6952,10107/9,REPA,652,NO,806,,202989.0,1,,,,,,8477,A,2026-02-28 00:00:00,2240
2026,652,441484,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111220900,BP,6952,10107/9,REPA,652,NO,807,,532582.0,1,,,,,,8477,A,2026-02-28 00:00:00,2240
2026,654,441485,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111221500,BP,5098,10099/1,REPA,654,NO,802,,31824.0,1,,,,,,8490,A,2026-02-28 00:00:00,2242
2026,654,441486,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111221500,BP,5098,10099/1,REPA,654,NO,803,,50226.0,1,,,,,,8490,A,2026-02-28 00:00:00,2242
2026,654,441487,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111221500,BP,5098,10099/1,REPA,654,NO,804,,49351.0,1,,,,,,8490,A,2026-02-28 00:00:00,2242
2026,654,441488,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111221500,BP,5098,10099/1,REPA,654,NO,805,,364620.0,1,,,,,,8490,A,2026-02-28 00:00:00,2242
2026,654,441489,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111221500,BP,5098,10099/1,REPA,654,NO,806,,335273.0,1,,,,,,8490,A,2026-02-28 00:00:00,2242
2026,654,441490,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111221500,BP,5098,10099/1,REPA,654,NO,807,,83125.0,1,,,,,,8490,A,2026-02-28 00:00:00,2242
2026,654,441491,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111221500,BP,5098,10099/1,REPA,654,NO,808,,195303.0,1,,,,,,8490,A,2026-02-28 00:00:00,2242
2026,655,441492,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111210127,BP,6952,50110/7,REPA,655,NO,809,,2800204.0,1,,,,,,8499,A,2026-02-28 00:00:00,2246
2026,655,441493,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111210127,BP,6952,50110/7,REPA,655,NO,810,,133049.0,1,,,,,,8499,A,2026-02-28 00:00:00,2246
2026,655,441494,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111210127,BP,6952,50110/7,REPA,655,NO,811,,8057045.06,1,,,,,,8499,A,2026-02-28 00:00:00,2246
2026,655,441495,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111210127,BP,6952,50110/7,REPA,655,NO,812,,163217.0,1,,,,,,8499,A,2026-02-28 00:00:00,2246
2026,655,441496,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111210127,BP,6952,50110/7,REPA,655,NO,813,,36787.0,1,,,,,,8499,A,2026-02-28 00:00:00,2246
2026,655,441497,C,33,,,2026-02-24 00:00:00,2026-02-24 00:00:00,111210127,BP,6952,50110/7,REPA,655,NO,814,,149679.0,1,,,,,,8499,A,2026-02-28 00:00:00,2246
