ANIO_PRESUP,INCISO,PAR_PRIN,PAR_PARC,PAR_SUBP,DENOMINACION,DENOMINACION_AB,TOTALIZADORA,FINALIDAD,FUNCION,SUBFUNCION,NO_CLASIF,CREDITO_INIC,CREDITO_MODIF,PREVENTIVO,COMPROMISO,DEVENGADO,PAGADO
2004,7,2,8,0,Comisiones y otros gastos de la deuda externa a largo plazo,Comisiones y otros gastos,N,5,1,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,3,0,0,Intereses por préstamos recibidos,Intereses por préstamos r,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,3,1,0,Intereses por préstamos del sector privado,Intereses por préstamos d,N,5,1,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,3,2,0,Intereses por préstamos del sector público nacional,Intereses por préstamos d,N,5,1,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,3,3,0,Intereses de préstamos de provincias,Intereses de préstamos de,N,5,1,0,N,80600.0,0.0,0.0,0.0,29924.73,29924.73
2004,7,3,4,0,Intereses de préstamos de municipalidades,Intereses de préstamos de,N,5,1,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,3,6,0,Intereses de préstamos de empresas públicas no financieras,Intereses de préstamos de,N,5,1,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,3,7,0,Intereses de préstamos de instituciones públicas financieras,Intereses de préstamos de,N,5,1,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,3,8,0,Intereses de préstamos de empresas públicas multinacionales,Intereses de préstamos de,N,5,1,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,6,7,6,0,Incremento de documentos comerciales a cobrar largo plazo,Incremento de documentos,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,6,7,2,0,Incremento de otros documentos a cobrar a corto plazo,Incremento de otros docum,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,6,2,0,0,Préstamos a corto plazo,Préstamos a corto plazo,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,4,2,0,Préstamos recibidos del sector público nacional,Préstamos recibidos del s,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,4,3,0,Préstamos recibidos de provincias,Préstamos recibidos de pr,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,4,4,0,Préstamos recibidos de municipalidades,Préstamos recibidos de mu,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,6,7,7,0,Incremento de otros documentos a cobrar a largo plazo,Incremento de otros docum,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,6,8,0,0,Incremento de activos diferidos y adelantos a proveedores y contratistas,Incremento de activos dif,S,,,,S,0.0,0.0,0.0,0.0,0.0,0.0
2004,6,8,1,0,Incremento de activos diferidos a corto plazo,Incremento de activos dif,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,6,8,2,0,Adelantos a proveedores y contratistas a corto plazo,Adelantos a proveedores y,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,5,0,0,Disminución de préstamos a largo plazo,Disminución de préstamos,S,,,,S,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,5,1,0,Préstamos recibidos del sector privado,Préstamos recibidos del s,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,5,2,0,Préstamos recibidos del sector público nacional,Préstamos recibidos del s,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,5,3,0,Préstamos recibidos de provincias,Préstamos recibidos de pr,N,9,9,0,N,152000.0,0.0,0.0,0.0,220812.99,220812.99
2004,7,5,4,0,Préstamos recibidos de municipalidades,Préstamos recibidos de mu,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,5,6,0,Préstamos recibidos de empresas públicas no  financieras,Préstamos recibidos de em,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,5,7,0,Préstamos recibidos de instituciones públicas  financieras,Préstamos recibidos de in,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,5,8,0,Préstamos recibidos de empresas públicas multinacionales,Préstamos recibidos de em,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,5,9,0,Préstamos recibidos del sector externo,Préstamos recibidos del s,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,6,0,0,Disminución de cuentas y documentos a pagar,Disminución de cuentas y,S,,,,S,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,6,1,0,Disminución de cuentas a pagar comerciales a  corto plazo,Disminución de cuentas a,N,9,9,0,N,180000.0,0.0,0.0,0.0,87400.65,87400.65
2004,7,6,2,0,Disminución de otras cuentas a pagar a corto plazo,Disminución de otras cuen,N,9,9,0,N,21000.0,0.0,0.0,0.0,692.34,692.34
2004,7,6,3,0,Disminución de documentos a pagar comerciales a  corto plazo,Disminución de documentos,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,6,4,0,Disminución de otros documentos a pagar a corto plazo,Disminución de otros docu,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,6,6,0,Disminución de cuentas a pagar comerciales a largo plazo,Disminución de cuentas a,N,9,9,0,N,0.0,0.0,0.0,0.0,2154.0,2154.0
2004,7,6,7,0,Disminución de otras cuentas a pagar a largo plazo,Disminución de otras cuen,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,6,8,0,Disminución de documentos a pagar comerciales a  largo plazo,Disminución de documentos,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,6,9,0,Disminución de otros documentos a pagar a largo plazo,Disminución de otros docu,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,7,0,0,Disminución de depósitos en instituciones públicas financieras,Disminución de depósitos,S,,,,S,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,7,1,0,Disminución de depósitos a la vista,Disminución de depósitos,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,3,9,0,Intereses de préstamos del sector externo,Intereses de préstamos de,N,5,1,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,4,0,0,Disminución de préstamos a corto plazo,Disminución de préstamos,S,,,,S,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,4,1,0,Préstamos recibidos del sector privado,Préstamos recibidos del s,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,8,2,0,Disminución de previsiones para cuentas incobrables,Disminución de previsione,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,8,3,0,Disminución de previsiones para autoseguro,Disminución de previsione,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,8,4,0,Disminución de provisiones,Disminución de provisione,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,8,5,0,Disminución de reservas técnicas,Disminución de reservas t,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,8,6,0,Disminución de pasivos diferidos a largo plazo,Disminución de pasivos di,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,9,0,0,Conversión de la deuda,Conversión de la deuda,S,,,,S,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,9,1,0,Conversión de la deuda interna a largo plazo en deuda interna a corto plazo,Conversión de la deuda in,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,9,2,0,Conversión de la deuda externa a largo plazo en deuda externa a corto plazo,Conversión de la deuda ex,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,4,6,0,Préstamos recibidos de empresas públicas no financieras,Préstamos recibidos de em,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,4,7,0,Préstamos recibidos de instituciones públicas financieras,Préstamos recibidos de in,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,4,8,0,Préstamos recibidos de empresas públicas multinacionales,Préstamos recibidos de em,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,7,4,9,0,Préstamos recibidos del sector externo,Préstamos recibidos del s,N,9,9,0,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,8,2,0,0,Depreciación y amortización,Depreciación y amortizaci,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,8,2,1,0,Depreciación del activo fijo,Depreciación del activo f,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,8,2,2,0,Amortización del activo intangible,Amortización del activo i,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,8,3,0,0,Descuentos y bonificaciones,Descuentos y bonificacion,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,8,3,1,0,Descuentos por ventas,Descuentos por ventas,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,8,3,2,0,Bonificaciones por ventas,Bonificaciones por ventas,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,8,4,0,0,Otras pérdidas,Otras pérdidas,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,8,4,1,0,Cuentas incobrables,Cuentas incobrables,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,8,4,2,0,Pérdida de inventarios,Pérdida de inventarios,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2004,8,4,3,0,Autoseguro,Autoseguro,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,6,3,0,Productos de loza y porcelana,Productos de loza y porce,N,,,,N,8868.71,0.0,1388.8,0.0,1388.8,0.0
2011,2,6,4,0,"Productos de cemento, asbesto y yeso","Productos de cemento, asb",N,,,,N,22512.22,0.0,131015.31,0.0,101533.13,0.0
2011,2,6,5,0,"Cemento, cal y yeso","Cemento, cal y yeso",N,,,,N,34147.64,0.0,2458575.44,0.0,2443124.75,0.0
2011,2,6,9,0,Otros,Otros,N,,,,N,38920.75,0.0,17197.41,0.0,15148.91,0.0
2011,2,7,0,0,productos metálicos,productos metálicos,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,7,1,0,Productos ferrosos,Productos ferrosos,N,,,,N,73951.7,0.0,403378.03,0.0,400123.88,0.0
2011,2,7,2,0,Productos no ferrosos,Productos no ferrosos,N,,,,N,17262.4,0.0,63110.94,0.0,61310.92,0.0
2011,2,7,3,0,Material de guerra,Material de guerra,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,7,4,0,Estructuras metálicas acabadas,Estructuras metálicas aca,N,,,,N,59199.0,0.0,55152.27,0.0,56277.27,0.0
2011,2,7,5,0,Herramientas menores,Herramientas menores,N,,,,N,11244.75,0.0,4331.95,0.0,4261.95,0.0
2011,2,7,9,0,Otros,Otros,N,,,,N,82392.15,0.0,398849.87,0.0,344955.79,0.0
2011,2,8,0,0,Minerales,Minerales,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,8,1,0,Minerales metalíferos,Minerales metalíferos,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,8,2,0,Petróleo crudo y gas natural,Petróleo crudo y gas natu,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,8,3,0,Carbón mineral,Carbón mineral,N,,,,N,1204.53,0.0,0.0,0.0,0.0,0.0
2011,2,8,4,0,"Piedra, arcilla y arena","Piedra, arcilla y arena",N,,,,N,83596.22,0.0,289273.44,0.0,295128.37,0.0
2011,2,8,9,0,Otros,Otros,N,,,,N,57836.81,0.0,104500.03,0.0,86084.13,0.0
2011,2,9,0,0,Otros bienes de consumo,Otros bienes de consumo,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,9,1,0,Elementos de limpieza,Elementos de limpieza,N,,,,N,132489.92,0.0,169209.06,0.0,162334.28,0.0
2011,2,9,2,0,"Utiles de escritorio, oficina y enseñanza","Utiles de escritorio, ofi",N,,,,N,25441.44,0.0,5657.68,0.0,19010.71,0.0
2011,2,3,0,0,"Productos de papel, cartón e impresos","Productos de papel, cartó",S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,3,1,0,Papel de escritorio y cartón,Papel de escritorio y car,N,,,,N,10333.2,0.0,576.75,0.0,984.27,0.0
2011,2,3,2,0,Papel para computación,Papel para computación,N,,,,N,3925.51,0.0,293.9,0.0,515.78,0.0
2011,2,3,3,0,Productos de artes gráficas,Productos de artes gráfic,N,,,,N,30055.81,0.0,7398.0,0.0,12080.79,0.0
2011,2,3,5,0,"Libros, revistas y periódicos","Libros, revistas y periód",N,,,,N,6410.18,0.0,43890.0,0.0,41148.19,0.0
2011,2,3,6,0,Textos de enseñanza,Textos de ense±anza,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,3,7,0,Especies timbradas y valores,Especies timbradas y valo,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,3,9,0,Otros,Otros,N,,,,N,21857.1,0.0,36808.41,0.0,19762.41,0.0
2011,2,4,0,0,Productos de cuero y caucho,Productos de cuero y cauc,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,4,1,0,Cueros y pieles,Cueros y pieles,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,4,2,0,Artículos de cuero,Artículos de cuero,N,,,,N,42.0,0.0,997.58,0.0,1007.0,0.0
2011,1,1,5,0,Otros gastos en personal,Otros gastos en personal,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,1,6,0,Contribuciones patronales,Contribuciones patronales,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,1,7,0,Complementos,Complementos,N,,,,N,1094400.0,0.0,0.0,0.0,1766635.0,0.0
2011,1,2,0,0,Personal temporario,Personal temporario,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,2,1,0,Retribuciones del cargo,Retribuciones del cargo,N,,,,N,1586340.54,0.0,0.0,0.0,4333616.28,0.0
2011,1,2,2,0,Retribuciones que no hacen al cargo,Retribuciones que no hace,N,,,,N,39500.0,0.0,0.0,0.0,64250.7,0.0
2011,1,2,3,0,Sueldo anual complementario,Sueldo anual complementar,N,,,,N,137058.33,0.0,0.0,0.0,225198.23,0.0
2011,1,2,4,0,Otros gastos en personal,Otros gastos en personal,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,2,5,0,Contribuciones patronales,Contribuciones patronales,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,2,6,0,Complementos,Complementos,N,,,,N,124350.0,0.0,0.0,0.0,231240.0,0.0
2011,1,3,0,0,Servicios extraordinarios,Servicios extraordinarios,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,3,1,0,Retribuciones extraordinarias,Retribuciones extraordina,N,,,,N,1706500.0,0.0,0.0,0.0,2827689.96,0.0
2011,1,3,2,0,Sueldo anual complementario,Sueldo anual complementar,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,3,3,0,Contribuciones patronales,Contribuciones patronales,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,4,0,0,Asignaciones familiares,Asignaciones familiares,N,,,,N,1565660.0,0.0,0.0,0.0,1536122.0,0.0
2011,1,5,0,0,Asistencia social al personal,Asistencia social al pers,N,,,,N,47500.0,0.0,0.0,0.0,28319.43,0.0
2011,1,6,0,0,Beneficios y compensaciones,Beneficios y compensacion,N,,,,N,79600.0,0.0,0.0,0.0,157761.81,0.0
2011,2,0,0,0,Bienes de consumo,Bienes de consumo,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,1,0,0,Productos alimenticios agropecuarios y forestales,Productos alimenticios ag,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,1,1,0,Alimentos para personas,Alimentos para personas,N,,,,N,172878.33,0.0,358171.35,0.0,364438.75,0.0
2011,2,1,2,0,Alimentos para animales,Alimentos para animales,N,,,,N,300.0,0.0,2916.33,0.0,4214.39,0.0
2011,2,1,3,0,Productos pecuarios,Productos pecuarios,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,1,4,0,Productos agroforestales,Productos agroforestales,N,,,,N,5869.66,0.0,67256.5,0.0,68383.5,0.0
2011,2,1,5,0,"Madera, corcho y sus manufacturas","Madera, corcho y sus manu",N,,,,N,78533.81,0.0,66616.21,0.0,70397.21,0.0
2011,2,1,9,0,Otros,Otros,N,,,,N,21200.0,0.0,5000.0,0.0,2029.94,0.0
2011,2,2,0,0,Textiles y vestuario,Textiles y vestuario,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,2,1,0,Hilados y telas,Hilados y telas,N,,,,N,11478.88,0.0,8651.0,0.0,10198.57,0.0
2011,2,2,2,0,Prendas de vestir,Prendas de vestir,N,,,,N,70011.45,0.0,183815.31,0.0,161210.31,0.0
2011,2,2,3,0,Confecciones textiles,Confecciones textiles,N,,,,N,9821.4,0.0,22419.46,0.0,23182.25,0.0
2011,2,2,9,0,Otros,Otros,N,,,,N,3568.27,0.0,7431.16,0.0,8807.4,0.0
2011,2,9,5,0,"Utiles menores médicos, quirúrgico y de laboratorio","Utiles menores médicos, q",N,,,,N,126889.79,0.0,553583.5,0.0,540723.32,0.0
2011,2,9,6,0,Repuestos y accesorios,Repuestos y accesorios,N,,,,N,347532.69,0.0,803505.55,0.0,750150.41,0.0
2011,2,9,9,0,Otros,Otros,N,,,,N,111183.18,0.0,796930.39,0.0,640794.69,0.0
2011,3,0,0,0,Servicios no personales,Servicios no personales,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,3,1,0,0,Servicios básicos,Servicios básicos,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,3,1,1,0,Energía eléctrica,Energía eléctrica,N,,,,N,773640.0,0.0,0.0,0.0,1567579.24,0.0
2011,3,1,2,0,Agua,Agua,N,,,,N,5240.0,0.0,0.0,0.0,15626.84,0.0
2011,3,1,3,0,Gas,Gas,N,,,,N,38300.0,0.0,0.0,0.0,62835.52,0.0
2011,3,1,4,0,"Teléfonos, telex y telefax","Teléfonos, telex y telefa",N,,,,N,234200.0,0.0,0.0,0.0,409772.03,0.0
2011,3,1,5,0,Correos y telégrafo,Correos y telégrafo,N,,,,N,103626.0,0.0,85000.0,0.0,60955.52,0.0
2011,3,1,9,0,Otros,Otros,N,,,,N,12560.0,0.0,86277.99,0.0,83000.43,0.0
2011,3,2,0,0,Alquileres y derechos,Alquileres y derechos,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,3,2,1,0,Alquiler de edificios y locales,Alquiler de edificios y l,N,,,,N,62107.2,0.0,162392.5,0.0,150038.0,0.0
2011,2,3,4,0,Productos de papel y cartón,Productos de papel y cart,N,,,,N,44453.16,0.0,264852.84,0.0,199185.31,0.0
2011,1,0,0,0,Gastos en personal,Gastos en personal,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,1,0,0,Personal permanente,Personal permanente,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,1,1,0,Retribuciones del cargo,Retribuciones del cargo,N,,,,N,9606031.62,0.0,0.0,0.0,7930544.37,0.0
2011,1,1,2,0,Retribuciones a personal directivo y de control,Retribuciones a personal,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,1,3,0,Retribuciones que no hacen al cargo,Retribuciones que no hace,N,,,,N,4846000.0,0.0,0.0,0.0,6902350.85,0.0
2011,3,3,0,0,"Mantenimiento, reparación y limpieza","Mantenimiento, reparación",S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2008,1,1,6,3,Aporte a la Aseguradora de Riesgos de Trabajo,Seguro A.R.T.,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2008,1,2,5,3,Aporte a la Aseguradora de Riesgos de Trabajo,Aporte a la A.R.T.,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2008,6,5,1,1,Crédito Adicional,Credito Adicional,N,9,9,0,N,51295.59,0.0,0.0,0.0,0.0,0.0
2009,2,4,3,0,Artículos de caucho,Artículos de caucho,N,,,,N,6933.8,0.0,2897.96,0.0,3442.96,0.0
2009,2,4,4,0,Cubiertas y cámaras de aire,Cubiertas y cámaras de ai,N,,,,N,11744.2,0.0,14136.0,0.0,14136.0,0.0
2009,2,4,9,0,Otros,Otros,N,,,,N,0.0,0.0,827.64,0.0,949.64,0.0
2009,2,5,0,0,"Productos químicos, combustibles y lubricantes","Productos químicos, combu",S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,5,1,0,Compuestos químicos,Compuestos químicos,N,,,,N,113932.31,0.0,94846.79,0.0,75979.11,0.0
2009,2,5,2,0,Productos farmacéuticos y medicinales,Productos farmacéuticos y,N,,,,N,219103.19,0.0,849322.78,0.0,846927.9,0.0
2009,2,5,3,0,Abonos y fertilizantes,Abonos y fertilizantes,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,5,4,0,"Insecticidas, fumigantes y otros","Insecticidas, fumigantes",N,,,,N,7712.24,0.0,1328.65,0.0,1535.64,0.0
2009,2,5,5,0,"Tintas, pinturas y colorantes","Tintas, pinturas y colora",N,,,,N,44783.77,0.0,64088.33,0.0,54860.91,0.0
2009,2,5,6,0,Combustibles y lubricantes,Combustibles y lubricante,N,,,,N,842907.37,0.0,1123162.58,0.0,1094877.9,0.0
2009,2,5,7,0,Específicos veterinarios,Específicos veterinarios,N,,,,N,10318.98,0.0,3110.99,0.0,3667.88,0.0
2009,2,5,8,0,Productos de material plástico,Productos de material plá,N,,,,N,8446.98,0.0,20555.51,0.0,24028.79,0.0
2009,2,5,9,0,Otros,Otros,N,,,,N,510403.54,0.0,67974.32,0.0,61175.82,0.0
2009,2,6,0,0,Productos de minerales no metálicos,Productos de minerales no,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,6,1,0,Productos de arcilla y cerámica,Productos de arcilla y ce,N,,,,N,13022.2,0.0,211192.33,0.0,91505.73,0.0
2009,2,6,2,0,Productos de vidrio,Productos de vidrio,N,,,,N,14919.18,0.0,5103.93,0.0,6881.24,0.0
2009,2,6,3,0,Productos de loza y porcelana,Productos de loza y porce,N,,,,N,3668.71,0.0,15243.99,0.0,1973.06,0.0
2009,2,6,4,0,"Productos de cemento, asbesto y yeso","Productos de cemento, asb",N,,,,N,61812.22,0.0,290393.6,0.0,272125.36,0.0
2009,2,6,5,0,"Cemento, cal y yeso","Cemento, cal y yeso",N,,,,N,60562.64,0.0,629155.98,0.0,555551.13,0.0
2009,2,6,9,0,Otros,Otros,N,,,,N,6020.75,0.0,30219.82,0.0,32098.43,0.0
2009,2,7,0,0,productos metálicos,productos metálicos,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,7,1,0,Productos ferrosos,Productos ferrosos,N,,,,N,59504.88,0.0,451868.36,0.0,312154.85,0.0
2009,2,7,2,0,Productos no ferrosos,Productos no ferrosos,N,,,,N,2262.4,0.0,24083.9,0.0,9991.39,0.0
2009,2,7,3,0,Material de guerra,Material de guerra,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,7,4,0,Estructuras metálicas acabadas,Estructuras metálicas aca,N,,,,N,699.0,0.0,5273.78,0.0,5549.28,0.0
2009,2,7,5,0,Herramientas menores,Herramientas menores,N,,,,N,6244.75,0.0,9236.44,0.0,8834.49,0.0
2009,2,7,9,0,Otros,Otros,N,,,,N,58392.15,0.0,169775.56,0.0,152698.92,0.0
2009,2,8,0,0,Minerales,Minerales,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,8,1,0,Minerales metalíferos,Minerales metalíferos,N,,,,N,4000.0,0.0,0.0,0.0,0.0,0.0
2009,2,8,2,0,Petróleo crudo y gas natural,Petróleo crudo y gas natu,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,8,3,0,Carbón mineral,Carbón mineral,N,,,,N,1204.53,0.0,26.5,0.0,26.5,0.0
2009,2,8,4,0,"Piedra, arcilla y arena","Piedra, arcilla y arena",N,,,,N,73721.22,0.0,305692.56,0.0,252138.31,0.0
2009,2,8,9,0,Otros,Otros,N,,,,N,38499.25,0.0,5086.97,0.0,5554.36,0.0
2009,2,9,0,0,Otros bienes de consumo,Otros bienes de consumo,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,9,1,0,Elementos de limpieza,Elementos de limpieza,N,,,,N,189075.02,0.0,77902.92,0.0,75039.86,0.0
2009,2,9,2,0,"Utiles de escritorio, oficina y enseñanza","Utiles de escritorio, ofi",N,,,,N,20591.44,0.0,31509.56,0.0,38926.09,0.0
2009,2,3,0,0,"Productos de papel, cartón e impresos","Productos de papel, cartó",S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,3,1,0,Papel de escritorio y cartón,Papel de escritorio y car,N,,,,N,9583.2,0.0,11331.26,0.0,11972.58,0.0
2009,2,3,2,0,Papel para computación,Papel para computación,N,,,,N,1925.51,0.0,1307.07,0.0,1739.77,0.0
2009,2,3,3,0,Productos de artes gráficas,Productos de artes gráfic,N,,,,N,1556.95,0.0,1178.73,0.0,3990.7,0.0
2009,2,3,5,0,"Libros, revistas y periódicos","Libros, revistas y periód",N,,,,N,5910.18,0.0,7232.0,0.0,8184.85,0.0
2009,2,3,6,0,Textos de enseñanza,Textos de ense±anza,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,3,7,0,Especies timbradas y valores,Especies timbradas y valo,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,3,9,0,Otros,Otros,N,,,,N,25170.6,0.0,35037.46,0.0,28041.93,0.0
2009,2,4,0,0,Productos de cuero y caucho,Productos de cuero y cauc,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,4,1,0,Cueros y pieles,Cueros y pieles,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,4,2,0,Artículos de cuero,Artículos de cuero,N,,,,N,42.0,0.0,546.0,0.0,1224.0,0.0
2009,1,1,5,0,Otros gastos en personal,Otros gastos en personal,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,1,1,6,0,Contribuciones patronales,Contribuciones patronales,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,1,1,7,0,Complementos,Complementos,N,,,,N,812800.0,0.0,0.0,0.0,680050.0,0.0
2009,1,2,0,0,Personal temporario,Personal temporario,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,1,2,1,0,Retribuciones del cargo,Retribuciones del cargo,N,,,,N,1137781.58,0.0,0.0,0.0,2834321.31,0.0
2009,1,2,2,0,Retribuciones que no hacen al cargo,Retribuciones que no hace,N,,,,N,0.0,0.0,0.0,0.0,31058.56,0.0
2009,1,2,3,0,Sueldo anual complementario,Sueldo anual complementar,N,,,,N,114108.33,0.0,0.0,0.0,133562.76,0.0
2009,1,2,4,0,Otros gastos en personal,Otros gastos en personal,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,1,2,5,0,Contribuciones patronales,Contribuciones patronales,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,1,2,6,0,Complementos,Complementos,N,,,,N,92058.0,0.0,0.0,0.0,166050.0,0.0
2009,1,3,0,0,Servicios extraordinarios,Servicios extraordinarios,S,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
2009,1,3,1,0,Retribuciones extraordinarias,Retribuciones extraordina,N,,,,N,831800.0,0.0,0.0,0.0,1075224.0,0.0
2009,1,3,2,0,Sueldo anual complementario,Sueldo anual complementar,N,,,,N,0.0,0.0,0.0,0.0,0.0,0.0
