EJERCICIO,TIPO,NRO_COMPROB,COD_PROV,NRO_REG_COMP,FECH_MOVIM,FECH_COMPROB,FECH_VENCIM,FECH_CONFORMAC,PORC_BONIF,FECH_BONIF,IMPORTE_COMPR,IMPORTE_PAGADO,RINDE_IVA,PORC_IVA,PORC_CRED_FISCAL,LIST_LIBRO_IVA,FECH_LIST_IVA,COD_PROV_REAL,RAZON_SOCIAL,CUIT,DETALLE,IMPORTE_SIN_IVA
2026,LIQ,9139-94353559,50008,765,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,8641126.31,8641126.31,N,21.0,0.0,0,,,,,,8641126.31
2026,LIQ,4000-00013283,50051,766,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,946588.85,946588.85,N,21.0,0.0,0,,,,,,946588.85
2026,LIQ,0040-00013277,50052,767,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,378635.55,378635.55,N,21.0,0.0,0,,,,,,378635.55
2026,LIQ,9139-94353560,50008,768,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,11847241.47,11847241.47,N,21.0,0.0,0,,,,,,11847241.47
2026,LIQ,4000-00013284,50051,769,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,1139402.84,1139402.84,N,21.0,0.0,0,,,,,,1139402.84
2026,LIQ,0040-00013278,50052,770,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,514522.18,514522.18,N,21.0,0.0,0,,,,,,514522.18
2026,LIQ,9139-94353561,50008,771,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,66223069.44,66223069.44,N,21.0,0.0,0,,,,,,66223069.44
2026,LIQ,9139-94353562,50008,772,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,3412447.55,3412447.55,N,21.0,0.0,0,,,,,,3412447.55
2026,LIQ,9139-94353563,50008,773,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,2965180.18,2965180.18,N,21.0,0.0,0,,,,,,2965180.18
2026,LIQ,9139-94353564,50008,774,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,20445688.02,20445688.02,N,21.0,0.0,0,,,,,,20445688.02
2026,LIQ,9139-94353565,50008,775,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,9573971.72,9573971.72,N,21.0,0.0,0,,,,,,9573971.72
2026,LIQ,4000-00013285,50051,776,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,350839.8,350839.8,N,21.0,0.0,0,,,,,,350839.8
2026,LIQ,4000-00013286,50051,777,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,2070652.4,2070652.4,N,21.0,0.0,0,,,,,,2070652.4
2026,LIQ,4000-00013287,50051,778,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,309605.86,309605.86,N,21.0,0.0,0,,,,,,309605.86
2026,LIQ,4000-00013288,50051,779,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,964720.33,964720.33,N,21.0,0.0,0,,,,,,964720.33
2026,LIQ,4000-00013289,50051,780,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,6341890.28,6341890.28,N,21.0,0.0,0,,,,,,6341890.28
2026,LIQ,0040-00013279,50052,781,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,140335.92,140335.92,N,21.0,0.0,0,,,,,,140335.92
2026,LIQ,0040-00013280,50052,782,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,828260.92,828260.92,N,21.0,0.0,0,,,,,,828260.92
2026,LIQ,0040-00013281,50052,783,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,,123842.34,123842.34,N,21.0,0.0,0,,,,,,123842.34
