EJERCICIO,TIPO,NRO_COMPROB,COD_PROV,NRO_REG_COMP,FECH_MOVIM,FECH_COMPROB,FECH_VENCIM,FECH_CONFORMAC,PORC_BONIF,FECH_BONIF,IMPORTE_COMPR,IMPORTE_PAGADO,RINDE_IVA,PORC_IVA,PORC_CRED_FISCAL,LIST_LIBRO_IVA,FECH_LIST_IVA,COD_PROV_REAL,RAZON_SOCIAL,CUIT,DETALLE,IMPORTE_SIN_IVA
2025,TKT,0004-00117116,2001,3577,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,0.0,,18980.44,18980.44,N,21.0,0.0,0,,,,  -        -,,18980.44
2025,TKT,0008-00000009,17,2999,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,0.0,,1600000.0,1600000.0,N,21.0,0.0,0,,,,  -        -,,1600000.0
2025,FAB,0015-00078122,3316,40,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,0.0,,194000.0,194000.0,N,21.0,0.0,0,,,,  -        -,,160330.57
2025,TKT,0002-00000328,21,2526,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,0.0,,140000.0,140000.0,N,21.0,0.0,0,,,,  -        -,,140000.0
2025,FAC,0002-00000331,21,3856,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,0.0,,100000.0,100000.0,N,21.0,0.0,0,,,,  -        -,,100000.0
2025,FAB,0003-00002540,3262,3525,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,0.0,,2023341.18,2023341.18,N,21.0,0.0,0,,,,  -        -,,1672182.79
2025,FAC,0002-00000293,2490,1419,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,0.0,,30400.0,30400.0,N,21.0,0.0,0,,,,  -        -,,30400.0
2025,FAC,0003-00000155,1962,4340,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,0.0,,63000.0,63000.0,N,21.0,0.0,0,,,,  -        -,,63000.0
2025,FAB,0030-00000167,1603,3986,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,0.0,,105000.0,105000.0,N,21.0,0.0,0,,,,  -        -,,86776.85
2025,FAC,0002-00000166,2109,438,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,0.0,,50000.0,50000.0,N,21.0,0.0,0,,,,  -        -,,50000.0
2025,FAB,0013-00000474,1251,3167,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,0.0,,1327212.74,1327212.74,N,21.0,0.0,0,,,,  -        -,,1096870.03
2025,FAB,0002-00000704,546,3010,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,0.0,,1366211.0,1366211.0,N,21.0,0.0,0,,,,  -        -,,1129100.0
2025,FAB,0003-00000074,3172,3656,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,0.0,,1014360.0,1014360.0,N,21.0,0.0,0,,,,  -        -,,838314.04
2025,FAB,0006-00000311,2521,3165,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,0.0,,1112677.5,1112677.5,N,21.0,0.0,0,,,,  -        -,,919568.18
2025,FAB,0000-00000026,50370,5083,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,97935.73,97935.73,N,21.0,0.0,0,,,,  -        - ,,80938.62
2025,FAB,2503-13460253,50002,5000,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,34655.43,34655.43,N,21.0,0.0,0,,,,  -        -,,28640.85
2025,FAB,2022-00001296,50003,5084,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,81000.0,81000.0,N,21.0,0.0,0,,,,  -        - ,,66942.15
2025,COM,0000-00002000,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,3970.1,3970.1,N,21.0,0.0,0,,,,  -        -,,3970.1
2025,FAS,0000-65357864,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,18147.12,18147.12,N,21.0,0.0,0,,,,  -        -,,18147.12
2025,FAS,0000-65357865,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,18675.75,18675.75,N,21.0,0.0,0,,,,  -        -,,18675.75
2025,FAS,0000-00091234,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,137566.76,137566.76,N,21.0,0.0,0,,,,  -        -,,137566.76
2025,FAS,0000-00091263,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,83156.9,83156.9,N,21.0,0.0,0,,,,  -        -,,83156.9
2025,FAS,0000-00091246,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,182812.83,182812.83,N,21.0,0.0,0,,,,  -        -,,182812.83
2025,COM,0000-00000400,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,468064.0,468064.0,N,21.0,0.0,0,,,,  -        -,,468064.0
2025,COM,0000-01116297,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,25903.8,25903.8,N,21.0,0.0,0,,,,  -        -,,25903.8
2025,FAS,0000-00162939,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,25903.8,25903.8,N,21.0,0.0,0,,,,  -        -,,25903.8
2025,FAS,0000-01847644,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,22847.99,22847.99,N,21.0,0.0,0,,,,  -        -,,22847.99
2025,COM,0000-01847651,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,14761.25,14761.25,N,21.0,0.0,0,,,,  -        -,,14761.25
2025,FAA,0000-00053180,789,5087,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,43889.35,43889.35,N,21.0,0.0,0,,,,  -        -,,43889.35
2025,FAB,0001-00002187,3324,3918,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,180000.0,180000.0,N,21.0,0.0,0,,,,  -        -,,148760.33
2025,FAB,0003-00010304,879,4578,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,1033051.0,1033051.0,N,21.0,0.0,0,,,,  -        -,,853761.15
2025,FAB,0003-00010306,879,4632,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,6589.0,6589.0,N,21.0,0.0,0,,,,  -        -,,5445.45
2025,FAC,0001-00000003,3482,4507,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,0.0,,350000.0,350000.0,N,21.0,0.0,0,,,,  -        -,,350000.0
2025,FAB,2022-00001319,50003,6496,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,0.0,,360000.0,360000.0,N,21.0,0.0,0,,,,  -        - ,,297520.66
2025,FAB,2022-00001320,50003,6497,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,0.0,,360000.0,360000.0,N,21.0,0.0,0,,,,  -        - ,,297520.66
2025,FAB,9061-00017790,50449,6498,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,0.0,,20430.0,20430.0,N,21.0,0.0,0,,,,  -        -,,16884.29
2025,FAB,9061-00018601,50449,6498,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,0.0,,45480.0,45480.0,N,21.0,0.0,0,,,,  -        -,,37586.77
2025,FAC,0001-00001587,50449,6498,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,0.0,,9000.0,9000.0,N,21.0,0.0,0,,,,  -        -,,9000.0
2025,FAC,0001-00006966,50449,6498,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,0.0,,26000.0,26000.0,N,21.0,0.0,0,,,,  -        -,,26000.0
2025,FAB,4264-52451845,50036,6701,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,0.0,,164499.5,164499.5,N,21.0,0.0,0,,,,  -        -,,135950.0
2025,FAB,2022-21900730,50087,6882,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,52624.64,52624.64,N,21.0,0.0,0,,,,  -        - ,,43491.44
2025,FAC,0001-00000012,3441,2876,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,24000.0,24000.0,N,21.0,0.0,0,,,,  -        -,,24000.0
2025,FAC,0001-00000015,3441,6337,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,45000.0,45000.0,N,21.0,0.0,0,,,,  -        -,,45000.0
2025,FAC,0001-00000005,3482,6286,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,400000.0,400000.0,N,21.0,0.0,0,,,,  -        -,,400000.0
2025,FAC,0001-00000017,3441,5057,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,180000.0,180000.0,N,21.0,0.0,0,,,,  -        -,,180000.0
2025,FAC,0002-00000243,2218,6764,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,1500000.0,1500000.0,N,21.0,0.0,0,,,,  -        -,,1500000.0
2025,FAB,0006-00050891,2863,1275,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,200000.0,200000.0,N,21.0,0.0,0,,,,  -        -,,165289.25
2025,FAB,0006-00049778,2863,1275,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,200000.0,200000.0,N,21.0,0.0,0,,,,  -        -,,165289.25
2025,FAB,0008-00000013,17,3719,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,70000.0,70000.0,N,21.0,0.0,0,,,,  -        -,,57851.23
2025,FAB,0005-00008873,2369,5095,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,2338823.64,2338823.64,N,21.0,0.0,0,,,,  -        -,,1932912.09
2025,NCB,0005-00000176,2369,5095,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,500137.99,500137.99,N,21.0,0.0,0,,,,  -        -,,413337.18
2025,FAB,0010-00010997,2330,159,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,286827.03,286827.03,N,21.0,0.0,0,,,,  -        -,,237047.13
2025,FAB,0010-00011019,2330,565,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,2025-08-12 00:00:00,0.0,,222490.63,222490.63,N,21.0,0.0,0,,,,  -        -,,183876.55
2025,FAB,0012-00002712,1658,401,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,0.0,,23220.0,0.0,N,21.0,0.0,0,,,,  -        -,,19190.08
2025,FAB,2022-00001324,50003,7185,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,0.0,,90000.0,90000.0,N,21.0,0.0,0,,,,  -        - ,,74380.17
2025,FAB,2022-00001325,50003,7186,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,0.0,,270000.0,270000.0,N,21.0,0.0,0,,,,  -        - ,,223140.5
2025,FAB,0471-00975101,50036,7179,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,0.0,,41649.41,41649.41,N,21.0,0.0,0,,,,  -        -,,34421.0
2025,FAC,0001-00000059,3180,6196,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,0.0,,100000.0,100000.0,N,21.0,0.0,0,,,,  -        -,,100000.0
2025,FAC,0003-00000033,3356,6709,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,0.0,,180000.0,180000.0,N,21.0,0.0,0,,,,  -        -,,180000.0
2025,FAC,0003-00000034,3356,6336,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,0.0,,235800.0,235800.0,N,21.0,0.0,0,,,,  -        -,,235800.0
2025,COM,0000-00900000,708,307,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,2025-08-26 00:00:00,0.0,,3259.0,3259.0,N,21.0,0.0,0,,,,  -        -,,3259.0
2025,FAB,1001-00468762,193,7912,2025-09-25 00:00:00,2025-09-25 00:00:00,2025-09-25 00:00:00,2025-09-25 00:00:00,0.0,,4740283.82,4740283.82,N,21.0,0.0,0,,,,  -        - ,,3917589.93
2025,FAB,1001-00468763,193,7913,2025-09-25 00:00:00,2025-09-25 00:00:00,2025-09-25 00:00:00,2025-09-25 00:00:00,0.0,,26592.76,26592.76,N,21.0,0.0,0,,,,  -        - ,,21977.49
2025,FAB,1001-00468764,193,7920,2025-09-25 00:00:00,2025-09-25 00:00:00,2025-09-25 00:00:00,2025-09-25 00:00:00,0.0,,11757920.85,11757920.85,N,21.0,0.0,0,,,,  -        - ,,9717289.96
