EJERCICIO,NRO_REGUL,NRO_RENG,CODIGO_FF,INCISO,PAR_PRIN,PAR_PARC,PAR_SUBP,JURISDICCION,PROGRAMA,ACTIV_PROY,ACTIV_OBRA,CODIGO_UE,CODIGO_AXT,COD_PROV,IMPORTE,DEUDA,OBSERVACIONES
2004,45,3,110,1,5,0,0,1110101000,1,0,0,1,,50010,150.0,N,
2004,45,4,,,,,,1110101000,,,,1,24000,50014,-265.7,N,
2004,46,0,110,2,5,6,0,1110104000,17,0,0,11,,50010,54.0,N,
2004,46,1,110,3,7,1,0,1110104000,17,0,0,11,,50010,70.0,N,
2004,46,2,,,,,,1110101000,,,,1,24000,50014,-124.0,N,
2004,47,0,110,5,1,4,0,1110106000,24,0,0,7,,50010,60.06,N,
2004,47,1,,,,,,1110101000,,,,1,24000,50012,-60.06,N,
2004,48,0,132,2,9,1,0,1110102000,42,0,0,2,,50010,84.85,N,
2004,48,1,132,2,9,6,0,1110102000,42,0,0,2,,50010,47.0,N,
2004,48,2,,,,,,1110101000,,,,1,24000,50012,-131.85,N,
2004,49,0,110,2,5,6,0,1110104000,17,0,0,11,,50010,140.0,N,
2004,49,1,110,2,3,1,0,1110104000,17,0,0,11,,50010,9.4,N,
2004,49,2,,,,,,1110101000,,,,1,24000,50012,-149.4,N,
2004,50,0,110,2,5,6,0,1110108000,29,0,0,14,,50010,10.0,N,
2004,50,1,110,2,5,5,0,1110108000,29,0,0,14,,50010,65.61,N,
2004,50,2,,,,,,1110101000,,,,1,24000,50012,-75.61,N,
2004,51,0,110,2,5,6,0,1110109000,28,0,0,13,,50010,35.0,N,
2004,51,1,110,2,1,1,0,1110109000,28,0,0,13,,50010,15.6,N,
2004,51,2,110,3,5,9,0,1110109000,28,0,0,13,,50010,100.0,N,
2004,51,3,,,,,,1110101000,,,,1,24000,50012,-150.6,N,
2004,52,0,110,2,5,6,0,1110103000,18,0,0,3,,50010,22.0,N,
2004,52,1,110,2,9,6,0,1110103000,18,0,0,3,,50010,43.27,N,
2004,52,2,110,2,7,1,0,1110103000,18,0,0,3,,50010,38.6,N,
2004,52,3,110,3,3,2,0,1110103000,18,0,0,3,,50010,125.0,N,
2004,52,4,,,,,,1110101000,,,,1,24000,50012,-228.87,N,
2004,53,0,110,3,7,9,0,1110101000,1,0,0,1,,50010,5.57,N,
2004,53,1,110,2,1,1,0,1110101000,1,0,0,1,,50010,12.57,N,
