SEC_MOV_EX_REC,EJERCICIO,FECH_MOV,DOCU_TIPO,DOCU_NRO,JURISDICCION,CODIGO_AXT,IMPORTE
236900,2026,2026-02-18 00:00:00,GAN,1020,1110107000,74001,26653.64
236901,2026,2026-02-18 00:00:00,GAN,1026,1110107000,74001,2985.54
236902,2026,2026-02-18 00:00:00,GAN,1030,1110107000,74001,3160.09
236903,2026,2026-02-18 00:00:00,INGB,1033,1110107000,74004,3155.4
236904,2026,2026-02-18 00:00:00,GAN,1034,1110107000,74001,9375.7
236905,2026,2026-02-18 00:00:00,GAN,1040,1110107000,74001,4313.46
236906,2026,2026-02-18 00:00:00,GAN,1019,1110107000,74001,2192.31
236907,2026,2026-02-18 00:00:00,GAN,1027,1110107000,74001,1801.36
236908,2026,2026-02-18 00:00:00,GAN,1028,1110107000,74001,1358.08
236909,2026,2026-02-18 00:00:00,INGB,1041,1110107000,74004,2588.0
236910,2026,2026-02-18 00:00:00,GAN,1052,1110107000,74001,924.77
236911,2026,2026-02-18 00:00:00,GAN,1036,1110107000,74001,7200.94
236912,2026,2026-02-18 00:00:00,GAN,1029,1110107000,74001,3588.29
236913,2026,2026-02-18 00:00:00,INGB,1021,1110107000,74004,15992.1
236914,2026,2026-02-18 00:00:00,GAN,1031,1110107000,74001,2728.13
236915,2026,2026-02-18 00:00:00,GAN,1039,1110107000,74001,3320.7
236916,2026,2026-02-18 00:00:00,GAN,1051,1110107000,74001,1677.67
236919,2026,2026-02-18 00:00:00,INGB,1058,1110107000,74004,8682.4
236920,2026,2026-02-18 00:00:00,INGB,1076,1110107000,74004,8682.4
236921,2026,2026-02-18 00:00:00,GAN,1044,1110107000,74001,16960.33
236922,2026,2026-02-18 00:00:00,GAN,1057,1110107000,74001,14470.71
236923,2026,2026-02-18 00:00:00,GAN,1059,1110107000,74001,8540.62
236924,2026,2026-02-18 00:00:00,INGB,1043,1110107000,74004,3840.0
236925,2026,2026-02-18 00:00:00,GAN,1055,1110107000,74001,6215.72
236926,2026,2026-02-18 00:00:00,GAN,1068,1110107000,74001,3025.0
236927,2026,2026-02-18 00:00:00,GAN,1070,1110107000,74001,3271.92
236928,2026,2026-02-18 00:00:00,INGB,1060,1110107000,74004,5124.3
236929,2026,2026-02-18 00:00:00,GAN,1067,1110107000,74001,1908.22
236930,2026,2026-02-18 00:00:00,GAN,1071,1110107000,74001,4382.99
236931,2026,2026-02-18 00:00:00,GAN,1073,1110107000,74001,4571.98
236932,2026,2026-02-18 00:00:00,INGB,1050,1110107000,74004,3240.3
236933,2026,2026-02-18 00:00:00,INGB,1074,1110107000,74004,2743.1
236934,2026,2026-02-18 00:00:00,GAN,1049,1110107000,74001,5400.65
236935,2026,2026-02-18 00:00:00,GAN,1061,1110107000,74001,6355.94
236936,2026,2026-02-18 00:00:00,GAN,1075,1110107000,74001,14470.69
236937,2026,2026-02-18 00:00:00,GAN,1042,1110107000,74001,6400.0
236938,2026,2026-02-18 00:00:00,INGB,1045,1110107000,74004,10176.1
236939,2026,2026-02-18 00:00:00,GAN,1048,1110107000,74001,1606.91
236940,2026,2026-02-18 00:00:00,GAN,1053,1110107000,74001,14470.68
236941,2026,2026-02-18 00:00:00,INGB,1054,1110107000,74004,8682.4
236942,2026,2026-02-18 00:00:00,INGB,1056,1110107000,74004,3729.4
236943,2026,2026-02-18 00:00:00,INGB,1062,1110107000,74004,3813.5
236944,2026,2026-02-18 00:00:00,GAN,1063,1110107000,74001,1002.08
236945,2026,2026-02-18 00:00:00,GAN,1064,1110107000,74001,1910.82
236946,2026,2026-02-18 00:00:00,GAN,1065,1110107000,74001,4693.96
236947,2026,2026-02-18 00:00:00,INGB,1066,1110107000,74004,2816.3
236948,2026,2026-02-18 00:00:00,GAN,1069,1110107000,74001,454.17
236949,2026,2026-02-18 00:00:00,INGB,1072,1110107000,74004,2629.7
236950,2026,2026-02-18 00:00:00,GAN,1007,1110104000,74001,12932.89
236951,2026,2026-02-18 00:00:00,INGB,1204,1110104000,74004,15692.6
236952,2026,2026-02-18 00:00:00,GAN,1205,1110104000,74001,3569.39
236953,2026,2026-02-18 00:00:00,GAN,1005,1110104000,74001,7739.13
236954,2026,2026-02-18 00:00:00,INGB,1008,1110104000,74004,9389.2
236955,2026,2026-02-18 00:00:00,INGB,1198,1110104000,74004,23512.9
236956,2026,2026-02-18 00:00:00,INGB,1202,1110104000,74004,14576.8
236957,2026,2026-02-18 00:00:00,INGB,1004,1110104000,74004,15670.4
236958,2026,2026-02-18 00:00:00,GAN,1003,1110104000,74001,11584.59
236959,2026,2026-02-18 00:00:00,INGB,1200,1110104000,74004,7780.1
236960,2026,2026-02-18 00:00:00,GAN,1203,1110104000,74001,21615.25
236961,2026,2026-02-18 00:00:00,INGB,1208,1110104000,74004,3937.2
236962,2026,2026-02-18 00:00:00,INGB,1006,1110104000,74004,5618.6
236963,2026,2026-02-18 00:00:00,INGB,1206,1110104000,74004,2591.3
236964,2026,2026-02-18 00:00:00,INGB,1015,1110104000,74004,11401.5
236965,2026,2026-02-18 00:00:00,GAN,1197,1110104000,74001,32387.02
236966,2026,2026-02-18 00:00:00,GAN,1199,1110104000,74001,10716.47
236967,2026,2026-02-18 00:00:00,GAN,1014,1110104000,74001,15704.55
236968,2026,2026-02-18 00:00:00,GAN,1201,1110104000,74001,20078.26
236969,2026,2026-02-18 00:00:00,GAN,1207,1110104000,74001,5423.18
236970,2026,2026-02-18 00:00:00,GAN,1119,1110107000,74001,57904.28
236971,2026,2026-02-18 00:00:00,GAN,1110,1110107000,74001,190511.99
236972,2026,2026-02-18 00:00:00,GAN,1114,1110107000,74001,211680.0
236973,2026,2026-02-18 00:00:00,GAN,1116,1110107000,74001,116720.0
236974,2026,2026-02-18 00:00:00,GAN,1112,1110107000,74001,60204.28
236975,2026,2026-02-18 00:00:00,GAN,1111,1110107000,74001,40230.0
236976,2026,2026-02-18 00:00:00,GAN,1113,1110107000,74001,191486.46
236977,2026,2026-02-18 00:00:00,SUSS.,1115,1110107000,74023,105840.0
236978,2026,2026-02-18 00:00:00,GAN,1108,1110118000,74001,190390.91
236979,2026,2026-02-18 00:00:00,GAN,1109,1110111000,74001,133140.5
236982,2026,2026-02-18 00:00:00,GAN,1007,1110104000,74001,-12932.89
236983,2026,2026-02-18 00:00:00,INGB,1204,1110104000,74004,-15692.6
236984,2026,2026-02-18 00:00:00,GAN,1205,1110104000,74001,-3569.39
236985,2026,2026-02-18 00:00:00,GAN,1005,1110104000,74001,-7739.13
236986,2026,2026-02-18 00:00:00,INGB,1008,1110104000,74004,-9389.2
236987,2026,2026-02-18 00:00:00,INGB,1198,1110104000,74004,-23512.9
236988,2026,2026-02-18 00:00:00,INGB,1202,1110104000,74004,-14576.8
236989,2026,2026-02-18 00:00:00,INGB,1004,1110104000,74004,-15670.4
236990,2026,2026-02-18 00:00:00,GAN,1003,1110104000,74001,-11584.59
236991,2026,2026-02-18 00:00:00,INGB,1200,1110104000,74004,-7780.1
236992,2026,2026-02-18 00:00:00,GAN,1203,1110104000,74001,-21615.25
236993,2026,2026-02-18 00:00:00,INGB,1208,1110104000,74004,-3937.2
236994,2026,2026-02-18 00:00:00,INGB,1006,1110104000,74004,-5618.6
236995,2026,2026-02-18 00:00:00,INGB,1206,1110104000,74004,-2591.3
236996,2026,2026-02-18 00:00:00,INGB,1015,1110104000,74004,-11401.5
236997,2026,2026-02-18 00:00:00,GAN,1197,1110104000,74001,-32387.02
236819,2026,2026-02-11 00:00:00,GAN,691,1110107000,74001,22254.61
236822,2026,2026-02-11 00:00:00,GAN,1177,1110107000,74001,4670.0
236823,2026,2026-02-11 00:00:00,GAN,1185,1110107000,74001,2520.0
236824,2026,2026-02-11 00:00:00,INGB,1178,1110107000,74004,2808.0
236825,2026,2026-02-11 00:00:00,GAN,1169,1110113000,74001,1490.09
236826,2026,2026-02-11 00:00:00,GAN,1171,1110108000,74001,487.61
236827,2026,2026-02-11 00:00:00,INGB,1176,1110107000,74004,5994.0
236828,2026,2026-02-11 00:00:00,GAN,1168,1110107000,74001,459.2
236829,2026,2026-02-11 00:00:00,GAN,1170,1110104000,74001,1069.91
236830,2026,2026-02-11 00:00:00,GAN,1180,1110107000,74001,2676.0
236831,2026,2026-02-11 00:00:00,GAN,678,1110104000,74001,24726.11
236832,2026,2026-02-11 00:00:00,GAN,905,1110106000,74001,1024.46
236833,2026,2026-02-11 00:00:00,INGB,681,1110104000,74004,18226.1
236834,2026,2026-02-11 00:00:00,GAN,680,1110104000,74001,25104.84
236835,2026,2026-02-11 00:00:00,INGB,679,1110104000,74004,17951.1
236836,2026,2026-02-11 00:00:00,REDO,210,1110112000,72007,492240.38
237103,2026,2026-02-24 00:00:00,SUSS.,1271,1110106000,74023,-623.97
237104,2026,2026-02-24 00:00:00,SUSS.,1275,1110102000,74023,-268.6
237105,2026,2026-02-24 00:00:00,SUSS.,1265,1110102000,74023,-1257.02
237106,2026,2026-02-24 00:00:00,SUSS.,1264,1110104000,74023,-1863.64
237107,2026,2026-02-24 00:00:00,SUSS.,1267,1110102000,74023,-13801.65
237108,2026,2026-02-24 00:00:00,SUSS.,1273,1110113000,74023,-178.51
237109,2026,2026-02-24 00:00:00,GAN,1266,1110102000,74001,-3844.63
237110,2026,2026-02-24 00:00:00,GAN,1270,1110106000,74001,-1247.93
237111,2026,2026-02-24 00:00:00,GAN,1272,1110113000,74001,-357.02
237112,2026,2026-02-24 00:00:00,GAN,1274,1110102000,74001,-537.19
237114,2026,2026-02-24 00:00:00,REDO,239,1110112000,71021,182696.6
237119,2026,2026-02-24 00:00:00,SUSS.,1271,1110106000,74023,623.97
237120,2026,2026-02-24 00:00:00,SUSS.,1275,1110102000,74023,268.6
237121,2026,2026-02-24 00:00:00,SUSS.,1265,1110102000,74023,1257.02
237122,2026,2026-02-24 00:00:00,SUSS.,1264,1110104000,74023,1863.64
237123,2026,2026-02-24 00:00:00,SUSS.,1267,1110102000,74023,13801.65
237124,2026,2026-02-24 00:00:00,SUSS.,1273,1110113000,74023,178.51
237125,2026,2026-02-24 00:00:00,GAN,1266,1110102000,74001,3844.63
237126,2026,2026-02-24 00:00:00,GAN,1270,1110106000,74001,1247.93
237127,2026,2026-02-24 00:00:00,GAN,1272,1110113000,74001,357.02
237128,2026,2026-02-24 00:00:00,GAN,1274,1110102000,74001,537.19
237201,2026,2026-02-27 00:00:00,SUSS.,1326,1110104000,74023,582.28
237202,2026,2026-02-27 00:00:00,SUSS.,1327,1110107000,74023,9725.7
237203,2026,2026-02-27 00:00:00,INGB,1101,1110107000,74004,1600.0
237204,2026,2026-02-27 00:00:00,SUSS.,1295,1110104000,74023,2978.84
237205,2026,2026-02-27 00:00:00,SUSS.,1292,1110104000,74023,3654.71
237206,2026,2026-02-27 00:00:00,INGB,1289,1110104000,74004,2896.0
237631,2026,2026-03-13 00:00:00,GAN,1813,1110118000,74001,77700.79
237632,2026,2026-03-13 00:00:00,INGB,1808,1110118000,74004,13658.4
237633,2026,2026-03-13 00:00:00,SUSS.,1809,1110118000,74023,20157.02
237634,2026,2026-03-13 00:00:00,INGB,1814,1110118000,74004,26325.0
237635,2026,2026-03-13 00:00:00,GAN,1807,1110118000,74001,10314.05
237636,2026,2026-03-13 00:00:00,SUSS.,1815,1110118000,74023,38850.4
237637,2026,2026-03-13 00:00:00,GAN,1813,1110118000,74001,-77700.79
237638,2026,2026-03-13 00:00:00,INGB,1808,1110118000,74004,-13658.4
237639,2026,2026-03-13 00:00:00,SUSS.,1809,1110118000,74023,-20157.02
237640,2026,2026-03-13 00:00:00,INGB,1814,1110118000,74004,-26325.0
237641,2026,2026-03-13 00:00:00,GAN,1807,1110118000,74001,-10314.05
237642,2026,2026-03-13 00:00:00,SUSS.,1815,1110118000,74023,-38850.4
237643,2026,2026-03-13 00:00:00,GAN,1819,1110111000,74001,186396.7
237644,2026,2026-03-13 00:00:00,INGB,1820,1110111000,74004,63151.2
237645,2026,2026-03-13 00:00:00,SUSS.,1821,1110111000,74023,93198.35
237646,2026,2026-03-13 00:00:00,INGB,1783,1110106000,74004,1761.7
237647,2026,2026-03-13 00:00:00,INGB,1786,1110102000,74004,27056.7
237648,2026,2026-03-13 00:00:00,GAN,1790,1110102000,74001,6620.66
237649,2026,2026-03-13 00:00:00,SUSS.,1787,1110102000,74023,5590.24
237650,2026,2026-03-13 00:00:00,INGB,1791,1110102000,74004,28972.0
237651,2026,2026-03-13 00:00:00,SUSS.,1792,1110102000,74023,5985.96
237652,2026,2026-03-13 00:00:00,INGB,1793,1110102000,74004,71268.7
237653,2026,2026-03-13 00:00:00,INGB,1702,1110115000,74004,1140.0
237662,2026,2026-03-13 00:00:00,EMBA,1829,1110118000,74003,42253.71
237663,2026,2026-03-13 00:00:00,EMBA,1828,1110104000,74003,46811.15
237664,2026,2026-03-13 00:00:00,EMBA,1827,1110108000,74003,70591.06
237665,2026,2026-03-13 00:00:00,EMBA,1826,1110105000,74003,45531.97
237040,2026,2026-02-19 00:00:00,REDO,232,1110112000,71021,396119.0
237072,2026,2026-02-23 00:00:00,SUSS.,1261,1110102000,74023,1504.21
237073,2026,2026-02-23 00:00:00,SUSS.,1262,1110118000,74023,714.99
237074,2026,2026-02-23 00:00:00,GAN,1268,1110106000,74001,1213.39
237207,2026,2026-02-27 00:00:00,GAN,1288,1110104000,74001,59834.71
237208,2026,2026-02-27 00:00:00,GAN,1285,1110104000,74001,3600.0
237209,2026,2026-02-27 00:00:00,GAN,1290,1110104000,74001,18473.62
237210,2026,2026-02-27 00:00:00,SUSS.,1291,1110104000,74023,24236.81
237460,2026,2026-03-02 00:00:00,SUSS.,1283,1110109000,74023,2217.36
237676,2026,2026-03-16 00:00:00,INGB,1795,1110118000,74004,61334.7
237677,2026,2026-03-16 00:00:00,SUSS.,1799,1110118000,74023,10547.11
237678,2026,2026-03-16 00:00:00,INGB,1798,1110118000,74004,40838.4
237679,2026,2026-03-16 00:00:00,SUSS.,1803,1110118000,74023,16431.82
237680,2026,2026-03-16 00:00:00,GAN,1801,1110118000,74001,32863.64
237681,2026,2026-03-16 00:00:00,INGB,1805,1110111000,74004,250944.0
237682,2026,2026-03-16 00:00:00,SUSS.,1806,1110111000,74023,64809.92
237683,2026,2026-03-16 00:00:00,GAN,1794,1110118000,74001,1681.16
237684,2026,2026-03-16 00:00:00,GAN,1797,1110118000,74001,21094.21
237685,2026,2026-03-16 00:00:00,INGB,1802,1110118000,74004,63624.0
237686,2026,2026-03-16 00:00:00,SUSS.,1796,1110118000,74023,15840.58
237687,2026,2026-03-16 00:00:00,GAN,1804,1110111000,74001,129619.83
237075,2026,2026-02-23 00:00:00,SUSS.,1269,1110106000,74023,606.69
237076,2026,2026-02-23 00:00:00,GAN,1226,1110107000,74001,3800.0
237077,2026,2026-02-23 00:00:00,GAN,1223,1110107000,74001,2800.0
237078,2026,2026-02-23 00:00:00,GAN,1236,1110107000,74001,300.0
237079,2026,2026-02-23 00:00:00,SUSS.,1240,1110107000,74023,11400.0
237080,2026,2026-02-23 00:00:00,INGB,1120,1110107000,74004,3942.9
237081,2026,2026-02-23 00:00:00,GAN,1121,1110107000,74001,2918.06
237082,2026,2026-02-23 00:00:00,REDO,218,1110112000,72007,161793.53
237083,2026,2026-02-23 00:00:00,REDO,218,1110112000,72002,14230.24
237084,2026,2026-02-23 00:00:00,REDO,257,1110112000,71018,43800.0
237085,2026,2026-02-23 00:00:00,GAN,605,1110104000,74001,4561.0
237086,2026,2026-02-23 00:00:00,GAN,601,1110104000,74001,4095.12
237087,2026,2026-02-23 00:00:00,INGB,602,1110104000,74004,2973.0
237088,2026,2026-02-23 00:00:00,INGB,606,1110104000,74004,3311.2
237089,2026,2026-02-23 00:00:00,GAN,598,1110104000,74001,1861.38
237090,2026,2026-02-23 00:00:00,GAN,589,1110107000,74001,7833.69
237091,2026,2026-02-23 00:00:00,INGB,590,1110107000,74004,4700.2
237092,2026,2026-02-23 00:00:00,SUSS.,1271,1110106000,74023,623.97
237093,2026,2026-02-23 00:00:00,SUSS.,1275,1110102000,74023,268.6
237094,2026,2026-02-23 00:00:00,SUSS.,1265,1110102000,74023,1257.02
237095,2026,2026-02-23 00:00:00,SUSS.,1264,1110104000,74023,1863.64
237096,2026,2026-02-23 00:00:00,SUSS.,1267,1110102000,74023,13801.65
237097,2026,2026-02-23 00:00:00,SUSS.,1273,1110113000,74023,178.51
237098,2026,2026-02-23 00:00:00,GAN,1266,1110102000,74001,3844.63
237099,2026,2026-02-23 00:00:00,GAN,1270,1110106000,74001,1247.93
237100,2026,2026-02-23 00:00:00,GAN,1272,1110113000,74001,357.02
237101,2026,2026-02-23 00:00:00,GAN,1274,1110102000,74001,537.19
237149,2026,2026-02-25 00:00:00,DIN,44,1110112000,71017,-1204992.0
237212,2026,2026-02-27 00:00:00,REDO,287,1110112000,71018,12000.0
237508,2026,2026-03-05 00:00:00,SUSS.,1297,1110107000,74023,16794.89
237509,2026,2026-03-05 00:00:00,GAN,1296,1110107000,74001,3589.78
237510,2026,2026-03-05 00:00:00,GAN,1328,1110104000,74001,21602.88
237511,2026,2026-03-05 00:00:00,SUSS.,1329,1110104000,74023,25801.44
237467,2026,2026-03-04 00:00:00,SUSS.,1637,1110107000,74023,15436.0
237468,2026,2026-03-04 00:00:00,GAN,1635,1110107000,74001,25842.0
237469,2026,2026-03-04 00:00:00,SUSS.,1634,1110107000,74023,12485.0
237470,2026,2026-03-04 00:00:00,INGB,1636,1110107000,74004,18523.2
237471,2026,2026-03-04 00:00:00,GAN,1641,1110107000,74001,24326.0
237472,2026,2026-03-04 00:00:00,SUSS.,1643,1110107000,74023,12163.0
237473,2026,2026-03-04 00:00:00,INGB,1642,1110107000,74004,14595.6
237474,2026,2026-03-04 00:00:00,INGB,1633,1110107000,74004,14982.0
237475,2026,2026-03-04 00:00:00,INGB,1645,1110107000,74004,16610.8
237476,2026,2026-03-04 00:00:00,SUSS.,1646,1110107000,74023,13842.4
237477,2026,2026-03-04 00:00:00,SUSS.,1640,1110107000,74023,193.5
237478,2026,2026-03-04 00:00:00,SUSS.,1639,1110107000,74023,86.4
237479,2026,2026-03-04 00:00:00,SUSS.,1644,1110107000,74023,426.0
237480,2026,2026-03-04 00:00:00,SUSS.,1638,1110107000,74023,1364.1
237481,2026,2026-03-04 00:00:00,REDO,298,1110112000,71021,100627.6
237492,2026,2026-03-05 00:00:00,REDO,308,1110112000,71021,243547.3
237596,2026,2026-03-11 00:00:00,INGB,1691,1110105000,74004,-4992.0
236870,2026,2026-02-13 00:00:00,INGB,250,1110107000,74004,3888.0
236871,2026,2026-02-13 00:00:00,GAN,249,1110107000,74001,97200.0
236872,2026,2026-02-13 00:00:00,CAJA,1196,1110104000,74008,287500.0
236877,2026,2026-02-13 00:00:00,REDO,227,1110112000,71018,75400.0
236879,2026,2026-02-18 00:00:00,GAN,1077,1110107000,74001,560.0
236880,2026,2026-02-18 00:00:00,GAN,1079,1110107000,74001,560.0
236881,2026,2026-02-18 00:00:00,GAN,1083,1110107000,74001,1660.0
236882,2026,2026-02-18 00:00:00,GAN,1082,1110107000,74001,420.0
236883,2026,2026-02-18 00:00:00,GAN,1078,1110107000,74001,1200.0
236884,2026,2026-02-18 00:00:00,GAN,1081,1110107000,74001,1400.0
236885,2026,2026-02-18 00:00:00,GAN,1080,1110107000,74001,640.0
236886,2026,2026-02-18 00:00:00,GARAN,1214,1110103000,71001,175000.0
236917,2026,2026-02-18 00:00:00,GAN,1117,1110107000,74001,85740.0
236918,2026,2026-02-18 00:00:00,GAN,1118,1110107000,74001,186120.0
236981,2026,2026-02-18 00:00:00,GAN,1107,1110118000,74001,60232.77
237002,2026,2026-02-18 00:00:00,GAN,1007,1110104000,74001,12932.89
237003,2026,2026-02-18 00:00:00,INGB,1204,1110104000,74004,15692.6
237004,2026,2026-02-18 00:00:00,GAN,1205,1110104000,74001,3569.39
237005,2026,2026-02-18 00:00:00,GAN,1005,1110104000,74001,7739.13
237006,2026,2026-02-18 00:00:00,INGB,1008,1110104000,74004,9389.2
237007,2026,2026-02-18 00:00:00,INGB,1198,1110104000,74004,23512.9
237008,2026,2026-02-18 00:00:00,INGB,1202,1110104000,74004,14576.8
237009,2026,2026-02-18 00:00:00,INGB,1004,1110104000,74004,15670.4
237010,2026,2026-02-18 00:00:00,GAN,1003,1110104000,74001,11584.59
237011,2026,2026-02-18 00:00:00,INGB,1200,1110104000,74004,7780.1
237012,2026,2026-02-18 00:00:00,GAN,1203,1110104000,74001,21615.25
237013,2026,2026-02-18 00:00:00,INGB,1208,1110104000,74004,3937.2
237014,2026,2026-02-18 00:00:00,INGB,1006,1110104000,74004,5618.6
237015,2026,2026-02-18 00:00:00,INGB,1206,1110104000,74004,2591.3
237016,2026,2026-02-18 00:00:00,INGB,1015,1110104000,74004,11401.5
237017,2026,2026-02-18 00:00:00,GAN,1197,1110104000,74001,32387.02
237018,2026,2026-02-18 00:00:00,GAN,1199,1110104000,74001,10716.47
237019,2026,2026-02-18 00:00:00,GAN,1014,1110104000,74001,15704.55
237020,2026,2026-02-18 00:00:00,GAN,1201,1110104000,74001,20078.26
237021,2026,2026-02-18 00:00:00,GAN,1207,1110104000,74001,5423.18
237490,2026,2026-03-05 00:00:00,SUSS.,1666,1110107000,74023,1310.0
237491,2026,2026-03-05 00:00:00,SUSS.,1665,1110107000,74023,900.0
237493,2026,2026-03-05 00:00:00,SUSS.,1340,1110107000,74023,5525.52
237494,2026,2026-03-05 00:00:00,GAN,1342,1110107000,74001,7517.5
237495,2026,2026-03-05 00:00:00,SUSS.,1339,1110107000,74023,4073.31
237496,2026,2026-03-05 00:00:00,SUSS.,1343,1110107000,74023,5334.56
237497,2026,2026-03-05 00:00:00,SUSS.,1341,1110107000,74023,3825.36
237498,2026,2026-03-05 00:00:00,GAN,1632,1110107000,74001,7704.92
237499,2026,2026-03-05 00:00:00,GAN,1655,1110107000,74001,4334.68
237500,2026,2026-03-05 00:00:00,GAN,1623,1110107000,74001,4625.8
237501,2026,2026-03-05 00:00:00,GAN,1619,1110107000,74001,4147.55
237502,2026,2026-03-05 00:00:00,GAN,1661,1110107000,74001,1162.5
237503,2026,2026-03-05 00:00:00,GAN,1631,1110107000,74001,4971.61
237504,2026,2026-03-05 00:00:00,GAN,1625,1110107000,74001,4481.94
237505,2026,2026-03-05 00:00:00,GAN,1650,1110107000,74001,5110.1
237506,2026,2026-03-05 00:00:00,GAN,1652,1110107000,74001,3977.12
237507,2026,2026-03-05 00:00:00,GAN,1657,1110107000,74001,5656.35
237547,2026,2026-03-05 00:00:00,REDO,317,1110112000,71018,151000.0
