EJERCICIO,DELEG_SOLIC,NRO_SOLIC,NRO_PED,LUG_EMI,JURISDICCION,CODIGO_UE,CODIGO_DEP,FECH_SOLIC,TIPO_REGIS,NRO_ORIG,CODIGO_FF,IMPORTE_TOT,FECH_ENTREGA,FECH_NECESIDAD,FECH_EST_OC,TIPO_DOC,NRO_DOC,ANIO_DOC,COD_LUG_ENT,ESTADO_SOLIC,CONFIRMADO,FECH_CONFIRM,FECH_ANUL,MOTIVO_ANUL,OBSERVACIONES,CANT_IMP,SG_DIFERIDO
2026,1,884,852,GMADA,1110109000,13,DEP,2026-02-27 00:00:00,S,0,110,140000.0,,,,,0,0,,C,S,2026-02-27 07:54:22,,,,2,N
2026,1,1076,1026,GMADA,1110113000,20,SECSEG,2026-03-12 00:00:00,S,0,110,809600.0,,,,,0,0,,C,S,2026-03-12 10:56:06,,,,1,N
2026,1,1077,1025,GMADA,1110113000,20,SECSEG,2026-03-12 00:00:00,S,0,110,242000.0,,,,,0,0,,C,S,2026-03-12 10:57:19,,,,1,N
2026,1,1078,936,GMADA,1110105000,6,CULTUR,2026-03-13 00:00:00,A,968,132,-2723.33,,,,,0,0,,N,S,2026-03-13 08:32:45,,,,0,N
2026,1,652,626,GMADA,1110105000,6,CULTUR,2026-02-11 00:00:00,S,0,110,1050000.0,,,,,0,0,,C,S,2026-02-11 09:21:35,,,,2,N
2026,1,653,628,GMADA,1110105000,6,CULTUR,2026-02-11 00:00:00,S,0,110,1700000.0,,,,,0,0,,C,S,2026-02-11 09:22:28,,,,2,N
2026,1,1045,993,GMADA,1110118000,25,000SU,2026-03-10 00:00:00,S,0,110,787121.82,,,,,0,0,,C,S,2026-03-10 12:13:46,,,,1,N
2026,1,1046,996,GMADA,1110118000,25,000SU,2026-03-10 00:00:00,S,0,110,51620.0,,,,,0,0,,C,S,2026-03-10 12:16:19,,,,1,N
2026,1,1047,997,GMADA,1110118000,25,000SU,2026-03-10 00:00:00,S,0,110,69420.0,,,,,0,0,,C,S,2026-03-10 12:17:24,,,,1,N
2026,1,1048,978,GMADA,1110118000,25,000SU,2026-03-10 00:00:00,S,0,110,267470.0,,,,,0,0,,C,S,2026-03-10 12:18:39,,,,1,N
2026,1,1049,995,GMADA,1110109000,13,DEP,2026-03-10 00:00:00,S,0,110,16150.0,,,,,0,0,,C,S,2026-03-10 12:20:15,,,,1,N
2026,1,1050,836,GMADA,1110104000,5,COC,2026-03-10 00:00:00,S,0,131,511306.5,,,,,0,0,,C,S,2026-03-10 12:21:33,,,,1,N
2026,1,1051,979,GMADA,1110108000,14,PROD,2026-03-10 00:00:00,S,0,110,345802.8,,,,,0,0,,C,S,2026-03-10 12:24:05,,,,1,N
2026,1,1052,981,GMADA,1110118000,25,000SU,2026-03-10 00:00:00,S,0,110,234650.0,,,,,0,0,,C,S,2026-03-10 12:27:53,,,,1,N
2026,1,1053,988,GMADA,1110118000,25,000SU,2026-03-10 00:00:00,S,0,110,780000.0,,,,,0,0,,C,S,2026-03-10 12:30:32,,,,1,N
2026,1,1054,992,GMADA,1110118000,25,000SU,2026-03-10 00:00:00,S,0,110,430000.0,,,,,0,0,,C,S,2026-03-10 12:32:07,,,,1,N
2026,1,1111,1058,GMADA,1110113000,20,SECSEG,2026-03-16 00:00:00,S,0,110,203000.0,,,,,0,0,,C,S,2026-03-16 10:11:56,,,,1,N
2026,1,1112,1036,GMADA,1110109000,13,DEP,2026-03-16 00:00:00,S,0,132,12600.0,,,,,0,0,,C,S,2026-03-16 10:13:12,,,,1,N
2026,1,1113,1056,GMADA,1110111000,3,CAS,2026-03-16 00:00:00,S,0,131,133090.0,,,,,0,0,,C,S,2026-03-16 10:13:58,,,,1,N
2026,1,1114,1055,GMADA,1110111000,3,CAS,2026-03-16 00:00:00,S,0,131,263000.0,,,,,0,0,,C,S,2026-03-16 10:14:15,,,,1,N
2026,1,1115,965,GMADA,1110104000,5,HOGANC,2026-03-16 00:00:00,S,0,131,18800.0,,,,,0,0,,C,S,2026-03-16 10:15:42,,,,1,N
2026,1,1116,1069,GMADA,1110113000,20,SECSEG,2026-03-16 00:00:00,S,0,110,79500.0,,,,,0,0,,C,S,2026-03-16 11:20:43,,,,2,N
2026,1,1117,931,GMADA,1110104000,5,HOSP,2026-03-16 00:00:00,A,972,131,-255966.43,,,,,0,0,,N,S,2026-03-16 12:28:46,,,,0,N
2026,1,1118,931,GMADA,1110104000,5,HOSP,2026-03-16 00:00:00,S,0,131,255966.48,,,,,0,0,,C,S,2026-03-16 12:51:01,,,,2,N
2026,1,625,598,GMADA,1110112000,19,INGPU,2026-02-09 00:00:00,S,0,110,40000.0,,,,,0,0,,C,S,2026-02-09 08:30:57,,,,1,N
2026,1,756,708,GMADA,1110118000,25,000SU,2026-02-18 00:00:00,S,0,110,3005640.0,,,,,0,0,,C,S,2026-02-18 09:05:10,,,,2,N
2026,1,757,712,GMADA,1110200000,8,PRESID,2026-02-18 00:00:00,A,712,110,-55000.0,,,,,0,0,,N,S,2026-02-18 09:51:53,,,,1,N
2026,1,758,712,GMADA,1110200000,8,PRESID,2026-02-18 00:00:00,S,0,110,130000.0,,,,,0,0,,C,S,2026-02-18 09:55:45,,,,1,N
2026,1,760,742,GMADA,1110104000,5,HOSP,2026-02-18 00:00:00,S,0,131,24000000.0,,,,,0,0,,C,S,2026-02-18 12:36:58,,,,2,N
2026,1,844,838,GMADA,1110118000,25,000SU,2026-02-26 00:00:00,S,0,110,424136.94,,,,,0,0,,C,S,2026-02-26 08:04:31,,,,2,N
2026,1,852,815,GMADA,1110104000,5,COC,2026-02-26 00:00:00,A,838,131,-411147.0,,,,,0,0,,N,S,2026-02-26 09:01:50,,,,0,N
2026,1,853,842,GMADA,1110109000,13,DEP,2026-02-26 00:00:00,S,0,110,120000.0,,,,,0,0,,C,S,2026-02-26 09:05:44,,,,1,N
2026,1,854,840,GMADA,1110109000,13,DEP,2026-02-26 00:00:00,S,0,110,850000.0,,,,,0,0,,C,S,2026-02-26 09:06:04,,,,2,N
2026,1,855,815,GMADA,1110104000,5,COC,2026-02-26 00:00:00,S,0,131,412137.0,,,,,0,0,,C,S,2026-02-26 09:07:57,,,,2,N
2026,1,857,816,GMADA,1110104000,5,HOSP,2026-02-26 00:00:00,S,0,131,2460000.0,,,,,0,0,,A,S,2026-02-26 09:33:42,2026-03-02 12:40:30,ERROR,,1,N
2026,1,870,643,GMADA,1110105000,6,CULTUR,2026-02-26 00:00:00,A,674,110,-1800000.0,,,,,0,0,,N,S,2026-02-26 10:36:08,,,,0,N
2026,1,871,844,GMADA,1110109000,13,DEP,2026-02-26 00:00:00,S,0,110,192140.0,,,,,0,0,,C,S,2026-02-26 10:40:27,,,,1,N
2026,1,872,643,GMADA,1110105000,6,CULTUR,2026-02-26 00:00:00,S,0,110,1800000.0,,,,,0,0,,C,S,2026-02-26 10:50:31,,,,2,N
2026,1,883,849,GMADA,1110109000,13,DEP,2026-02-26 00:00:00,S,0,110,500000.0,,,,,0,0,,C,S,2026-02-26 12:24:07,,,,1,N
2026,1,917,909,GMADA,1110115000,22,DIRINF,2026-03-04 00:00:00,S,0,110,119796.0,,,,,0,0,,C,S,2026-03-04 08:16:12,,,,3,N
2026,1,919,913,GMADA,1110102000,2,GOBHAC,2026-03-04 00:00:00,S,0,110,8070000.0,,,,,0,0,,C,S,2026-03-04 09:44:28,,,,2,N
2026,1,920,885,GMADA,1110109000,13,DEP,2026-03-04 00:00:00,S,0,110,2000000.0,,,,,0,0,,C,S,2026-03-04 12:09:45,,,,1,N
2026,1,921,905,GMADA,1110117000,24,000A,2026-03-04 00:00:00,S,0,110,7600.0,,,,,0,0,,C,S,2026-03-04 12:13:36,,,,1,N
2026,1,922,920,GMADA,1110102000,2,GOBHAC,2026-03-04 00:00:00,S,0,110,8070000.0,,,,,0,0,,C,S,2026-03-04 12:31:44,,,,2,N
2026,1,1073,989,GMADA,1110109000,13,DEP,2026-03-12 00:00:00,A,1019,210,-128380.0,,,,,0,0,,N,S,2026-03-12 10:18:12,,,,0,N
2026,1,1074,989,GMADA,1110109000,13,DEP,2026-03-12 00:00:00,S,0,132,128380.0,,,,,0,0,,C,S,2026-03-12 10:18:35,,,,1,N
2026,1,1075,1039,GMADA,1110118000,25,00003,2026-03-12 00:00:00,S,0,132,38100000.0,,,,,0,0,,C,S,2026-03-12 10:49:27,,,,1,N
2026,1,673,609,GMADA,1110118000,25,000SU,2026-02-13 00:00:00,S,0,110,1068795.02,,,,,0,0,,C,S,2026-02-13 08:12:43,,,,3,N
2026,1,674,643,GMADA,1110105000,6,CULTUR,2026-02-13 00:00:00,S,0,110,1800000.0,,,,,0,0,,A,S,2026-02-13 09:58:56,2026-02-26 10:36:08,ERROR,,3,N
2026,1,696,719,GMADA,1110109000,13,DEP,2026-02-13 00:00:00,S,0,110,504900.0,,,,,0,0,,C,S,2026-02-13 11:15:43,,,,1,N
2026,1,708,704,GMADA,1110105000,6,CULTUR,2026-02-13 00:00:00,S,0,110,140000.0,,,,,0,0,,C,S,2026-02-13 12:09:05,,,,1,N
2026,1,710,699,GMADA,1110118000,25,000SU,2026-02-13 00:00:00,S,0,110,98000.0,,,,,0,0,,C,S,2026-02-13 12:09:48,,,,1,N
2026,1,712,712,GMADA,1110200000,8,PRESID,2026-02-13 00:00:00,S,0,110,55000.0,,,,,0,0,,A,S,2026-02-13 12:10:17,2026-02-18 09:51:53,ERROR,,1,N
2026,1,713,714,GMADA,1110112000,19,SEHA,2026-02-13 00:00:00,S,0,110,130000.0,,,,,0,0,,C,S,2026-02-13 12:11:06,,,,1,N
2026,1,715,715,GMADA,1110102000,2,GOBHAC,2026-02-13 00:00:00,S,0,110,295000.0,,,,,0,0,,C,S,2026-02-13 12:11:55,,,,1,N
2026,1,719,625,GMADA,1110106000,7,JARD,2026-02-13 00:00:00,S,0,132,850000.0,,,,,0,0,,C,S,2026-02-13 12:16:59,,,,1,N
2026,1,721,622,GMADA,1110106000,7,ACCSOC,2026-02-13 00:00:00,S,0,132,72320.0,,,,,0,0,,C,S,2026-02-13 12:19:12,,,,1,N
2026,1,722,640,GMADA,1110111000,3,CAS,2026-02-13 00:00:00,S,0,131,1041500.0,,,,,0,0,,A,S,2026-02-13 12:20:34,2026-02-20 10:29:21,ERROR,,1,N
2026,1,724,624,GMADA,1110105000,6,BA,2026-02-13 00:00:00,S,0,110,14000.0,,,,,0,0,,C,S,2026-02-13 12:21:24,,,,1,N
2026,1,725,619,GMADA,1110118000,25,000SU,2026-02-13 00:00:00,S,0,110,53370.0,,,,,0,0,,C,S,2026-02-13 12:22:08,,,,1,N
2026,1,726,618,GMADA,1110118000,25,000SU,2026-02-13 00:00:00,S,0,110,950000.0,,,,,0,0,,C,S,2026-02-13 12:22:49,,,,1,N
2026,1,729,607,GMADA,1110118000,25,DECI,2026-02-13 00:00:00,S,0,110,199954.0,,,,,0,0,,C,S,2026-02-13 12:24:33,,,,1,N
2026,1,759,691,GMADA,1110113000,20,SECSEG,2026-02-18 00:00:00,S,0,110,306000.0,,,,,0,0,,C,S,2026-02-18 10:04:28,,,,1,N
2026,1,761,717,GMADA,1110111000,3,CAS,2026-02-18 00:00:00,S,0,131,133294.0,,,,,0,0,,C,S,2026-02-18 12:49:18,,,,1,N
2026,1,762,716,GMADA,1110102000,2,GOB,2026-02-18 00:00:00,S,0,110,59000.0,,,,,0,0,,C,S,2026-02-18 12:50:28,,,,1,N
2026,1,763,713,GMADA,1110118000,25,000SU,2026-02-18 00:00:00,S,0,110,110000.0,,,,,0,0,,C,S,2026-02-18 13:00:00,,,,1,N
2026,1,764,732,GMADA,1110118000,25,000SU,2026-02-18 00:00:00,S,0,110,250000.0,,,,,0,0,,C,S,2026-02-18 13:02:23,,,,2,N
2026,1,765,736,GMADA,1110118000,25,DECI,2026-02-18 00:00:00,S,0,110,160000.0,,,,,0,0,,C,S,2026-02-18 13:04:10,,,,1,N
2026,1,766,733,GMADA,1110112000,19,SEHA,2026-02-18 00:00:00,S,0,110,100000.0,,,,,0,0,,C,S,2026-02-18 13:04:57,,,,1,N
2026,1,767,648,GMADA,1110104000,5,COC,2026-02-18 00:00:00,S,0,131,97509.9,,,,,0,0,,C,S,2026-02-18 13:08:17,,,,1,N
2026,1,768,705,GMADA,1110104000,5,QUI,2026-02-18 00:00:00,S,0,131,37000.0,,,,,0,0,,C,S,2026-02-18 13:10:10,,,,1,N
2026,1,769,707,GMADA,1110104000,5,QUI,2026-02-18 00:00:00,S,0,131,82628.0,,,,,0,0,,C,S,2026-02-18 13:11:07,,,,1,N
2026,1,770,706,GMADA,1110104000,5,HOSP,2026-02-18 00:00:00,S,0,131,8000.0,,,,,0,0,,A,S,2026-02-18 13:15:59,2026-02-20 12:21:44,ERROR,,1,N
2026,1,771,724,GMADA,1110104000,5,LAB,2026-02-18 00:00:00,S,0,131,484803.98,,,,,0,0,,C,S,2026-02-18 13:17:06,,,,1,N
2026,1,772,721,GMADA,1110104000,5,PO,2026-02-18 00:00:00,S,0,131,200000.0,,,,,0,0,,C,S,2026-02-18 13:18:51,,,,1,N
2026,1,773,718,GMADA,1110104000,5,FARM,2026-02-18 00:00:00,S,0,131,2132124.7,,,,,0,0,,A,S,2026-02-18 13:19:33,2026-02-20 12:21:25,ERROR,,1,N
2026,1,774,398,GMADA,1110113000,20,SECSEG,2026-02-18 00:00:00,S,0,110,43800.0,,,,,0,0,,C,S,2026-02-18 13:20:44,,,,2,N
2026,1,775,666,GMADA,1110104000,5,HOSP,2026-02-18 00:00:00,S,0,131,170000.0,,,,,0,0,,C,S,2026-02-18 13:21:41,,,,1,N
2026,1,817,781,GMADA,1110106000,7,ENV,2026-02-24 00:00:00,S,0,132,17990.0,,,,,0,0,,C,S,2026-02-24 12:19:34,,,,1,N
2026,1,818,743,GMADA,1110106000,7,ACCSOC,2026-02-24 00:00:00,S,0,132,990000.0,,,,,0,0,,C,S,2026-02-24 12:22:03,,,,2,N
2026,1,823,811,GMADA,1110109000,13,DEP,2026-02-24 00:00:00,S,0,110,10500000.0,,,,,0,0,,C,S,2026-02-24 12:29:33,,,,1,N
2026,1,825,813,GMADA,1110109000,13,DEP,2026-02-24 00:00:00,S,0,110,3501000.0,,,,,0,0,,C,S,2026-02-24 12:42:51,,,,2,N
2026,1,826,791,GMADA,1110104000,5,COC,2026-02-24 00:00:00,S,0,131,1310844.0,,,,,0,0,,C,S,2026-02-24 13:14:21,,,,1,N
2026,1,827,792,GMADA,1110104000,5,COC,2026-02-24 00:00:00,S,0,131,1035799.0,,,,,0,0,,C,S,2026-02-24 13:17:50,,,,1,N
2026,1,828,790,GMADA,1110104000,5,HOGANC,2026-02-24 00:00:00,S,0,131,1780668.0,,,,,0,0,,C,S,2026-02-24 13:19:24,,,,1,N
2026,1,607,513,GMADA,1110104000,5,HOGANC,2026-02-04 00:00:00,A,544,131,-30000.0,,,,,0,0,,N,S,2026-02-04 10:15:09,,,,0,N
2026,1,609,527,GMADA,1110104000,5,INTER,2026-02-04 00:00:00,S,0,131,368508.33,,,,,0,0,,C,S,2026-02-04 12:42:15,,,,1,N
2026,1,618,577,GMADA,1110105000,6,CULTUR,2026-02-06 00:00:00,S,0,110,53526.0,,,,,0,0,,C,S,2026-02-06 11:02:33,,,,1,N
2026,1,1042,908,GMADA,1110105000,6,CULTUR,2026-03-10 00:00:00,A,925,110,-250000.0,,,,,0,0,,N,S,2026-03-10 11:04:12,,,,0,N
2026,1,1043,908,GMADA,1110105000,6,CULTUR,2026-03-10 00:00:00,S,0,110,250000.0,,,,,0,0,,C,S,2026-03-10 11:11:45,,,,2,N
2026,1,605,563,GMADA,1110118000,25,000SU,2026-02-04 00:00:00,S,0,132,9756000.0,,,,,0,0,,C,S,2026-02-04 07:58:33,,,,1,N
2026,1,606,564,GMADA,1110118000,25,BARU,2026-02-04 00:00:00,S,0,132,2926800.0,,,,,0,0,,C,S,2026-02-04 07:59:10,,,,2,N
2026,1,617,580,GMADA,1110109000,13,DEP,2026-02-06 00:00:00,S,0,110,500000.0,,,,,0,0,,C,S,2026-02-06 08:58:16,,,,1,N
2026,1,627,611,GMADA,1110112000,19,TESOR,2026-02-09 00:00:00,S,0,110,3600000.0,,,,,0,0,,C,S,2026-02-09 11:51:22,,,,1,N
2026,1,628,613,GMADA,1110103000,3,MA,2026-02-09 00:00:00,S,0,110,140000.0,,,,,0,0,,C,S,2026-02-09 12:12:30,,,,1,N
2026,1,629,612,GMADA,1110104000,5,HOSP,2026-02-09 00:00:00,S,0,110,285000.0,,,,,0,0,,C,S,2026-02-09 12:13:12,,,,1,N
2026,1,1014,970,GMADA,1110104000,5,HOSP,2026-03-10 00:00:00,S,0,131,654621.78,,,,,0,0,,C,S,2026-03-10 08:10:48,,,,1,N
2026,1,1015,980,GMADA,1110104000,5,HOGANC,2026-03-10 00:00:00,S,0,131,776750.0,,,,,0,0,,C,S,2026-03-10 08:13:04,,,,1,N
2026,1,1016,975,GMADA,1110109000,13,DEP,2026-03-10 00:00:00,S,0,132,271146.0,,,,,0,0,,C,S,2026-03-10 08:14:16,,,,1,N
2026,1,1017,977,GMADA,1110109000,13,DEP,2026-03-10 00:00:00,S,0,110,136971.0,,,,,0,0,,C,S,2026-03-10 08:18:33,,,,1,N
2026,1,1018,976,GMADA,1110109000,13,DEP,2026-03-10 00:00:00,S,0,110,140000.0,,,,,0,0,,A,S,2026-03-10 08:19:44,2026-03-10 12:08:40,ERROR,,1,N
2026,1,1019,989,GMADA,1110109000,13,DEP,2026-03-10 00:00:00,S,0,210,128380.0,,,,,0,0,,A,S,2026-03-10 08:20:50,2026-03-12 10:18:12,ERROR,,1,N
2026,1,1020,983,GMADA,1110109000,13,DEP,2026-03-10 00:00:00,S,0,110,151247.0,,,,,0,0,,C,S,2026-03-10 08:21:51,,,,1,N
2026,1,1021,962,GMADA,1110118000,25,000SU,2026-03-10 00:00:00,S,0,110,329200.0,,,,,0,0,,C,S,2026-03-10 08:23:06,,,,1,N
2026,1,1022,963,GMADA,1110118000,25,000SU,2026-03-10 00:00:00,S,0,110,633330.0,,,,,0,0,,C,S,2026-03-10 08:24:25,,,,1,N
2026,1,1023,964,GMADA,1110118000,25,DECI,2026-03-10 00:00:00,S,0,110,629362.0,,,,,0,0,,C,S,2026-03-10 08:25:27,,,,1,N
2026,1,1024,966,GMADA,1110118000,25,DECI,2026-03-10 00:00:00,S,0,110,353626.0,,,,,0,0,,C,S,2026-03-10 08:26:31,,,,1,N
2026,1,1025,973,GMADA,1110118000,25,000SU,2026-03-10 00:00:00,S,0,110,380000.0,,,,,0,0,,C,S,2026-03-10 08:27:30,,,,1,N
2026,1,1026,969,GMADA,1110104000,5,LAB,2026-03-10 00:00:00,S,0,131,417597.28,,,,,0,0,,C,S,2026-03-10 08:29:04,,,,1,N
2026,1,1027,816,GMADA,1110104000,5,HOSP,2026-03-10 00:00:00,S,0,131,2847000.0,,,,,0,0,,C,S,2026-03-10 08:30:12,,,,1,N
2026,1,1028,971,GMADA,1110104000,5,COC,2026-03-10 00:00:00,S,0,131,830283.53,,,,,0,0,,C,S,2026-03-10 08:32:42,,,,1,N
2026,1,1029,972,GMADA,1110104000,5,HOSP,2026-03-10 00:00:00,S,0,131,6160000.0,,,,,0,0,,C,S,2026-03-10 08:33:13,,,,1,N
2026,1,1030,902,GMADA,1110104000,5,HOSP,2026-03-10 00:00:00,S,0,131,1747360.48,,,,,0,0,,C,S,2026-03-10 08:34:47,,,,2,N
2026,1,1031,901,GMADA,1110104000,5,COC,2026-03-10 00:00:00,S,0,131,1083309.96,,,,,0,0,,C,S,2026-03-10 08:50:00,,,,1,N
2026,1,1032,948,GMADA,1110104000,5,LAV,2026-03-10 00:00:00,S,0,131,848920.81,,,,,0,0,,C,S,2026-03-10 08:51:26,,,,1,N
2026,1,1033,951,GMADA,1110104000,5,LAV,2026-03-10 00:00:00,S,0,131,774226.24,,,,,0,0,,C,S,2026-03-10 08:52:57,,,,1,N
2026,1,1034,968,GMADA,1110104000,5,HOSP,2026-03-10 00:00:00,S,0,131,90778.92,,,,,0,0,,C,S,2026-03-10 08:54:43,,,,1,N
2026,1,1035,965,GMADA,1110104000,5,HOGANC,2026-03-10 00:00:00,S,0,131,13400.0,,,,,0,0,,A,S,2026-03-10 08:56:07,2026-03-13 09:18:00,ERROR,,1,N
2026,1,1036,961,GMADA,1110104000,5,BANOR,2026-03-10 00:00:00,S,0,131,140000.0,,,,,0,0,,C,S,2026-03-10 08:57:30,,,,1,N
2026,1,1037,960,GMADA,1110104000,5,INTER,2026-03-10 00:00:00,S,0,131,89083.4,,,,,0,0,,C,S,2026-03-10 08:58:41,,,,1,N
2026,1,1038,957,GMADA,1110104000,5,HOGANC,2026-03-10 00:00:00,S,0,131,38298.5,,,,,0,0,,C,S,2026-03-10 09:00:30,,,,1,N
2026,1,1039,959,GMADA,1110104000,5,FARM,2026-03-10 00:00:00,S,0,131,473237.9,,,,,0,0,,C,S,2026-03-10 09:11:22,,,,1,N
2026,1,1040,915,GMADA,1110109000,13,DEP,2026-03-10 00:00:00,S,0,110,140000.0,,,,,0,0,,C,S,2026-03-10 09:13:29,,,,1,N
2026,1,1121,1044,GMADA,1110104000,5,COC,2026-03-17 00:00:00,S,0,131,95000.0,,,,,0,0,,N,S,2026-03-17 09:59:36,,,,1,N
2026,1,1122,1043,GMADA,1110104000,5,COC,2026-03-17 00:00:00,S,0,131,171000.0,,,,,0,0,,N,S,2026-03-17 10:02:23,,,,1,N
2026,1,1123,1045,GMADA,1110104000,5,HOGANC,2026-03-17 00:00:00,S,0,131,57000.0,,,,,0,0,,N,S,2026-03-17 10:03:41,,,,1,N
2026,1,1124,1046,GMADA,1110104000,5,HOGANC,2026-03-17 00:00:00,S,0,131,57750.0,,,,,0,0,,N,S,2026-03-17 10:05:01,,,,1,N
2026,1,1125,1047,GMADA,1110104000,5,COC,2026-03-17 00:00:00,S,0,131,157500.0,,,,,0,0,,N,S,2026-03-17 10:06:48,,,,1,N
2026,1,1126,1067,GMADA,1110104000,5,107,2026-03-17 00:00:00,S,0,131,26800.0,,,,,0,0,,N,S,2026-03-17 10:09:43,,,,1,N
2026,1,1127,1066,GMADA,1110104000,5,HOGANC,2026-03-17 00:00:00,S,0,131,502050.0,,,,,0,0,,N,S,2026-03-17 10:12:16,,,,1,N
2026,1,1128,1065,GMADA,1110104000,5,HOSP,2026-03-17 00:00:00,S,0,131,1242147.0,,,,,0,0,,N,S,2026-03-17 10:17:42,,,,1,N
2026,1,1129,1063,GMADA,1110104000,5,FARM,2026-03-17 00:00:00,S,0,131,2625900.0,,,,,0,0,,N,S,2026-03-17 10:23:19,,,,1,N
2026,1,1130,1028,GMADA,1110104000,5,FARM,2026-03-17 00:00:00,S,0,131,5609805.61,,,,,0,0,,N,S,2026-03-17 10:30:09,,,,2,N
2026,1,1131,1064,GMADA,1110104000,5,HOSP,2026-03-17 00:00:00,S,0,131,141000.0,,,,,0,0,,N,S,2026-03-17 10:35:44,,,,1,N
2026,1,1132,1061,GMADA,1110104000,5,HOSP,2026-03-17 00:00:00,S,0,131,160000.0,,,,,0,0,,N,S,2026-03-17 10:37:12,,,,1,N
2026,1,1133,1052,GMADA,1110104000,5,HOGANC,2026-03-17 00:00:00,S,0,131,134750.0,,,,,0,0,,N,S,2026-03-17 10:42:24,,,,1,N
2026,1,1134,1050,GMADA,1110104000,5,HOGANC,2026-03-17 00:00:00,S,0,131,76000.0,,,,,0,0,,N,S,2026-03-17 10:46:32,,,,1,N
2026,1,1135,1051,GMADA,1110104000,5,COC,2026-03-17 00:00:00,S,0,131,157500.0,,,,,0,0,,N,S,2026-03-17 10:47:09,,,,1,N
2026,1,1136,1049,GMADA,1110104000,5,HOGANC,2026-03-17 00:00:00,S,0,131,65100.0,,,,,0,0,,N,S,2026-03-17 10:48:56,,,,1,N
2026,1,1137,1048,GMADA,1110104000,5,COC,2026-03-17 00:00:00,S,0,131,190000.0,,,,,0,0,,N,S,2026-03-17 10:52:36,,,,1,N
2026,1,1138,1042,GMADA,1110104000,5,COC,2026-03-17 00:00:00,S,0,131,414000.0,,,,,0,0,,N,S,2026-03-17 10:58:32,,,,1,N
2026,1,1139,1022,GMADA,1110104000,5,HOGANC,2026-03-17 00:00:00,S,0,131,78460.44,,,,,0,0,,N,S,2026-03-17 11:04:48,,,,1,N
2026,1,1140,952,GMADA,1110104000,5,COC,2026-03-17 00:00:00,S,0,131,107348.86,,,,,0,0,,N,S,2026-03-17 11:05:56,,,,1,N
