EJERCICIO,DELEG_SOLIC,NRO_SOLIC,NRO_PED,LUG_EMI,JURISDICCION,CODIGO_UE,CODIGO_DEP,FECH_SOLIC,TIPO_REGIS,NRO_ORIG,CODIGO_FF,IMPORTE_TOT,FECH_ENTREGA,FECH_NECESIDAD,FECH_EST_OC,TIPO_DOC,NRO_DOC,ANIO_DOC,COD_LUG_ENT,ESTADO_SOLIC,CONFIRMADO,FECH_CONFIRM,FECH_ANUL,MOTIVO_ANUL,OBSERVACIONES,CANT_IMP,SG_DIFERIDO
2026,1,1141,950,GMADA,1110104000,5,CONEX,2026-03-17 00:00:00,S,0,131,97393.86,,,,,0,0,,N,S,2026-03-17 11:07:20,,,,1,N
2026,1,1142,949,GMADA,1110104000,5,HOGANC,2026-03-17 00:00:00,S,0,131,115505.6,,,,,0,0,,N,S,2026-03-17 11:17:11,,,,1,N
2026,1,1143,947,GMADA,1110104000,5,INTER,2026-03-17 00:00:00,S,0,131,414571.08,,,,,0,0,,N,S,2026-03-17 11:21:09,,,,2,N
2026,1,1144,1062,GMADA,1110104000,5,HOSP,2026-03-17 00:00:00,S,0,131,600000.0,,,,,0,0,,N,S,2026-03-17 11:24:09,,,,1,N
2026,1,608,568,GMADA,1110105000,6,CULTUR,2026-02-04 00:00:00,S,0,132,97262.26,,,,,0,0,,C,S,2026-02-04 10:55:33,,,,2,N
2026,1,665,681,GMADA,1110105000,6,CULTUR,2026-02-12 00:00:00,S,0,110,840000.0,,,,,0,0,,C,S,2026-02-12 08:36:29,,,,1,N
2026,1,666,679,GMADA,1110105000,6,CULTUR,2026-02-12 00:00:00,S,0,110,1400000.0,,,,,0,0,,C,S,2026-02-12 08:37:02,,,,2,N
2026,1,667,641,GMADA,1110103000,3,OPP,2026-02-12 00:00:00,S,0,110,14400000.0,,,,,0,0,,A,S,2026-02-12 10:11:27,2026-03-05 08:05:12,ERROR,,1,N
2026,1,668,630,GMADA,1110108000,14,PROD,2026-02-12 00:00:00,S,0,110,150000.0,,,,,0,0,,C,S,2026-02-12 10:13:26,,,,1,N
2026,1,669,631,GMADA,1110108000,14,PROD,2026-02-12 00:00:00,S,0,110,375000.0,,,,,0,0,,C,S,2026-02-12 10:15:13,,,,1,N
2026,1,670,702,GMADA,1110111000,3,CAS,2026-02-12 00:00:00,S,0,131,4000000.0,,,,,0,0,,C,S,2026-02-12 11:10:04,,,,2,N
2026,1,671,701,GMADA,1110103000,3,OPP,2026-02-12 00:00:00,S,0,110,3500000.0,,,,,0,0,,C,S,2026-02-12 11:39:35,,,,1,N
2026,1,778,640,GMADA,1110111000,3,CAS,2026-02-20 00:00:00,A,722,131,-1041500.0,,,,,0,0,,N,S,2026-02-20 10:29:21,,,,0,N
2026,1,779,751,GMADA,1110118000,25,000SU,2026-02-20 00:00:00,S,0,110,1957867.6,,,,,0,0,,A,S,2026-02-20 10:47:31,2026-02-25 11:39:48,ERROR,,1,N
2026,1,780,737,GMADA,1110118000,25,DECI,2026-02-20 00:00:00,S,0,110,292000.0,,,,,0,0,,C,S,2026-02-20 10:50:16,,,,1,N
2026,1,781,720,GMADA,1110105000,6,TURIS,2026-02-20 00:00:00,S,0,110,1456000.0,,,,,0,0,,C,S,2026-02-20 11:00:30,,,,2,N
