EJERCICIO,NRO_REG_DEVEN,FECH_REG_DEVEN,NRO_REG_COMP,LUG_EMI,JURISDICCION,CODIGO_UE,CODIGO_FF,COD_PROV,TIPO_DOC,NRO_DOC,ANIO_DOC,IMPORTE_TOT,ESTADO_REG_DEVEN,CONFIRMADO,FECH_CONFIRM,FECH_ANUL,MOTIVO_ANUL,CANT_IMPRES,OBSERVACIONES,ASIENTO,ASIENTO_ANUL,F931
2026,997,2026-02-19 00:00:00,1342,GMADA,1110117000,24,110,50008,,,,159980.0,C,S,2026-02-19 00:00:00,,,1,Generado Automaticámente - Periodo 2/2026 - Tipo/Grupo 52/7,7938,,
2026,998,2026-02-19 00:00:00,1343,GMADA,1110117000,24,110,50051,,,,19197.6,C,S,2026-02-19 00:00:00,,,1,Generado Automaticámente - Periodo 2/2026 - Tipo/Grupo 52/7,7939,,
2026,999,2026-02-19 00:00:00,1344,GMADA,1110117000,24,110,50052,,,,7679.04,C,S,2026-02-19 00:00:00,,,1,Generado Automaticámente - Periodo 2/2026 - Tipo/Grupo 52/7,7940,,
2026,1000,2026-02-19 00:00:00,1345,GMADA,1110118000,25,110,50008,,,,260101.37,C,S,2026-02-19 00:00:00,,,1,Generado Automaticámente - Periodo 2/2026 - Tipo/Grupo 52/7,7941,,
2026,1001,2026-02-19 00:00:00,1346,GMADA,1110118000,25,110,50008,,,,824748.01,C,S,2026-02-19 00:00:00,,,1,Generado Automaticámente - Periodo 2/2026 - Tipo/Grupo 52/7,7942,,
2026,1002,2026-02-19 00:00:00,1347,GMADA,1110118000,25,110,50051,,,,21158.4,C,S,2026-02-19 00:00:00,,,1,Generado Automaticámente - Periodo 2/2026 - Tipo/Grupo 52/7,7943,,
2026,1003,2026-02-19 00:00:00,1348,GMADA,1110118000,25,110,50052,,,,8463.36,C,S,2026-02-19 00:00:00,,,1,Generado Automaticámente - Periodo 2/2026 - Tipo/Grupo 52/7,7944,,
2026,1004,2026-02-20 00:00:00,1349,GMADA,1110101000,1,131,479,,,,54000.0,A,S,2026-02-20 00:00:00,2026-02-20 00:00:00,ERROR,6,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1349  dec 184/25-,8012,8024,
2026,1006,2026-02-20 00:00:00,1352,GMADA,1110101000,1,131,479,,,,54000.0,C,S,2026-02-20 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1352  multas dec 184/25,8029,,
2026,1007,2026-02-20 00:00:00,1354,GMADA,1110101000,1,131,50328,,,,17937.0,C,S,2026-02-20 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1354  multas dcto 975/25,8031,,
2026,1008,2026-02-20 00:00:00,1369,GMADA,1110106000,7,110,50031,,,,30000.0,C,S,2026-02-20 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1369  subsidio Felipe Gomez,8037,,
2026,1016,2026-02-20 00:00:00,1378,GMADA,1110101000,1,131,2525,,,,248375.0,C,S,2026-02-20 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1378  multas dcto.1190/25,8053,,
2026,1017,2026-02-20 00:00:00,1382,GMADA,1110101000,1,131,2525,,,,180700.0,C,S,2026-02-20 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1382  dec 124/26-151/26,8054,,
2026,1023,2026-02-20 00:00:00,1384,GMADA,1110101000,1,131,2525,,,,1208676.0,C,S,2026-02-20 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1384  multas dec 668/25-1334/25-1390/25-943/25-68/25-66/25-844/25-1454-25-1196/25,8073,,
2026,1024,2026-02-20 00:00:00,1246,GMADA,1110104000,5,131,3075,,,,63892.95,N,S,2026-02-20 00:00:00,,,1,fact 2954,8077,,
2026,1025,2026-02-20 00:00:00,1293,GMADA,1110113000,20,110,1527,,,,306000.0,N,S,2026-02-20 00:00:00,,,1,fact 568/569/570,8078,,
2026,1026,2026-02-20 00:00:00,1250,GMADA,1110104000,5,131,1259,,,,52122.0,N,S,2026-02-20 00:00:00,,,1,fact 18339,8079,,S
2026,1027,2026-02-20 00:00:00,1233,GMADA,1110113000,20,110,1879,,,,110000.0,N,S,2026-02-20 00:00:00,,,1,fact 684,8080,,S
2026,1028,2026-02-20 00:00:00,556,GMADA,1110113000,20,110,1879,,,,221000.0,N,S,2026-02-20 00:00:00,,,1,fact 679,8081,,S
2026,1029,2026-02-20 00:00:00,807,GMADA,1110106000,7,132,3448,,,,133300.0,C,S,2026-02-20 00:00:00,,,1,fact 091,8082,,
2026,1030,2026-02-20 00:00:00,1309,GMADA,1110118000,25,110,3011,,,,3005640.0,C,S,2026-02-20 00:00:00,,,1,fact 006,8083,,
2026,1031,2026-02-20 00:00:00,895,GMADA,1110118000,25,110,3395,,,,620000.0,N,S,2026-02-20 00:00:00,,,1,fact 2942,8084,,
2026,1032,2026-02-20 00:00:00,1313,GMADA,1110104000,5,131,1259,,,,146659.8,N,S,2026-02-20 00:00:00,,,1,fact 18344,8085,,S
2026,1033,2026-02-20 00:00:00,1307,GMADA,1110112000,19,110,1259,,,,20654.2,N,S,2026-02-20 00:00:00,,,1,fact 18343,8088,,S
2026,1038,2026-02-20 00:00:00,1388,GMADA,1110101000,1,131,216,,,,149712.0,C,S,2026-02-20 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1388  multas dec 1600/25,8094,,
2026,1129,2026-02-24 00:00:00,1432,GMADA,1110101000,1,131,50126,EXPED,25667,2526,314045.25,C,S,2026-02-24 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1432  MULTAS,8417,,
2026,1130,2026-02-24 00:00:00,1433,GMADA,1110101000,1,131,51099,EXPED,1075023,2025,130326.0,C,S,2026-02-24 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1433  MULTAS,8432,,
2026,1131,2026-02-24 00:00:00,1434,GMADA,1110101000,1,131,51080,,,,320742.33,C,S,2026-02-24 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1434  EXPTES 1761-2994/25 422/26,8440,,
2026,1132,2026-02-24 00:00:00,1435,GMADA,1110101000,1,131,50910,EXPED,1301391,2526,317025.0,C,S,2026-02-24 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1435  multas,8441,,
2026,1134,2026-02-24 00:00:00,1437,GMADA,1110101000,1,131,216,,,,357812.0,C,S,2026-02-24 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1437  MULTAS,8444,,
2026,1135,2026-02-24 00:00:00,1438,GMADA,1110101000,1,131,50278,,,,1525654.41,C,S,2026-02-24 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1438  MULTAS,8447,,
2026,1137,2026-02-24 00:00:00,1440,GMADA,1110101000,1,131,50278,,,,1588872.5,C,S,2026-02-24 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1440  multas,8476,,
2026,1138,2026-02-24 00:00:00,1441,GMADA,1110101000,1,131,50278,,,,1385898.5,C,S,2026-02-24 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1441  multas,8498,,
2026,1140,2026-02-24 00:00:00,1443,GMADA,1110101000,1,131,50278,,,,3428232.75,C,S,2026-02-24 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1443  multas,8527,,
2026,1142,2026-02-24 00:00:00,1446,GMADA,1110102000,2,110,2969,,,,2588013.11,C,S,2026-02-24 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1446  sevs,8556,,
2026,1143,2026-02-24 00:00:00,1370,GMADA,1110102000,2,110,1578,,,,59000.0,N,S,2026-02-24 00:00:00,,,1,fact 7068,8561,,
2026,1144,2026-02-24 00:00:00,1234,GMADA,1110113000,20,110,3297,,,,811100.0,N,S,2026-02-24 00:00:00,,,1,"fact 114
",8562,,
2026,1146,2026-02-24 00:00:00,1285,GMADA,1110109000,13,110,2701,,,,42000.0,N,S,2026-02-24 00:00:00,,,1,"fact 44
",8564,,
2026,1147,2026-02-24 00:00:00,1303,GMADA,1110108000,14,110,2330,,,,85300.01,N,S,2026-02-24 00:00:00,,,1,fact 11552,8565,,
2026,1148,2026-02-24 00:00:00,1264,GMADA,1110104000,5,131,2330,,,,171197.13,N,S,2026-02-24 00:00:00,,,1,"fact 11555
",8566,,
2026,1150,2026-02-24 00:00:00,582,GMADA,1110106000,7,132,68,,,,770000.0,N,S,2026-02-24 00:00:00,,,1,fact 600,8568,,S
2026,1447,2026-03-04 00:00:00,1696,GMADA,1110117000,24,110,50072,,,,8734.2,C,S,2026-03-04 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1696  gastos Munic c/OSPRERA,9920,,
2026,1453,2026-03-04 00:00:00,1698,GMADA,1110102000,2,110,50087,,,,4759832.56,C,S,2026-03-04 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1698  PRESTAMO,9936,,
2026,1454,2026-03-04 00:00:00,1668,GMADA,1110104000,5,131,1876,,,,2463332.93,N,S,2026-03-04 00:00:00,,,1,FACT 44873,9944,,S
2026,1455,2026-03-04 00:00:00,1682,GMADA,1110104000,5,131,1063,,,,319000.0,N,S,2026-03-04 00:00:00,,,1,FACT 593,9945,,
2026,1456,2026-03-04 00:00:00,1681,GMADA,1110104000,5,131,345,,,,1186830.0,N,S,2026-03-04 00:00:00,,,1,FACT 45884,9946,,
2026,1457,2026-03-04 00:00:00,169,GMADA,1110104000,5,131,345,,,,1241489.45,N,S,2026-03-04 00:00:00,,,1,"FACT 45482
",9947,,
2026,1458,2026-03-04 00:00:00,1640,GMADA,1110104000,5,131,3322,,,,497777.59,N,S,2026-03-04 00:00:00,,,1,FACT 4345,9948,,
2026,1459,2026-03-04 00:00:00,1664,GMADA,1110104000,5,131,1810,,,,180000.0,N,S,2026-03-04 00:00:00,,,1,FACT 0370,9949,,
2026,1460,2026-03-04 00:00:00,1662,GMADA,1110104000,5,131,1573,,,,260976.16,N,S,2026-03-04 00:00:00,,,1,FACT 7884,9950,,
2026,1461,2026-03-04 00:00:00,1501,GMADA,1110109000,13,110,21352,,,,120000.0,N,S,2026-03-04 00:00:00,,,1,FACT 001,9951,,
2026,1462,2026-03-04 00:00:00,1645,GMADA,1110118000,25,110,163,,,,1276200.0,C,S,2026-03-04 00:00:00,,,1,FACT 1817,9952,,S
2026,1463,2026-03-04 00:00:00,1208,GMADA,1110118000,25,110,826,,,,65000.0,N,S,2026-03-04 00:00:00,,,1,"FACT 2403
",9953,,
2026,1476,2026-03-04 00:00:00,515,GMADA,1110106000,7,132,3439,,,,680956.8,C,S,2026-03-04 00:00:00,,,1,FACT 085,9993,,
2026,1478,2026-03-04 00:00:00,570,GMADA,1110106000,7,131,3470,EXPED,118,2026,1051196.0,C,S,2026-03-04 00:00:00,,,1,FACT 015,10016,,
2026,1483,2026-03-04 00:00:00,1075,GMADA,1110106000,7,132,90,,,,48972660.0,C,S,2026-03-04 00:00:00,,,2,FACT 655/657/656/658,10058,,S
2026,1492,2026-03-04 00:00:00,1722,GMADA,1110105000,6,110,50020,,,,166800.0,C,S,2026-03-04 00:00:00,,,1,,10072,,
2026,1493,2026-03-05 00:00:00,1481,GMADA,1110106000,7,132,68,,,,990000.0,C,S,2026-03-05 00:00:00,,,1,"fact 602
",10136,,
2026,1494,2026-03-05 00:00:00,1688,GMADA,1110113000,20,110,441,,,,45749.7,N,S,2026-03-05 00:00:00,,,1,"fact 6047
",10137,,
2026,1495,2026-03-05 00:00:00,1685,GMADA,1110104000,11,110,441,,,,8000.0,N,S,2026-03-05 00:00:00,,,1,"fact 6046
",10138,,
2026,1496,2026-03-05 00:00:00,1456,GMADA,1110112000,19,110,441,,,,13200.0,N,S,2026-03-05 00:00:00,,,1,"fact 6042
",10140,,
2026,1497,2026-03-05 00:00:00,1450,GMADA,1110118000,25,110,441,,,,8500.0,N,S,2026-03-05 00:00:00,,,1,"fact 6043
",10141,,S
2026,1498,2026-03-05 00:00:00,1405,GMADA,1110109000,13,110,441,,,,78016.89,N,S,2026-03-05 00:00:00,,,1,"fact 1405
",10144,,
2026,1499,2026-03-05 00:00:00,1375,GMADA,1110104000,5,131,441,,,,97509.9,N,S,2026-03-05 00:00:00,,,1,"fact 1375
",10145,,
2026,1500,2026-03-05 00:00:00,1272,GMADA,1110104000,5,131,441,,,,44296.45,N,S,2026-03-05 00:00:00,,,1,"fact 6039
",10147,,
2026,1501,2026-03-05 00:00:00,1284,GMADA,1110112000,19,110,441,,,,34500.0,N,S,2026-03-05 00:00:00,,,1,"fact 6040
",10148,,
2026,1502,2026-03-05 00:00:00,1271,GMADA,1110104000,5,131,441,,,,12500.0,N,S,2026-03-05 00:00:00,,,1,fact 6041,10149,,
2026,1503,2026-03-05 00:00:00,1693,GMADA,1110105000,6,110,71,,,,41000.0,N,S,2026-03-05 00:00:00,,,1,"fact 2517
",10151,,
2026,1504,2026-03-05 00:00:00,1273,GMADA,1110113000,20,110,2410,,,,60000.0,N,S,2026-03-05 00:00:00,,,2,"fact 1069

",10152,,
2026,1505,2026-03-05 00:00:00,1217,GMADA,1110104000,5,131,167,,,,491550.0,N,S,2026-03-05 00:00:00,,,1,"fact 592
",10156,,
2026,1506,2026-03-05 00:00:00,1678,GMADA,1110104000,5,131,1876,,,,2321489.69,N,S,2026-03-05 00:00:00,,,1,"fact 44884
",10178,,
2026,1507,2026-03-05 00:00:00,1686,GMADA,1110113000,20,110,3220,,,,600000.0,N,S,2026-03-05 00:00:00,,,1,fact. 214,10179,,
2026,1508,2026-03-05 00:00:00,1649,GMADA,1110104000,5,131,1078,,,,170000.0,N,S,2026-03-05 00:00:00,,,1,"fact 219
",10180,,
2026,1509,2026-03-05 00:00:00,1302,GMADA,1110109000,13,110,688,,,,70000.0,N,S,2026-03-05 00:00:00,,,1,"fact 9238
",10182,,
2026,1510,2026-03-05 00:00:00,1457,GMADA,1110104000,5,131,2627,,,,26000.0,C,S,2026-03-05 00:00:00,,,2,"fact 831
",10183,,
2026,1511,2026-03-05 00:00:00,1653,GMADA,1110105000,6,110,2110,,,,75000.0,N,S,2026-03-05 00:00:00,,,1,"fact 438
",10185,,
2026,1512,2026-03-05 00:00:00,348,GMADA,1110118000,25,110,1994,,,,25887.95,N,S,2026-03-05 00:00:00,,,1,"fact 668
",10203,,
2026,1513,2026-03-05 00:00:00,486,GMADA,1110115000,22,110,2098,,,,100000.0,N,S,2026-03-05 00:00:00,,,1,"fact 177
",10204,,
2026,1514,2026-03-05 00:00:00,1637,GMADA,1110105000,6,110,3177,,,,92552.9,C,S,2026-03-05 00:00:00,,,1,"fact 802
",10205,,
2026,1515,2026-03-05 00:00:00,490,GMADA,1110115000,22,110,53,,,,90000.0,N,S,2026-03-05 00:00:00,,,1,"fact 173
",10206,,
2026,1516,2026-03-05 00:00:00,137,GMADA,1110104000,5,131,2578,,,,580000.0,N,S,2026-03-05 00:00:00,,,1,fact 85,10207,,
2026,1517,2026-03-05 00:00:00,577,GMADA,1110104000,5,131,850,EXPED,180,2026,586802.0,N,S,2026-03-05 00:00:00,,,1,"fact 11729
",10238,,
2026,1518,2026-03-05 00:00:00,576,GMADA,1110104000,5,131,850,EXPED,177,2026,607807.0,N,S,2026-03-05 00:00:00,,,1,"fact 11732
",10239,,S
2026,1519,2026-03-05 00:00:00,579,GMADA,1110104000,5,131,850,EXPED,178,2026,420790.0,N,S,2026-03-05 00:00:00,,,1,"fact 11731
",10240,,
2026,1521,2026-03-05 00:00:00,578,GMADA,1110104000,5,131,850,EXPED,179,2026,1344195.0,A,N,,2026-03-05 00:00:00,ERROR,0,,,,S
2026,1522,2026-03-05 00:00:00,578,GMADA,1110104000,5,131,850,EXPED,179,2026,448065.0,N,S,2026-03-05 00:00:00,,,1,"fact 11730
",10242,,
2026,1523,2026-03-05 00:00:00,116,GMADA,1110113000,20,110,2142,EXPED,161,2025,1310000.0,C,S,2026-03-05 00:00:00,,,1,fact 3390,10243,,
2026,1524,2026-03-05 00:00:00,88,GMADA,1110111000,3,131,2804,,,,22248.0,N,S,2026-03-05 00:00:00,,,2,fact 269-70,10244,,
2026,1525,2026-03-05 00:00:00,1401,GMADA,1110105000,6,110,3557,DECRE,78,2026,880000.0,C,S,2026-03-05 00:00:00,,,1,fact 1,10245,,
2026,1526,2026-03-05 00:00:00,573,GMADA,1110106000,7,131,3516,,,,170000.0,C,S,2026-03-05 00:00:00,,,1,fact 42,10247,,
2026,1527,2026-03-05 00:00:00,1727,GMADA,1110105000,6,110,50363,,,,60019.97,C,S,2026-03-05 00:00:00,,,1,,10248,,
2026,1528,2026-03-05 00:00:00,1728,GMADA,1110106000,7,110,50015,NOTA,2,2026,87500.0,C,S,2026-03-05 00:00:00,,,1,,10249,,
2026,1530,2026-03-05 00:00:00,990,GMADA,1110105000,6,110,3534,,,,832000.0,C,S,2026-03-05 00:00:00,,,1,FACT 52,10295,,
2026,1532,2026-03-05 00:00:00,514,GMADA,1110115000,22,110,2986,EXPED,26,2026,65000.0,N,S,2026-03-05 00:00:00,,,1,"FACT 124
",10297,,
2026,1565,2026-03-09 00:00:00,1777,GMADA,1110112000,19,110,50014,,,,193489.45,C,S,2026-03-09 00:00:00,,,1,,10615,,S
2026,1566,2026-03-09 00:00:00,1788,GMADA,1110117000,24,110,50072,,,,24000.0,C,S,2026-03-09 00:00:00,,,2,GENERADO AUTOMáTICAMENTE A PARTIR DEL REG.COMP  :   1788  gastos judiciales Cabos Negros S.A. c /Munic.,10616,,
2026,1591,2026-03-11 00:00:00,1809,GMADA,1110104000,5,131,216,,,,231400.0,N,S,2026-03-11 00:00:00,,,1,"fact  1300
",10842,,
2026,1592,2026-03-11 00:00:00,1797,GMADA,1110113000,20,110,1259,,,,110322.8,N,S,2026-03-11 00:00:00,,,1,fact 18351,10843,,S
2026,1593,2026-03-11 00:00:00,1780,GMADA,1110112000,19,110,1259,,,,30121.0,N,S,2026-03-11 00:00:00,,,1,"fact 18352
",10844,,
2026,1594,2026-03-11 00:00:00,1295,GMADA,1110104000,5,131,3556,,,,414000.0,N,S,2026-03-11 00:00:00,,,1,"fact 673
",10845,,
2026,1595,2026-03-11 00:00:00,1737,GMADA,1110104000,5,131,167,,,,561250.0,N,S,2026-03-11 00:00:00,,,1,"fact 593
",10846,,
2026,1596,2026-03-11 00:00:00,1828,GMADA,1110118000,25,110,3395,,,,671000.0,N,S,2026-03-11 00:00:00,,,1,"fact 2967
",10847,,
2026,1597,2026-03-11 00:00:00,1835,GMADA,1110105000,6,110,3364,,,,250000.0,N,S,2026-03-11 00:00:00,,,1,"fact 206
",10848,,
2026,1598,2026-03-11 00:00:00,1833,GMADA,1110118000,25,110,2310,,,,60834.34,N,S,2026-03-11 00:00:00,,,1,fact 4642,10849,,
2026,1599,2026-03-11 00:00:00,1821,GMADA,1110118000,25,110,777,,,,201500.0,N,S,2026-03-11 00:00:00,,,1,"fact 140
",10852,,
2026,1600,2026-03-11 00:00:00,1808,GMADA,1110113000,20,110,777,,,,361000.0,N,S,2026-03-11 00:00:00,,,1,"fact 137
",10854,,
2026,1601,2026-03-11 00:00:00,1796,GMADA,1110113000,20,110,777,,,,347100.0,N,S,2026-03-11 00:00:00,,,1,"fact 138
",10855,,
2026,1602,2026-03-11 00:00:00,1795,GMADA,1110113000,20,110,777,,,,240400.0,N,S,2026-03-11 00:00:00,,,1,"fact 139
",10856,,
2026,1603,2026-03-11 00:00:00,1819,GMADA,1110118000,25,110,826,,,,65000.0,N,S,2026-03-11 00:00:00,,,1,fact 2419,10859,,
2026,1604,2026-03-11 00:00:00,1817,GMADA,1110106000,7,110,717,,,,13000.0,N,S,2026-03-11 00:00:00,,,1,"fact 236
",10864,,
2026,1605,2026-03-11 00:00:00,1798,GMADA,1110104000,5,131,717,,,,115200.0,N,S,2026-03-11 00:00:00,,,1,"fact 237
",10865,,
2026,1606,2026-03-11 00:00:00,1724,GMADA,1110105000,6,110,3296,,,,74572.88,N,S,2026-03-11 00:00:00,,,1,"fact 1974
",10866,,
2026,1607,2026-03-11 00:00:00,1639,GMADA,1110113000,20,110,3297,,,,1570000.0,N,S,2026-03-11 00:00:00,,,1,fact 115,10867,,
2026,1608,2026-03-11 00:00:00,1748,GMADA,1110104000,5,131,517,,,,495800.0,N,S,2026-03-11 00:00:00,,,1,"fact 974
",10868,,
2026,1609,2026-03-11 00:00:00,1739,GMADA,1110104000,5,131,1468,,,,4167621.15,N,S,2026-03-11 00:00:00,,,1,"fact 14562
",10869,,
2026,1610,2026-03-11 00:00:00,1710,GMADA,1110104000,5,131,866,,,,4900407.05,N,S,2026-03-11 00:00:00,,,1,fact 75179,10872,,
2026,1611,2026-03-11 00:00:00,1496,GMADA,1110108000,14,110,1608,,,,120000.0,N,S,2026-03-11 00:00:00,,,1,"fact       1203
",10876,,
2026,1612,2026-03-11 00:00:00,299,GMADA,1110108000,14,110,2549,,,,250593.0,C,S,2026-03-11 00:00:00,,,1,,10877,,
2026,767,2026-02-10 00:00:00,1083,GMADA,1110118000,25,110,2595,,,,114750.0,C,S,2026-02-10 00:00:00,,,1,FACT 1008,6679,,
2026,769,2026-02-11 00:00:00,1087,GMADA,1110104000,5,131,5,,,,68100.0,N,S,2026-02-11 00:00:00,,,1,"fact 373659
",6732,,
2026,771,2026-02-11 00:00:00,79,GMADA,1110102000,2,110,3072,,,,1349700.3,N,S,2026-02-11 00:00:00,,,1,"fact 116745
",6744,,
2026,772,2026-02-11 00:00:00,88,GMADA,1110111000,3,131,2804,,,,14445.0,C,S,2026-02-11 00:00:00,,,2,"fact 264
",6745,,
2026,773,2026-02-11 00:00:00,493,GMADA,1110115000,22,110,1101,,,,150000.0,C,S,2026-02-11 00:00:00,,,1,fact 467,6746,,
2026,775,2026-02-11 00:00:00,88,GMADA,1110111000,3,131,2804,,,,12028.0,C,S,2026-02-11 00:00:00,,,2,fact 263,6804,,
2026,776,2026-02-11 00:00:00,897,GMADA,1110111000,3,131,2421,,,,100000.0,C,S,2026-02-11 00:00:00,,,2,"fact 452
",6805,,
2026,777,2026-02-11 00:00:00,488,GMADA,1110115000,22,110,2584,,,,100000.0,C,S,2026-02-11 00:00:00,,,1,FACT 373,6819,,
2026,780,2026-02-11 00:00:00,279,GMADA,1110111000,3,131,5,,,,15071.25,N,S,2026-02-11 00:00:00,,,2,FACTS. 113631/116080,6841,,
2026,782,2026-02-11 00:00:00,1063,GMADA,1110112000,19,110,2692,,,,3600000.0,C,S,2026-02-11 00:00:00,,,1,"FACT 421
",6846,,
2026,783,2026-02-11 00:00:00,1056,GMADA,1110118000,25,110,436,,,,1339000.0,N,S,2026-02-11 00:00:00,,,1,"FACT 1329
",6847,,
2026,784,2026-02-11 00:00:00,607,GMADA,1110105000,6,110,1810,,,,100000.0,N,S,2026-02-11 00:00:00,,,1,"FACT 367
",6848,,
2026,785,2026-02-11 00:00:00,1016,GMADA,1110111000,3,131,1879,,,,66800.0,N,S,2026-02-11 00:00:00,,,2,"FACT 1016
",6849,,
2026,793,2026-02-11 00:00:00,552,GMADA,1110104000,5,131,1943,,,,1826436.92,C,S,2026-02-11 00:00:00,,,1,fact 2024,6906,,
2026,795,2026-02-11 00:00:00,1018,GMADA,1110104000,5,131,1936,,,,2100000.0,C,S,2026-02-11 00:00:00,,,1,"fact 476
",6908,,
2026,796,2026-02-11 00:00:00,983,GMADA,1110104000,5,131,2627,,,,28000.0,C,S,2026-02-11 00:00:00,,,1,"fact 824
",6909,,
2026,797,2026-02-11 00:00:00,979,GMADA,1110104000,5,131,2627,,,,30000.0,C,S,2026-02-11 00:00:00,,,1,"fact 825
",6910,,
2026,798,2026-02-11 00:00:00,978,GMADA,1110111000,3,131,1514,,,,16260000.0,N,S,2026-02-11 00:00:00,,,2,fact. 1825,6911,,
2026,799,2026-02-11 00:00:00,1006,GMADA,1110118000,25,132,1514,,,,2439000.0,C,S,2026-02-11 00:00:00,,,1,fact 1827,6912,,
2026,697,2026-02-09 00:00:00,309,GMADA,1110106000,7,110,5,,,,5050.0,N,S,2026-02-09 00:00:00,,,1,"fact 109720
",6420,,
2026,698,2026-02-09 00:00:00,485,GMADA,1110115000,22,110,2107,,,,1800000.0,A,N,,2026-02-09 00:00:00,ERROR,1,fact 300,,,S
2026,699,2026-02-09 00:00:00,485,GMADA,1110115000,22,110,2107,,,,150000.0,C,S,2026-02-09 00:00:00,,,1,"fact 300
",6422,,S
2026,700,2026-02-09 00:00:00,496,GMADA,1110115000,22,110,2309,,,,50000.0,C,S,2026-02-09 00:00:00,,,1,fact 728,6423,,
2026,701,2026-02-09 00:00:00,1047,GMADA,1110102000,2,110,50002,,,,59373.97,C,S,2026-02-09 00:00:00,,,1,"fact 16672833
",6432,,
2026,702,2026-02-09 00:00:00,990,GMADA,1110105000,6,110,3534,,,,800000.0,C,S,2026-02-09 00:00:00,,,1,"fact 51
",6433,,
2026,703,2026-02-09 00:00:00,348,GMADA,1110118000,25,110,1994,,,,86513.71,C,S,2026-02-09 00:00:00,,,1,fact 660,6434,,
2026,704,2026-02-09 00:00:00,109,GMADA,1110102000,2,110,1994,,,,182009.0,C,S,2026-02-09 00:00:00,,,1,"fact 661
",6435,,
2026,705,2026-02-09 00:00:00,101,GMADA,1110104000,5,131,2490,,,,314000.0,C,S,2026-02-09 00:00:00,,,1,"fact 330
",6436,,
2026,706,2026-02-09 00:00:00,65,GMADA,1110104000,5,131,3426,,,,5750000.0,C,S,2026-02-09 00:00:00,,,1,"fact 24
",6440,,
2026,707,2026-02-09 00:00:00,1048,GMADA,1110112000,19,110,230,,,,20584.52,C,S,2026-02-09 00:00:00,,,1,,6443,,
2026,708,2026-02-09 00:00:00,1049,GMADA,1110105000,6,132,3218,,,,87492.48,C,S,2026-02-09 00:00:00,,,1,FACT 5112,6446,,
2026,709,2026-02-09 00:00:00,279,GMADA,1110111000,3,131,5,,,,26664.0,N,S,2026-02-09 00:00:00,,,2,"fact 108519
",6448,,
2026,710,2026-02-09 00:00:00,1050,GMADA,1110115000,22,110,400,EXPED,26,2026,90000.0,C,S,2026-02-09 00:00:00,,,1,fact 1864,6449,,
2026,711,2026-02-09 00:00:00,86,GMADA,1110101000,1,110,3316,,,,393500.0,C,S,2026-02-09 00:00:00,,,1,fact 85670,6453,,
2026,712,2026-02-09 00:00:00,88,GMADA,1110111000,3,131,2804,,,,23241.0,C,S,2026-02-09 00:00:00,,,2,"fact 262
",6457,,
2026,713,2026-02-09 00:00:00,193,GMADA,1110109000,13,110,2973,,,,268300.0,C,S,2026-02-09 00:00:00,,,1,"fact 3646
",6459,,
2026,714,2026-02-09 00:00:00,494,GMADA,1110115000,22,110,2308,,,,65000.0,C,S,2026-02-09 00:00:00,,,1,fact 1919,6461,,
2026,715,2026-02-09 00:00:00,8,GMADA,1110101000,1,110,174,,,,196800.0,C,S,2026-02-09 00:00:00,,,1,"FACT 161
",6463,,
2026,716,2026-02-09 00:00:00,375,GMADA,1110106000,7,132,1603,,,,59400.0,C,S,2026-02-09 00:00:00,,,1,"FACT 192
",6464,,
2026,717,2026-02-09 00:00:00,279,GMADA,1110111000,3,131,5,,,,6137.0,N,S,2026-02-09 00:00:00,,,2,FACT 223546,6465,,
