ANIO_PRESUP,JURISDICCION,PROGRAMA,ACTIV_PROY,ACTIV_OBRA,FECHA_REGIS,DESCRIPCION1,DESCRIPCION2,DESCRIPCION3,DESCRIPCION4,DESCRIPCION5,DESCRIPCION6
2014,1110103000,21,0,0,2013-12-04 11:47:27,"Ralizamos la recoleccion y disposicion final  de residuos solidos urbanos. Se realiza la recoleccion de residuos no domicilarios como tierra, ramas, escombros, etc. Se realiza una prueba piloto en un sector de la ciudad de recoleccion diferenciado de los residuos solidos urbanos. ",,,,,
2014,1110103000,22,0,0,2013-12-04 11:53:22,Realizamos el barrido manual y mediante barredora de las calles pavimentadas y espacios publicos comunitarios.,,,,,
2014,1110103000,26,0,0,2013-12-04 11:57:14,Se realiza el mantenimiento y mejorado del arbolado publico y de todos los espacios verdes.,,,,,
2014,1110103000,45,0,0,2013-12-04 12:01:37,"Se realiza la capacitacion, concientizacion y difusion de politicas sustentables de preservacion del medio ambiente.  Comienzo de recoleccion diferenciada de residuos.
Tratamiento y clasificacion  de residuos inorganicos. ",,,,,
2010,1110103000,20,0,0,2009-08-16 21:00:53,"SE PROVEE ESPACIO PARA LA INHUMACION, MANTENIMIENTO  DE LAS INSTALACIONES, CONSTRUCCION DE NUEVOS NICHOS Y SERVICIOS COMUNES.
CONSERVACION DE LOS ESPACIOS VERDES COMUNES, CONTROL DE PLAGAS Y REDUCCIONES.
",,,,,
2010,1110103000,21,0,0,2009-08-16 21:00:53,"REALIZAMOS LA RECOLECCION Y DISPOSICION FINAL DE RESIDUOS SOLIDOS URBANOS. SE REALIZA LA RECOLECCION DE RESIDUOS NO DOMICILIARIOS COMO TIERRA, RAMAS, ESCOMBROS, ETC.",,,,,
2010,1110103000,22,0,0,2009-10-28 14:35:13,REALIZAMOS EL BARRIDO MANUAL Y MEDIANTE BARREDORA DE LAS CALLES PAVIMENTADAS Y ESPACIOS PUBLICOS COMUNITARIOS.,,,,,
2010,1110109000,28,0,0,2009-08-16 21:00:53,"Mediante la Promoción del deporte logramos que el mismo sea un instrumento de inclusión social, sea un medio para que todos los sectores de nuestra comunidad tenga una real igualdad de oportunidades para mejorar su calidad de vida.
Con programas y proyectos estrategicos integrales que vinculan al deporte con la discapacidad, la tercera edad, la juventud, la recuperación de los espacios publicos y el fortalecimiento de las instituciones medias; articulados con las áreas de Salud, Cultura, Acción Social, Educación y entidades intermedias. Con el objetivo dirigido a recrear una juventud sana, competitiva, idealista, solidaria, participativa y promotora de actividades que potencien y dinamicen a toda la comunidad.

",,,,,
2010,1110106000,24,0,0,2009-08-16 21:00:53,"ASISTIMOS A LAS FAMILIAS POR DEBAJO DE LA LINEA DE LA POBREZA.
BRINDAMOS ASISTENCIA ALIMENTARIA, EN SALUD, TRANSPORTE Y MEJORAMIENTO DE VIVIENDAS PRECARIAS.
REALIZAMOS TRAMITES ANTE LOS ORGANISMOS CORRESPONDIENTES A FIN DE FACILITAR EL ACCESO A BENEFICIOS SOCIALES DE LA POBLACION.
TRABAJAMOS EN COORDINACION CON LA JUSTICIA, CON LA POLICIA COMUNAL Y CON LA SECRETARIA DE SALUD.
REALIZAMOS TRABAJOS COORDINADOS CON LA SECRETARIA DE SALUD Y LAS ONG PARA LAS DISTINTAS PROBLEMATICAS QUE HACEN A LAS ADICCIONES Y PROBLEMAS DE NIÑEZ.

",,,,,
2010,1110106000,25,0,0,2009-08-16 21:00:53,"RECEPCIONAMOS NIÑOS QUE NO CONCURREN A ESTABLECIMIENTOS PREESCOLARES BRINDANDO ATENCION Y DANDO PRIORIDAD A LAS FAMILIAS CUYOS PADRES TRABAJAN Y QUE NO CUENTAN CON POSIBILIDADES DE HACER FRENTE A SERVICIOS PRIVADOS.
BRINDAMOS ATENCION A LA NIÑEZ EN UN MARCO LUDICO-EDUCATIVO.",,,,,
2010,1110104000,16,0,0,2009-08-16 21:00:53,"Se realizan campañas de prevención y educación en materia de salud para la población.
La salud se atiende en los niveles primero y segundo.
Con interacción entre los establecimientos privados y los estatales.
El tercer nivel se atiende con derivaciones a centros de mayor complejidad.


",,,,,
2010,1110104000,17,0,0,2009-08-16 21:00:53,"REALIZAMOS CONTROLES DEL ESTADO SANITARIO DE ALIMENTOS PARA CONSUMOS EN COMERCIOS, PROVEEDORES Y/ O PLANTAS FIRGORÍFICAS
INSCRIPCION DE PRODUCTOS ALIMENTICIOS DE FABRICAS LOCALES EN EL ORDEN PROIVINCIAL Y NACIONAL
VIGILANCIA DE ZOONOZIS EN GENERAL , CONTROL ANTIRRABICO, CONTROL DE PERROS CALLEJEROS Y/O PERJUDICIALES, DIFUSION Y EDUCACION PARA LA SALUD EN PLAGAS, LABORATORIO DE ANALISIS DE TRIQUINOSIS PARA CONTROL DE PRODUCTOS CARNEOS EN EL PARTIDO ",,,,,
2010,1110105000,27,0,0,2009-10-28 17:03:42,"Con los objetivos claros de promover la inclusión, la participación, el respeto, el diálogo y la vida asociativa, el programa educativo cultural que se viene realizando en los últimos años ha tenido una inserción plena y favorable en la comunidad.
Los distintos proyectos que se han realizado y que se van a realizar continuarán en la senda que tiene como eje el trabajar con toda la población, especialmente con los chicos y los jóvenes que son las víctimas primarias de las desigualdades sociales.
La descentralización en la ejecución de los programas será profundizada, favoreciendo a las ONG (Clubes, Sociedades de Fomento) en todas sus formas.
Los ejes programáticos seran intensificados desde este año, con el agregado de la instalación de los museos histórico-regionales y Tuyú Mapu, y del archivo histórico municipal, que permitirán desarrollar actividades permanentes con toda la comunidad educativa que son mas de cinco mil alumnos en todos los niveles.
Los nuevos programas de desarrollo de cine que será gratuito para los chicos y de rescate de nuestro patrimonio tangible e intangible profundizarán el trabajo sobre nuestra identidad cultural. Se elevarán los proyectos de creación del Museo Municipal de Bellas Artes (mediante un convenio con una ONG) y Anfiteatro Municipal. 
",,,,,
2010,1110109000,46,0,0,2009-08-16 21:00:53,"Mediante eventos tanto deportivos como culturales se le dará una atención especifica a personas de más de 55 años, no solo para participar en los torneos Buenos Aires la Provincia sino tambien en eventos deportivos, culturales y recreativos locales y regionales coordinados con instituciones civiles, sociales y deportivas interesadas en programas que incluyan esta franja importante de nuestra comunidad.  ",,,,,
2010,1110103000,51,0,0,2009-10-30 19:03:17,PLAN DE OBRAS MUNICIPALES QUE SE PROYECTAN REALIZAR DURANTE EL PRESENTE PRESUPUESTO.,,,,,
2010,1110113000,42,0,0,2009-10-30 14:12:19,"Se llevan a cabo una tarea de docencia, control y organización de la via publica como asi tambien regularizar y hacer en forma responsable la entrega de registros habilitantes.
Con respecto a lo que es seguridad se procura brindar la mayor colaboración a la seguridad pública con medios técnicos y recursos humanos legalmente dispuestos.",,,,,
2010,1110113000,43,0,0,2009-10-30 14:08:12,"Manejo de la Caja Chica de la Policía Comunal con fondos que envia la Provincia para gastos de combustibles, lubricantes, librerias y reparaciones de móviles y dependencia.",,,,,
2010,1110113000,31,0,0,2009-10-30 14:06:11,"Se realizan politicas de prevencion para proteger a la poblacion frente a situaciones de emergencia producto de cuestiones climaticas, accidentes y desastres naturales.
Tambien se establecen planes de prevencion y emrgencia frente a eventuales riesgos ocasionados por accidentes y desastres de distinta naturaleza.",,,,,
2010,1110113000,47,0,0,2009-08-16 21:00:53,Programa de apoyo a los Bomberos Voluntarios de General Madariaga.,,,,,
2010,1110102000,33,0,0,2009-10-30 13:28:44,"Promover la participación y crear espacios para que la juventud pueda expresarse y construir, dentro de la sociedad lugares desde los cuales proyectarse hacia el resto de los vecinos, aportando y capacitandose para una sociedad mas justa.
Considerando que los jovenes son los futuros dirigentes de una comunidad que aspira mantener una organizacion social basada en la jusiticia social, las oportunidades para todos, libre de discriminacion y con inclusion social, contar con un espacio donde debatir sobre todos los temas que hacen a la vida comunitaria desde temprana edad es fundamental para proyectarse hacia el futuro.",,,,,
2010,1110103000,26,0,0,2009-10-28 14:36:11,SE REALIZA EL MANTENIMIENTO Y MEJORADO DEL ARBOLADO PUBLICO Y DE TODOS LOS ESPACIOS VERDES.,,,,,
2010,1110103000,45,0,0,2009-10-28 14:38:03,"SE REALIZA LA CAPACITACION, CONCIENTIZACION Y DIFUSION DE POLITICAS SUSTENTABLES DE PRESERVACION DEL MEDIO AMBIENTE.
COMIENZO DE RECOLECCION DIFERENCIADA DE RESIDUOS.
TRATAMIENTO Y CLASIFICACION DE RESIDUOS INORGANICOS.",,,,,
2010,1110112000,33,0,0,2009-10-29 19:22:40,Se realiza la inspección y control de los comercios que funcionan en el partido de General Juan Madariaga.,,,,,
2010,1110113000,32,0,0,2009-10-30 14:07:39,"Se realizan acciones de prevencion y ordenamiento de los vehiculos en la via publica.
Se gestionan y entregan los carnet de conductor.
Se aplican actas de infraccion que se derivan de las leyes y ordenanzas vigentes.",,,,,
2011,1110108000,29,0,0,2010-09-09 13:54:14,"ESTIMULO PARA EL DESARROLLO, LA PRODUCCIÓN Y EL EMPLEO.
DEFENSA DE LOS DERECHOS DE LOS CONSUMIDORES Y USUARIOS.
CAPACITACION LABORAL Y EMPRESARIAL PARA NUESTRA COMUNIDAD.",,,,,
2011,1110110000,30,0,0,2010-09-01 12:41:48,"Consolidaremos la oferta turística local existente y potencial para que Madariaga se convierta en un centro turístico de excursión y estadía.
La imagen deseada o fin es que la actividad turística se desarrolle en el Partido de Madariaga en el marco de un turismo sustentable, armónico y competitivo.",,,,,
2011,1110103000,18,0,0,2010-09-01 12:41:48,"SE REALIZA EL MANTENIMIENTO Y MEJORADO DE LAS CALLES DEL CASCO URBANO. 
CONTROL Y GESTION DE LAS OBRAS PARTICULARES.
CONTROL Y GESTION DEL CATASTRO URBANO Y RURAL DEL PARTIDO.
DESMALEZAMIENTO DE ESPACIOS PUBLICOS, REPARACION DE CALZADAS Y BACHEO. 
REPARACION Y MANTENIMIENTO DE MAQUINAS Y HERRAMIENTAS MUNICIPALES.
LIMPIEZA DE CANALES PLUVIALES DE LA CIUDAD Y DE BOCAS DE TORMENTA.
",,,,,
2011,1110103000,19,0,0,2010-09-01 12:41:48,"BRINDAMOS EL SERVICIO DE ALUMBRADO A LA CIUDAD, REPOSICION DE LAMPARAS E INSTALACION DE NUEVAS LUMINARIAS DE IODO Y VAPOR DE MERCURIO.",,,,,
2014,1110110000,30,0,0,2013-11-15 08:23:18,"La Dirección de Turismo fomenta el desarrollo turístico del destino de forma sostenible. Planifica y gestiona la actividad turística considerada estratégica por sus impactos positivos en la economía local, la creación de nuevos puestos de trabajo, por contribuir al bienestar de las personas y al rescate, conservación y preservación del patrimonio local.
El fin es que la actividad turística se desarrolle en el Partido de General Madariaga en el marco de un turismo sustentable, armónico y competitivo.
Que Madariaga sea un destino turístico con una oferta diferenciada que complemente el turismo de ""Sol y Playa"" de la región.
En este marco se realizan las siguientes acciones:
- Servicios de Información Turísitca.
- Capacitación y Concientización Turística.
- Visitas Guiadas Gratuitas a las escuelas del partido.
- Recepación de contingentes de escolares y excursionistas de la región.
- Asistencia permanente a los alumnos de las escuelas del partido con información sobre el patrimonio turístico.
- Comunicación, promoción y difusión de la oferta turística en al ámbito local, regional, provincial y nacional para posicionar la marca destino Madariaga, ciudad gaucha.
- Desarrollo de Productos Turísticos para el Mercado ( Ecoturismo, Turismo Cultural, Religioso, Educativos, Rural, Deportivo, de Congresos y Convenciones)
- Promoción e incentivo a las Fiestas Tradicionales dándoles una mayor proyección.
- Fortalecimeinto de la identidad local, potenciando el acervo natural y cultural que nos identifica y nos indivudualiza.
- Puesta en valor de los atractivos, revalorizando los existentes y los recursos (naturales y culturales) que tengan potencialidad para ser integrados a la oferta turística del partido.
- Trabajos de investigación que permiten conocer diversos aspectos relacionados al fenómeno turístivo en Madariaga.
- Reglamentación de la actividad turística.
- Articulación del trabajo con otras áreas municipales, con el sector privado e ","instituciones locales para potenciar las acciones que benefician el desarrollo turístico del destino.
- Afianzar la Integración Regional.",,,,
2014,1110106000,24,0,0,2013-11-15 11:25:44,"Asistimos a las familias por debajo de la línea de pobreza.
Brindamos asitencia alimentaria, en salud, transporte y mejoramiento de viviendas precarias, realizando trámites ante los organismos correspondientes a fin de facilitar el acceso a beneficios sociales de la población.
Trabajamos en coordinación con la justicia, con el servicio de protección de niños y adolescentes, con la policía comunal, comisería de la mujer, centro de asistencia a la victíma, C.P.A., juzgado de paz.",,,,,
2014,1110106000,25,0,0,2013-11-15 11:28:08,Recepcionamos a través del Jardín Maternal niños de 45 días a 3 años dando prioridad a las familias cuyos padres trabajan y que no cuentan con ingresos para hacer frentes a servicios privados. Es una institución socio educativa asitencial que atiende las necesidades biopsicosociales de los niños.,,,,,
2014,1110106000,42,0,0,2013-11-15 11:29:47,Se atiende el Servicio Local de Promoción y Protección de los derechos del niño y a familias bajo vulnerabilidad socialcon necesidades alimentarias  e insumos.,,,,,
2014,1110106000,44,0,0,2013-11-15 11:34:50,"Este programa asiste aproximadamente a 500 personas con el objetivo de brindar asistencia alimentaria resforzada a grupos familiares en situación de riesgo, priorizando a familias que conviven con menores de 2 a 5 años de edad.
Este programa es una contraprestación sin fines de lucro de nuestra ciudad, retribruyendolé a cambio una importante cantidad de productos alimentarios de primera necesidad.",,,,,
2014,1110106000,47,0,0,2013-11-15 11:39:06,"Programa U.N.O. (Una Nueva Oportunidad) referido a ñiños en conflicto con la ley penal, dependiente del Ministerio de Desarrollo Social de la Provincia de Buenos Aires, trabaja articulado con el Centro de Referencia responsabilidad Juvenil - Región Dolores.
Dicho programa cuenta con 15 (quince) beneficiarios a quienes se les brinda seguimiento y contención por Equipo Interdisciplinario.",,,,,
2014,1110113000,31,0,0,2013-12-04 14:02:15,"Comprende un conjunto de políticas de prevención  para  proteger a la población frente a situaciones de emergencias que abarcan situaciones extraordinarias de carácter  climático , accidentes  y desastres  naturales También  se establecen  planes  de prevención , auxilio  y  emergencias,  frente  a eventuales  riesgos  ocasionados  por caídas de árboles y otros hechos, en la planta urbana, periurbana y rural.  ",,,,,
2014,1110108000,29,0,0,2013-11-20 16:02:47,"Estimulo para el desarrollo, la producción y el empleo 
Capacitación laboral y empresarial para nuestra comunidad",,,,,
2014,1110113000,32,0,0,2013-12-04 14:05:51,"Se procede a la realización de acciones de prevención  y ordenamiento  de los vehículos  en la vía pública . En especial se realizan controles de motocicletas para verificar uso de cascos y papeles, eventualmente se procede a la  entrega y recambio de  cascos. Se  labran  actas de infracción  que derivan  de leyes y ordenanzas  vigentes.",,,,,
2014,1110113000,42,0,0,2013-12-04 14:09:31,"Es un sistema  con cámaras  de seguridad  en la vía pública  monitoreadas  desde  la Secretaría de Prevención para la Seguridad por personal  municipal. En forma paulatina se irán concentrando  todas  las comunicaciones  y derivaciones  de emergencias   para  ofrecer  respuestas rápidas  y  registrar  los acontecimientos  que las motivaron.
Se incluye, como parte del sistema, la contratación de  vigiladores para recorrer objetivos  estratégicos  de la ciudad intercomunicados  con la sala de monitoreo  para ofrecer respuestas  rápidas  y se amplía el recorrido de Patrullas Urbanas en el área barrial y zona céntrica, 
Se realizarán además campañas de difusión  y concientización de las medidas  a cumplimentar  para  prevenir  hechos  que integren la complejidad de la problemática de la seguridad.",,,,,
2014,1110113000,43,0,0,2013-12-04 14:11:27,"Atienden las necesidades  de la Policía  Comunal  en el marco del convenio con el Ministerio de Justicia  y Seguridad , dotándola  de los elementos necesarios  para  combatir  el delito  y cuidar  a los vecinos , en proximidad  con los mismos, reconociendo  sus necesidades  y problemática para  defender  sus  derechos.
Por otra parte se lleva adelante el Convenio de Policía  Comunal -Comisaría  de la Mujer -Destacamentos rurales ampliando la problemática tratada y los servicios brindados.",,,,,
2014,1110113000,47,0,0,2013-12-04 14:15:38,Se sostendrá el Subsidio determinado por la  tasa específica. ,,,,,
2012,1110109000,46,0,0,2011-11-16 20:46:14,"Mediante eventos tanto deportivos como culturales se le dará una atención especifica a personas de más de 55 años, no solo para participar en los Juegos Buenos Aires sino tambien en eventos deportivos, culturales y recreativos locales y regionales coordinados con instituciones civiles, sociales y deportivas interesadas en programas que incluyan esta franja importante de nuestra comunidad.  ",,,,,
2012,1110103000,51,0,0,2011-11-02 07:31:25,PLAN DE OBRAS MUNICIPALES QUE SE PROYECTAN REALIZAR DURANTE EL PRESENTE PRESUPUESTO.,,,,,
2017,1110102000,37,0,0,2016-11-25 10:29:03,"Durante el transcurso del año de gestiòn se realizaron las tareas inherentes al àrea. Se habilitaron 117 comercios y 34 remises y taxis, se contò con la tarea  de puesta a disposiciòn de la unidad Fiat Uno JCH 069, ya que antes el àrea no contaba con vehìculo. Se trabajò mancomunadamente con diferentes àreas para realizar procedimientos ( Bromatologìa, Obras Pùblicas, Medio Ambiente y las Fuerzas Pùblicas ). Se hizo especial incapiè en el denominado "" Frente de Ruta"", sobre colectora Presidente  Peròn, donde se realizaron mùltiples procedimientos ya que se constataron diferentes prpblemas, como: falta de habilitaciones,no presentaciòn de planos,excesos en construcciòn,etc, por lo que en conjunto con la Secretarìa de Obras Pùblicas se confeccionaron citaciones y actas pertinentes, dando parte al Juzgado de Faltas local.
Se proyecta para el año 2016-2017, continuar con la fiscalizaciòn en los diferentes ámbitos y se solicitò la posibilidad de incorporar un ciclomotor para mejorar la tarea en el radio urbano.
Asi mismo se realizaron las tareas de confecciòn y entrega de licencias de conducir y entrega de licencias REBA, se solicitò diversos arreglos a soldar  y cielorrasos en la respectiva oficina, se incorporaron nuevas computadoras e impresoras.",,,,,
2017,1110104000,17,0,0,2016-11-25 09:56:30,"Durante este año se mantendrá el control bromatológico de comercios y transportes. Continuaremos con la campaña antirabica anual y la campaña de prevención de Hidatidosis mediante la desparasitación de perros de áres rurales, con la colaboración de FUSAMA y SENASA.
Desde el área de capacitación se continuará con el dictado del curso gratuito de manipulación de alimentos, las charlas sobre prevención de hidatidosis, brucelosis y triquinosis.
Se mantendrá el control y vigilancia de zoonosis y control de perros callejeros. Continuaremos con el ánalisis de triquinosis para el control de chacinados y con las campañas de castración gratuitas. Se realizará la fumigacion de espacios públicos, privados y establecimientos educativos para control de plagas. Mantendremos el sistema de vigilancia para el control del Dengue, con la ampliación de sectores de monitoreo mediante la colocación de larvitrampas.
",,,,,
2017,1110113000,32,0,0,2016-09-16 09:48:58," Se procede a la realización de acciones de prevención y ordenamiento de los vehículos en la vía pública. En especial se realizan controles de motocicletas para verificar uso de cascos y papeles, eventualmente se procede a la entrega y recambio de cascos. Se labran actas de infracción que derivan de leyes y ordenanzas vigentes.",,,,,
2017,1110109000,48,0,0,2016-11-24 12:02:10,"Es una actividad de verano que se desarrollarà durante los meses de enero y febrero, de lunes a viernes, durante 6 hs. diarias.
Es libre y gratuito para todos los niños y niñas de la ciudad, de 6 a 12 años. 
Se realizaràn actividades deportivas, recreativas y culturales con profesores a cargo de las mismas. Se brindarà el traslado de los niños y la merienda.",,,,,
2017,1110103000,51,0,0,2016-11-26 17:09:47,"Plan de obras Municipales para el año 2017:
CISTERNA AGUA POTABLE DE 2 MILLONES DE LITROS
RED DE AGUA CORRIENTE EN EL TRIANGULO SUR + 4 POZOS CAPTADORES
CONDUCTO DESAGUE CLOACAL CRUZANDO RUTA Nº 74
AMPLIACION 200 METROS CALLE EL TALA ENTRE CALLE MITRE Y CALLE SAAVEDRA
CLOACAS Y OBRAS DE NEXO EN BARRIO RAMON CARRILLO
PLAN DE VIVIENDAS SOCIALES
PRESUPUESTO PARTICIPATIVO 2017, DE ACUERDO A LAS INICIATIVAS DE LOS VECINOS DE CADA BARRIO
REFORMAS EDILICIAS EN LA ESCUELA DE BELLAS ARTES MUNICIPAL
OBRAS DE REFACCION Y CONSTRUCCION DE VESTURARIOS EN EL POLIDEPORTIVO MUNICIPAL
TENDIDO FIBRA OPTICA COM-HOSPITAL-EDIFICIO MUNICIPAL
JARDIN MATERNAL BARRIO BELGRANO
",,,,,
2017,1110113000,42,0,0,2016-09-16 09:48:58,"Es un sistema con cámaras de seguridad en la vía pública monitoreadas desde la Secretaria de Politicas Preventivas para la Seguridad por personal municipal. En forma paulatina se irán concentrando todas las comunicaciones y derivaciones de emergencias para ofrecer respuestas rápidas y registrar los acontecimientos que las motivaron.
Se incluye, como parte del sistema, la contratación de vigiladores para recorrer objetivos estratégicos de la ciudad intercomunicados con la sala de monitoreo para ofrecer respuestas rápidas y se amplía el recorrido de Patrullas Urbanas en el área barrial y zona céntrica.
Se realizarán además campañas de difusión y concientización de las medidas a cumplimentar para prevenir hechos que integren la complejidad de la problemática de la seguridad.",,,,,
2017,1110113000,43,0,0,2016-11-24 11:11:07,"Atienden las necesidades de la Policía Comunal en el marco del convenio con el Ministerio de Justicia y Seguridad, dotándola de los elementos necesarios para combatir el delito y cuidar a los vecinos,  en proximidad con los mismos, reconociendo sus necesidades y problemáticas para defender sus derechos.
Por otra parte se adelante el Convenio de Policía Comunal, Comisaria de la Mujer y la Familia, Sub DDI, destacamentos Rurales ampliando la problemática tratada y los servicios brindados.",,,,,
2017,1110113000,47,0,0,2016-11-26 12:05:28,De acuerdo a la OrdenanzaFiscal e Impositiva se transfiere un % de lo recuadado por la Tasa de Seguridad Municipal a los Bombero Voluntarios de Gral. Madariaga.,,,,,
2017,1110104000,16,0,0,2016-11-25 09:44:34,"Dentro de lo programado en el sistema de medicina asistencial se plantea continuar con la optimización de los servicios, con reestructuraciones funcionales y categorización del recurso humano. Se realizarán cursos y rotaciones por áreas de capacitación.
Adherimos al programa de Municipios en Acción para lograr capacitación y colaboración en la logistica para atender las adicciones.
Se sostendrán los programas de promoción y prevención en Atención Primaria de la Salud.
Seguiremos con la política de reestructuración y renovación tecnológica y edilicia del hospital. Mantendremos el foco en la recuperación de costos, ya que ha sido ésta nuestra principal fuente de financiamiento para afrontar el gasto operativo.
Se programa completar las obras del área de maternidad y los futuros consultorios externos.
Se solicitará al Ministerio de Desarrollo Social de Nación, ente financiador de las obras de ampliación y remodelacion del Hospital Municipal, el cambio de destino del sector donde se planeaba construir una nueva cocina.",,,,,
2017,1110103000,48,0,0,2016-11-29 07:47:06,"Ampliaciòn de cloacas, agua, procedimientos centrales, cordones cuneta, polvo de piedra, veredas, parquizaciòn, forestación, alumbrado, desagües pluviales, equipamiento de espacios verdes, equipamiento con espacios deportivos/recreativos.
Construcciòn de alcantarillas-
Reparaciòn de rellenos e infraestructura bàsica-
",,,,,
2017,1110111000,23,0,0,2016-11-26 12:00:59,"Mantenimiento y mejoramiento de la red vial,  teniendo presente la conservacion de la red, recuperacion, rehabilitacion y apertura de caminos, trabajos en canales y complementarios, plan de mejoras, y reparacion de alcantarillas.
La superficie, del partido segun la DIreccion de Geodesia de la Provincia de Bs. As, es de 286.288 Has.; la cantidad a las cuales se aplica la tasa vial es sensiblemente menor por descuentos de sectores a los cuales no estan afectados.
La Red esta dividida segun analisis efectuado: 
PRIMARIA 155,59 KM/SECUNDARIA 162,25 KM/TERCIARIA 353,67 KM/SERVIDUMBRE 48,70 KM.
",,,,,
2017,1110115000,36,0,0,2016-11-25 08:00:15,"A cargo de:

* Mantenimiento y actualización de los sistemas informáticos.
* Mantenimiento de redes cableadas e inalámbricas
* Monitoreo y optimizacion de la seguridad informática
* Dirección del NAC (CIC del barrio Quintanilla)
* Desarrollo de aplicaciones de escritorio, web y mobile.
* Desarrollo y mantenimiento del sitio web del área de informática
* Desarrollo y mantenimiento del sitio web del NAC
* Mantenimiento de líneas de telefonía fija, voip y móvil
* Administración del stock de insumos para impresoras
* Mantenimiento de correos electrónicos
* Mantenimiento de cuentas oficiales en las redes sociales
",,,,,
2017,1110116000,39,0,0,2016-11-25 18:20:20,"Durante el 2016 se realizò la refacciòn del Vivero Municipal, la producciòn de 20.000 plantas florales, campaña de forestaciòn de alrededor de 1000 especies, mantenimiento de espacios pùblicos ( parque de la vìa, Anchorena, plazas y plazoletas. ). Plan de trabajo para parqueros con bolzones.
Para el 2017 se proyecta la remodelaciòn de parques, cunetas y banquinas en distintos lugares de la ciudad. Parquizacion y forestaciòn en el Parque Industrial, remodelaciòn del parque del Paraje Invernada.",,,,,
2017,1110116000,40,0,0,2016-11-25 18:32:00,"Se realiza la iluminaciòn de parques, plazas,y plazoletas. 
Para el 2017 se proyecta la iluminaciòn y ornamentaciòn en distintos accesos a Madariaga, iluminaciòn Av. Catamarca, senda peatonal calle Alem.-",,,,,
2017,1110116000,42,0,0,2016-11-25 18:24:14,"Se realiza el reciclado de residuos sòlidos urbanos.
",,,,,
2017,1110116000,43,0,0,2016-11-25 18:33:20,"Se brinda el servicio de alumbrado, reposición de lámparas e instalación de nuevas luminarias. En el presente año se firmò un nuevo convenio para la reparaciòn y el mantenimiento del alumbrado pùblico en la ciudad.",,,,,
2017,1110117000,34,0,0,2016-11-28 10:03:14,"+Modernizacion del Estado Municipal:
-Gabinete integrado, gobierno inteligente y ventanilla unica de tramites
-Adopcion de nuevas tecnologias, mejoras de comunicacion
-Informatizacion, despapelizacion, simplificacion y agilizacion de tramites
-Expediente electronico y firma digital

+Unidad de Auditoria Interna:
-Asesoramiento, seguimiento y control de actividades
-Planificacion y medicion de resultados
-Capacitacion permanente

+Justicia de Faltas Municipal

 +Oficina Municipal de Informacion al Consumidor (OMIC)

+Comision Paritaria de Negociacion Municipal ",,,,,
2017,1110118000,41,0,0,2016-09-16 09:48:58,Se realiza la recolección diferenciada de residuos y clasificación de residuos inorgánicos.,,,,,
2017,1110118000,44,0,0,2016-09-16 09:48:58,Se realiza el servicio de barrido de las calles de la ciudad.,,,,,
2017,1110118000,45,0,0,2016-09-16 09:48:58,"Se provee espacio para inhumación, mantenimiento de las instalaciones, construcción de nuevos nichos y servicios comunes.",,,,,
2017,1110118000,46,0,0,2016-09-16 09:48:58,Se realizará el mantenimiento de las calles de la ciudad y demás servicios urbanos.,,,,,
2016,1110110000,30,0,0,2016-01-04 15:30:20,"La Dirección de Turismo fomenta el desarrollo turístico del destino de forma sostenible. Planifica y gestiona la actividad turística considerada estratégica por sus impactos positivos en la economía local, la creación de nuevos puestos de trabajo, por contribuir al bienestar de las personas y al rescate, conservación y preservación del patrimonio local. 
El fin es que la actividad turística se desarrolle en el Partido de General Juan Madariaga en el marco de un turismo sustentable, armónico y competitivo. 
Que Madariaga sea un destino turístico con una oferta diferenciada que completamente el turismo de ""Sol y Playa"" de la región.
En este marco se realizan las siguientes acciones: 
-Servicio de Información Turística.
-Capacitación y Concientización Turística.
-Visitas guiadas gratuitas a las escuelas del partido.
-Recepción de contigentes de escolares y excursionistas de la región. 
-Asistencia permanente a los alumnos de las escuelas del partido con información sobre el patrimonio turístico.
-Comunicación, promoción y difusión de la oferta turística en el ámbito local, regional, provincial y nacional para posicionar la marca destino Madariaga, ciudad gaucha.
-Diseño de programas turísticos
-Comercialización turística.
-Desarrollo de Productos Turísticos para el Mercado ( Ecoturismo, Turismo Cultural, Religioso, Educativo, Rural, Deportivo, de Congresos y Convenciones)
-Promoción e incentivo a las Fiestas Tradicionales dándoles una mayor proyección y jerarquizándolos. 
-Fortalecimiento de la identidad local, potenciando el acervo natural y cultural que nos indentifica y nos individualiza.
-Puesta en Valor de los atractivos, revalorizando los existentes y los recursos (naturales y culturales) que tengan potencialidad para ser integrados a la oferta turística del partido. 
-Trabajos de investigación que permiten conocer diversos aspectos relacionados al fenómeno turístico en Madariaga.
-Reglamentación de la actividad turística 
","-Articulación del trabajo con otras áreas municipales, con el sector privado e instituciones locales para potenciar las acciones que benefician al desarrollo turístico del destino.
-Integración Regional. 
",,,,
2016,1110109000,28,0,0,2016-01-04 15:30:20,"Se promocionan las actividades deportivas
Se apoya a los deportistas y delegaciones que participan en competencias en las que representan a nuestra ciudad.
Se dictan talleres mediante la modalidad de horas catedras a cargo de docentes de diferentes disciplinas deportivas, tanto en el centro de la ciudad como en los barrios.",,,,,
2016,1110109000,46,0,0,2016-01-04 15:30:20,"Se realizan actividades tanto deportivas como culturales, destinadas a las personas mayores de la Terceda Edad.",,,,,
