ANIO_PRESUP,JURISDICCION,PROGRAMA,ACTIV_PROY,ACTIV_OBRA,DESAGREGA,DENOMINACION,DENOMINACION_AB,CODIGO_UE,EJECUTADO,ESTIMADO,PROGRAMADO,CODIGO_PRESTAMO,FINALIDAD,FUNCION,SUBFUNCION,CREDITO_INIC,CREDITO_MODIF,PREVENTIVO,COMPROMISO,DEVENGADO,PAGADO,PPG,PPG_PORCEN
2003,1110102000,1,1,0,N,Administracion Financiera,adm.fin.,2,0.0,0.0,0.0,,1,6,0,436175.33,0.0,26580.0,0.0,605.0,0.0,,
2003,1110102000,1,0,0,S,Administracion financiera y coordinacion de politica,Adm. fin. y coord. de pol,2,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110102000,1,2,0,N,Coordinacion de politicas,Coord. pol,2,0.0,0.0,0.0,,1,6,0,0.0,0.0,2236.0,0.0,1937.0,0.0,,
2003,1110103000,1,0,0,N,Conduccion y formulacion de politicas de obras y servicios publicos,cond.form.pol.o y s pub,3,0.0,0.0,0.0,,3,9,1,412391.12,0.0,0.0,0.0,0.0,0.0,,
2003,1110107000,1,0,0,N,Intereses de la Deuda,Intereses de la Deuda,2,0.0,0.0,0.0,,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110107000,92,0,0,N,Amortización Deuda Flotante,Amort. Deuda Flotante,2,0.0,0.0,0.0,,9,9,0,240000.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110103000,31,0,0,S,Servicios Urbanos,Sev Urbanos,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110107000,93,0,0,N,Amortizacion Deuda Consolidada,Amort. Deuda Consolidada,2,0.0,0.0,0.0,,9,9,0,42000.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110107000,94,0,0,N,Devolución de Tributos,Dev. de Tributos,2,0.0,0.0,0.0,,9,9,0,37023.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110103000,31,1,0,N,Alumbrado,Alumbrado,3,0.0,0.0,0.0,,3,9,2,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110103000,31,2,0,N,Barrido,Barrido,3,0.0,0.0,0.0,,3,9,3,0.0,0.0,1670.0,0.0,0.0,0.0,,
2003,1110107000,95,0,0,N,Crédito Adicional,Crédito Adicional,2,0.0,0.0,0.0,,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110103000,31,3,0,N,Residuos,Residuos,3,0.0,0.0,0.0,,3,9,3,0.0,0.0,11864.0,0.0,0.0,0.0,,
2003,1110106000,61,0,0,S,Prestación de Servicios Sociales,Prest. de Serv. Soc.,7,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110103000,31,4,0,N,Cementerio,Cementerio,3,0.0,0.0,0.0,,3,9,4,0.0,0.0,4155.0,0.0,3705.0,3705.0,,
2003,1110106000,61,1,0,N,Trabajo Social,Trabajo Social,7,0.0,0.0,0.0,,3,2,0,1500.0,0.0,2291.0,0.0,0.0,0.0,,
2003,1110103000,32,0,0,S,Reparacion y mejorado de Calles,Rep.Mej.Calles,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110106000,61,2,0,N,Atención a la Primera Infancia,At. a la Primera Infancia,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,12.0,0.0,0.0,0.0,,
2003,1110103000,32,1,0,N,Coordinacion Administrativa,Coordinac. Admins.,3,0.0,0.0,0.0,,3,9,1,0.0,0.0,7410.0,0.0,0.0,0.0,,
2003,1110106000,61,3,0,N,Mantenimiento de Espacios Verdes,Mant. de Espacios Verdes,7,0.0,0.0,0.0,,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110103000,32,76,0,S,Obras Viales,Obras Viales,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110106000,61,4,0,N,Construcción de Vivienda Social,Const. de Vivienda Social,7,0.0,0.0,0.0,,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110105000,51,0,0,S,"Prestación de Servicios Culturales, Recreación y Deportes",Prest. de Serv. Cult.,6,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110104000,41,0,0,S,Atención Sanitaria,Atención Sanitaria,5,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110104000,41,1,0,N,Coordinación Administrativa,Coord. Administ.,5,0.0,0.0,0.0,,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110104000,41,2,0,N,Servicios Medicos Ambulatorios y de Internación,Serv. Medicos,5,0.0,0.0,0.0,,3,1,0,0.0,0.0,54453.0,0.0,0.0,0.0,,
2003,1110104000,41,3,0,N,Provisión de Medicamentos,Provisión de Medicamentos,5,0.0,0.0,0.0,,3,1,0,0.0,0.0,320000.0,0.0,1200.0,0.0,,
2003,1110104000,42,0,0,N,Servicios de Bromatologia,Serv. de Bromatologia,11,0.0,0.0,0.0,,3,1,0,0.0,0.0,1648.0,0.0,0.0,0.0,,
2003,1110200000,81,0,0,N,Acción Legislativa,Acción Legislativa,8,0.0,0.0,0.0,,1,1,0,0.0,0.0,6020.0,0.0,0.0,0.0,,
2003,1110200000,95,0,0,N,Crédito Adicional,Crédito Adicional,8,0.0,0.0,0.0,,9,9,0,0.0,0.0,8800.0,0.0,0.0,0.0,,
2003,1110103000,32,76,51,N,Pavimento,pavimento,3,0.0,0.0,0.0,,3,9,1,20000.0,0.0,-7499075.0,0.0,0.0,0.0,,
2003,1110103000,32,76,52,N,Cordon Cuneta,Cordon Cuneta,3,0.0,0.0,0.0,,3,9,1,89500.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110103000,33,0,0,N,Conservacion y mejorado red vial municipal,cons. red vial,3,0.0,0.0,0.0,,4,3,0,0.0,0.0,500.0,0.0,0.0,0.0,,
2003,1110105000,51,1,0,N,"Prestacion de servicios culturales, recreacion, y deportes",Serv. culturales y dep.,6,0.0,0.0,0.0,,3,4,6,4000.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110105000,51,51,0,S,Construccion Casa de la Cultura y Gimnasio municipal,Const.C.cult.y gimn.,6,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110105000,51,51,51,N,Casa de la Cultura,Casa de la Cultura,3,0.0,0.0,0.0,,3,4,5,7430.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110105000,51,51,52,N,Gimnasio municipal,Gimnasio municipal,3,0.0,0.0,0.0,,3,4,6,4850.0,0.0,0.0,0.0,0.0,0.0,,
2003,1110101000,1,0,0,N,Conducción Política Superior,Conducción Política Super,1,0.0,0.0,0.0,,1,3,0,98516.0,0.0,16898.7,0.0,2680.0,4150.0,,
2004,1110200000,1,0,0,N,Legislación Municipal,Legislación Municipal,8,0.0,0.0,0.0,,1,1,0,202533.27,0.0,9883.49,-59.0,199673.94,198903.76,,
2004,1110101000,1,0,0,N,"Conducción Superior, Administración Financiera  y Fijación de Objetivos de Política Gubernamental",Conducción Superior,1,0.0,0.0,0.0,,1,3,0,934890.0,0.0,558525.26,-26463.95,1586910.79,1582699.82,,
2004,1110104000,16,0,0,N,Atención Médica Primaria y Asistencial,Hospital,5,0.0,0.0,0.0,,3,1,0,1807687.04,0.0,690066.25,-21267.95,2737758.32,2717826.39,,
2004,1110104000,17,0,0,N,Servicios de Control Bromatológico,Bromatologia,11,0.0,0.0,0.0,,3,1,0,77587.0,0.0,5499.1,0.0,91774.93,90976.53,,
2004,1110103000,1,0,0,N,Conducción y Administración de la Secretaria de Obras y Servicios Públicos,Conducción,3,0.0,0.0,0.0,,3,9,1,84986.56,0.0,14293.35,0.0,91813.21,91842.63,,
2004,1110103000,18,0,0,N,Servicios Urbanos en General,Servicios Generales,3,0.0,0.0,0.0,,3,9,1,458039.12,0.0,385968.9,-58.52,961569.54,937248.48,,
2004,1110103000,19,0,0,N,Servicios de Alumbrado Público,Alumbrado,3,0.0,0.0,0.0,,3,9,2,0.0,0.0,17061.0,0.0,354805.91,354805.91,,
2004,1110103000,20,0,0,N,Servicios de Cementerio,Servicios de Cementerio,3,0.0,0.0,0.0,,3,9,4,57424.5,0.0,56066.32,-51.0,116869.88,115710.06,,
2004,1110103000,21,0,0,N,Recolección y Disposición Final de Residuos,Residuos,3,0.0,0.0,0.0,,3,9,3,77230.0,0.0,42938.77,-0.01,121062.52,120830.55,,
2004,1110103000,22,0,0,N,Servicios de Barrido,Servicios de Barrido,3,0.0,0.0,0.0,,3,9,3,90609.0,0.0,44897.06,-809.08,114517.06,114517.06,,
2004,1110111000,23,0,0,N,Conservación y Mejorado de Caminos Rurales,Conservación de Caminos,3,0.0,0.0,0.0,,4,3,0,122397.0,0.0,776342.87,-488.11,862564.24,825227.91,,
2004,1110106000,24,0,0,N,Promoción y Asistencia Social,Asistencia Social,7,0.0,0.0,0.0,,3,2,0,149186.92,0.0,177054.86,-0.03,420496.78,405606.06,,
2004,1110106000,25,0,0,N,Jardin Maternal,Jardin Maternal,7,0.0,0.0,0.0,,3,2,0,76650.5,0.0,413.0,0.0,80265.24,81127.14,,
2004,1110105000,27,0,0,N,Fomento de la Cultura y la Educación,Cultura,6,0.0,0.0,0.0,,3,4,5,151550.0,0.0,25916.56,-920.0,221340.98,218272.03,,
2004,1110110000,27,0,0,N,Promoción del Turismo,Promoción del Turismo,12,0.0,0.0,0.0,,4,7,0,56494.56,0.0,4146.55,0.0,60427.49,60028.27,,
2004,1110109000,28,0,0,N,Promoción del Deporte,Promoción del Deporte,13,0.0,0.0,0.0,,3,4,6,57197.56,0.0,28980.31,-569.66,84425.58,84694.67,,
2004,1110108000,29,0,0,N,Estimulación Para el Desarrollo de la Producción Local,Producción,14,0.0,0.0,0.0,,4,5,0,125896.56,0.0,79325.21,-2.01,262442.41,259496.8,,
2004,1110107000,92,0,0,N,Deuda Consolidada,Deuda Consolidada,2,0.0,0.0,0.0,,5,1,0,154600.0,0.0,0.0,0.0,223629.52,223629.52,,
2004,1110107000,93,0,0,N,Deuda Flotante,Deuda Flotante,2,0.0,0.0,0.0,,5,1,0,200000.0,0.0,0.0,0.0,90052.37,90052.37,,
2004,1110107000,94,0,0,N,Intereses de la Deuda,Intereses de la Deuda,2,0.0,0.0,0.0,,5,1,0,78000.0,0.0,0.0,0.0,27302.82,27302.82,,
2004,1110107000,91,0,0,N,Devolución de Tributos,Devolución de Tributos,2,0.0,0.0,0.0,99998,5,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,,
2004,1110106000,30,0,0,N,Emprendimientos Cuidados Infantiles,Emp. Cuid. Infantiles,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,29919.01,0.0,30809.56,29919.01,,
2004,1110106000,31,0,0,N,Asistencia Alimentaria Directa,Asist. Directa,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,100187.74,0.0,93758.74,93758.74,,
2004,1110106000,32,0,0,N,Emprendimientos Cuidados Familiares,Cuidados Familiares,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,38020.0,0.0,35248.0,35248.0,,
2004,1110106000,33,0,0,N,Construcción de Vivienda Social,Vivienda Social,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,4269.47,0.0,5230.51,13408.4,,
2004,1110103000,34,0,0,N,Programa Nacional para Mejoramiento de Caminos Vecinales,Caminos Vecinales,3,0.0,0.0,0.0,,3,9,1,0.0,0.0,68035.99,0.0,89910.9,82665.56,,
2004,1110102000,91,0,0,N,DEVOLUCION DE TRIBUTOS,Devolucion de Tributos,2,0.0,0.0,0.0,99998,5,1,0,0.0,0.0,230.0,0.0,2723.08,2723.08,,
2004,1110106000,34,0,0,N,Alimentos Especiales para Celiacos,Alimentos especiales,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,1788.82,0.0,1788.82,1788.82,,
2004,1110103000,51,0,0,S,PLAN DE OBRAS MUNICIPALES,PLAN DE OBRAS MUNICIPALES,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2004,1110103000,51,75,0,N,Pavimentación de la Avenida Tuyu,Pav. Avenida Tuyu,3,0.0,0.0,0.0,,3,9,1,0.0,0.0,224654.72,-3212.23,228428.33,228428.33,,
2004,1110103000,51,76,0,N,Senda Peatonal Avenida Buenos Aires,Senda Peatonal Av. Bs.As.,3,0.0,0.0,0.0,,3,9,1,0.0,0.0,32787.63,-0.29,88791.93,88321.93,,
2004,1110103000,51,51,0,N,Provision de Gas Natural a la Casa de la Cultura,Gas Casa de la Cultura,3,0.0,0.0,0.0,,3,4,5,0.0,0.0,31858.44,-4596.05,26300.27,26300.27,,
2004,1110103000,51,77,0,N,Cordon Cuneta Barrio 80 Viviendas - I ETAPA,Cordon Cuneta Barrio 80 V,3,0.0,0.0,0.0,,3,9,1,0.0,0.0,35830.69,0.0,35830.69,35830.69,,
2004,1110106000,35,0,0,N,Acción Social Directa,Acc. Soc. Directa,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,9104.0,0.0,9104.0,9104.0,,
2004,1110106000,36,0,0,N,Fondo Fortalecimiento Programas Sociales,Fondo Fort. Programas Soc,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,69656.63,0.0,68048.63,68048.63,,
2004,1110103000,51,52,0,N,Construcción Gimnasio Municipal,Construcción Gimnasio,3,0.0,0.0,0.0,,3,4,6,0.0,0.0,111289.48,-4228.0,107061.48,105694.12,,
2004,1110105000,37,0,0,N,Torneos Bonaerenses,Torneos  Bonaerenses,6,0.0,0.0,0.0,,3,4,5,0.0,0.0,7110.0,0.0,7655.0,7946.95,,
2004,1110109000,40,0,0,N,Torneos  Bonaerenses,Torneos  Bonaerenses,13,0.0,0.0,0.0,,3,4,6,0.0,0.0,14248.0,0.0,17400.03,17400.03,,
2004,1110106000,41,0,0,N,Servicio Alimentario Familiar,Servicio Alim. Familiar,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,184590.15,0.0,178807.15,177727.35,,
2005,1110200000,1,0,0,N,Legislación Municipal,Legislación Municipal,8,0.0,0.0,0.0,,1,1,0,237211.4,0.0,26286.88,0.0,233297.7,232184.41,,
2005,1110101000,1,0,0,N,Fijación de Objetivos de Política Gubernamental,Política Gubernamental,1,0.0,0.0,0.0,,1,3,0,248259.2,0.0,89935.09,-2145.45,356484.96,356262.32,,
2005,1110104000,16,0,0,N,Atención Médica Primaria y Asistencial,Hospital,5,0.0,0.0,0.0,,3,1,0,2171886.84,0.0,809698.91,-3491.05,3347324.04,3319788.34,,
2005,1110104000,17,0,0,N,Servicios de Control Bromatológico y zoonosis,Bromatologia,11,0.0,0.0,0.0,,3,1,0,92436.0,0.0,8900.55,-11.11,132868.95,132868.95,,
2005,1110103000,1,0,0,N,Conducción y Administración de la Secretaria de Obras y Servicios Públicos,Conducción,3,0.0,0.0,0.0,,3,9,1,77704.0,0.0,10149.81,0.0,86374.55,85704.67,,
2005,1110103000,18,0,0,N,Servicios Urbanos en General,Servicios Generales,3,0.0,0.0,0.0,,3,9,1,555780.0,0.0,427775.94,-372.67,1239594.27,1271579.01,,
2005,1110103000,19,0,0,N,Servicios de Alumbrado Público,Alumbrado,3,0.0,0.0,0.0,,3,9,2,0.0,0.0,0.0,0.0,383821.82,312736.67,,
2005,1110103000,20,0,0,N,Servicios de Cementerio,Servicios de Cementerio,3,0.0,0.0,0.0,,3,9,4,54296.0,0.0,34717.32,-67.6,101359.98,101197.53,,
2005,1110103000,21,0,0,N,Recolección y Disposición Final de Residuos,Residuos,3,0.0,0.0,0.0,,3,9,3,95250.0,0.0,90592.57,-3.5,202085.79,201806.71,,
2005,1110103000,22,0,0,N,Servicios de Barrido,Servicios de Barrido,3,0.0,0.0,0.0,,3,9,3,69100.0,0.0,92877.65,230.62,156500.53,156337.19,,
2005,1110111000,23,0,0,N,Conservación y Mejorado de Caminos Rurales,Conservación de Caminos,3,0.0,0.0,0.0,,4,3,0,122590.0,0.0,682938.62,-800.29,817691.81,793808.41,,
2005,1110106000,24,0,0,N,Promoción y Asistencia Social,Asistencia Social,7,0.0,0.0,0.0,,3,2,0,143051.0,0.0,52551.2,-3647.55,308655.32,333049.01,,
2005,1110106000,25,0,0,N,Jardin Maternal,Jardin Maternal,7,0.0,0.0,0.0,,3,2,0,94882.0,0.0,2062.86,0.0,111597.32,112591.74,,
2005,1110105000,27,0,0,N,Fomento de la Cultura y la Educación,Cultura,6,0.0,0.0,0.0,,3,4,5,231650.0,0.0,32823.22,-136.0,271113.14,266420.3,,
2005,1110109000,28,0,0,N,Promoción del Deporte,Promoción del Deporte,13,0.0,0.0,0.0,,3,4,6,83830.0,0.0,12133.2,-415.68,113694.6,115675.57,,
2005,1110108000,29,0,0,N,Estimulación Para el Desarrollo de la Producción y el empleo,Producción,14,0.0,0.0,0.0,,4,5,0,253819.24,0.0,63080.4,-224.91,350155.81,350682.28,,
2005,1110107000,92,0,0,N,Deuda Consolidada,Deuda Consolidada,2,0.0,0.0,0.0,,5,1,0,230000.0,0.0,0.0,0.0,100221.06,100221.06,,
2005,1110107000,93,0,0,N,Deuda Flotante,Deuda Flotante,2,0.0,0.0,0.0,,5,1,0,100000.0,0.0,0.0,0.0,26390.8,25280.86,,
2005,1110107000,94,0,0,N,Intereses de la Deuda,Intereses de la Deuda,2,0.0,0.0,0.0,,5,1,0,78000.0,0.0,0.0,0.0,85426.97,85426.97,,
2005,1110110000,30,0,0,N,Fomento y Promoción del Turismo,Promoción del Turismo,12,0.0,0.0,0.0,,4,7,0,62300.0,0.0,9501.58,-100.0,87090.05,86983.05,,
2004,1110102000,42,0,0,N,Servicios de Seguridad Comunal,Servicios de Seguridad,2,0.0,0.0,0.0,,2,1,0,0.0,0.0,7058.99,0.0,7281.24,6142.39,,
2005,1110103000,51,52,0,N,Gimnasio Municipal,Gimnasio Municipal,3,0.0,0.0,0.0,,3,9,1,98606.0,0.0,131837.34,0.0,153140.16,153140.16,,
2005,1110103000,51,78,0,N,Mejoramiento de Caminos Rurales,Mej. de Cam. Rurales,3,0.0,0.0,0.0,,4,2,0,558000.0,0.0,547775.55,-2607.2,508315.65,491724.35,,
2005,1110107000,91,0,0,N,Devolución de Tributos,Devolución de Tributos,2,0.0,0.0,0.0,99998,5,1,0,8000.0,0.0,0.0,0.0,1765.17,1765.17,,
2005,1110103000,51,79,0,N,Mejoramiento de Calles,Mejoramiento de Calles,3,0.0,0.0,0.0,,3,9,1,412379.5,0.0,252997.04,-198.0,262208.55,266470.95,,
2005,1110102000,42,0,0,N,Servicios de Seguridad,Servicios de Seguridad,2,0.0,0.0,0.0,,2,1,0,0.0,0.0,112958.22,-471.72,138783.6,121212.04,,
2005,1110106000,31,0,0,N,Emprendimientos Cuidados Infantiles,Emprend. Cuid. Infantiles,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,7035.26,0.0,45600.8,7309.76,,
2005,1110103000,51,0,0,S,PLAN DE OBRAS MUNICIPALES,PLAN DE OBRAS MUNICIPALES,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2005,1110106000,32,0,0,N,Asistencia Directa,Asistencia Directa,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,111951.15,0.0,46321.41,112433.77,,
2005,1110103000,51,76,0,N,Senda Peatonal Avenida Buenos Aires,Senda Peatonal Av. Bs.As.,3,0.0,0.0,0.0,,3,9,1,250400.0,0.0,184632.38,4.35,120240.03,120240.03,,
2005,1110106000,36,0,0,N,Esfuerzo Solidario,Esfuerzo Solidario,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,74599.85,-1000.0,64417.85,65717.85,,
2005,1110103000,51,77,0,N,Cordon Cuneta,Cordon Cuneta,3,0.0,0.0,0.0,,3,9,1,99940.0,0.0,118664.29,-246.66,118412.19,118412.19,,
2005,1110106000,41,0,0,N,Servicio Alimentario Familiar (S.A.F.),S.A.F.,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,475339.48,0.0,532732.56,472307.4,,
2005,1110106000,35,0,0,N,Alimentos para celiacos,Alimentos Para Celíacos,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,3161.9,0.0,2768.0,3161.9,,
2005,1110103000,51,34,0,N,Programa Nacional de Obras Municipales,Programa Nacional de Obra,3,0.0,0.0,0.0,,3,9,1,0.0,0.0,3300.0,0.0,3495.17,3494.62,,
2005,1110106000,42,0,0,N,Proyecto Adolescentes,Proyecto Adolescentes,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,13120.0,0.0,25280.0,22240.0,,
2005,1110108000,43,0,0,N,Programa Pro Huerta,Pro Huerta,14,0.0,0.0,0.0,,4,5,0,0.0,0.0,17231.9,-416.35,12526.15,16815.55,,
2005,1110103000,51,35,0,N,Construcción de Vivienda Social,Construcción de Vivienda,3,0.0,0.0,0.0,,3,9,1,0.0,0.0,1080.2,0.0,1160.2,1160.2,,
2005,1110102000,1,0,0,N,Conducción Superior y Administración Financiera,Administración Financiera,2,0.0,0.0,0.0,,1,6,0,1136968.0,0.0,424084.27,-12719.01,1722488.09,1726849.25,,
2005,1110106000,44,0,0,N,Fondo Fortalecimiento,Fondo Fortalecimiento,7,0.0,0.0,0.0,,3,2,0,0.0,0.0,161093.31,0.0,157558.0,165609.14,,
2005,1110109000,45,0,0,N,Torneos Juveniles y Abuelos Bonaerenses deporte,Torn. Juv. Bonaerenses,13,0.0,0.0,0.0,,3,4,6,0.0,0.0,41403.0,-38.0,45731.81,43896.73,,
2005,1110105000,46,0,0,N,Torneos Juveniles y Abuelos Bonaerenses Cultura,Torn.Juveniles bonaerense,6,0.0,0.0,0.0,,3,4,6,0.0,0.0,22445.0,0.0,13004.0,17546.62,,
2005,1110103000,51,80,0,N,Ampliación Red de Gas Domiciliaria,Ampliación Red Domiciliar,3,0.0,0.0,0.0,,3,9,1,0.0,0.0,65366.0,0.0,79563.5,79563.5,,
2006,1110200000,1,0,0,N,Legislación Municipal,Legislación Municipal,8,0.0,0.0,0.0,,1,1,0,306635.11,0.0,6111.76,0.0,224060.96,15570.14,,
2006,1110101000,1,0,0,N,Fijación de Objetivos de Política Gubernamental,Política Gubernamental,1,0.0,0.0,0.0,,1,3,0,245203.43,0.0,63511.88,0.0,433202.53,39694.27,,
2006,1110104000,16,0,0,N,Atención Médica Primaria y Asistencial,Hospital,5,0.0,0.0,0.0,,3,1,0,3043021.44,0.0,1078671.93,0.0,4356705.88,339714.29,,
2006,1110104000,17,0,0,N,Servicios de Control Bromatológico y zoonosis,Bromatologia,11,0.0,0.0,0.0,,3,1,0,132912.16,0.0,7816.9,0.0,147900.88,9782.5,,
2006,1110103000,1,0,0,N,Conducción y Administración de la Secretaria de Obras y Servicios Públicos,Conducción,3,0.0,0.0,0.0,,3,9,1,81524.66,0.0,6590.16,0.0,109757.68,8047.71,,
2006,1110103000,18,0,0,N,Servicios Urbanos en General,Servicios Generales,3,0.0,0.0,0.0,,3,9,1,825147.61,0.0,477228.48,0.0,1398725.77,114602.99,,
2006,1110103000,19,0,0,N,Servicios de Alumbrado Público,Alumbrado,3,0.0,0.0,0.0,,3,9,2,0.0,0.0,0.0,0.0,505046.75,0.0,,
2006,1110103000,20,0,0,N,Servicios de Cementerio,Servicios de Cementerio,3,0.0,0.0,0.0,,3,9,4,75499.13,0.0,11174.91,0.0,92433.48,5822.87,,
2006,1110103000,21,0,0,N,Recolección y Disposición Final de Residuos,Residuos,3,0.0,0.0,0.0,,3,9,3,122079.95,0.0,82719.49,0.0,209063.92,10845.3,,
2006,1110103000,22,0,0,N,Servicios de Barrido,Servicios de Barrido,3,0.0,0.0,0.0,,3,9,3,118131.98,0.0,71376.45,0.0,194692.42,10513.51,,
2006,1110111000,23,0,0,N,Conservación y Mejorado de Caminos Rurales,Conservación de Caminos,3,0.0,0.0,0.0,,4,3,0,155232.8,0.0,624862.04,0.0,806916.7,89235.65,,
2006,1110106000,24,0,0,N,Desarrollo Social,Desarrollo Social,7,0.0,0.0,0.0,,3,2,0,243576.97,0.0,128946.64,0.0,415544.51,37574.14,,
2006,1110106000,25,0,0,N,Desarrollo Infantil,Desarrollo Infanitl,7,0.0,0.0,0.0,,3,2,0,126350.57,0.0,931.0,0.0,128075.9,8306.77,,
2006,1110105000,27,0,0,N,Fomento de la Cultura y la Educación,Cultura,6,0.0,0.0,0.0,,3,4,5,226704.28,0.0,39932.7,0.0,317444.74,13158.77,,
2006,1110109000,28,0,0,N,Promoción del Deporte,Promoción del Deporte,13,0.0,0.0,0.0,,3,4,6,120794.1,0.0,72779.51,0.0,198181.21,11771.47,,
2006,1110108000,29,0,0,N,Estimulación Para el Desarrollo de la Producción y el empleo,Producción,14,0.0,0.0,0.0,,4,5,0,317084.24,0.0,71283.17,0.0,419589.74,36402.53,,
2006,1110107000,92,0,0,N,Deuda Consolidada,Deuda Consolidada,2,0.0,0.0,0.0,,5,1,0,330000.0,0.0,0.0,0.0,215806.81,22518.75,,
2006,1110107000,93,0,0,N,Deuda Flotante,Deuda Flotante,2,0.0,0.0,0.0,,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2006,1110107000,94,0,0,N,Intereses de la Deuda,Intereses de la Deuda,2,0.0,0.0,0.0,,5,1,0,78000.0,0.0,0.0,0.0,34883.49,1985.4,,
2006,1110110000,30,0,0,N,Fomento y Promoción del Turismo,Promoción del Turismo,12,0.0,0.0,0.0,,4,7,0,80192.79,0.0,8298.8,0.0,76959.46,5322.92,,
2006,1110103000,51,52,0,N,Gimnasio Municipal,Gimnasio Municipal,3,0.0,0.0,0.0,,3,9,1,98606.0,0.0,282392.26,0.0,282392.26,0.0,,
2006,1110103000,51,78,0,N,Mejoramiento de Caminos Rurales,Mej. de Cam. Rurales,3,0.0,0.0,0.0,,4,2,0,300000.0,0.0,300216.58,0.0,311613.53,7900.0,,
2006,1110107000,91,0,0,N,Devolución de Tributos,Devolución de Tributos,2,0.0,0.0,0.0,99998,5,1,0,4000.0,0.0,0.0,0.0,5749.67,30.0,,
2006,1110103000,51,79,0,N,Mejoramiento de Calles,Mejoramiento de Calles,3,0.0,0.0,0.0,,3,9,1,175787.0,0.0,152229.94,0.0,169076.44,11545.4,,
2006,1110103000,51,0,0,S,PLAN DE OBRAS MUNICIPALES,PLAN DE OBRAS MUNICIPALES,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2006,1110103000,51,76,0,N,Senda Peatonal Avenida Buenos Aires,Senda Peatonal Av. Bs.As.,3,0.0,0.0,0.0,,3,9,1,82030.0,0.0,0.0,0.0,0.0,0.0,,
2006,1110103000,51,82,0,N,Remodelación de Espacios Públicos,Remodelación de Plazas,3,0.0,0.0,0.0,,3,9,1,438790.0,0.0,406501.89,0.0,397996.85,0.0,,
2006,1110103000,51,77,0,N,Cordon Cuneta,Cordon Cuneta,3,0.0,0.0,0.0,,3,9,1,105155.0,0.0,108128.8,0.0,111043.79,3364.5,,
2006,1110103000,51,83,0,N,Repavimentacion y Bacheo de Calles,Repavimentacion y Bacheo,3,0.0,0.0,0.0,,3,9,1,99420.0,0.0,96286.04,-0.58,93672.46,2897.22,,
2006,1110103000,51,84,0,N,Plan de Iluminación,Plan de Iluminación,3,0.0,0.0,0.0,,3,9,1,25845.0,0.0,115108.0,0.0,7108.0,0.0,,
2006,1110103000,51,53,0,N,Parador estacionamiento vehiculos de carga,Parador estacionamiento,3,0.0,0.0,0.0,,3,9,1,81500.0,0.0,187653.13,0.0,187653.13,5425.0,,
