COD_PROV,COD_IMP,COD_ACTIV,COEF_CONV_MULTI
1280,PLIBE,EXENT,1.0
1302,PLIBE,EXENT,1.0
1307,PLIBE,EXENT,1.0
1310,PLIBE,EXENT,1.0
1316,PLIBE,EXENT,1.0
1318,PLIBE,EXENT,1.0
1321,PLIBE,EXENT,1.0
1329,PLIBE,EXENT,1.0
1343,PLIBE,EXENT,1.0
1346,PLIBE,EXENT,1.0
1351,PLIBE,EXENT,1.0
1362,PLIBE,EXENT,1.0
1366,PLIBE,EXENT,1.0
1378,PLIBE,EXENT,1.0
1385,PLIBE,EXENT,1.0
1406,PLIBE,EXENT,1.0
1417,PLIBE,EXENT,1.0
1420,PLIBE,EXENT,1.0
1429,PLIBE,EXENT,1.0
1442,PLIBE,EXENT,1.0
1444,PLIBE,EXENT,1.0
1445,PLIBE,EXENT,1.0
1448,PLIBE,EXENT,1.0
1456,PLIBE,EXENT,1.0
1458,PLIBE,EXENT,1.0
1467,PLIBE,EXENT,1.0
1474,PLIBE,EXENT,1.0
1485,PLIBE,EXENT,1.0
1489,PLIBE,EXENT,1.0
1498,PLIBE,EXENT,1.0
1507,PLIBE,EXENT,1.0
1519,PLIBE,EXENT,1.0
1521,PLIBE,EXENT,1.0
1522,PLIBE,EXENT,1.0
1536,PLIBE,EXENT,1.0
1537,PLIBE,EXENT,1.0
1559,PLIBE,EXENT,1.0
1568,PLIBE,EXENT,1.0
1582,PLIBE,EXENT,1.0
1598,PLIBE,EXENT,1.0
1604,PLIBE,EXENT,1.0
1607,PLIBE,EXENT,1.0
1631,PLIBE,EXENT,1.0
1632,PLIBE,EXENT,1.0
1641,PLIBE,EXENT,1.0
1646,PLIBE,EXENT,1.0
1661,PLIBE,EXENT,1.0
1676,PLIBE,EXENT,1.0
1687,PLIBE,EXENT,1.0
1690,PLIBE,EXENT,1.0
1695,PLIBE,EXENT,1.0
1698,PLIBE,EXENT,1.0
1711,PLIBE,EXENT,1.0
1727,PLIBE,EXENT,1.0
1733,PLIBE,EXENT,1.0
1745,PLIBE,EXENT,1.0
1747,PLIBE,EXENT,1.0
1756,PLIBE,EXENT,1.0
1764,PLIBE,EXENT,1.0
1767,PLIBE,EXENT,1.0
1772,PLIBE,EXENT,1.0
1776,PLIBE,EXENT,1.0
1778,PLIBE,EXENT,1.0
1781,PLIBE,EXENT,1.0
1784,PLIBE,EXENT,1.0
1792,PLIBE,EXENT,1.0
1820,PLIBE,EXENT,1.0
1830,PLIBE,EXENT,1.0
1836,PLIBE,EXENT,1.0
1838,PLIBE,EXENT,1.0
1846,PLIBE,EXENT,1.0
1855,PLIBE,EXENT,1.0
1870,PLIBE,EXENT,1.0
1891,PLIBE,EXENT,1.0
1892,PLIBE,EXENT,1.0
1901,PLIBE,EXENT,1.0
1904,PLIBE,EXENT,1.0
1905,PLIBE,EXENT,1.0
1911,PLIBE,EXENT,1.0
1921,PLIBE,EXENT,1.0
1924,PLIBE,EXENT,1.0
1925,PLIBE,EXENT,1.0
1934,PLIBE,EXENT,1.0
1954,PLIBE,EXENT,1.0
1957,PLIBE,EXENT,1.0
1962,PLIBE,EXENT,1.0
1963,PLIBE,EXENT,1.0
1965,PLIBE,EXENT,1.0
1977,PLIBE,EXENT,1.0
1987,PLIBE,EXENT,1.0
1996,PLIBE,EXENT,1.0
1998,PLIBE,EXENT,1.0
2019,PLIBE,EXENT,1.0
2021,PLIBE,EXENT,1.0
2024,PLIBE,EXENT,1.0
2030,PLIBE,EXENT,1.0
2036,PLIBE,EXENT,1.0
2038,PLIBE,EXENT,1.0
2044,PLIBE,EXENT,1.0
2054,PLIBE,EXENT,1.0
2055,PLIBE,EXENT,1.0
2080,PLIBE,EXENT,1.0
2094,PLIBE,EXENT,1.0
2111,PLIBE,EXENT,1.0
2119,PLIBE,EXENT,1.0
2121,PLIBE,EXENT,1.0
2128,PLIBE,EXENT,1.0
2140,PLIBE,EXENT,1.0
2155,PLIBE,EXENT,1.0
2161,PLIBE,EXENT,1.0
2180,PLIBE,EXENT,1.0
2188,PLIBE,EXENT,1.0
2190,PLIBE,EXENT,1.0
2196,PLIBE,EXENT,1.0
2207,PLIBE,EXENT,1.0
2233,PLIBE,EXENT,1.0
2235,PLIBE,EXENT,1.0
2240,PLIBE,EXENT,1.0
1163,PLIBE,EXENT,1.0
1173,PLIBE,EXENT,1.0
1192,PLIBE,EXENT,1.0
1201,PLIBE,EXENT,1.0
1204,PLIBE,EXENT,1.0
1209,PLIBE,EXENT,1.0
1212,PLIBE,EXENT,1.0
1213,PLIBE,EXENT,1.0
1214,PLIBE,EXENT,1.0
1228,PLIBE,EXENT,1.0
1230,PLIBE,EXENT,1.0
1239,PLIBE,EXENT,1.0
1245,PLIBE,EXENT,1.0
1251,PLIBE,EXENT,1.0
1252,PLIBE,EXENT,1.0
1263,PLIBE,EXENT,1.0
1265,PLIBE,EXENT,1.0
1276,PLIBE,EXENT,1.0
1297,PLIBE,EXENT,1.0
1298,PLIBE,EXENT,1.0
1315,PLIBE,EXENT,1.0
1317,PLIBE,EXENT,1.0
1339,PLIBE,EXENT,1.0
1357,PLIBE,EXENT,1.0
1365,PLIBE,EXENT,1.0
1370,PLIBE,EXENT,1.0
1373,PLIBE,EXENT,1.0
1380,PLIBE,EXENT,1.0
1389,PLIBE,EXENT,1.0
1392,PLIBE,EXENT,1.0
1414,PLIBE,EXENT,1.0
1452,PLIBE,EXENT,1.0
1454,PLIBE,EXENT,1.0
1470,PLIBE,EXENT,1.0
1497,PLIBE,EXENT,1.0
1506,PLIBE,EXENT,1.0
1511,PLIBE,EXENT,1.0
1516,PLIBE,EXENT,1.0
1523,PLIBE,EXENT,1.0
1527,PLIBE,EXENT,1.0
1528,PLIBE,EXENT,1.0
1535,PLIBE,EXENT,1.0
1540,PLIBE,EXENT,1.0
1553,PLIBE,EXENT,1.0
1556,PLIBE,EXENT,1.0
1558,PLIBE,EXENT,1.0
1565,PLIBE,EXENT,1.0
1570,PLIBE,EXENT,1.0
1572,PLIBE,EXENT,1.0
1575,PLIBE,EXENT,1.0
1576,PLIBE,EXENT,1.0
1579,PLIBE,EXENT,1.0
1606,PLIBE,EXENT,1.0
1620,PLIBE,EXENT,1.0
1623,PLIBE,EXENT,1.0
1633,PLIBE,EXENT,1.0
1660,PLIBE,EXENT,1.0
1666,PLIBE,EXENT,1.0
1670,PLIBE,EXENT,1.0
1680,PLIBE,EXENT,1.0
1684,PLIBE,EXENT,1.0
1689,PLIBE,EXENT,1.0
1691,PLIBE,EXENT,1.0
1700,PLIBE,EXENT,1.0
1702,PLIBE,EXENT,1.0
1704,PLIBE,EXENT,1.0
1735,PLIBE,EXENT,1.0
1743,PLIBE,EXENT,1.0
1748,PLIBE,EXENT,1.0
1750,PLIBE,EXENT,1.0
1757,PLIBE,EXENT,1.0
1760,PLIBE,EXENT,1.0
1773,PLIBE,EXENT,1.0
1779,PLIBE,EXENT,1.0
1783,PLIBE,EXENT,1.0
1787,PLIBE,EXENT,1.0
1788,PLIBE,EXENT,1.0
1793,PLIBE,EXENT,1.0
1804,PLIBE,EXENT,1.0
1806,PLIBE,EXENT,1.0
1813,PLIBE,EXENT,1.0
1833,PLIBE,EXENT,1.0
1835,PLIBE,EXENT,1.0
1839,PLIBE,EXENT,1.0
1843,PLIBE,EXENT,1.0
1844,PLIBE,EXENT,1.0
1848,PLIBE,EXENT,1.0
1853,PLIBE,EXENT,1.0
1869,PLIBE,EXENT,1.0
1872,PLIBE,EXENT,1.0
1874,PLIBE,EXENT,1.0
1879,PLIBE,EXENT,1.0
1885,PLIBE,EXENT,1.0
1898,PLIBE,EXENT,1.0
2162,PLIBE,EXENT,1.0
1213,GANAN,EXENT,1.0
3247,GANAN,MONOL,1.0
3247,IVA,MONO,1.0
3247,SUSS,EXENT,1.0
3247,TMUNI,EXENT,1.0
3248,GANAN,MONOL,1.0
3248,GANAN,MONOV,1.0
3248,IVA,MONO,1.0
3248,SUSS,EXENT,1.0
3248,TMUNI,EXENT,1.0
3249,GANAN,MONOL,1.0
3249,IVA,MONO,1.0
3249,SUSS,EXENT,1.0
3249,TMUNI,EXENT,1.0
3250,GANAN,SERVI,1.0
3250,IVA,RESPO,1.0
3250,SUSS,EXENT,1.0
3250,TMUNI,EXENT,1.0
3251,GANAN,VTABI,1.0
3251,IVA,RESPO,1.0
3251,SUSS,APATR,1.0
3251,TMUNI,EXENT,1.0
3252,GANAN,SERVI,1.0
3252,IVA,RESPO,1.0
3252,SUSS,APATR,1.0
3252,TMUNI,EXENT,1.0
3253,GANAN,MONOL,1.0
3253,IVA,MONO,1.0
3253,SUSS,EXENT,1.0
3253,TMUNI,EXENT,1.0
3258,GANAN,SERVI,1.0
3258,IVA,RESPO,1.0
3258,SUSS,APATR,1.0
3258,TMUNI,EXENT,1.0
3259,GANAN,VTABI,1.0
3259,IVA,RESPO,1.0
3259,SUSS,APATR,1.0
3259,TMUNI,EXENT,1.0
1,PLIBE,EXENT,1.0
22,PLIBE,EXENT,1.0
25,PLIBE,EXENT,1.0
30,PLIBE,EXENT,1.0
34,PLIBE,EXENT,1.0
42,PLIBE,EXENT,1.0
43,PLIBE,EXENT,1.0
51,PLIBE,EXENT,1.0
54,PLIBE,EXENT,1.0
57,PLIBE,EXENT,1.0
78,PLIBE,EXENT,1.0
83,PLIBE,EXENT,1.0
87,PLIBE,EXENT,1.0
91,PLIBE,EXENT,1.0
123,PLIBE,EXENT,1.0
129,PLIBE,EXENT,1.0
138,PLIBE,EXENT,1.0
151,PLIBE,EXENT,1.0
152,PLIBE,EXENT,1.0
153,PLIBE,EXENT,1.0
167,PLIBE,EXENT,1.0
168,PLIBE,EXENT,1.0
173,PLIBE,EXENT,1.0
179,PLIBE,EXENT,1.0
180,PLIBE,EXENT,1.0
198,PLIBE,EXENT,1.0
227,PLIBE,EXENT,1.0
244,PLIBE,EXENT,1.0
245,PLIBE,EXENT,1.0
247,PLIBE,EXENT,1.0
269,PLIBE,EXENT,1.0
280,PLIBE,EXENT,1.0
294,PLIBE,EXENT,1.0
303,PLIBE,EXENT,1.0
309,PLIBE,EXENT,1.0
310,PLIBE,EXENT,1.0
311,PLIBE,EXENT,1.0
321,PLIBE,EXENT,1.0
325,PLIBE,EXENT,1.0
335,PLIBE,EXENT,1.0
337,PLIBE,EXENT,1.0
355,PLIBE,EXENT,1.0
363,PLIBE,EXENT,1.0
380,PLIBE,EXENT,1.0
393,PLIBE,EXENT,1.0
399,PLIBE,EXENT,1.0
400,PLIBE,EXENT,1.0
403,PLIBE,EXENT,1.0
407,PLIBE,EXENT,1.0
408,PLIBE,EXENT,1.0
423,PLIBE,EXENT,1.0
455,PLIBE,EXENT,1.0
465,PLIBE,EXENT,1.0
468,PLIBE,EXENT,1.0
472,PLIBE,EXENT,1.0
474,PLIBE,EXENT,1.0
477,PLIBE,EXENT,1.0
484,PLIBE,EXENT,1.0
485,PLIBE,EXENT,1.0
498,PLIBE,EXENT,1.0
504,PLIBE,EXENT,1.0
537,PLIBE,EXENT,1.0
544,PLIBE,EXENT,1.0
555,PLIBE,EXENT,1.0
574,PLIBE,EXENT,1.0
584,PLIBE,EXENT,1.0
604,PLIBE,EXENT,1.0
606,PLIBE,EXENT,1.0
614,PLIBE,EXENT,1.0
619,PLIBE,EXENT,1.0
625,PLIBE,EXENT,1.0
647,PLIBE,EXENT,1.0
650,PLIBE,EXENT,1.0
658,PLIBE,EXENT,1.0
665,PLIBE,EXENT,1.0
670,PLIBE,EXENT,1.0
672,PLIBE,EXENT,1.0
674,PLIBE,EXENT,1.0
677,PLIBE,EXENT,1.0
691,PLIBE,EXENT,1.0
692,PLIBE,EXENT,1.0
701,PLIBE,EXENT,1.0
718,PLIBE,EXENT,1.0
719,PLIBE,EXENT,1.0
724,PLIBE,EXENT,1.0
729,PLIBE,EXENT,1.0
730,PLIBE,EXENT,1.0
733,PLIBE,EXENT,1.0
742,PLIBE,EXENT,1.0
745,PLIBE,EXENT,1.0
756,PLIBE,EXENT,1.0
784,PLIBE,EXENT,1.0
785,PLIBE,EXENT,1.0
786,PLIBE,EXENT,1.0
787,PLIBE,EXENT,1.0
789,PLIBE,EXENT,1.0
810,PLIBE,EXENT,1.0
811,PLIBE,EXENT,1.0
815,PLIBE,EXENT,1.0
826,PLIBE,EXENT,1.0
833,PLIBE,EXENT,1.0
851,PLIBE,EXENT,1.0
861,PLIBE,EXENT,1.0
878,PLIBE,EXENT,1.0
889,PLIBE,EXENT,1.0
892,PLIBE,EXENT,1.0
904,PLIBE,EXENT,1.0
918,PLIBE,EXENT,1.0
944,PLIBE,EXENT,1.0
947,PLIBE,EXENT,1.0
948,PLIBE,EXENT,1.0
963,PLIBE,EXENT,1.0
964,PLIBE,EXENT,1.0
967,PLIBE,EXENT,1.0
979,PLIBE,EXENT,1.0
982,PLIBE,EXENT,1.0
988,PLIBE,EXENT,1.0
989,PLIBE,EXENT,1.0
1000,PLIBE,EXENT,1.0
1003,PLIBE,EXENT,1.0
1009,PLIBE,EXENT,1.0
1011,PLIBE,EXENT,1.0
1013,PLIBE,EXENT,1.0
1036,PLIBE,EXENT,1.0
1041,PLIBE,EXENT,1.0
1098,PLIBE,EXENT,1.0
1110,PLIBE,EXENT,1.0
1118,PLIBE,EXENT,1.0
1134,PLIBE,EXENT,1.0
1148,PLIBE,EXENT,1.0
1159,PLIBE,EXENT,1.0
1184,PLIBE,EXENT,1.0
1207,PLIBE,EXENT,1.0
1208,PLIBE,EXENT,1.0
1219,PLIBE,EXENT,1.0
1221,PLIBE,EXENT,1.0
1240,PLIBE,EXENT,1.0
1253,PLIBE,EXENT,1.0
1274,PLIBE,EXENT,1.0
1277,PLIBE,EXENT,1.0
1278,PLIBE,EXENT,1.0
1283,PLIBE,EXENT,1.0
1285,PLIBE,EXENT,1.0
1299,PLIBE,EXENT,1.0
1300,PLIBE,EXENT,1.0
1305,PLIBE,EXENT,1.0
1313,PLIBE,EXENT,1.0
1327,PLIBE,EXENT,1.0
1330,PLIBE,EXENT,1.0
1340,PLIBE,EXENT,1.0
1349,PLIBE,EXENT,1.0
1356,PLIBE,EXENT,1.0
1386,PLIBE,EXENT,1.0
1387,PLIBE,EXENT,1.0
1396,PLIBE,EXENT,1.0
1399,PLIBE,EXENT,1.0
1402,PLIBE,EXENT,1.0
1403,PLIBE,EXENT,1.0
1407,PLIBE,EXENT,1.0
1412,PLIBE,EXENT,1.0
1433,PLIBE,EXENT,1.0
1436,PLIBE,EXENT,1.0
1451,PLIBE,EXENT,1.0
1459,PLIBE,EXENT,1.0
1481,PLIBE,EXENT,1.0
1487,PLIBE,EXENT,1.0
1492,PLIBE,EXENT,1.0
1494,PLIBE,EXENT,1.0
1495,PLIBE,EXENT,1.0
1505,PLIBE,EXENT,1.0
1532,PLIBE,EXENT,1.0
1542,PLIBE,EXENT,1.0
1552,PLIBE,EXENT,1.0
1562,PLIBE,EXENT,1.0
1574,PLIBE,EXENT,1.0
1586,PLIBE,EXENT,1.0
1589,PLIBE,EXENT,1.0
1595,PLIBE,EXENT,1.0
1610,PLIBE,EXENT,1.0
1612,PLIBE,EXENT,1.0
1626,PLIBE,EXENT,1.0
1627,PLIBE,EXENT,1.0
1629,PLIBE,EXENT,1.0
1651,PLIBE,EXENT,1.0
1652,PLIBE,EXENT,1.0
1656,PLIBE,EXENT,1.0
1658,PLIBE,EXENT,1.0
1679,PLIBE,EXENT,1.0
1703,PLIBE,EXENT,1.0
1707,PLIBE,EXENT,1.0
1712,PLIBE,EXENT,1.0
1736,PLIBE,EXENT,1.0
1741,PLIBE,EXENT,1.0
1753,PLIBE,EXENT,1.0
1768,PLIBE,EXENT,1.0
1769,PLIBE,EXENT,1.0
1770,PLIBE,EXENT,1.0
1777,PLIBE,EXENT,1.0
1791,PLIBE,EXENT,1.0
1795,PLIBE,EXENT,1.0
1796,PLIBE,EXENT,1.0
1801,PLIBE,EXENT,1.0
1803,PLIBE,EXENT,1.0
1811,PLIBE,EXENT,1.0
1812,PLIBE,EXENT,1.0
1817,PLIBE,EXENT,1.0
1819,PLIBE,EXENT,1.0
1831,PLIBE,EXENT,1.0
1842,PLIBE,EXENT,1.0
1854,PLIBE,EXENT,1.0
1864,PLIBE,EXENT,1.0
1866,PLIBE,EXENT,1.0
1868,PLIBE,EXENT,1.0
1876,PLIBE,EXENT,1.0
1883,PLIBE,EXENT,1.0
1884,PLIBE,EXENT,1.0
1893,PLIBE,EXENT,1.0
1906,PLIBE,EXENT,1.0
1918,PLIBE,EXENT,1.0
1923,PLIBE,EXENT,1.0
1935,PLIBE,EXENT,1.0
1941,PLIBE,EXENT,1.0
1945,PLIBE,EXENT,1.0
1956,PLIBE,EXENT,1.0
1986,PLIBE,EXENT,1.0
1997,PLIBE,EXENT,1.0
2005,PLIBE,EXENT,1.0
2009,PLIBE,EXENT,1.0
2010,PLIBE,EXENT,1.0
2013,PLIBE,EXENT,1.0
2018,PLIBE,EXENT,1.0
2025,PLIBE,EXENT,1.0
2039,PLIBE,EXENT,1.0
2043,PLIBE,EXENT,1.0
2058,PLIBE,EXENT,1.0
2064,PLIBE,EXENT,1.0
2067,PLIBE,EXENT,1.0
2083,PLIBE,EXENT,1.0
2085,PLIBE,EXENT,1.0
2093,PLIBE,EXENT,1.0
2112,PLIBE,EXENT,1.0
2142,PLIBE,EXENT,1.0
2152,PLIBE,EXENT,1.0
2157,PLIBE,EXENT,1.0
2160,PLIBE,EXENT,1.0
3237,GANAN,MONOL,1.0
2222,PLIBE,EXENT,1.0
2225,PLIBE,EXENT,1.0
3237,SUSS,EXENT,1.0
3237,TMUNI,EXENT,1.0
3238,GANAN,SERVI,1.0
3238,IVA,RESPO,1.0
3238,SUSS,APATR,1.0
3238,TMUNI,EXENT,1.0
3240,IVA,MONO,1.0
3240,SUSS,EXENT,1.0
3240,TMUNI,EXENT,1.0
2174,PLIBE,EXENT,1.0
2176,PLIBE,EXENT,1.0
2178,PLIBE,EXENT,1.0
2185,PLIBE,EXENT,1.0
2193,PLIBE,EXENT,1.0
2199,PLIBE,EXENT,1.0
2213,PLIBE,EXENT,1.0
2218,PLIBE,EXENT,1.0
2219,PLIBE,EXENT,1.0
2228,PLIBE,EXENT,1.0
2229,PLIBE,EXENT,1.0
2241,PLIBE,EXENT,1.0
2256,PLIBE,EXENT,1.0
2265,PLIBE,EXENT,1.0
2270,PLIBE,EXENT,1.0
2278,PLIBE,EXENT,1.0
2282,PLIBE,EXENT,1.0
2291,PLIBE,EXENT,1.0
2297,PLIBE,EXENT,1.0
2315,PLIBE,EXENT,1.0
2321,PLIBE,EXENT,1.0
2349,PLIBE,EXENT,1.0
2352,PLIBE,EXENT,1.0
2357,PLIBE,EXENT,1.0
2358,PLIBE,EXENT,1.0
2383,PLIBE,EXENT,1.0
2388,PLIBE,EXENT,1.0
2389,PLIBE,EXENT,1.0
2398,PLIBE,EXENT,1.0
2403,PLIBE,EXENT,1.0
2414,PLIBE,EXENT,1.0
2428,PLIBE,EXENT,1.0
2430,PLIBE,EXENT,1.0
2432,PLIBE,EXENT,1.0
2433,PLIBE,EXENT,1.0
2434,PLIBE,EXENT,1.0
2449,PLIBE,EXENT,1.0
2450,PLIBE,EXENT,1.0
2452,PLIBE,EXENT,1.0
2457,PLIBE,EXENT,1.0
2465,PLIBE,EXENT,1.0
2467,PLIBE,EXENT,1.0
2473,PLIBE,EXENT,1.0
2505,PLIBE,EXENT,1.0
2529,PLIBE,EXENT,1.0
2538,PLIBE,EXENT,1.0
2552,PLIBE,EXENT,1.0
2574,PLIBE,EXENT,1.0
2581,PLIBE,EXENT,1.0
2590,PLIBE,EXENT,1.0
2603,PLIBE,EXENT,1.0
2613,PLIBE,EXENT,1.0
2618,PLIBE,EXENT,1.0
2620,PLIBE,EXENT,1.0
2624,PLIBE,EXENT,1.0
2627,PLIBE,EXENT,1.0
2630,PLIBE,EXENT,1.0
2639,PLIBE,EXENT,1.0
50043,PLIBE,EXENT,1.0
50055,PLIBE,EXENT,1.0
50069,PLIBE,EXENT,1.0
50108,PLIBE,EXENT,1.0
50112,PLIBE,EXENT,1.0
50115,PLIBE,EXENT,1.0
50127,PLIBE,EXENT,1.0
50141,PLIBE,EXENT,1.0
50144,PLIBE,EXENT,1.0
50149,PLIBE,EXENT,1.0
50156,PLIBE,EXENT,1.0
50163,PLIBE,EXENT,1.0
50165,PLIBE,EXENT,1.0
50207,PLIBE,EXENT,1.0
50218,PLIBE,EXENT,1.0
50237,PLIBE,EXENT,1.0
50243,PLIBE,EXENT,1.0
50256,PLIBE,EXENT,1.0
50262,PLIBE,EXENT,1.0
50267,PLIBE,EXENT,1.0
50282,PLIBE,EXENT,1.0
50288,PLIBE,EXENT,1.0
50290,PLIBE,EXENT,1.0
50292,PLIBE,EXENT,1.0
50298,PLIBE,EXENT,1.0
50300,PLIBE,EXENT,1.0
50313,PLIBE,EXENT,1.0
50318,PLIBE,EXENT,1.0
50331,PLIBE,EXENT,1.0
50334,PLIBE,EXENT,1.0
50341,PLIBE,EXENT,1.0
50357,PLIBE,EXENT,1.0
50363,PLIBE,EXENT,1.0
50390,PLIBE,EXENT,1.0
50397,PLIBE,EXENT,1.0
50404,PLIBE,EXENT,1.0
50407,PLIBE,EXENT,1.0
50414,PLIBE,EXENT,1.0
50421,PLIBE,EXENT,1.0
50422,PLIBE,EXENT,1.0
50424,PLIBE,EXENT,1.0
50432,PLIBE,EXENT,1.0
50446,PLIBE,EXENT,1.0
50453,PLIBE,EXENT,1.0
50455,PLIBE,EXENT,1.0
50457,PLIBE,EXENT,1.0
50463,PLIBE,EXENT,1.0
50478,PLIBE,EXENT,1.0
50522,PLIBE,EXENT,1.0
50525,PLIBE,EXENT,1.0
2672,PLIBE,EXENT,1.0
2681,PLIBE,EXENT,1.0
2688,PLIBE,EXENT,1.0
2703,PLIBE,EXENT,1.0
2705,PLIBE,EXENT,1.0
2708,PLIBE,EXENT,1.0
2771,PLIBE,EXENT,1.0
2782,PLIBE,EXENT,1.0
2798,PLIBE,EXENT,1.0
2799,PLIBE,EXENT,1.0
2802,PLIBE,EXENT,1.0
2804,PLIBE,EXENT,1.0
2813,PLIBE,EXENT,1.0
2825,PLIBE,EXENT,1.0
2836,PLIBE,EXENT,1.0
2840,PLIBE,EXENT,1.0
2851,PLIBE,EXENT,1.0
2853,PLIBE,EXENT,1.0
2854,PLIBE,EXENT,1.0
2859,PLIBE,EXENT,1.0
2861,PLIBE,EXENT,1.0
2867,PLIBE,EXENT,1.0
2868,PLIBE,EXENT,1.0
2886,PLIBE,EXENT,1.0
2888,PLIBE,EXENT,1.0
2890,PLIBE,EXENT,1.0
2896,PLIBE,EXENT,1.0
2900,PLIBE,EXENT,1.0
2926,PLIBE,EXENT,1.0
2927,PLIBE,EXENT,1.0
2928,PLIBE,EXENT,1.0
50932,PLIBE,EXENT,1.0
50936,PLIBE,EXENT,1.0
50949,PLIBE,EXENT,1.0
50981,PLIBE,EXENT,1.0
50982,PLIBE,EXENT,1.0
50983,PLIBE,EXENT,1.0
50987,PLIBE,EXENT,1.0
50992,PLIBE,EXENT,1.0
50995,PLIBE,EXENT,1.0
51001,PLIBE,EXENT,1.0
51007,PLIBE,EXENT,1.0
51008,PLIBE,EXENT,1.0
21412,PLIBE,EXENT,1.0
33001,PLIBE,EXENT,1.0
50003,PLIBE,EXENT,1.0
50013,PLIBE,EXENT,1.0
50016,PLIBE,EXENT,1.0
50039,PLIBE,EXENT,1.0
2720,PLIBE,EXENT,1.0
2722,PLIBE,EXENT,1.0
2723,PLIBE,EXENT,1.0
2733,PLIBE,EXENT,1.0
2735,PLIBE,EXENT,1.0
2745,PLIBE,EXENT,1.0
2749,PLIBE,EXENT,1.0
2750,PLIBE,EXENT,1.0
2757,PLIBE,EXENT,1.0
50550,PLIBE,EXENT,1.0
50551,PLIBE,EXENT,1.0
50555,PLIBE,EXENT,1.0
50569,PLIBE,EXENT,1.0
50582,PLIBE,EXENT,1.0
50586,PLIBE,EXENT,1.0
50906,PLIBE,EXENT,1.0
50910,PLIBE,EXENT,1.0
50917,PLIBE,EXENT,1.0
2934,PLIBE,EXENT,1.0
2937,PLIBE,EXENT,1.0
2945,PLIBE,EXENT,1.0
2960,PLIBE,EXENT,1.0
2962,PLIBE,EXENT,1.0
2987,PLIBE,EXENT,1.0
3004,PLIBE,EXENT,1.0
3019,PLIBE,EXENT,1.0
3023,PLIBE,EXENT,1.0
3025,PLIBE,EXENT,1.0
51029,PLIBE,EXENT,1.0
3205,PLIBE,EXENT,1.0
3231,PLIBE,EXENT,1.0
3249,PLIBE,EXENT,1.0
3819,PLIBE,EXENT,1.0
3053,PLIBE,EXENT,1.0
3055,PLIBE,EXENT,1.0
3070,PLIBE,EXENT,1.0
3071,PLIBE,EXENT,1.0
3075,PLIBE,EXENT,1.0
3081,PLIBE,EXENT,1.0
3083,PLIBE,EXENT,1.0
3087,PLIBE,EXENT,1.0
3111,PLIBE,EXENT,1.0
3115,PLIBE,EXENT,1.0
3129,PLIBE,EXENT,1.0
3151,PLIBE,EXENT,1.0
3162,PLIBE,EXENT,1.0
3176,PLIBE,EXENT,1.0
3184,PLIBE,EXENT,1.0
6,PLIBE,EXENT,1.0
11,PLIBE,EXENT,1.0
13,PLIBE,EXENT,1.0
28,PLIBE,EXENT,1.0
29,PLIBE,EXENT,1.0
44,PLIBE,EXENT,1.0
47,PLIBE,EXENT,1.0
59,PLIBE,EXENT,1.0
76,PLIBE,EXENT,1.0
1296,PLIBE,EXENT,1.0
1314,PLIBE,EXENT,1.0
1323,PLIBE,EXENT,1.0
1326,PLIBE,EXENT,1.0
1334,PLIBE,EXENT,1.0
1345,PLIBE,EXENT,1.0
1348,PLIBE,EXENT,1.0
1355,PLIBE,EXENT,1.0
1360,PLIBE,EXENT,1.0
1364,PLIBE,EXENT,1.0
1381,PLIBE,EXENT,1.0
1388,PLIBE,EXENT,1.0
1395,PLIBE,EXENT,1.0
1405,PLIBE,EXENT,1.0
1418,PLIBE,EXENT,1.0
1419,PLIBE,EXENT,1.0
1422,PLIBE,EXENT,1.0
1428,PLIBE,EXENT,1.0
1430,PLIBE,EXENT,1.0
1431,PLIBE,EXENT,1.0
1443,PLIBE,EXENT,1.0
1450,PLIBE,EXENT,1.0
1453,PLIBE,EXENT,1.0
1457,PLIBE,EXENT,1.0
1460,PLIBE,EXENT,1.0
1464,PLIBE,EXENT,1.0
1493,PLIBE,EXENT,1.0
1509,PLIBE,EXENT,1.0
1515,PLIBE,EXENT,1.0
1526,PLIBE,EXENT,1.0
1538,PLIBE,EXENT,1.0
1560,PLIBE,EXENT,1.0
1588,PLIBE,EXENT,1.0
1592,PLIBE,EXENT,1.0
1603,PLIBE,EXENT,1.0
1619,PLIBE,EXENT,1.0
1625,PLIBE,EXENT,1.0
1642,PLIBE,EXENT,1.0
1663,PLIBE,EXENT,1.0
1678,PLIBE,EXENT,1.0
1685,PLIBE,EXENT,1.0
1696,PLIBE,EXENT,1.0
1701,PLIBE,EXENT,1.0
1705,PLIBE,EXENT,1.0
1720,PLIBE,EXENT,1.0
1723,PLIBE,EXENT,1.0
1729,PLIBE,EXENT,1.0
1739,PLIBE,EXENT,1.0
1744,PLIBE,EXENT,1.0
1752,PLIBE,EXENT,1.0
1755,PLIBE,EXENT,1.0
1759,PLIBE,EXENT,1.0
1763,PLIBE,EXENT,1.0
1775,PLIBE,EXENT,1.0
1789,PLIBE,EXENT,1.0
1822,PLIBE,EXENT,1.0
1824,PLIBE,EXENT,1.0
1827,PLIBE,EXENT,1.0
1862,PLIBE,EXENT,1.0
1867,PLIBE,EXENT,1.0
1871,PLIBE,EXENT,1.0
1887,PLIBE,EXENT,1.0
1897,PLIBE,EXENT,1.0
1902,PLIBE,EXENT,1.0
