EJERCICIO,COD_INGRESO,ORDEN,PORCENTAJE,TIPO_INGRESO,TIPO,CLASE,CONCEPTO,SUBCONCEPTO,CODIGO_AXT,JURISDICCION,CUENTA
2010,70,1,100.0,P,11,4,2,0,,1110112000,111210101
2010,71,1,100.0,P,12,1,17,3,,1110112000,111210101
2010,72,1,100.0,E,,,,,74018,,111210124
2010,2,1,100.0,P,12,2,10,1,,1110112000,111210101
2010,73,1,100.0,P,12,2,5,0,,1110112000,111210101
2010,74,1,100.0,P,12,1,2,0,,1110112000,111210101
2010,75,1,100.0,P,12,1,18,0,,1110112000,111210101
2010,76,1,100.0,E,,,,,71999,,111210101
2010,77,1,100.0,P,12,1,14,0,,1110112000,111210101
2010,78,1,100.0,P,12,9,2,0,,1110112000,111210101
2010,79,1,100.0,P,12,2,5,0,,1110112000,111210101
2010,92,1,100.0,P,11,4,4,0,,1110112000,111210101
2010,85,1,100.0,P,17,5,1,2,,1110112000,111210101
2010,91,1,100.0,P,11,4,5,0,,1110112000,111210113
2010,80,1,100.0,P,12,1,5,1,,1110112000,111210101
2010,81,1,100.0,P,12,1,5,2,,1110112000,111210101
2010,82,1,25.0,P,12,1,3,1,,1110112000,111210101
2010,82,2,75.0,P,12,1,3,3,,1110112000,111220900
2010,83,1,25.0,P,12,1,3,2,,1110112000,111210101
2010,83,2,75.0,P,12,1,3,4,,1110112000,111220900
2010,84,1,85.0,P,12,1,25,1,,1110112000,111210101
2010,84,2,15.0,P,12,1,25,2,,1110112000,111210101
2010,86,1,100.0,P,12,1,3,2,,1110112000,111210101
2010,87,1,100.0,P,12,1,15,0,,1110112000,111210101
2010,13,1,100.0,P,12,2,10,2,,1110112000,111210101
2010,1,1,100.0,E,,,,,71013,,111210101
2010,3,1,100.0,P,12,2,11,0,,1110112000,111210101
2010,4,1,100.0,P,12,1,17,4,,1110112000,111210101
2010,5,1,100.0,P,12,1,17,11,,1110112000,111210101
2010,6,1,100.0,P,12,1,17,5,,1110112000,111210101
2010,7,1,100.0,P,12,1,17,6,,1110112000,111210101
2010,8,1,100.0,P,12,1,17,7,,1110112000,111210101
2010,9,1,100.0,P,12,1,17,10,,1110112000,111210101
2010,10,1,100.0,P,12,1,17,8,,1110112000,111210101
2010,11,1,100.0,P,12,1,17,3,,1110112000,111210101
2010,12,1,100.0,P,12,1,17,9,,1110112000,111210101
2010,14,1,100.0,P,12,6,2,0,,1110112000,111210101
2010,94,1,100.0,P,33,1,2,0,,1110112000,111210101
2010,97,1,100.0,P,33,1,1,0,,1110112000,111210101
2010,216,1,100.0,P,16,2,3,0,,1110112000,111210101
2010,220,1,100.0,P,14,1,1,0,,1110112000,111210101
2010,226,1,100.0,P,17,2,1,1,,1110112000,111210101
2010,229,1,100.0,P,17,5,1,10,,1110112000,111210101
2010,232,1,100.0,P,12,6,8,0,,1110112000,111210101
2010,233,1,100.0,P,12,9,4,0,,1110112000,111210101
2010,225,1,100.0,P,12,9,3,0,,1110112000,111210101
2010,234,1,100.0,P,12,1,1,2,,1110112000,111210101
2010,235,1,100.0,E,,,,,72007,,111210101
2010,236,1,50.0,P,12,9,2,0,,1110112000,111210101
2010,236,2,50.0,E,,,,,72002,,111210101
2010,237,1,100.0,P,12,1,1,1,,1110112000,111210101
2010,238,1,100.0,P,12,2,8,0,,1110112000,111210101
2010,239,1,100.0,P,17,5,1,20,,1110112000,111210107
2010,16,1,100.0,P,12,1,3,3,,1110112000,111210101
2010,240,1,65.21,P,12,1,3,3,,1110112000,111210101
2010,240,2,21.74,P,12,1,3,1,,1110112000,111210101
2010,240,3,11.09,P,12,1,25,1,,1110112000,111210101
2010,240,4,1.96,P,12,1,25,2,,1110112000,111210101
2010,241,1,100.0,P,12,1,5,1,,1110112000,111210101
2010,242,1,86.96,P,12,1,1,1,,1110112000,111210101
2010,242,2,11.09,P,12,1,25,1,,1110112000,111210101
2010,242,3,1.95,P,12,1,25,2,,1110112000,111210101
2010,43,2,45.0,E,,,,,71012,,111221000
2010,243,1,100.0,P,12,6,1,0,,1110112000,111210101
2010,244,1,100.0,P,14,1,1,0,,1110112000,111210101
2010,17,1,100.0,P,11,4,6,0,,1110112000,111210113
2010,245,1,100.0,P,11,4,6,0,,1110112000,111210113
2010,246,1,100.0,P,17,5,1,21,,1110112000,111210101
2011,213,1,100.0,P,11,4,1,0,,1110112000,111210113
2011,214,1,100.0,P,11,4,3,1,,1110112000,111210114
2011,215,1,100.0,P,11,4,3,4,,1110112000,111210115
2011,217,1,100.0,P,17,5,1,4,,1110112000,111220100
2011,218,1,100.0,P,11,4,3,2,,1110112000,111220400
2011,219,1,100.0,P,11,9,1,0,,1110112000,111210113
2011,221,1,100.0,P,17,5,1,8,,1110112000,111220100
2011,222,1,100.0,P,17,5,1,5,,1110112000,111220100
2011,223,1,100.0,P,17,5,1,13,,1110112000,111220100
2011,227,1,100.0,P,17,5,1,11,,1110112000,111220100
2011,228,1,100.0,P,17,5,1,12,,1110112000,111220100
2011,224,1,100.0,P,17,5,1,14,,1110112000,111220700
2011,230,1,100.0,P,17,5,1,15,,1110112000,111220100
2011,231,1,100.0,P,17,5,1,6,,1110112000,111220100
2011,98,1,55.0,P,12,2,3,0,,1110112000,111210124
2011,32,1,100.0,P,17,5,1,16,,1110112000,111220100
2011,33,1,50.0,P,12,6,1,0,,1110112000,111210101
2011,33,2,10.0,E,,,,,71005,,111210111
2011,33,3,20.0,E,,,,,71006,,111210111
2011,33,4,5.0,E,,,,,71008,,111210111
2011,33,5,15.0,E,,,,,71007,,111210111
2011,34,1,100.0,P,12,6,1,0,,1110112000,111210101
2011,96,3,80.0,P,12,6,5,0,,1110112000,111210101
2011,95,1,100.0,P,12,6,5,0,,1110112000,111210112
2011,90,1,100.0,E,,,,,71999,,111210122
2011,89,1,100.0,P,17,5,1,18,,1110112000,111220100
2011,93,1,100.0,P,37,5,2,1,,1110112000,111210113
2011,15,1,100.0,P,12,2,10,3,,1110112000,111210123
2011,35,1,100.0,P,17,5,1,19,,1110112000,111220100
2011,36,1,100.0,P,17,5,1,8,,1110112000,111220100
2011,37,1,80.0,P,12,1,6,0,,1110112000,111210124
2011,38,1,100.0,P,12,1,6,0,,1110112000,111210124
2011,96,2,20.0,E,,,,,71011,,111210112
2011,39,1,100.0,P,12,1,23,0,,1110112000,111210101
2011,40,1,100.0,P,12,2,3,0,,1110112000,111210101
2011,41,1,100.0,P,12,2,2,0,,1110114000,111210101
2011,43,1,55.0,P,12,1,19,2,,1110112000,111210101
2011,42,1,100.0,P,17,5,1,1,,1110112000,111210101
2011,44,1,100.0,P,12,9,3,0,,1110112000,111210101
2011,45,1,100.0,P,12,1,9,0,,1110112000,111210101
2011,46,1,100.0,P,12,9,2,0,,1110112000,111210101
2011,47,1,100.0,P,12,1,14,0,,1110112000,111210101
2011,49,1,100.0,P,12,1,17,2,,1110112000,111210101
2011,37,2,20.0,E,,,,,71015,,111210101
2011,48,1,100.0,P,12,1,20,0,,1110112000,111210101
2011,50,1,100.0,P,12,1,16,0,,1110112000,111210101
2011,51,1,75.0,P,12,1,21,0,,1110112000,111210101
2011,51,2,25.0,E,,,,,73021,,111210115
2011,52,1,50.0,P,12,1,16,0,,1110112000,111210101
2011,52,2,50.0,E,,,,,71010,,111210101
2011,53,1,100.0,P,12,1,19,1,,1110112000,111210101
2011,54,1,100.0,P,12,2,1,0,,1110112000,111210101
2011,55,1,100.0,P,12,2,12,0,,1110112000,111210101
2011,56,1,100.0,E,,,,,73003,,111210101
2011,57,1,100.0,P,12,6,6,0,,1110112000,111210101
2011,58,1,100.0,P,17,5,1,19,,1110112000,111220100
2011,59,1,100.0,P,12,2,11,0,,1110112000,111210101
2011,98,2,45.0,E,,,,,71012,,111221000
2011,60,1,100.0,P,12,2,5,0,,1110112000,111210101
2011,61,1,100.0,P,12,1,17,1,,1110112000,111210107
2011,62,1,100.0,P,12,2,5,0,,1110112000,111210101
2011,64,1,100.0,P,12,1,5,1,,1110112000,111210101
2011,65,1,100.0,P,12,1,19,1,,1110112000,111220100
2011,63,1,100.0,P,12,6,1,0,,1110112000,111210101
2011,66,1,50.0,P,12,6,1,0,,1110112000,111210101
2011,66,2,50.0,E,,,,,71008,,111210111
2011,67,1,100.0,E,,,,,71005,,111210111
2011,68,1,100.0,P,12,1,26,0,,1110112000,111210101
2011,69,1,100.0,P,12,9,2,0,,1110112000,111210101
2011,70,1,100.0,P,11,4,2,0,,1110112000,111210101
2011,71,1,100.0,P,12,1,17,3,,1110112000,111210101
2011,72,1,100.0,E,,,,,74018,,111210124
2011,2,1,100.0,P,12,2,10,1,,1110112000,111210101
2011,73,1,100.0,P,12,2,5,0,,1110112000,111210101
2011,74,1,100.0,P,12,1,2,0,,1110112000,111210101
2011,75,1,100.0,P,12,1,18,0,,1110112000,111210101
2011,76,1,100.0,E,,,,,71999,,111210101
2011,77,1,100.0,P,12,1,14,0,,1110112000,111210101
2011,78,1,100.0,P,12,9,2,0,,1110112000,111210101
2011,79,1,100.0,P,12,2,5,0,,1110112000,111210101
2011,92,1,100.0,P,11,4,4,0,,1110112000,111210101
2011,85,1,100.0,P,17,5,1,2,,1110112000,111210101
2011,91,1,100.0,P,11,4,5,0,,1110112000,111210113
2011,80,1,100.0,P,12,1,5,1,,1110112000,111210101
2011,81,1,100.0,P,12,1,5,2,,1110112000,111210101
2011,82,1,25.0,P,12,1,3,1,,1110112000,111210101
2011,82,2,75.0,P,12,1,3,3,,1110112000,111220900
2011,83,1,25.0,P,12,1,3,2,,1110112000,111210101
2011,83,2,75.0,P,12,1,3,4,,1110112000,111220900
2011,84,1,85.0,P,12,1,25,1,,1110112000,111210101
2011,84,2,15.0,P,12,1,25,2,,1110112000,111210101
2011,86,1,100.0,P,12,1,3,2,,1110112000,111210101
2011,87,1,100.0,P,12,1,15,0,,1110112000,111210101
2011,13,1,100.0,P,12,2,10,2,,1110112000,111210101
2011,1,1,100.0,E,,,,,71013,,111210101
2011,3,1,100.0,P,12,2,11,0,,1110112000,111210101
2011,4,1,100.0,P,12,1,17,4,,1110112000,111210101
2011,5,1,100.0,P,12,1,17,11,,1110112000,111210101
2011,6,1,100.0,P,12,1,17,5,,1110112000,111210101
2011,7,1,100.0,P,12,1,17,6,,1110112000,111210101
2011,8,1,100.0,P,12,1,17,7,,1110112000,111210101
2011,9,1,100.0,P,12,1,17,10,,1110112000,111210101
2011,10,1,100.0,P,12,1,17,8,,1110112000,111210101
2011,11,1,100.0,P,12,1,17,3,,1110112000,111210101
2011,12,1,100.0,P,12,1,17,9,,1110112000,111210101
2011,14,1,100.0,P,12,6,2,0,,1110112000,111210101
2011,94,1,100.0,P,33,1,2,0,,1110112000,111210101
2011,97,1,100.0,P,33,1,1,0,,1110112000,111210101
2011,216,1,100.0,P,16,2,3,0,,1110112000,111210101
2011,220,1,100.0,P,14,1,1,0,,1110112000,111210101
2011,226,1,100.0,P,17,2,1,1,,1110112000,111210101
2011,229,1,100.0,P,17,5,1,10,,1110112000,111210101
2011,232,1,100.0,P,12,6,8,0,,1110112000,111210101
2011,233,1,100.0,P,12,9,4,0,,1110112000,111210101
2011,225,1,100.0,P,12,9,3,0,,1110112000,111210101
2011,234,1,100.0,P,12,1,1,2,,1110112000,111210101
2011,235,1,100.0,E,,,,,72007,,111210101
2011,236,1,50.0,P,12,9,2,0,,1110112000,111210101
2011,236,2,50.0,E,,,,,72002,,111210101
2011,237,1,100.0,P,12,1,1,1,,1110112000,111210101
2011,238,1,100.0,P,12,2,8,0,,1110112000,111210101
2011,239,1,100.0,P,17,5,1,20,,1110112000,111210107
2011,16,1,100.0,P,12,1,3,3,,1110112000,111210101
2011,240,1,65.21,P,12,1,3,3,,1110112000,111210101
2011,240,2,21.74,P,12,1,3,1,,1110112000,111210101
2011,240,3,11.09,P,12,1,25,1,,1110112000,111210101
2011,240,4,1.96,P,12,1,25,2,,1110112000,111210101
2011,241,1,100.0,P,12,1,5,1,,1110112000,111210101
2011,242,1,86.96,P,12,1,1,1,,1110112000,111210101
2011,242,2,11.09,P,12,1,25,1,,1110112000,111210101
2011,242,3,1.95,P,12,1,25,2,,1110112000,111210101
2011,43,2,45.0,E,,,,,71012,,111221000
2011,243,1,100.0,P,12,6,1,0,,1110112000,111210101
2011,244,1,100.0,P,14,1,1,0,,1110112000,111210101
2011,17,1,100.0,P,11,4,6,0,,1110112000,111210113
2011,245,1,100.0,P,11,4,6,0,,1110112000,111210113
2011,246,1,100.0,P,17,5,1,21,,1110112000,111210101
2011,247,1,100.0,P,12,1,28,0,,1110112000,111210101
2011,248,1,100.0,P,12,9,5,0,,1110112000,111210101
2011,88,1,52.0,P,12,1,26,0,,1110112000,111210101
2011,88,2,48.0,E,,,,,71017,,111210101
2011,99,1,52.0,P,12,1,27,0,,1110112000,111210101
2011,99,2,48.0,E,,,,,71017,,111210101
2012,213,1,100.0,P,11,4,1,0,,1110112000,111210113
2012,214,1,100.0,P,11,4,3,1,,1110112000,111210114
2012,215,1,100.0,P,11,4,3,4,,1110112000,111210115
2012,217,1,100.0,P,17,5,1,4,,1110112000,111220100
2012,218,1,100.0,P,11,4,3,2,,1110112000,111220400
2012,219,1,100.0,P,11,9,1,0,,1110112000,111210113
2012,221,1,100.0,P,17,5,1,8,,1110112000,111220100
2012,222,1,100.0,P,17,5,1,5,,1110112000,111220100
2012,223,1,100.0,P,17,5,1,13,,1110112000,111220100
2012,227,1,100.0,P,17,5,1,11,,1110112000,111220100
2012,228,1,100.0,P,17,5,1,12,,1110112000,111220100
2012,224,1,100.0,P,17,5,1,14,,1110112000,111220700
2012,230,1,100.0,P,17,5,1,15,,1110112000,111220100
2012,231,1,100.0,P,17,5,1,6,,1110112000,111220100
2012,98,1,55.0,P,12,2,3,0,,1110112000,111210124
2012,32,1,100.0,P,17,5,1,16,,1110112000,111220100
2012,33,1,50.0,P,12,6,1,0,,1110112000,111210101
2012,33,2,10.0,E,,,,,71005,,111210111
2012,33,3,20.0,E,,,,,71006,,111210111
2012,33,4,5.0,E,,,,,71008,,111210111
2012,33,5,15.0,E,,,,,71007,,111210111
2012,34,1,100.0,P,12,6,1,0,,1110112000,111210101
2012,96,3,80.0,P,12,6,5,0,,1110112000,111210101
2012,95,1,100.0,P,12,6,5,0,,1110112000,111210112
2012,90,1,100.0,E,,,,,71999,,111210122
2012,89,1,100.0,P,17,5,1,18,,1110112000,111220100
2012,93,1,100.0,P,37,5,2,1,,1110112000,111210113
2012,15,1,100.0,P,12,2,10,3,,1110112000,111210123
2012,35,1,100.0,P,17,5,1,19,,1110112000,111220100
2012,36,1,100.0,P,17,5,1,8,,1110112000,111220100
2012,37,1,80.0,P,12,1,6,0,,1110112000,111210124
2012,38,1,100.0,P,12,1,6,0,,1110112000,111210124
2012,96,2,20.0,E,,,,,71011,,111210112
2012,39,1,100.0,P,12,1,23,0,,1110112000,111210101
2012,40,1,100.0,P,12,2,3,0,,1110112000,111210101
2012,41,1,100.0,P,12,2,2,0,,1110114000,111210101
2012,43,1,55.0,P,12,1,19,2,,1110112000,111210101
2012,42,1,100.0,P,17,5,1,1,,1110112000,111210101
2012,44,1,100.0,P,12,9,3,0,,1110112000,111210101
2012,45,1,100.0,P,12,1,9,0,,1110112000,111210101
2018,247,1,100.0,P,12,1,28,0,,1110112000,111210101
2018,248,1,100.0,P,12,9,5,0,,1110112000,111210101
2018,88,1,52.0,P,12,1,26,0,,1110112000,111210101
2018,88,2,48.0,E,,,,,71017,,111210101
2018,99,1,52.0,P,12,1,27,0,,1110112000,111210101
2018,99,2,48.0,E,,,,,71017,,111210101
2018,249,1,100.0,P,33,1,3,0,,1110112000,111210101
2018,250,1,100.0,P,12,1,29,0,,1110112000,111210101
2018,251,1,100.0,E,,,,,71018,,111210101
2018,252,1,100.0,P,12,6,9,0,,1110112000,111210101
2018,253,1,100.0,P,11,4,7,0,,1110112000,111210101
2018,254,1,100.0,P,12,6,1,0,,1110112000,111210101
2018,255,1,55.0,P,12,6,2,0,,1110112000,111210101
2018,255,2,45.0,E,,,,,71012,,111221000
2018,256,1,65.21,P,12,1,3,3,,1110112000,111210101
2018,256,2,21.74,P,12,1,3,1,,1110112000,111210101
2018,256,3,11.09,P,12,1,25,1,,1110112000,111210101
2018,256,4,1.96,P,12,1,25,1,,1110112000,111210101
2018,257,1,100.0,P,12,1,5,1,,1110112000,111210101
2018,258,1,86.96,P,12,1,1,1,,1110112000,111210101
2018,258,2,11.09,P,12,1,25,2,,1110112000,111210101
2018,258,3,1.95,P,12,1,25,2,,1110112000,111210101
2018,259,1,100.0,P,12,2,10,1,,1110112000,111210101
2018,260,1,100.0,P,12,2,10,2,,1110112000,111210101
2018,261,1,100.0,P,12,2,8,0,,1110112000,111210101
2018,262,1,100.0,P,11,4,8,0,,1110112000,111210113
2018,263,1,100.0,P,12,6,1,0,,1110112000,111210114
2018,264,1,100.0,E,,,,,71019,,111220805
2019,80,1,100.0,P,12,1,5,1,,1110112000,111210101
2018,213,1,100.0,P,11,4,1,0,,1110112000,111210113
2018,214,1,100.0,P,11,4,3,1,,1110112000,111210114
2018,215,1,100.0,P,11,4,3,4,,1110112000,111210115
2018,217,1,100.0,P,17,5,1,4,,1110112000,111220100
2018,218,1,100.0,P,11,4,3,2,,1110112000,111220400
2018,219,1,100.0,P,11,9,1,0,,1110112000,111210113
2018,221,1,100.0,P,17,5,1,16,,1110112000,111220100
2018,222,1,100.0,P,17,5,1,5,,1110112000,111220100
2018,223,1,100.0,P,17,5,1,13,,1110112000,111220100
2018,227,1,100.0,P,17,5,1,11,,1110112000,111220100
2018,228,1,100.0,P,17,5,1,12,,1110112000,111220100
2018,224,1,100.0,P,17,5,1,14,,1110112000,111220700
2018,230,1,100.0,P,17,5,1,15,,1110112000,111220100
2018,231,1,100.0,P,17,5,1,6,,1110112000,111220100
2018,98,1,100.0,P,12,2,3,0,,1110112000,111210129
2018,32,1,100.0,P,17,5,1,16,,1110112000,111220100
2018,33,1,50.0,P,12,6,1,0,,1110112000,111210101
2018,33,2,10.0,E,,,,,71005,,111210111
2018,33,3,20.0,E,,,,,71006,,111210111
2018,33,4,5.0,E,,,,,71008,,111210111
2018,33,5,15.0,E,,,,,71007,,111210111
2018,34,1,100.0,P,12,6,1,0,,1110112000,111210101
2018,96,3,60.0,P,12,6,5,0,,1110112000,111210127
2018,95,1,100.0,P,12,6,5,0,,1110112000,111210112
2018,90,1,100.0,E,,,,,71999,,111210122
2018,89,1,100.0,P,17,5,1,18,,1110112000,111220100
2018,93,1,100.0,P,37,5,2,1,,1110112000,111210113
2018,15,1,100.0,P,12,2,10,3,,1110112000,111210123
2018,35,1,100.0,P,17,5,1,19,,1110112000,111220100
2018,36,1,100.0,P,17,5,1,8,,1110112000,111220100
2018,37,1,80.0,P,12,1,6,0,,1110112000,111210124
2018,38,1,100.0,P,12,1,6,0,,1110112000,111210124
2018,96,2,40.0,E,,,,,71011,,111221000
2018,39,1,100.0,P,11,9,2,0,,1110112000,111210101
2018,40,1,100.0,P,12,2,3,0,,1110112000,111210101
2018,41,1,100.0,P,12,2,2,0,,1110114000,111210101
2018,43,1,55.0,P,12,1,19,2,,1110112000,111210101
2018,42,1,100.0,P,17,5,1,1,,1110112000,111210101
2018,44,1,100.0,P,12,9,3,0,,1110112000,111210101
2018,45,1,100.0,P,12,1,9,0,,1110112000,111210101
2018,46,1,100.0,P,12,9,2,0,,1110112000,111210101
2018,47,1,100.0,P,12,1,14,0,,1110112000,111210101
2018,49,1,100.0,P,12,1,17,2,,1110112000,111210101
2018,37,2,20.0,E,,,,,71015,,111210101
2018,48,1,100.0,P,12,1,20,0,,1110112000,111210101
2018,50,1,100.0,P,12,1,16,0,,1110112000,111210101
2018,51,1,75.0,P,12,1,21,0,,1110112000,111210101
2018,51,2,25.0,E,,,,,73021,,111210115
2018,52,1,50.0,P,12,1,16,0,,1110112000,111210101
2018,52,2,50.0,E,,,,,71010,,111210101
2018,53,1,100.0,P,12,1,19,1,,1110112000,111210101
2018,54,1,100.0,P,12,2,1,0,,1110112000,111210101
2018,55,1,100.0,P,12,2,12,0,,1110112000,111210101
2018,56,1,100.0,E,,,,,73003,,111210101
2018,57,1,100.0,P,12,6,6,0,,1110112000,111210101
2018,58,1,100.0,P,17,5,1,19,,1110112000,111220100
2018,59,1,100.0,P,12,2,11,0,,1110112000,111210101
2018,60,1,100.0,P,12,2,5,0,,1110112000,111210101
2018,61,1,100.0,P,12,1,17,1,,1110112000,111210107
2018,62,1,100.0,P,12,2,5,0,,1110112000,111210101
2018,64,1,100.0,P,12,1,5,1,,1110112000,111210101
2018,65,1,100.0,P,12,1,19,1,,1110112000,111220100
2018,63,1,100.0,P,12,6,1,0,,1110112000,111210101
2018,66,1,50.0,P,12,6,1,0,,1110112000,111210101
2018,66,2,50.0,E,,,,,71008,,111210111
2018,67,1,100.0,E,,,,,71005,,111210111
2018,68,1,100.0,P,12,1,4,0,,1110112000,111210101
2018,69,1,100.0,P,12,9,2,0,,1110112000,111210101
2018,70,1,100.0,P,11,4,2,0,,1110112000,111210101
2018,71,1,100.0,P,12,1,17,3,,1110112000,111210101
2018,72,1,100.0,E,,,,,74018,,111210124
2018,2,1,100.0,P,12,2,10,1,,1110112000,111210101
2018,73,1,100.0,P,12,2,5,0,,1110112000,111210101
2018,74,1,100.0,P,12,1,2,0,,1110112000,111210101
2018,75,1,100.0,P,12,2,13,0,,1110112000,111210101
2018,76,1,100.0,E,,,,,71999,,111210101
2018,77,1,100.0,P,12,1,14,0,,1110112000,111210101
2018,78,1,100.0,P,12,9,2,0,,1110112000,111210101
2018,79,1,100.0,P,12,2,5,0,,1110112000,111210101
2018,92,1,100.0,P,11,4,4,0,,1110112000,111210101
2018,85,1,100.0,P,17,5,1,2,,1110112000,111210101
2018,91,1,100.0,P,11,4,5,0,,1110112000,111210113
2018,265,1,100.0,P,12,1,31,0,,1110112000,111221500
2018,266,1,100.0,P,12,1,1,3,,1110112000,111220400
2019,81,1,100.0,P,12,1,5,2,,1110112000,111210101
2019,82,1,25.0,P,12,1,3,1,,1110112000,111210101
2019,82,2,75.0,P,12,1,3,3,,1110112000,111220900
2019,83,1,25.0,P,12,1,3,2,,1110112000,111210101
2019,83,2,75.0,P,12,1,3,4,,1110112000,111220900
2019,84,1,85.0,P,12,1,25,1,,1110112000,111210101
2019,84,2,15.0,P,12,1,25,2,,1110112000,111210101
2019,86,1,100.0,P,12,1,3,2,,1110112000,111210101
2019,87,1,100.0,P,12,1,15,0,,1110112000,111210101
2019,13,1,100.0,P,12,2,10,2,,1110112000,111210101
2019,1,1,100.0,E,,,,,71013,,111210101
2019,3,1,100.0,P,12,2,11,0,,1110112000,111210101
2019,4,1,100.0,P,12,1,17,4,,1110112000,111210101
2019,5,1,100.0,P,12,1,17,11,,1110112000,111210101
2019,6,1,100.0,P,12,1,17,5,,1110112000,111210101
2019,7,1,100.0,P,12,1,17,6,,1110112000,111210101
2019,8,1,100.0,P,12,1,17,7,,1110112000,111210101
2019,9,1,100.0,P,12,1,17,10,,1110112000,111210101
2019,10,1,100.0,P,12,1,17,8,,1110112000,111210101
2019,11,1,100.0,P,12,1,17,3,,1110112000,111210101
2019,12,1,100.0,P,12,1,17,9,,1110112000,111210101
2019,14,1,100.0,P,12,6,2,0,,1110112000,111210101
2019,94,1,100.0,P,33,1,2,0,,1110112000,111210101
2019,97,1,100.0,P,33,1,1,0,,1110112000,111210101
2019,216,1,100.0,P,16,2,3,0,,1110112000,111210101
2019,220,1,100.0,P,14,1,1,0,,1110112000,111210101
2015,244,1,100.0,P,14,1,1,0,,1110112000,111210101
2015,17,1,100.0,P,11,4,6,0,,1110112000,111210113
2015,245,1,100.0,P,11,4,6,0,,1110112000,111210113
2015,246,1,100.0,P,17,5,1,21,,1110112000,111210101
2015,247,1,100.0,P,12,1,28,0,,1110112000,111210101
2015,248,1,100.0,P,12,9,5,0,,1110112000,111210101
2015,88,1,52.0,P,12,1,26,0,,1110112000,111210101
2015,88,2,48.0,E,,,,,71017,,111210101
2015,99,1,52.0,P,12,1,27,0,,1110112000,111210101
2015,99,2,48.0,E,,,,,71017,,111210101
2015,249,1,100.0,P,33,1,3,0,,1110112000,111210101
2015,250,1,100.0,P,12,1,29,0,,1110112000,111210101
2015,251,1,100.0,E,,,,,71018,,111210101
2015,252,1,100.0,P,12,6,9,0,,1110112000,111210101
2015,253,1,100.0,P,11,4,7,0,,1110112000,111210101
2015,254,1,55.0,P,12,6,1,0,,1110112000,111210101
2015,254,2,45.0,E,,,,,71012,,111221000
2015,255,1,55.0,P,12,6,2,0,,1110112000,111210101
2015,255,2,45.0,E,,,,,71012,,111221000
2015,256,1,65.21,P,12,1,3,3,,1110112000,111210101
2015,256,2,21.74,P,12,1,3,1,,1110112000,111210101
2015,256,3,11.09,P,12,1,25,1,,1110112000,111210101
2015,256,4,1.96,P,12,1,25,1,,1110112000,111210101
2015,257,1,100.0,P,12,1,5,1,,1110112000,111210101
2015,258,1,86.96,P,12,1,1,1,,1110112000,111210101
2015,258,2,11.09,P,12,1,25,2,,1110112000,111210101
2015,258,3,1.95,P,12,1,25,2,,1110112000,111210101
2015,259,1,100.0,P,12,2,10,1,,1110112000,111210101
2015,260,1,100.0,P,12,2,10,2,,1110112000,111210101
2015,261,1,100.0,P,12,2,8,0,,1110112000,111210101
2015,262,1,100.0,P,11,4,8,0,,1110112000,111210113
2015,263,1,100.0,P,12,6,1,0,,1110112000,111210114
2015,264,1,100.0,E,,,,,71019,,111220805
2016,213,1,100.0,P,11,4,1,0,,1110112000,111210113
2016,214,1,100.0,P,11,4,3,1,,1110112000,111210114
2016,215,1,100.0,P,11,4,3,4,,1110112000,111210115
2016,217,1,100.0,P,17,5,1,4,,1110112000,111220100
2016,218,1,100.0,P,11,4,3,2,,1110112000,111220400
2016,219,1,100.0,P,11,9,1,0,,1110112000,111210113
2016,221,1,100.0,P,17,5,1,16,,1110112000,111220100
2016,222,1,100.0,P,17,5,1,5,,1110112000,111220100
2016,223,1,100.0,P,17,5,1,13,,1110112000,111220100
2016,227,1,100.0,P,17,5,1,11,,1110112000,111220100
2016,228,1,100.0,P,17,5,1,12,,1110112000,111220100
2016,224,1,100.0,P,17,5,1,14,,1110112000,111220700
2016,230,1,100.0,P,17,5,1,15,,1110112000,111220100
2016,231,1,100.0,P,17,5,1,6,,1110112000,111220100
2016,98,1,100.0,P,12,2,3,0,,1110112000,111210129
2016,32,1,100.0,P,17,5,1,16,,1110112000,111220100
2016,33,1,50.0,P,12,6,1,0,,1110112000,111210101
2016,33,2,10.0,E,,,,,71005,,111210111
2016,33,3,20.0,E,,,,,71006,,111210111
2016,33,4,5.0,E,,,,,71008,,111210111
2016,33,5,15.0,E,,,,,71007,,111210111
2016,34,1,100.0,P,12,6,1,0,,1110112000,111210101
2016,96,3,80.0,P,12,6,5,0,,1110112000,111210101
2016,95,1,100.0,P,12,6,5,0,,1110112000,111210112
2016,90,1,100.0,E,,,,,71999,,111210122
2016,89,1,100.0,P,17,5,1,18,,1110112000,111220100
2016,93,1,100.0,P,37,5,2,1,,1110112000,111210113
2016,15,1,100.0,P,12,2,10,3,,1110112000,111210123
2016,35,1,100.0,P,17,5,1,19,,1110112000,111220100
2016,36,1,100.0,P,17,5,1,8,,1110112000,111220100
2016,37,1,80.0,P,12,1,6,0,,1110112000,111210124
2016,38,1,100.0,P,12,1,6,0,,1110112000,111210124
2016,96,2,20.0,E,,,,,71011,,111210112
2016,39,1,100.0,P,12,1,23,0,,1110112000,111210101
2016,40,1,100.0,P,12,2,3,0,,1110112000,111210101
2016,41,1,100.0,P,12,2,2,0,,1110114000,111210101
2016,43,1,55.0,P,12,1,19,2,,1110112000,111210101
2016,42,1,100.0,P,17,5,1,1,,1110112000,111210101
