EJERCICIO,NRO_OP,CODIGO_DEDUC,COD_PROV,PORCENTAJE,IMPORTE,COD_ACTIV
2009,7877,3,879,100.0,43.26,VTABI
2009,7879,3,879,100.0,158.68,VTABI
2009,7880,3,879,100.0,83.68,VTABI
2009,7886,3,1235,100.0,92.55,SERVI
2009,7922,784,193,100.0,663.77,APATR
2009,8018,3,28,100.0,300.56,VTABI
2009,8019,3,255,100.0,88.8,VTABI
2009,8105,3,1244,100.0,36.0,ALQUI
2009,8122,3,879,100.0,358.02,VTABI
2009,8125,3,879,100.0,48.38,VTABI
2009,8127,3,879,100.0,83.18,VTABI
2009,8180,3,63,100.0,30.01,VTABI
2009,8184,3,63,100.0,22.76,VTABI
2009,8213,3,63,100.0,28.14,VTABI
2009,8236,3,349,100.0,43.79,SERVI
2009,8237,3,349,100.0,43.79,SERVI
2009,8253,3,1156,100.0,226.55,SERVI
2009,8255,3,1156,100.0,226.55,SERVI
2009,8349,3,1174,100.0,487.15,LOCOB
2009,8351,3,1174,100.0,259.62,LOCOB
2009,8354,3,1174,100.0,365.87,LOCOB
2009,8359,3,879,100.0,163.66,VTABI
2009,8365,3,28,100.0,55.36,VTABI
2009,8370,3,50008,100.0,1142.11,EXENT
2009,8388,3,50008,100.0,3648.29,EXENT
2009,8463,3,90,100.0,74.8,VTABI
2009,8471,3,993,100.0,58.0,SERVI
2009,8500,3,313,100.0,122.87,VTABI
2009,8503,3,313,100.0,71.52,VTABI
2009,8504,3,313,100.0,90.22,VTABI
2009,8593,3,879,100.0,22.35,VTABI
2009,8594,3,879,100.0,46.28,VTABI
2009,8595,3,879,100.0,92.56,VTABI
2009,8603,3,1174,100.0,53.48,LOCOB
2009,8604,3,1174,100.0,32.17,LOCOB
2009,8605,3,1174,100.0,32.17,LOCOB
2009,8630,3,1156,100.0,70.0,SERVI
2009,8637,3,879,100.0,95.34,VTABI
2009,8638,3,879,100.0,75.16,VTABI
2009,8699,3,1156,100.0,142.05,SERVI
2009,8701,3,1156,100.0,142.05,SERVI
2009,8703,3,113,100.0,1188.42,CEROB
2009,8741,784,129,100.0,70.28,APATR
2009,8784,3,993,100.0,80.0,SERVI
2009,8785,3,1244,100.0,36.0,ALQUI
2009,8948,3,349,100.0,862.08,SERVI
2009,8956,3,90,100.0,84.7,VTABI
2009,8990,3,994,100.0,82.0,SERVI
2009,8996,3,994,100.0,44.0,SERVI
2009,8998,3,994,100.0,54.0,SERVI
2009,9000,3,994,100.0,136.0,SERVI
2009,9008,3,993,100.0,138.0,SERVI
2009,9052,3,322,100.0,578.24,SERVI
2009,9054,3,322,100.0,195.97,SERVI
2009,9064,3,994,100.0,44.0,SERVI
2009,9080,3,1005,100.0,112.93,VTABI
2009,9164,3,1005,100.0,39.23,VTABI
2009,9186,3,879,100.0,122.5,VTABI
2009,9186,784,879,100.0,71.02,APATR
2009,9187,3,879,100.0,122.5,VTABI
2009,9189,3,879,100.0,34.3,VTABI
2009,9204,3,707,100.0,36.43,SERVI
2009,9206,3,707,100.0,81.25,SERVI
2009,9209,3,1005,100.0,24.67,VTABI
2009,9214,3,1005,100.0,65.62,VTABI
2009,9221,3,1005,100.0,28.93,VTABI
2009,9226,3,879,100.0,21.22,VTABI
2009,9232,3,1005,100.0,28.92,VTABI
2009,9283,3,50008,100.0,4014.29,EXENT
2009,9359,3,1005,100.0,46.62,VTABI
2009,9374,3,50008,100.0,1142.11,EXENT
2009,9431,3,1239,100.0,224.05,VTABI
2009,9524,3,1244,100.0,36.0,ALQUI
2009,9699,3,1119,100.0,32.4,SERVI
2009,9730,3,1156,100.0,212.56,SERVI
2009,9733,3,993,100.0,25.0,SERVI
2009,9744,3,771,100.0,116.99,VTABI
2009,9745,3,771,100.0,44.97,VTABI
2009,9765,3,88,100.0,24.31,VTABI
2009,9871,3,1271,100.0,656.2,SERVI
2009,9891,3,1271,100.0,100.0,SERVI
2009,9923,3,1261,100.0,261.03,SERVI
2009,9924,3,1005,100.0,37.88,VTABI
2009,9961,3,911,100.0,263.64,SERVI
2009,9967,3,994,100.0,120.0,SERVI
2009,9977,3,771,100.0,58.83,VTABI
2009,9978,3,771,100.0,85.28,VTABI
2009,9980,3,771,100.0,57.69,VTABI
2009,9994,3,1271,100.0,590.91,SERVI
2009,10031,3,1131,100.0,124.3,VTABI
2009,10032,3,1131,100.0,176.92,VTABI
2009,10033,3,993,100.0,100.0,SERVI
2009,10034,3,879,100.0,248.73,VTABI
2009,10062,3,416,100.0,75.18,VTABI
2009,10064,3,771,100.0,69.94,VTABI
2009,10075,3,771,100.0,50.85,VTABI
2009,10118,3,993,100.0,132.51,SERVI
2009,10159,3,994,100.0,108.0,SERVI
2009,10161,3,994,100.0,88.0,SERVI
2009,10163,3,313,100.0,35.26,VTABI
2009,10181,3,313,100.0,87.87,VTABI
2009,10184,3,879,100.0,96.35,VTABI
2009,10241,3,63,100.0,53.33,VTABI
2009,10264,3,90,100.0,58.79,VTABI
2009,10266,3,1131,100.0,161.11,VTABI
2009,10278,3,879,100.0,223.49,VTABI
2009,10281,3,879,100.0,244.36,VTABI
2009,10314,3,63,100.0,287.53,VTABI
2009,10317,3,50008,100.0,1734.3,EXENT
2009,10335,3,50008,100.0,1469.18,EXENT
2009,10428,3,879,100.0,216.85,VTABI
2009,10430,3,63,100.0,50.28,VTABI
2009,10440,3,63,100.0,28.3,VTABI
2009,10441,3,63,100.0,25.25,VTABI
2009,10496,3,1156,100.0,73.19,SERVI
2009,10497,3,90,100.0,85.44,VTABI
2009,10499,3,1269,100.0,86.18,VTABI
2009,10521,3,879,100.0,244.37,VTABI
2009,10524,3,1131,100.0,206.35,VTABI
2009,10540,3,313,100.0,41.6,VTABI
2009,10544,3,313,100.0,23.69,VTABI
2009,10546,3,63,100.0,22.39,VTABI
2009,10548,3,63,100.0,39.89,VTABI
2009,10550,3,1131,100.0,31.71,VTABI
2009,10551,3,1131,100.0,271.6,VTABI
2009,10553,3,1119,100.0,34.71,SERVI
2009,10555,3,313,100.0,45.46,VTABI
2009,10557,3,879,100.0,46.28,VTABI
2009,10560,3,313,100.0,121.91,VTABI
2009,10573,3,688,100.0,24.89,VTABI
2009,10576,3,858,100.0,29.06,VTABI
2009,10586,3,688,100.0,28.71,VTABI
2009,10608,3,322,100.0,748.16,SERVI
2009,10636,3,63,100.0,44.19,VTABI
2009,10749,3,349,100.0,106.86,SERVI
2009,10786,3,113,100.0,1362.72,CEROB
2009,10808,3,1182,100.0,14726.45,LOCOB
2009,10809,3,1188,100.0,14726.45,LOCOB
2009,10917,3,1244,100.0,36.0,ALQUI
2009,10964,3,322,100.0,1008.34,SERVI
2009,11149,3,322,100.0,578.24,SERVI
2009,11158,3,1261,100.0,424.16,SERVI
2009,11178,3,684,100.0,212.91,SERVI
2009,11226,3,684,100.0,25.01,SERVI
2009,11228,3,684,100.0,42.77,SERVI
2009,11276,3,113,100.0,1317.68,CEROB
2009,11283,3,43,100.0,50.0,SERVI
2009,11313,3,1156,100.0,89.2,SERVI
2009,11314,3,1156,100.0,70.0,SERVI
2009,11317,3,994,100.0,432.0,SERVI
2009,11322,3,993,100.0,180.0,SERVI
2009,11326,3,50008,100.0,1734.3,EXENT
2009,11344,3,50008,100.0,998.74,EXENT
2009,11470,3,993,100.0,37.0,SERVI
2009,11478,3,322,100.0,429.62,SERVI
2010,108,3,1244,100.0,36.0,ALQUI
2010,139,3,1156,100.0,42.88,SERVI
2010,188,3,1005,100.0,167.34,VTABI
2010,226,3,349,100.0,403.62,SERVI
2010,232,3,1005,100.0,22.67,VTABI
2010,234,3,63,100.0,20.93,VTABI
2010,250,3,1005,100.0,115.71,VTABI
2010,314,3,688,100.0,62.79,VTABI
2010,353,3,791,100.0,79.95,SERVI
2010,359,784,50036,100.0,90.77,APATR
2010,373,3,684,100.0,63.75,SERVI
2010,385,3,684,100.0,71.49,SERVI
2010,389,3,858,100.0,88.26,VTABI
2010,405,3,134,100.0,78.85,VTABI
2010,406,3,50008,100.0,1734.3,EXENT
2010,430,3,50008,100.0,1514.99,EXENT
2010,510,3,1131,100.0,1327.87,VTABI
2010,515,3,28,100.0,57.62,VTABI
2010,534,3,441,100.0,56.03,VTABI
2010,539,3,858,100.0,117.34,VTABI
2010,548,3,688,100.0,26.1,VTABI
2010,605,3,1269,100.0,70.03,VTABI
2010,628,3,858,100.0,135.02,VTABI
2010,641,3,1131,100.0,25.16,VTABI
2010,657,3,28,100.0,42.72,VTABI
2010,730,3,1244,100.0,36.0,ALQUI
2010,797,3,42,100.0,514.25,SERVI
2010,804,3,684,100.0,46.35,SERVI
2010,862,3,63,100.0,58.04,VTABI
2010,885,3,771,100.0,48.09,VTABI
2010,887,3,771,100.0,56.41,VTABI
2010,896,3,146,100.0,398.05,SERVI
2010,1007,3,322,100.0,832.58,SERVI
2010,1050,3,146,100.0,219.96,SERVI
2010,1063,3,279,100.0,560.0,VTABI
2010,1106,3,90,100.0,240.42,VTABI
2010,1155,3,63,100.0,64.0,VTABI
2010,1158,3,63,100.0,43.94,VTABI
2010,1211,3,63,100.0,27.2,VTABI
2010,1228,3,879,100.0,710.08,VTABI
2010,1228,784,879,100.0,364.16,APATR
2010,1229,3,879,100.0,710.08,VTABI
2010,1230,3,50008,100.0,1734.3,EXENT
2010,1254,3,50008,100.0,887.22,EXENT
2010,1353,3,1269,100.0,42.02,VTABI
2010,1426,3,707,100.0,435.89,SERVI
2010,1441,3,379,100.0,147.29,VTABI
2010,1566,3,1244,100.0,36.0,ALQUI
2010,1594,3,1005,100.0,21.79,VTABI
2010,1603,3,349,100.0,1367.17,SERVI
2010,1619,3,255,100.0,35.99,VTABI
2010,1636,3,1156,100.0,677.22,SERVI
2010,1637,3,1156,100.0,677.22,SERVI
2010,1718,3,1005,100.0,22.69,VTABI
2010,1725,3,42,100.0,514.25,SERVI
2010,1806,3,771,100.0,64.16,VTABI
2010,1807,3,375,100.0,94.92,VTABI
2010,1886,3,771,100.0,39.2,VTABI
2010,1894,3,684,100.0,72.25,SERVI
2010,1899,3,1301,100.0,140.58,VTABI
2010,1900,3,1301,100.0,304.47,VTABI
2013,6520,3,63,100.0,68.15,VTABI
2013,6520,784,63,100.0,54.6,APATR
2013,6523,3,63,100.0,62.14,VTABI
2013,6525,784,771,100.0,49.88,APATR
2013,6526,784,87,100.0,40.06,APATR
2013,6527,3,771,100.0,67.53,VTABI
2013,6527,784,771,100.0,56.4,APATR
2013,6540,3,112,100.0,36.6,SERVI
2013,6540,784,112,100.0,56.45,APATR
2013,6552,3,1796,100.0,31.34,VTABI
2013,6552,784,1796,100.0,47.01,APATR
2013,6562,784,50023,100.0,55.58,APATR
2013,6636,3,1244,100.0,116.43,ALQUI
2013,6639,784,772,100.0,49.5,APATR
2013,6659,3,527,100.0,47.52,SERVI
2013,6677,3,279,100.0,573.12,VTABI
2013,6677,784,279,100.0,262.28,APATR
2013,6689,3,1258,100.0,50.24,SERVI
2013,6689,784,1258,100.0,75.12,APATR
2013,6693,3,279,100.0,528.92,VTABI
2013,6693,784,279,100.0,264.46,APATR
2013,6697,784,1672,100.0,60.63,APATR
2013,6746,3,1424,100.0,30.0,SERVI
2013,6762,3,279,100.0,528.93,VTABI
2013,6762,784,279,100.0,264.46,APATR
2013,6763,3,1413,100.0,40.0,SERVI
2013,6764,3,279,100.0,325.62,VTABI
2013,6764,784,279,100.0,162.81,APATR
2013,6765,3,279,100.0,116.8,VTABI
2013,6765,784,279,100.0,58.4,APATR
2013,6778,3,1796,100.0,43.66,VTABI
2013,6782,3,279,100.0,528.93,VTABI
2013,6782,784,279,100.0,264.46,APATR
2013,6804,3,1612,100.0,76.76,ALQUI
2013,6806,3,279,100.0,578.51,VTABI
2013,6806,784,279,100.0,289.26,APATR
2013,6807,3,322,100.0,1605.91,SERVI
2013,6807,784,322,100.0,852.95,APATR
2013,6810,784,772,100.0,49.5,APATR
2013,6811,3,1066,100.0,26.87,VTABI
2013,6811,784,1066,100.0,133.43,APATR
2013,6817,3,279,100.0,164.65,VTABI
2013,6817,784,279,100.0,82.32,APATR
2013,6818,3,279,100.0,326.25,VTABI
2013,6818,784,279,100.0,163.13,APATR
2013,6820,3,279,100.0,91.23,VTABI
2013,6822,3,112,100.0,193.0,SERVI
2013,6822,784,112,100.0,79.75,APATR
2013,6855,3,443,100.0,104.76,VTABI
2013,6856,3,90,100.0,210.03,VTABI
2013,6857,3,1672,100.0,193.06,VTABI
2013,6857,784,1672,100.0,86.61,APATR
2013,6866,3,279,100.0,342.43,VTABI
2013,6866,784,279,100.0,171.21,APATR
2013,6879,3,1672,100.0,374.87,VTABI
2013,6879,784,1672,100.0,187.44,APATR
2013,6880,3,1672,100.0,195.87,VTABI
2013,6880,784,1672,100.0,97.93,APATR
2013,6883,3,1413,100.0,140.0,SERVI
2013,6885,3,1413,100.0,140.0,SERVI
2013,6889,3,349,100.0,2032.88,SERVI
2013,6889,784,349,100.0,1016.44,APATR
2013,6911,3,279,100.0,453.7,VTABI
2013,6939,3,50008,100.0,2085.23,EXENT
2013,6961,3,50008,100.0,9970.48,EXENT
2013,7056,3,50008,100.0,21.69,EXENT
2013,7167,784,1573,100.0,44.69,APATR
2013,7238,3,1294,100.0,360.0,VTABI
2013,7238,784,1294,100.0,247.93,APATR
2013,7290,3,28,100.0,43.21,VTABI
2013,7293,3,28,100.0,68.62,VTABI
2013,7325,784,1662,100.0,57.19,APATR
2013,7333,784,1813,100.0,127.03,APATR
2013,7336,3,1672,100.0,259.83,VTABI
2013,7336,784,1672,100.0,249.92,APATR
2013,7337,3,1672,100.0,249.92,VTABI
2013,7337,784,1672,100.0,124.96,APATR
2013,7338,3,1672,100.0,499.84,VTABI
2013,7338,784,1672,100.0,249.92,APATR
2013,7346,3,279,100.0,870.76,VTABI
2013,7346,784,279,100.0,458.99,APATR
2013,7350,3,1513,100.0,289.55,SERVI
2013,7350,784,1513,100.0,194.78,APATR
2013,7374,3,1244,100.0,116.43,ALQUI
2013,7393,3,1294,100.0,495.87,VTABI
2013,7393,784,1294,100.0,247.93,APATR
2013,7410,3,1294,100.0,495.87,VTABI
2013,7418,784,313,100.0,54.11,APATR
2013,7419,3,1061,100.0,85.24,VTABI
2013,7441,3,1541,100.0,81.82,SERVI
2013,7441,784,1541,100.0,90.91,APATR
2013,7447,3,151,100.0,100.42,SERVI
2013,7469,3,379,100.0,156.41,VTABI
2013,7469,784,379,100.0,163.81,APATR
2013,7474,3,258,100.0,98.35,SERVI
2013,7474,784,258,100.0,99.17,APATR
2013,7476,3,1793,100.0,100.0,SERVI
2013,7537,3,1612,100.0,76.76,ALQUI
2013,7544,784,345,100.0,52.14,APATR
2013,7545,784,158,100.0,47.59,APATR
2013,7554,3,1413,100.0,40.0,SERVI
2013,7573,3,379,100.0,441.9,VTABI
2013,7573,784,379,100.0,220.95,APATR
2013,7579,3,1262,100.0,49.26,VTABI
2013,7591,3,1262,100.0,702.48,VTABI
2013,7632,3,1424,100.0,220.0,SERVI
2013,7669,784,746,100.0,49.59,APATR
2013,7674,784,688,100.0,88.57,APATR
2013,7690,784,1475,100.0,136.36,APATR
2013,7705,3,279,100.0,577.11,VTABI
2013,7705,784,279,100.0,288.56,APATR
2013,7706,3,1413,100.0,140.0,SERVI
2013,7722,3,1258,100.0,87.22,SERVI
2013,7722,784,1258,100.0,77.36,APATR
2013,7728,784,1796,100.0,47.23,APATR
2013,7742,3,90,100.0,296.88,VTABI
2013,7750,3,1352,100.0,276.35,SERVI
2013,7775,3,1352,100.0,340.0,SERVI
2013,7778,3,28,100.0,68.61,VTABI
2013,7782,3,28,100.0,68.61,VTABI
2013,7783,3,28,100.0,68.62,VTABI
2013,7786,3,28,100.0,195.27,VTABI
2013,7786,784,28,100.0,97.64,APATR
2013,7803,3,682,100.0,485.15,VTABI
2013,7803,784,682,100.0,362.58,APATR
2013,7824,3,90,100.0,540.83,VTABI
2013,7837,3,279,100.0,728.84,VTABI
2013,7837,784,279,100.0,301.18,APATR
2013,7849,3,1678,100.0,197.52,SERVI
2013,7854,3,63,100.0,113.46,VTABI
2013,7854,784,63,100.0,109.91,APATR
2013,7861,3,1796,100.0,33.64,VTABI
2013,7861,784,1796,100.0,48.76,APATR
2013,7864,3,1796,100.0,96.84,VTABI
2013,7864,784,1796,100.0,48.42,APATR
2013,7867,3,1413,100.0,140.0,SERVI
2013,7869,3,50008,100.0,2085.23,EXENT
2013,7897,3,50008,100.0,9970.48,EXENT
2013,7998,3,50008,100.0,21.69,EXENT
2013,8036,3,313,100.0,27.06,VTABI
2013,8036,784,313,100.0,49.75,APATR
2013,8038,3,313,100.0,29.0,VTABI
2013,8057,3,63,100.0,175.81,VTABI
2013,8057,784,63,100.0,87.91,APATR
2013,8064,3,349,100.0,642.87,SERVI
2013,8064,784,349,100.0,371.43,APATR
2013,8147,3,163,100.0,416.18,SERVI
2013,8147,784,163,100.0,258.09,APATR
2013,8258,784,1009,100.0,46.08,APATR
2013,8282,784,1289,100.0,47.93,APATR
2013,8310,784,63,100.0,48.74,APATR
2013,8330,3,129,100.0,34.64,VTABI
2013,8330,784,129,100.0,137.32,APATR
2013,8333,3,63,100.0,148.74,VTABI
2013,8333,784,63,100.0,91.89,APATR
2013,8469,3,252,100.0,46.81,SERVI
2013,8595,3,527,100.0,164.46,SERVI
2013,8595,784,527,100.0,123.14,APATR
2013,8613,3,1352,100.0,100.0,SERVI
2013,8643,784,50023,100.0,70.49,APATR
2013,8660,3,1289,100.0,35.54,SERVI
2013,8686,3,1266,100.0,20.91,SERVI
2013,8698,3,1266,100.0,30.52,SERVI
2013,8703,3,1266,100.0,27.41,SERVI
2013,8706,3,1266,100.0,27.41,SERVI
2013,8713,784,81,100.0,79.12,APATR
2013,8725,3,258,100.0,98.35,SERVI
2013,8725,784,258,100.0,99.17,APATR
2013,8731,3,1612,100.0,76.76,ALQUI
2013,8744,784,241,100.0,76.25,APATR
2013,8755,3,1424,100.0,91.39,SERVI
2013,8761,3,673,100.0,343.93,VTABI
2013,8761,784,673,100.0,291.96,APATR
2013,8762,3,673,100.0,527.62,VTABI
2013,8762,784,673,100.0,263.81,APATR
2013,8777,3,1244,100.0,116.43,ALQUI
2013,8789,784,50001,100.0,40.27,APATR
2013,8790,784,50001,100.0,40.27,APATR
2013,8800,784,1796,100.0,49.02,APATR
2013,8810,784,585,100.0,76.49,APATR
2013,8812,3,1796,100.0,33.87,VTABI
2013,8812,784,1796,100.0,50.06,APATR
2013,8830,3,1262,100.0,462.48,VTABI
2013,8837,3,1424,100.0,190.56,SERVI
2013,8860,784,313,100.0,59.51,APATR
2013,8864,3,313,100.0,280.92,VTABI
2013,8864,784,313,100.0,185.24,APATR
2013,8937,3,279,100.0,330.64,VTABI
2013,8937,784,279,100.0,285.32,APATR
2013,8939,3,279,100.0,462.81,VTABI
2013,8939,784,279,100.0,231.41,APATR
2013,8941,3,279,100.0,615.54,VTABI
2013,8941,784,279,100.0,307.77,APATR
2013,8960,3,1832,100.0,317.6,VTABI
2013,8960,784,1832,100.0,278.8,APATR
2013,8961,3,50008,100.0,2085.23,EXENT
2013,8992,3,50008,100.0,8844.5,EXENT
2013,9100,3,156,100.0,90.08,SERVI
2013,9100,784,156,100.0,74.38,APATR
2013,9102,3,156,100.0,57.02,SERVI
2013,9102,784,156,100.0,41.32,APATR
2013,9128,3,90,100.0,214.12,VTABI
2013,9129,3,90,100.0,416.13,VTABI
2013,9176,3,313,100.0,317.36,VTABI
2013,9176,784,313,100.0,158.68,APATR
2013,9178,3,252,100.0,114.76,SERVI
2013,9178,784,252,100.0,57.38,APATR
2013,9179,784,255,100.0,56.44,APATR
2013,9180,3,252,100.0,114.76,SERVI
2013,9180,784,252,100.0,57.38,APATR
2013,9183,784,153,100.0,45.24,APATR
2013,9185,784,153,100.0,50.06,APATR
2013,9192,3,63,100.0,95.29,VTABI
2012,4437,784,279,100.0,127.95,APATR
2014,4619,3,258,100.0,174.38,SERVI
2014,4619,784,258,100.0,137.19,APATR
2014,4621,784,153,100.0,107.28,APATR
2014,4622,3,349,100.0,2793.84,SERVI
2014,4622,784,349,100.0,1446.92,APATR
2014,4626,784,1718,100.0,46.2,APATR
2014,4628,784,28,100.0,72.88,APATR
2014,4631,3,28,100.0,89.04,VTABI
2014,4631,784,28,100.0,49.02,APATR
2014,4633,3,88,100.0,23.14,VTABI
2014,4634,3,88,100.0,103.89,VTABI
2014,4648,784,241,100.0,57.19,APATR
2014,4649,784,28,100.0,72.88,APATR
2014,4679,3,175,100.0,127.4,VTABI
2014,4679,784,175,100.0,183.7,APATR
2014,4685,3,1266,100.0,31.7,SERVI
2014,4691,3,1266,100.0,28.42,SERVI
2014,4695,3,1266,100.0,39.27,SERVI
2014,4714,784,345,100.0,84.9,APATR
2014,4725,784,1718,100.0,46.2,APATR
2014,4733,3,169,100.0,102.06,VTABI
2014,4738,3,1722,100.0,357.85,SERVI
2014,4750,3,1880,100.0,500.0,SERVI
2014,4751,3,703,100.0,436.46,HONOR
2014,4757,3,1763,100.0,1257.0,SERVI
2014,4757,784,1763,100.0,678.5,APATR
2014,4761,784,279,100.0,53.72,APATR
2014,4764,3,1890,100.0,500.35,SERVI
2014,4764,784,1890,100.0,300.18,APATR
2014,4765,784,63,100.0,41.23,APATR
2014,4794,3,279,100.0,445.95,VTABI
2014,4794,784,279,100.0,289.26,APATR
2014,4818,3,1244,100.0,172.96,ALQUI
2014,4828,784,50023,100.0,54.0,APATR
2014,4831,784,80,100.0,43.73,APATR
2014,4842,3,241,100.0,101.82,VTABI
2014,4842,784,241,100.0,113.72,APATR
2014,4843,3,163,100.0,514.79,SERVI
2014,4843,784,163,100.0,307.4,APATR
2014,4845,3,163,100.0,313.52,SERVI
2014,4845,784,163,100.0,156.76,APATR
2014,4873,3,63,100.0,64.39,VTABI
2014,4873,784,63,100.0,83.29,APATR
2014,4875,3,63,100.0,75.1,VTABI
2014,4880,3,28,100.0,495.62,VTABI
2014,4880,784,28,100.0,247.81,APATR
2014,4889,3,63,100.0,171.11,VTABI
2014,4889,784,63,100.0,85.56,APATR
2014,4891,3,63,100.0,139.93,VTABI
2014,4891,784,63,100.0,69.97,APATR
2014,4956,3,43,100.0,200.0,SERVI
2014,4956,784,43,100.0,123.97,APATR
2014,4971,784,803,100.0,84.66,APATR
2014,4978,3,1722,100.0,560.33,SERVI
2014,5009,3,1061,100.0,289.57,VTABI
2014,5011,784,158,100.0,70.51,APATR
2014,5025,3,441,100.0,20.5,VTABI
2014,5029,3,146,100.0,147.93,SERVI
2014,5041,784,1213,100.0,44.96,APATR
2014,5047,3,441,100.0,38.89,VTABI
2014,5051,3,1735,100.0,108.96,SERVI
2014,5051,784,1735,100.0,104.48,APATR
2014,5052,3,1735,100.0,249.97,SERVI
2014,5052,784,1735,100.0,124.99,APATR
2014,5053,3,279,100.0,595.04,VTABI
2014,5053,784,279,100.0,297.52,APATR
2014,5055,3,241,100.0,248.13,VTABI
2014,5055,784,241,100.0,124.07,APATR
2014,5068,3,28,100.0,38.18,VTABI
2014,5072,3,28,100.0,74.46,VTABI
2014,5073,3,28,100.0,20.25,VTABI
2014,5074,3,28,100.0,26.25,VTABI
2014,5075,3,28,100.0,23.32,VTABI
2014,5077,3,28,100.0,23.32,VTABI
2014,5078,3,28,100.0,68.65,VTABI
2014,5079,3,28,100.0,22.69,VTABI
2014,5082,3,28,100.0,31.56,VTABI
2014,5297,3,1908,100.0,366.68,VTABI
2014,5297,784,1908,100.0,303.34,APATR
2014,5301,3,1796,100.0,56.91,VTABI
2014,5303,3,1722,100.0,330.58,SERVI
2014,5305,3,17,100.0,20.99,VTABI
2014,5305,784,17,100.0,107.44,APATR
2014,5309,3,63,100.0,541.34,VTABI
2014,5309,784,63,100.0,270.67,APATR
2014,5313,3,1908,100.0,606.68,VTABI
2014,5313,784,1908,100.0,303.34,APATR
2014,5333,784,141,100.0,98.55,APATR
2014,5336,784,141,100.0,98.55,APATR
2014,5341,3,1582,100.0,99.34,VTABI
2014,5341,784,1582,100.0,169.67,APATR
2014,5345,3,379,100.0,120.8,VTABI
2014,5345,784,379,100.0,180.4,APATR
2014,5348,3,441,100.0,36.39,VTABI
2014,5350,3,441,100.0,49.88,VTABI
2014,5354,3,1908,100.0,577.53,VTABI
2014,5354,784,1908,100.0,288.77,APATR
2014,5356,784,200,100.0,62.51,APATR
2014,5399,3,153,100.0,155.58,VTABI
2014,5399,784,153,100.0,90.51,APATR
2014,5401,3,153,100.0,150.95,VTABI
2014,5401,784,153,100.0,75.48,APATR
2014,5402,784,866,100.0,104.16,APATR
2014,5406,3,866,100.0,339.92,VTABI
2014,5406,784,866,100.0,185.8,APATR
2014,5408,3,866,100.0,284.01,VTABI
2014,5408,784,866,100.0,142.01,APATR
2014,5410,3,441,100.0,32.77,VTABI
2014,5413,3,866,100.0,268.79,VTABI
2014,5413,784,866,100.0,134.39,APATR
2014,5415,3,441,100.0,30.78,VTABI
2014,5416,3,866,100.0,188.15,VTABI
2014,5416,784,866,100.0,94.08,APATR
2014,5421,3,441,100.0,23.82,VTABI
2014,5433,3,90,100.0,179.76,VTABI
2014,5434,3,153,100.0,214.56,VTABI
2014,5434,784,153,100.0,107.28,APATR
2014,5435,3,153,100.0,23.03,VTABI
2014,5436,3,90,100.0,329.36,VTABI
2014,5437,3,90,100.0,332.46,VTABI
2014,5446,784,917,100.0,107.66,APATR
2014,5452,3,169,100.0,20.0,VTABI
2014,5461,3,707,100.0,52.55,SERVI
2014,5461,784,707,100.0,61.24,APATR
2014,5472,784,285,100.0,54.38,APATR
2014,5473,784,285,100.0,57.26,APATR
2014,5474,3,285,100.0,251.95,VTABI
2014,5474,784,285,100.0,134.33,APATR
2014,5475,3,285,100.0,36.8,VTABI
2014,5482,3,88,100.0,203.48,VTABI
2014,5483,3,1573,100.0,22.43,VTABI
2014,5483,784,1573,100.0,131.21,APATR
2014,5495,3,1662,100.0,134.05,SERVI
2014,5495,784,1662,100.0,117.02,APATR
2014,5497,3,50008,100.0,2085.23,EXENT
2014,5534,3,50008,100.0,8844.5,EXENT
2014,5662,3,28,100.0,91.9,VTABI
2014,5662,784,28,100.0,45.95,APATR
2014,5664,3,28,100.0,91.9,VTABI
2014,5664,784,28,100.0,45.95,APATR
2014,5674,3,28,100.0,91.9,VTABI
2014,5674,784,28,100.0,45.95,APATR
2014,5686,3,28,100.0,91.9,VTABI
2014,5686,784,28,100.0,45.95,APATR
2014,5709,3,612,100.0,29.75,VTABI
2014,5755,3,441,100.0,57.6,VTABI
2014,5757,3,441,100.0,26.59,VTABI
2014,5768,3,163,100.0,433.81,SERVI
2014,5768,784,163,100.0,216.9,APATR
2014,5769,3,527,100.0,46.69,SERVI
2014,5770,3,527,100.0,35.71,SERVI
2014,5771,3,527,100.0,173.72,SERVI
2014,5771,784,527,100.0,86.86,APATR
2014,5772,3,527,100.0,47.6,SERVI
2014,5776,3,527,100.0,45.25,SERVI
2014,5785,784,528,100.0,64.46,APATR
2014,5787,784,944,100.0,54.38,APATR
2014,5788,3,81,100.0,157.78,VTABI
2014,5788,784,81,100.0,123.19,APATR
2014,5795,3,241,100.0,101.16,VTABI
2014,5795,784,241,100.0,50.58,APATR
2014,5804,784,803,100.0,43.73,APATR
2014,5806,784,771,100.0,47.89,APATR
2014,5807,3,1878,100.0,43.45,VTABI
2014,5807,784,1878,100.0,141.73,APATR
2014,5821,3,1914,100.0,172.23,SERVI
2014,5825,3,1910,100.0,197.52,SERVI
2014,5825,784,1910,100.0,148.76,APATR
2014,5826,3,1910,100.0,495.87,SERVI
2014,5826,784,1910,100.0,247.93,APATR
2014,5841,3,1843,100.0,716.01,SERVI
2014,5841,784,1843,100.0,337.2,APATR
2014,5872,3,875,100.0,21.24,SERVI
