ANIO_PRESUP,JURISDICCION,TIPO,CLASE,CONCEPTO,SUBCONCEPTO,EJECUTADO,ESTIMADO,PROGRAMADO,PROY1,PROY2,EXENCIONES,OTRAS,POLITICA_TRIB_1,POLITICA_TRIB_2,VAL_PROY_MODIF
2009,1110112000,11,4,3,4,91810.16,182141.33,240766.0,,,,,0.0,0.0,N
2009,1110112000,11,9,1,0,414291.0,395000.0,723127.0,,,,,0.0,0.0,N
2009,1110112000,12,1,1,1,655136.68,658000.0,1560000.0,,,,,0.0,0.0,N
2009,1110112000,12,1,1,2,115338.93,129000.0,130000.0,,,,,0.0,0.0,N
2009,1110112000,12,1,2,0,60.0,500.0,500.0,,,,,0.0,0.0,N
2009,1110112000,12,1,3,1,202234.45,237000.0,525000.0,,,,,0.0,0.0,N
2009,1110112000,12,1,3,3,605611.85,684000.0,1550000.0,,,,,0.0,0.0,N
2009,1110112000,12,1,3,4,59666.4,145000.0,85000.0,,,,,0.0,0.0,N
2009,1110112000,12,1,4,0,13765.0,50000.0,45000.0,,,,,0.0,0.0,N
2009,1110112000,12,1,5,1,89540.66,113000.0,360000.0,,,,,0.0,0.0,N
2009,1110112000,12,1,5,2,85256.14,63000.0,50000.0,,,,,0.0,0.0,N
2009,1110112000,12,1,19,1,0.0,0.0,560000.0,,,,,0.0,0.0,N
2009,1110112000,12,1,9,0,288132.29,298000.0,495000.0,,,,,0.0,0.0,N
2009,1110112000,12,1,15,0,7536.75,5000.0,2000.0,,,,,0.0,0.0,N
