COD_PROV,CODIGO,COD_SUBRUBRO
2742,4,10
2742,4,11
2742,4,12
2742,4,13
2742,4,14
2742,4,15
2742,4,16
2743,210,1
2744,21,1
2744,21,2
2744,21,3
2744,21,4
2744,51,1
2744,51,2
2744,51,3
2744,51,4
2744,51,5
2744,51,6
2745,97,1
2745,284,1
2745,369,1
2746,273,1
2746,280,1
2746,312,1
2747,285,1
2748,116,1
2748,170,1
2748,324,1
2749,84,1
2750,51,2
2750,54,1
2750,248,1
2751,122,1
2751,302,1
2752,210,1
2753,244,1
2753,254,1
2754,170,1
2755,170,1
2756,24,2
2756,39,1
2757,374,1
2758,9,2
2758,9,3
2758,9,5
2759,1,2
2759,1,3
2759,1,4
2759,1,5
2759,1,7
2759,1,11
2760,115,1
2760,210,1
2761,4,1
2761,4,11
2761,116,1
2761,225,1
2761,230,1
2761,251,1
2762,84,1
2763,113,1
2763,210,1
2764,105,1
2764,142,1
2764,177,1
2764,459,1
2765,13,1
2766,6,1
2767,16,1
2767,245,1
2768,119,1
2769,377,1
2770,315,1
2770,367,1
2770,450,1
2771,130,1
2771,216,1
2771,275,1
2772,22,1
2772,22,2
2772,96,1
2772,200,1
2773,142,1
2773,217,1
2774,4,1
2774,4,3
2774,4,4
2774,4,5
2774,4,9
2774,4,14
2775,104,1
2775,461,1
2776,110,1
2776,200,1
2777,13,2
2777,315,1
2778,85,1
2778,256,1
2778,310,1
2779,303,1
2780,223,1
2781,216,1
2782,848,1
2783,353,1
2784,11,2
2785,1,7
2785,88,1
2785,88,2
2785,88,3
2785,88,4
2785,88,5
2785,88,6
2785,88,7
2785,88,8
2785,88,9
2785,88,10
2785,88,11
2785,88,12
2785,88,13
2786,1,1
2786,1,7
2786,1,9
2786,1,10
2786,1,11
2786,188,1
2787,279,1
2788,1,1
2788,1,2
2788,1,7
2788,1,9
2788,1,10
2788,1,11
2788,188,1
2789,116,1
2789,210,1
2790,134,1
2791,214,1
2792,1,11
2793,1,11
2794,134,1
2795,214,1
2796,107,1
2797,19,1
2797,19,2
2797,19,3
2797,19,4
2797,22,1
2797,22,2
2797,22,3
2797,33,1
2798,849,1
2799,350,1
2800,48,1
2801,14,1
2802,104,1
2803,256,1
2804,1,4
2804,1,7
2805,843,1
2806,214,1
2807,266,1
2808,84,1
2809,84,1
2810,112,1
2811,107,1
2812,378,1
2813,46,1
2813,46,3
2813,46,7
2813,210,1
2814,210,1
2825,4,1
2825,4,2
2825,4,3
2825,4,4
2825,4,5
2825,4,6
2825,4,7
2825,4,8
2825,4,9
2825,4,10
2825,4,11
2825,4,12
2825,4,13
2825,4,14
2825,4,15
2825,4,16
2826,483,1
2827,65,1
2827,65,2
2828,3,1
2828,3,2
2828,3,3
2828,3,4
2828,3,5
2828,3,6
2829,4,1
2829,4,2
2829,4,3
2829,4,4
2829,4,5
2829,4,6
2829,4,7
2829,4,8
2829,4,9
2829,4,10
2829,4,11
2829,4,12
2829,4,13
2829,4,15
2829,4,16
2830,36,1
2830,304,1
2831,850,1
2832,105,1
2832,137,1
2832,177,1
2833,84,1
2834,105,1
2834,177,1
2835,105,1
2836,105,1
2837,236,1
2838,104,1
2839,500,1
2840,143,1
2841,501,1
2842,43,2
2843,1,7
2844,84,1
2845,107,1
2846,6,1
2846,243,1
2846,843,1
2847,248,1
2848,22,1
2848,22,2
2848,22,3
2848,200,1
2849,210,1
2850,170,1
2851,84,1
2852,143,1
2852,251,1
2853,4,2
2853,4,11
2854,183,1
2855,4,2
2855,4,7
2856,500,1
2857,55,1
2858,170,1
2859,22,2
2859,210,1
2859,375,1
2860,373,1
2861,107,1
2862,134,1
2863,851,1
2864,129,1
2865,38,6
2866,279,1
2867,251,1
2868,235,1
2869,1,3
2870,13,1
2870,13,2
2870,13,3
2870,84,1
2871,39,1
2872,188,1
2872,210,1
2873,182,1
2874,9,1
2874,9,2
2874,9,3
2874,9,4
2874,9,5
2874,9,6
2874,9,7
2874,85,1
2875,308,1
2876,305,1
2877,11,1
2877,48,1
2877,303,1
2878,10,1
2878,10,2
2879,14,1
2879,300,1
2880,465,1
2881,39,1
2882,852,1
2883,84,1
2884,2,1
2884,2,2
2884,2,3
2884,2,4
2884,2,5
2884,37,3
2885,112,1
2886,224,1
2887,133,1
2888,165,1
2889,39,1
2890,39,1
2891,1,11
2892,1,1
2892,1,2
2892,1,3
2892,1,4
2892,1,5
2892,1,6
2892,1,7
2892,1,8
2892,1,9
2892,1,10
2892,1,11
2892,3,1
2892,3,2
2892,3,3
2892,3,4
2892,3,5
2892,3,6
2892,5,1
2892,5,2
2893,11,1
2893,11,2
2893,11,3
2893,11,4
2894,39,1
2895,137,1
2895,450,1
2896,275,1
2896,282,1
2897,84,1
2898,122,1
2899,265,1
2900,265,1
2901,381,1
2902,38,6
2903,225,1
2904,6,1
2905,126,1
2905,261,1
2906,13,1
2907,4,1
2908,5,2
2908,251,1
2909,13,1
2909,251,1
2910,251,1
2911,251,1
2912,13,1
2912,13,2
2912,13,3
2912,251,1
2913,251,1
2914,21,1
2914,21,2
2914,21,3
2914,21,4
2914,43,1
2914,43,2
2914,43,3
2914,43,4
2915,19,1
2915,55,1
2916,39,1
2917,96,1
2917,200,1
2918,848,1
2919,84,1
2920,6,1
2920,24,1
2921,4,1
2921,4,2
2921,4,3
2921,4,4
2921,4,5
2921,4,6
2921,4,7
2921,4,8
2921,4,9
2921,4,10
2921,4,11
2921,4,12
2921,4,13
2921,4,14
2921,4,15
2921,4,16
2922,4,1
2922,4,2
2922,4,3
2922,4,4
2922,4,5
2922,4,6
2922,4,7
2922,4,8
2922,4,9
2922,4,10
2922,4,11
2922,4,12
2922,4,13
2922,4,15
2922,4,16
2923,4,1
2923,4,6
2923,36,1
2924,84,1
2925,110,1
2926,19,1
2926,19,4
2927,115,1
2927,116,1
2928,137,1
2929,483,1
2930,208,1
2931,214,1
2932,51,1
2932,51,2
2932,51,3
2932,51,6
2932,84,1
2933,853,1
2934,853,1
2935,29,1
2935,51,1
2935,51,3
2935,51,4
2936,4,1
2936,4,2
2936,4,6
2936,36,1
2937,1,11
2938,261,1
2939,65,1
2940,311,1
2940,474,1
2941,11,1
2941,11,2
2941,11,3
2941,11,4
2941,201,1
2941,207,1
2942,467,1
2943,210,1
2944,214,1
2945,48,1
2946,34,1
2946,34,2
2946,34,3
2946,34,5
2947,143,1
2948,104,1
2949,854,1
2950,210,1
2951,48,1
2952,25,1
2952,49,1
2952,91,1
2953,135,1
2954,55,1
2955,320,1
2956,84,1
2957,382,1
2958,383,1
2959,39,1
2959,488,1
2959,844,1
2960,323,1
2961,214,1
2962,251,1
2963,1,7
2964,104,1
2965,8,4
2966,318,1
2967,210,1
2968,279,1
2969,137,1
2970,353,1
2971,181,1
2972,104,1
2973,358,1
2973,853,1
2974,133,1
2975,183,1
2976,183,1
2977,188,1
2978,183,1
2979,849,1
2980,104,1
2981,263,1
2982,104,1
2982,244,1
2983,58,7
2984,244,1
2985,85,1
2985,98,1
2985,137,1
2986,105,1
2987,4,10
2988,483,1
2989,4,1
2989,4,8
2989,4,10
2989,4,13
2989,27,3
2990,6,1
2990,6,2
2991,254,1
2992,170,1
2993,252,1
2993,359,1
2994,130,1
2994,275,1
2995,387,1
2996,92,1
2997,303,1
2997,319,1
2998,88,1
2999,46,1
3000,214,1
3001,303,1
3002,9,1
3002,9,3
3002,170,1
3002,213,1
3003,310,1
3003,476,1
3003,848,1
3003,854,1
3004,244,1
3005,3,1
3005,3,2
3005,3,3
3005,3,4
3005,3,5
3005,3,6
3006,129,1
3007,18,1
3008,84,1
3009,43,3
3009,118,1
3010,4,1
3010,4,2
3010,4,3
3010,4,7
3010,178,1
3011,11,2
3012,310,1
3013,39,1
3013,84,1
3014,118,1
3014,855,1
3015,84,1
3016,168,1
3017,14,1
3017,388,1
3018,107,1
3018,126,1
3018,275,1
3019,65,1
3020,28,1
3021,275,1
3022,65,1
3023,18,1
3023,152,1
3023,170,1
3023,210,1
3024,362,1
3025,279,1
3026,22,1
3027,140,1
3028,843,1
3029,105,1
3029,143,1
3030,8,1
3030,8,2
3030,8,3
3030,8,4
3030,8,5
3031,324,1
3032,273,1
3033,140,1
3033,316,1
3034,140,1
3035,140,1
3036,110,1
3037,118,1
3037,180,1
3037,222,1
3038,210,1
3038,253,1
3039,1,11
3039,3,1
3039,51,1
3039,51,2
3040,128,1
3041,3,1
3041,3,2
3041,3,3
3041,3,4
3041,3,5
3041,3,6
3041,118,1
3041,358,1
3042,161,1
3043,223,1
3044,352,1
3045,35,1
3046,4,1
3046,4,2
3046,4,4
3047,167,1
3048,13,1
3049,13,1
3050,13,1
3051,13,1
3052,97,1
3052,110,1
3052,225,1
3053,97,1
3053,97,2
3053,450,1
3054,17,1
3054,17,2
3055,261,1
3056,389,1
3057,98,1
3058,208,1
3059,35,1
3060,112,1
3060,856,1
3061,225,1
3062,16,1
3063,172,1
3064,321,1
3065,4,1
3065,4,8
3065,4,12
3065,112,1
3065,388,1
3066,210,1
3067,13,1
3067,13,2
3067,13,3
3068,391,1
3069,210,1
3070,392,1
3071,45,5
3071,45,7
3071,45,10
3071,367,1
3072,40,2
3073,126,1
3074,857,1
3075,3,1
3075,3,2
3075,3,3
3075,3,4
3075,3,5
3075,3,6
3076,45,5
3076,45,7
3076,256,1
3076,851,1
3077,134,1
3077,394,1
3078,244,1
3079,205,1
3079,208,1
3080,205,1
3080,208,1
3081,243,1
3082,170,1
3083,224,1
3084,350,1
3085,473,1
3086,327,1
3087,35,1
3088,327,1
3089,116,1
3090,284,1
3090,459,1
3090,851,1
3091,35,1
3092,853,1
3093,157,1
3094,318,1
3095,251,1
3096,183,1
3097,323,1
3097,483,1
3098,318,1
3099,181,1
3099,853,1
3100,843,1
3101,19,1
3101,19,2
3102,352,1
3102,465,1
3103,211,1
3103,224,1
3103,499,1
3103,843,1
3104,224,1
3105,133,1
3106,142,1
3107,74,1
3107,74,2
3107,74,3
3107,74,4
3108,470,1
3109,202,1
3110,858,1
3111,115,1
3111,132,1
3112,251,1
3112,459,1
3113,251,1
3114,4,1
3114,4,6
3114,4,8
3115,6,1
3115,6,2
3115,9,1
3115,9,2
3115,9,3
3115,9,4
3115,9,5
3115,9,6
3115,9,7
3116,112,1
3116,255,1
3116,475,1
3117,859,1
3118,38,2
3119,205,1
3120,115,1
3121,104,1
3122,14,1
3122,77,1
3123,397,1
3124,97,1
3124,97,2
3125,244,1
3126,4,1
3126,4,2
3126,4,3
3126,4,4
3126,4,5
3126,4,6
3126,4,7
3126,4,8
3126,4,9
3126,4,10
3126,4,11
3126,4,12
3126,4,13
3126,4,14
3126,4,15
3126,4,16
3127,243,1
3127,843,1
3128,387,1
3129,13,1
3129,13,2
3129,13,3
3129,467,1
3130,1,1
3130,1,2
3130,1,3
3130,1,4
3130,1,5
3130,1,6
3130,1,7
3130,1,8
3130,1,9
3130,1,10
3130,1,11
3130,188,1
3131,14,1
3132,223,1
3133,210,1
3134,244,1
3135,224,1
3135,318,1
3136,37,2
3136,37,3
3137,21,3
3138,310,1
3139,112,1
3140,860,1
3141,860,1
3142,860,1
3143,399,1
3144,134,1
3145,102,1
3146,305,1
3147,39,1
3148,93,1
3148,261,1
3148,483,1
3149,304,1
3149,465,1
3150,104,1
3151,10,1
3151,10,2
3152,305,1
3153,41,1
3154,107,1
3154,286,1
3155,55,1
3156,97,1
3156,225,1
3157,459,1
3158,269,1
3159,861,1
3160,1,11
3160,145,1
3161,862,1
3162,56,1
3163,13,1
3163,13,2
3163,315,1
3164,97,1
3164,367,1
3164,450,1
3165,84,1
3166,172,1
3167,225,1
3168,244,1
3169,243,1
3170,500,1
3171,860,1
3172,215,1
3173,97,1
3173,225,1
3174,55,1
3175,49,1
3175,105,1
3175,143,1
3176,473,1
3177,848,1
3178,104,1
3179,116,1
3180,863,1
3181,205,1
3181,864,1
3182,51,2
3183,404,1
3184,84,1
3185,84,1
3186,143,1
3187,208,1
3187,459,1
3188,39,1
3188,212,1
3189,205,1
3190,104,1
3190,105,1
3190,459,1
3191,116,1
3192,243,1
3193,84,1
3194,110,1
3194,844,1
3195,254,1
3196,244,1
3197,254,1
3198,304,1
3199,39,1
3200,305,1
3200,453,1
3201,210,1
3202,355,1
3202,861,1
3203,172,1
3204,105,1
3205,130,1
3205,210,1
3205,216,1
3206,244,1
3207,865,1
3208,362,1
3209,13,1
3209,13,2
3209,13,3
3210,848,1
3211,848,1
3212,848,1
3213,848,1
3214,51,1
3214,51,2
3215,473,1
3215,866,1
3216,6,1
3216,21,3
3216,21,4
3216,24,2
3216,24,6
3217,170,1
3218,230,1
3219,6,1
3219,6,2
3220,303,1
3221,126,1
3222,210,1
3223,16,1
3223,170,1
3224,84,1
3225,104,1
3226,6,1
3226,9,2
3226,13,1
3226,13,2
3226,13,3
3227,867,1
3228,129,1
3229,210,1
3230,16,1
3230,16,2
3230,16,3
3230,16,4
3230,16,5
3230,16,6
3230,16,7
3231,210,1
3232,7,1
3232,7,2
3232,16,1
3233,42,1
3234,39,1
3234,83,1
3235,92,1
3235,240,1
3235,353,1
3236,479,1
3237,210,1
3238,215,1
3239,4,1
3239,4,6
3239,4,7
3239,4,9
3240,279,1
3241,409,1
3242,224,1
3243,118,1
3243,261,1
3244,150,1
3244,210,1
3245,215,1
3246,51,1
3246,51,2
3246,51,3
3246,84,1
3247,868,1
3248,8,1
3248,37,2
3248,305,1
3249,210,1
3250,126,1
3251,84,1
3252,38,1
3252,38,2
3252,38,3
3252,38,4
3252,38,5
3252,38,6
3252,38,7
3252,38,8
3252,38,9
3252,38,10
3253,104,1
3254,142,1
3255,126,1
3256,35,1
3256,225,1
3257,84,1
3258,289,1
3259,84,1
3260,113,1
3260,210,1
3261,853,1
3262,7,1
3262,7,2
3262,7,3
3263,404,1
3264,112,1
3264,860,1
3265,244,1
3266,860,1
3267,51,1
3267,51,2
3267,51,3
3267,51,4
3267,51,5
3268,8,4
3268,17,1
3268,261,1
3269,84,1
3269,844,1
3270,93,1
3270,126,1
3271,93,1
3271,130,1
3271,216,1
3272,244,1
3273,235,1
3274,1,3
3274,1,4
3275,13,2
3275,13,3
3276,303,1
3277,210,1
3277,261,1
3277,457,1
3278,860,1
3279,224,1
3280,214,1
3281,6,1
3281,6,2
3281,251,1
3282,5,1
3283,869,1
3284,38,5
3285,2,2
3285,11,1
3285,11,3
3285,17,1
3285,39,1
3286,4,1
3287,269,1
3288,251,1
3289,870,1
3290,8,4
3291,104,1
3292,4,1
3293,205,1
3294,17,1
3294,125,1
3295,210,1
3296,17,1
3296,17,2
3297,14,1
3297,207,1
3298,110,1
3299,303,1
3300,350,1
3301,110,1
3302,108,1
3303,84,1
3304,104,1
3305,11,1
3305,11,2
3305,11,3
3305,11,4
3305,48,1
3306,170,1
3307,244,1
3308,2,1
3308,2,2
3308,3,1
3309,104,1
3310,93,1
3310,130,1
3311,104,1
3312,244,1
3313,113,1
3314,112,1
3315,208,1
3316,214,1
3317,104,1
3318,15,1
3318,202,1
3319,130,1
3320,51,2
3321,100,1
3322,3,1
3322,3,2
3322,3,3
3322,3,4
3322,3,6
3322,870,1
3323,126,1
3324,1,9
3324,1,11
3324,355,1
3325,244,1
3326,104,1
3326,180,1
3327,129,1
3327,217,1
3328,2,2
3329,225,1
3330,243,1
3331,243,1
3331,843,1
3332,79,1
3332,203,1
3333,13,1
3333,13,2
3333,13,3
3333,465,1
3334,855,1
3335,282,1
3335,309,1
3336,303,1
3337,226,1
3338,129,1
3339,1,3
3339,1,4
3339,1,5
3340,215,1
3341,27,3
3341,369,1
3342,4,1
3343,7,1
3343,7,2
3344,13,1
3344,13,2
3344,13,3
3344,46,1
3345,870,1
3346,16,1
3346,16,2
3346,16,3
3346,16,4
3346,16,5
3346,16,6
3346,16,7
3346,363,1
3347,84,1
3348,3,6
3349,210,1
3350,11,1
3350,11,3
3350,11,4
3350,215,1
3351,2,2
3351,115,1
3351,269,1
3352,107,1
3353,871,1
3354,213,1
3354,230,1
3355,170,1
3356,1,5
3357,112,1
3357,475,1
3358,303,1
3359,19,1
3359,206,1
3359,270,1
3359,301,1
3359,465,1
3360,378,1
3361,58,20
3362,6,1
3362,19,1
3362,19,2
3362,225,1
3363,844,1
3364,362,1
3364,872,1
3365,4,1
3365,4,2
3365,4,5
3366,13,2
3366,13,3
3367,102,1
3368,84,1
3369,1,11
3370,2,2
3370,19,1
3370,19,2
3370,27,2
3370,388,1
3371,2,1
3371,2,2
3371,2,3
3371,13,1
3371,13,2
3371,13,3
3372,225,1
3373,486,1
3374,85,1
3375,860,1
3376,143,1
3377,4,1
3377,4,2
3377,4,3
3377,4,4
3377,4,9
3377,4,11
3377,4,16
3378,115,1
3379,8,4
3379,172,1
3379,369,1
3380,37,1
3380,37,2
3380,37,3
3381,224,1
3382,51,2
3383,104,1
3384,860,1
3385,116,1
3386,860,1
3387,115,1
3388,65,1
3389,6,1
3390,109,1
3391,6,1
3391,17,2
3391,19,1
3391,54,1
3391,844,1
3392,96,1
3392,159,1
3393,416,1
3394,205,1
3395,186,1
3395,224,1
3396,38,1
3396,38,2
3396,38,3
3396,38,4
3396,38,5
3396,38,6
3396,38,8
3396,38,9
3396,38,10
3397,8,1
3397,8,4
3397,286,1
3398,14,1
3399,73,1
3399,73,2
3400,11,1
3401,16,1
3401,115,1
3401,116,1
3402,1,11
3403,36,1
3403,104,1
3404,84,1
3404,844,1
3405,284,1
3406,170,1
3406,183,1
3407,873,1
3408,214,1
3409,23,7
3410,118,1
3411,14,1
3411,77,1
3412,115,1
3413,210,1
3414,1,1
3414,1,2
3414,1,3
3414,1,4
3414,1,5
3414,1,6
3414,1,7
3414,1,8
3414,1,9
3414,1,10
3414,1,11
3415,149,1
3415,473,1
3416,132,1
3417,312,1
3418,243,1
3419,418,1
3420,874,1
3421,88,1
3422,869,1
3422,875,1
3423,137,1
3424,860,1
3425,240,1
3426,65,1
3427,876,1
3428,16,7
3429,270,1
3430,877,1
3431,217,1
3432,269,1
3433,275,1
3434,230,1
3435,16,1
3435,16,3
3435,16,4
3435,16,5
3435,16,6
3436,230,1
3437,230,1
3438,251,1
3439,846,1
3440,316,1
3441,109,1
3442,84,1
3443,159,1
3444,104,1
3445,105,1
3446,6,1
3446,67,1
3446,315,1
3447,104,1
3448,473,1
3449,93,1
3449,127,1
3449,309,1
3450,113,1
3451,51,2
3451,51,3
3452,109,1
3453,316,1
3454,476,1
3455,476,1
3456,93,1
3456,126,1
3456,130,1
3456,151,1
3456,261,1
3457,258,1
3458,4,1
3458,4,8
3458,4,10
3459,14,1
3460,170,1
3460,210,1
3461,243,1
3462,261,1
3463,170,1
3464,875,1
3465,3,1
3466,204,1
3467,869,1
3468,224,1
3469,860,1
3470,279,1
3471,388,1
3472,1,11
3473,149,1
3474,84,1
3475,244,1
3476,111,1
3477,104,1
3477,244,1
3478,860,1
3479,860,1
3480,244,1
3481,97,1
3481,97,2
3482,208,1
3483,240,1
3484,279,1
3485,281,1
3485,323,1
3486,1,7
3486,1,11
3487,479,1
3488,210,1
3488,277,1
3489,107,1
3489,286,1
3490,115,1
3490,473,1
3491,98,1
3492,129,1
3493,84,1
3494,244,1
3495,88,1
3495,88,2
3495,88,3
3495,88,4
3495,88,5
3495,88,6
3495,88,7
3495,88,8
3495,88,9
3495,88,10
3495,88,11
3495,88,12
3495,88,13
3496,261,1
3496,457,1
3497,483,1
3498,18,1
3498,210,1
3499,118,1
3500,878,1
3501,261,1
3502,7,2
3502,303,1
3503,879,1
3504,224,1
3504,265,1
3505,65,1
3505,476,1
3506,127,1
3507,107,1
3507,286,1
3507,363,1
3508,104,1
3509,41,1
3510,1,11
3511,14,1
3512,98,1
3513,88,1
3513,88,2
3513,88,3
3513,88,4
3513,88,5
3513,88,6
3513,88,7
3513,88,8
3513,88,9
3513,88,10
3513,88,11
3513,88,12
3513,88,13
3514,129,1
3515,9,1
3515,9,2
3515,9,5
3516,880,1
3517,103,1
3517,117,1
3517,853,1
3518,251,1
3518,310,1
3519,855,1
3520,12,1
3520,12,2
3521,107,1
3522,303,1
3523,84,1
3524,426,1
3525,279,1
3526,1,9
3526,1,11
3527,265,1
3527,323,1
3528,859,1
3529,362,1
3530,1,11
3530,118,1
3530,427,1
3531,279,1
3532,138,1
3532,185,1
3532,388,1
3533,210,1
3534,143,1
3535,3,1
3535,3,2
3535,3,3
3535,3,4
3535,3,5
3535,3,6
3536,473,1
3537,65,1
3538,39,1
3538,84,1
3539,225,1
3540,104,1
3540,113,1
3541,215,1
3542,116,1
3543,2,1
3543,19,2
3543,35,1
3543,305,1
3543,475,1
3544,1,11
3545,14,1
3545,881,1
3546,309,1
3547,24,5
3547,39,1
3547,844,1
3548,58,7
3549,13,1
3550,137,1
3550,256,1
3551,172,1
3552,203,1
3553,77,1
3554,7,1
3554,7,2
3555,115,1
3555,116,1
3556,383,1
3557,158,1
3557,243,1
3558,65,1
3558,65,2
3559,882,1
3560,4,1
3560,4,6
3560,36,1
3560,104,1
3560,244,1
3561,162,1
3562,848,1
3563,254,1
3564,883,1
3565,261,1
3566,11,3
3819,11,1
3819,48,1
3819,203,1
4718,113,1
4718,148,1
4719,378,1
5134,84,1
19672,210,1
19682,218,1
20662,251,1
20812,261,1
21352,210,1
21412,113,1
21952,107,1
21952,210,1
22392,8,4
22392,17,1
22392,209,1
22392,210,1
33000,58,1
33001,225,1
50001,9,3
50002,40,5
50004,40,1
50005,40,6
50006,58,1
50007,58,4
50025,13,1
50026,45,1
50027,58,4
50028,58,1
50032,58,4
50036,40,5
50037,45,1
50038,65,1
50039,65,1
50041,65,1
50042,65,1
50043,65,1
50044,65,1
50045,65,1
50046,65,1
50047,65,1
50048,65,1
50050,43,4
50075,58,1
50076,58,11
50080,65,1
50081,58,4
50088,43,1
50094,65,1
50095,65,1
50096,65,1
50103,65,1
50130,65,1
50135,65,1
50153,65,1
50160,65,1
50160,65,2
50160,65,3
50160,65,4
50163,65,1
50204,58,1
50208,58,9
50234,58,1
50235,58,11
50309,58,1
50339,58,1
50371,58,1
50450,58,1
50537,14,1
