EJERCICIO,DELEG_SOLIC,NRO_SOLIC,NRO_COTI,COD_PROV,NRO_ADJUDIC,ITEM_REAL,NRO_ALTER,DESCRIPCION,COSTO_UNITARIO,ESPEC_TEC,CANTIDAD,CANT_ADJ,CANT_COTI,OBSERVACIONES,NRO_LLAMADO,PRECIO_MAXIMO
2026,1,588,556,3165,553,16,0,ANESTESICO LOCAL - LIDOCAINA JALEA  2 % 25 ML,3737.8,C,30.0,30.0,30.0,,1,0.0
2026,1,588,556,3165,553,17,0,VITAMINA - COMPLEJO B1 B6 NOVARIUM,164.5,C,1000.0,1000.0,1000.0,,1,0.0
2026,1,588,556,3165,553,18,0,ANTIBIOTICOS - TRIMETROPRIMA+ SULFAMETOXAZOL  AMPOLLLAS 5 ML,9130.0,C,6.0,6.0,6.0,,1,0.0
2026,1,588,556,3165,553,19,0,ANTIPSICOTICO - ZUCLOPENTIXOL 200 MG/ML AMP,98799.0,C,1.0,1.0,1.0,,1,0.0
2026,1,588,556,3165,553,20,0,LECHE MATERNIZADA - VITAL INFANTIL POUCH 1 KG,32311.54,C,15.0,15.0,15.0,,1,0.0
2026,1,588,556,3165,553,21,0,VITAMINA - BECOZYM AMPOLLA - PRESENTACION 2 ML.,3688.0,C,96.0,96.0,96.0,,1,0.0
2026,1,585,559,1078,556,1,0,TRABAJOS DE ELECTRICIDAD - CAMBIAR FUSIBLES  NH EN PLANTA DE OXIGENO,50000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,80,81,167,81,1,0,POLLO - PATA Y MUSLO KG,6500.0,C,19.65,19.65,19.65,,1,0.0
2026,1,80,81,167,81,2,0,POLLO -  PECHUGA KG,11500.0,C,8.9,8.9,8.9,,1,0.0
2026,1,80,81,167,81,3,0,POLLO - HAMBURGUESA DE POLLO KG,10500.0,C,9.0,9.0,9.0,,1,0.0
2026,1,81,93,17,93,1,0,CAJA DE ENGRANAJE P/MOTOGUADAÑA - CAJA DE ENGRANAJE P/MOTOGUADAÑA (Genérico),70000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,81,93,17,93,2,0,CABEZALES HUSQVARNA - CABEZALES HUSQVARNA  (Genérico): 25/4.,16000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,81,93,17,93,3,0,ARTICLOS DE FERRETERIA - ARTICLOS DE FERRETERIA (Genérico): BUJIAS.,7000.0,C,2.0,2.0,2.0,,1,0.0
2026,1,81,93,17,93,4,0,GRASA P/LUBRICACION - GRASA P/LUBRICACION (GENERICO),18000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,81,93,17,93,5,0,ROLLO DE TANZA - ROLLO DE TANZA (Genérico): CARRETEL TANZA 9-12.,45000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,82,94,71,94,1,0,ARTICLOS DE FERRETERIA - ARTICLOS DE FERRETERIA (Genérico): CUARTA X  6 MTS.,65000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,82,94,71,94,2,0,GRILLETE - GRILLETE (GENERICO),12000.0,C,2.0,2.0,2.0,,1,0.0
2026,1,82,94,71,94,3,0,"BULON - BULON (GENERICO): 8 X 1,25X 20.",400.0,C,8.0,8.0,8.0,,1,0.0
2026,1,82,94,71,94,4,0,LUBRICANTE EN AEROSOL - LUBRICANTE EN AEROSOL (Genérico): MULTIUSO.,6000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,82,94,71,94,5,0,DISCO FLAPP - DISCO FLAPP (Genérico),3500.0,C,1.0,1.0,1.0,,1,0.0
2026,1,82,94,71,94,6,0,DISCO DE CORTE - DISCO DE CORTE (Genérico),2200.0,C,1.0,1.0,1.0,,1,0.0
2026,1,82,94,71,94,7,0,ALAMBRE DE FARDO - ALAMBRE DE FARDO (GENERICO),7500.0,C,1.0,1.0,1.0,,1,0.0
2026,1,83,97,717,97,1,0,FLAN - FLAN (GENERICO): ORLOC VAINILLA X KG.,10400.0,C,5.0,5.0,5.0,,1,0.0
2026,1,83,97,717,97,2,0,GELATINA - TIPO COMUN - PESO 1 KG. - SABOR FRUTILLA - ENVASE BOLSA,11200.0,C,5.0,5.0,5.0,,1,0.0
2026,1,83,97,717,97,3,0,GELATINA - TIPO DIETETICA - PESO 1 KG. - SABOR VARIOS - ENVASE BOLSA.,11760.0,C,1.0,1.0,1.0,,1,0.0
2026,1,83,97,717,97,4,0,GELATINA - GELATINA (GENERICO): SIN SABOR.,12800.0,C,1.0,1.0,1.0,,1,0.0
2026,1,83,97,717,97,5,0,JUGO - TIPO TANG EN POLVO PARA PREPARAR - ENVASE CAJA - CAPACIDAD X 20 SOBRES,8000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,83,97,717,97,6,0,Alimentos para persomas - Alimentos para persomas (Genérico): TURRON MANI X 50.,19500.0,C,1.0,1.0,1.0,,1,0.0
2026,1,107,104,101,104,1,0,PILETA PELOPINCHO 1075 - PILETA PELOPINCHO 1075 (Genérico) PILETA PELOCHINCHO 450 X 210 X 080 DE 7600 LTS,538400.0,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,2,0,"TUERCA - TIPO AUTOFREN.C/ANILLO NYLON - MATERIAL ACERO TEMP.DORADO PASIV. - ROSCA UNF - DIAMETRO 1"".",70543.0847,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,3,0,"TUERCA - MATERIAL HIERRO GALV. CON EPOXI - ROSCA WHT - DIAMETRO 1"".",41926.5,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,4,0,RETEN P/AUTOMOTOR Y MAQ.VIAL - MARCA FIAT - DESTINO DIFERENCIAL - MODELO 147/FIORINO.,13612.5,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,5,0,CRUCETA P/AUTOMOTOR - CRUCETA P/AUTOMOTOR (GENERICO),73038.8549,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,6,0,RULEMAN - RULEMAN (GENERICO),134164.8,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,7,0,RULEMAN - CARACTERISTICA DE EMPUJE,169666.2,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,8,0,CASOLETA CON RULEMAN - MARCA MERCEDES BENZ,192099.6,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,9,0,HORQUILLA P/CAMIONETA - HORQUILLA P/CAMIONETA (GENERICO),99948.42,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,10,0,BUJE DE BIELA - BUJE DE BIELA (Genérico),66973.5,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,11,0,"REPUESTOS P/ CAMION - REPUESTOS P/ CAMION (Genérico) BRIDA
",28096.2,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,12,0,RETEN P/AUTOMOTOR Y MAQ.VIAL - DESTINO DIFERENCIAL - MODELO RASTROJERO.,5989.5,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,13,0,FLEXIBLE DE ACEITE - FLEXIBLE DE ACEITE (GENERICO),73834.2,C,2.0,2.0,2.0,,1,0.0
2026,1,218,237,2369,238,14,0,ARBOL DE LEVA - ARBOL DE LEVA (Genérico),107484.3,C,1.0,1.0,1.0,,1,0.0
2026,1,218,237,2369,238,15,0,REPUESTO P/AIRE ACONDIC. - REPUESTO TERMOSTATOCm - MARCA ROBERTSHAW - MODELO RC 32625.,387684.0,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,1,0,DIFERENCIAL P/TRACTOR 22 HP. - DIFERENCIAL P/TRACTOR 22 HP. (Genérico),21562.2,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,2,0,ABRAZADERA P/AUTOMOTOR - ABRAZADERA P/AUTOMOTOR (GENERICO),76012.2,C,2.0,2.0,2.0,,1,0.0
2026,1,219,241,2369,240,3,0,PIÑON DE TRANSMISION - PIÑON DE TRANSMISION (Genérico),389426.4,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,4,0,MANIJA INTERIOR P/AUTOMOTOR - MANIJA INTERIOR P/AUTOMOTOR (GENERICO),13939.2,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,5,0,FICHA CONECTOR JACK  P/ALIM.HEMBRA - FICHA CONECTOR JACK  P/ALIM.HEMBRA  (Genérico),588060.0,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,6,0,FICHA ADAPTADORA - FICHA ADAPTADORA (GENERICO),15681.6,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,7,0,VARILLA de Embrague - VARILLA de Embrague (Genérico),267036.11,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,8,0,VARILLA ROSCADA - VARILLA ROSCADA (GENERICO),213623.8423,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,9,0,CORONA DE TRANSMISION - CORONA DE TRANSMISION (Genérico),205276.5,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,10,0,PULMON PARA FRENOS - PULMON PARA FRENOS (GENERICO),97901.1,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,11,0,EXTREMO DE DIRECCION P/AUTO - TIPO MECANICA - LADO CORTO - MODELO RASTROJERO.,66973.5,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,12,0,EXTREMO DE DIRECCION P/AUTO - MARCA RENAULT - TIPO HIDRAULICA - LADO CORTO - MODELO 21.,101821.5,C,1.0,1.0,1.0,,1,0.0
2026,1,219,241,2369,240,13,0,EXTREMO DE DIRECCION P/AUTO - MARCA FORD - TIPO MECANICA - LADO CORTO - MODELO FALCON.,63924.3,C,2.0,2.0,2.0,,1,0.0
2026,1,219,241,2369,240,14,0,POLEA - POLEA (GENERICO),105034.05,C,1.0,1.0,1.0,,1,0.0
2026,1,220,242,3356,242,1,0,PESCADO - MILANESAS KG,9000.0,C,15.0,15.0,15.0,,1,0.0
2026,1,221,251,3356,251,1,0,PESCADO - MILANESAS KG,9000.0,C,10.0,10.0,10.0,,1,0.0
2026,1,222,252,3287,252,1,0,SERVICIO DE IMPRESION - 500 CAMPAÑA VACUNACION ANTIRABICA A4 PAPEL OBRA NUMERADOS,225500.0,C,1.0,1.0,1.0,,1,0.0
2026,1,264,261,1478,261,1,0,SERVICIO TECNICO Y PROFESIONAL - SERVICIO TECNICO Y PROFESIONAL  (monitoreo satelital y 48 equipos rastreadores para los vehiculos),724800.0,C,6.0,6.0,6.0,,1,0.0
2026,1,395,378,688,376,1,0,"FILTROS VARIOS - WK 731 DEUTZ VARIOS (2) $43400 
WK 940/7 CUMMINS 4B3.9- 4BT3 9-6BT5.9-6C (1) $35500
wk 950/14 $66800 
w 940/34 CUMMINS MOT 4B 3.9 4 BT 3.9 $24200 
WP 12300 FORD CARGO -VOLKSWAGEN $98400 
WAP - 176 $121600 
AS 4992 $98600 
C 24650/1 MB-SCANIA-CUMMINS-ZANELLO $104.100 (TRACTOR PAUNY, MOTONIVELADORA NEW HOLLAND) TOTAL $ 592.600 
ORIG JD DQ 24057 $ 57700 TRACTOR J.D
",650300.0,C,1.0,1.0,1.0,,1,0.0
2026,1,395,378,688,376,2,0,AGUA DESTILADA - AGUA DESTILADA X 5 LITROS,3000.0,C,6.0,6.0,6.0,,1,0.0
2026,1,395,378,688,376,3,0,REFRIGERANTE/ANTICONGELANTE - GLACELF SUPRA X 20 LTS,200500.0,C,1.0,1.0,1.0,,1,0.0
2026,1,395,378,688,376,4,0,"ACEITE, FILTROS. - EVOL 900 5W40",17000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,396,379,68,377,1,0,DESTAPE DE POZOS CIEGOS PARA FAMILIAS CARENCIADAS - DESTAPE DE POZOS CIEGOS PARA FAMILIAS CARENCIADAS (GENERICO),55000.0,C,14.0,14.0,14.0,,1,0.0
2026,1,399,383,1810,379,1,0,INSTALACION DE AIRE ACONDICIONADO - INSTALACION DE AIRE ACONDICIONADO (Genérico) DESINTALACION DE AIRE EN OFICINA DE CULTURA,100000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,400,384,826,381,1,0,COMISIONES - COMISIONES (Genérico) LA PLATA,65000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,401,385,1334,382,1,0,CUCHILLAS - CUCHILLAS (GENERICO),148526.98,C,8.0,8.0,8.0,,1,0.0
2026,1,402,386,1825,383,1,0,"SERVICIOS TECNICOS Y PROFESIONALES - SERVICIOS TECNICOS Y PROFESIONALES (Genérico)
A partir del 01 de enero hasta el 30 de junio 2026, percibiendo la suma de:
- $ 272.382,72 mensual, 32 horas mensuales.
- $ 100.000 mensual, en concepto de guardias.",372382.72,C,6.0,6.0,6.0,,1,0.0
2026,1,403,387,3226,384,1,0,"IMPRESORA - IMPRESORA  (Genérico)
Ricoh 320F",768016.54,C,1.0,1.0,1.0,,1,0.0
2026,1,404,388,1879,385,1,0,BOMBA HIDRAULICA - BOMBA HIDRAULICA,125000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,404,388,1879,385,2,0,RETEN ORIGINAL - RETEN ORIGINAL,96000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,405,389,441,386,1,0,PAPEL P/FOTOGRAFIA - PAPEL P/FOTOGRAFIA (OPALINA),28099.72,C,1.0,1.0,1.0,,1,0.0
2026,1,406,390,2595,387,1,0,DESTELLADOR - DESTELLADOR,31500.0,C,1.0,1.0,1.0,,1,0.0
2026,1,406,390,2595,387,2,0,Cable T T  2 X 2 1/2 - Cable T T  2 X 2 1/2  (2 metros),8890.0,C,1.0,1.0,1.0,,1,0.0
2026,1,406,390,2595,387,3,0,ESTAÑO P/SOLDADURA - ESTAÑO P/SOLDADURA,3500.0,C,1.0,1.0,1.0,,1,0.0
2026,1,406,390,2595,387,4,0,PRECINTO - PRECINTO,900.0,C,10.0,10.0,10.0,,1,0.0
2026,1,406,390,2595,387,5,0,CORREA - CORREA,23820.0,C,1.0,1.0,1.0,,1,0.0
2026,1,406,390,2595,387,6,0,PLAQUETA ELECTRONICA P/AUTO - PLAQUETA ELECTRONICA P/AUTO,13440.0,C,1.0,1.0,1.0,,1,0.0
2026,1,407,391,1514,388,1,0,GAS OIL - GAS OIL (GENERICO),1611.0,C,8000.0,8000.0,8000.0,,1,0.0
2026,1,408,396,1514,393,1,0,GAS OIL - GAS OIL,1611.0,C,7000.0,7000.0,7000.0,,1,0.0
2026,1,409,397,1514,394,1,0,GAS OIL - GAS OIL (GENERICO),1611.0,C,1200.0,1200.0,1200.0,,1,0.0
2026,1,410,398,1267,395,1,0,"Servicio de Torneria - Servicio de Torneria (Genérico) HACER SOLDADURA DE CAÑO TRACTOR PAUNY EFJ11
ANGUERA DE 1"" X 2.60,TERINALES,BRIDA,2 SOLDADURAS MOTONIVELADORA CGS18
MANGUERA DE 1/2 X 0.90, 2 BRIDAS, 2 TERMINALES MOTONIVELADORA BMU02
REPARACION DE MANGUERA DE 3/4 Y MANGUERA DE 5/8 X 2.70, 4 BRIDAS DE RETRO FAZ81
MANGUERA DE 3/8 X 1.80, 2 TERMINALES, 2 BRIDAS NIVELADORA DE ARRASTRE

",574434.0,C,1.0,1.0,1.0,,1,0.0
2026,1,411,399,33,396,1,0,"SEGURO TECNICO - SEGURO TECNICO (Genérico)DESDE EL 01/01/2026 AL 31/12/2026, EQUIPOS EN ALQUILER DEL HOSPITAL",2183354.9,C,1.0,1.0,1.0,,1,0.0
2026,1,779,766,3398,764,2,0,COJINETE AXIAL STDR - COJINETE AXIAL STDR (Genérico),69253.4,C,1.0,1.0,1.0,,1,0.0
2026,1,779,766,3398,764,3,0,RODAMIENTO - (Sin clasificar),56544.4,C,1.0,1.0,1.0,,1,0.0
2026,1,779,766,3398,764,4,0,REPUESTO - REPUESTO (Genérico)COLLARIN,229386.8,C,1.0,1.0,1.0,,1,0.0
2026,1,779,766,3398,764,5,0,DISCO DE EMBRAGUE P/AUTOMOTOR - DISCO DE EMBRAGUE P/AUTOMOTOR (GENERICO),281032.2,C,1.0,1.0,1.0,,1,0.0
2026,1,813,768,3075,766,1,0,INSECTICIDA - INSECTICIDA (GENERICO)Insecticida 360 cm3.,4209.59,C,24.0,24.0,24.0,,1,0.0
2026,1,813,768,3075,766,2,0,Desodorante para piso - Desodorante para piso (Genérico)Desodorante de piso x 5 litros.,5300.0,C,50.0,50.0,50.0,,1,0.0
2026,1,813,768,3075,766,3,0,LAVANDINA - LAVANDINA (GENERICO)x 5 litros.,4900.0,C,50.0,50.0,50.0,,1,0.0
2026,1,813,768,3075,766,4,0,LUSTRAMUEBLES - LUSTRAMUEBLES (GENERICO),4824.51,C,36.0,36.0,36.0,,1,0.0
2026,1,813,768,3075,766,5,0,GUANTES P/LIMPIEZA - GUANTES P/LIMPIEZA (GENERICO),1998.92,C,10.0,10.0,10.0,,1,0.0
2026,1,813,768,3075,766,6,0,jabon en pan - jabon en pan (Genérico),1324.71,C,10.0,10.0,10.0,,1,0.0
2026,1,813,768,3075,766,7,0,TRAPO REJILLA - TRAPO REJILLA (GENERICO),675.91,C,50.0,50.0,50.0,,1,0.0
2026,1,813,768,3075,766,8,0,LIMPIADOR CREMOSO - LIMPIADOR CREMOSO (GENERICO),3900.0,C,12.0,12.0,12.0,,1,0.0
2026,1,813,768,3075,766,9,0,FOSFORO - FOSFORO (GENERICO)Caja de fosforo.,766.74,C,10.0,10.0,10.0,,1,0.0
2026,1,813,768,3075,766,10,0,SECADOR DE GOMA - SECADOR DE GOMA (GENERICO),1812.74,C,12.0,12.0,12.0,,1,0.0
2026,1,813,768,3075,766,11,0,CERA DE LUSTRAR - CERA DE LUSTRAR (GENERICO)Cera Suiza Autobrillo incolora x 5 litros.,29436.88,C,5.0,5.0,5.0,,1,0.0
2026,1,813,768,3075,766,12,0,VIRULANA - VIRULANA (Genérico)Rollito 10 unidades.,954.162,C,10.0,10.0,10.0,,1,0.0
2026,1,812,769,169,767,1,0,ESCOBILLON - ESCOBILLON (GENERICO)12 Escobillones .,2000.0,C,12.0,12.0,12.0,,1,0.0
2026,1,812,769,169,767,2,0,TRAPO DE PISO - TRAPO DE PISO (GENERICO),800.0,C,100.0,100.0,100.0,,1,0.0
2026,1,812,769,169,767,3,0,DETERGENTE - DETERGENTE (GENERICO)Detergente Biodegradable x 5 lt.,9800.0,C,5.0,5.0,5.0,,1,0.0
2026,1,812,769,169,767,4,0,LIQUIDO P/LAMPAZO - LIQUIDO P/LAMPAZO (Genérico)Liquido por 1 litro.,9400.0,C,5.0,5.0,5.0,,1,0.0
2026,1,812,769,169,767,5,0,QUITASARRO - QUITASARRO (GENERICO)x 5 litros.,6100.0,C,5.0,5.0,5.0,,1,0.0
2026,1,812,769,169,767,6,0,"CABO DE MADERA - CABO DE MADERA (GENERICO)Cabo de Madera 1,30  mts.",1800.0,C,20.0,20.0,20.0,,1,0.0
2026,1,812,769,169,767,7,0,BARREDOR COMPLETO ALGODON - BARREDOR COMPLETO ALGODON (Genérico)5 repuestos barredor 35 cm.,5900.0,C,5.0,5.0,5.0,,1,0.0
2026,1,1,1,4719,1,1,0,SERVICIO TECNICO Y PROFESIONAL - SERVICIO TECNICO Y PROFESIONAL  (Genérico)Contrato a partir del 1 de Enero al 31 de Diciembre para desempeñar diversas tareas en la Dirección  de Jucentud con una remuneración de $550.000 (pesos quinientos cincuenta mil).,550000.0,C,12.0,12.0,12.0,,1,0.0
2026,1,218,237,2369,238,1,0,COMPRESOR COMPLETO 1114 - COMPRESOR COMPLETO 1114 (Genérico),149084.01,C,1.0,1.0,1.0,,1,0.0
2026,1,412,400,1809,397,1,0,"SEGURO POR ACCIDENTES PERSONALES, MUERTE, INVALIDEZ - SEGURO POR ACCIDENTES PERSONALES, MUERTE, INVALIDEZ (Genérico)DESDE EL 15/01/2026 AL 31/12/2026,",500000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,413,401,2883,398,1,0,CATETER - CATETER 22 G,312.83,C,300.0,300.0,300.0,,1,0.0
2026,1,413,401,2883,398,2,0,GUANTES USO MEDICINAL - GUANTES TAMAÑO 8 1/2  LATEX.,457.31,C,300.0,300.0,300.0,,1,0.0
2026,1,413,401,2883,398,3,0,GUIA DE SUERO - V14 MACROGOTERO FREE LATEX CORONET,334.32,C,500.0,500.0,500.0,,1,0.0
2026,1,413,401,2883,398,4,0,GUIA SUERO - LLAVE DE TRES VIAS CON PROLONGADOR,613.98,C,100.0,100.0,100.0,,1,0.0
2026,1,413,401,2883,398,5,0,cinta hipoalergenica - DE PAPEL 24 MM X 50 MTS,1808.76,C,50.0,50.0,50.0,,1,0.0
2026,1,413,401,2883,398,6,0,TUBOS ENDOTRAQ N° 7 - TUBOS ENDOTRAQ N°4 Y 5.5 MM CON BALON,1230.57,C,10.0,10.0,10.0,,1,0.0
2026,1,413,401,2883,398,7,0,BOLSA COLECTORA - ADULTO - CAPACIDAD 2000 ML BOLSA C/ GANCHO,635.25,C,60.0,60.0,60.0,,1,0.0
2026,1,413,401,2883,398,8,0,GUANTES USO MEDICINAL - TAMAÑO MEDIANO LATEX  CAJA X 100 UNIDADES,5409.88,C,30.0,30.0,30.0,,1,0.0
2026,1,768,725,57,723,1,0,SERVICIO DE IMPRESION - 200 VOLANTE PACIENTE FECHA PROBABLE CIRUGIA,18500.0,C,1.0,1.0,1.0,,1,0.0
2026,1,768,725,57,723,2,0,SERVICIO DE IMPRESION - 200 VOLANTE INDICACIONES CIRUGIA PROGRAMADA,18500.0,C,1.0,1.0,1.0,,1,0.0
2026,1,769,726,527,724,1,0,AGUJAS SUTURAS - PORTA AGUJA MAYO HEGAR 14CM,13100.0,C,1.0,1.0,1.0,,1,0.0
2026,1,769,726,527,724,2,0,HOJA DE BISTURI - MANGO PARA HOJAS BISTURI N°4,4540.0,C,1.0,1.0,1.0,,1,0.0
2026,1,769,726,527,724,3,0,"PINZA DE CIRUJIA - PINZA DE DISECCION 14,5CM",5540.0,C,1.0,1.0,1.0,,1,0.0
2026,1,769,726,527,724,4,0,PINZA DE CIRUJIA - PINZA DE CRILE RECTA 14CM,10580.0,C,1.0,1.0,1.0,,1,0.0
2026,1,769,726,527,724,5,0,PINZA DE CIRUJIA - PINZA DE CRILE CURVA 14CM,10580.0,C,1.0,1.0,1.0,,1,0.0
2026,1,769,726,527,724,6,0,PINZA DE CIRUJIA - PINZA KOCHER 14CM RECTA,12090.0,C,2.0,2.0,2.0,,1,0.0
2026,1,769,726,527,724,7,0,SONDAS - SONDA ACANALADA DE 13CM,3528.0,C,1.0,1.0,1.0,,1,0.0
2026,1,769,726,527,724,8,0,TIJERA P/CIRUJIA - TIJERA DE CURACIONES 14CM R/A RECTA,10580.0,C,1.0,1.0,1.0,,1,0.0
2026,1,770,728,413,726,1,0,PARCHE P/CAMARA - PARCHE 195/55/15 VEHICULO DOMINIO AF545GL,8000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,771,730,285,728,1,0,REACTIVO - TIPO ANTI A SUERO - USO DET. GRUPO A - PRESENTACION ENVASE 10ml.,18371.95,C,2.0,2.0,2.0,,1,0.0
2026,1,771,730,285,728,2,0,REACTIVO - TIPO ANTI B ANTICUERPO MONOCLONAL - USO HEMOCLASIFICADOR - PRESENTACION ENVASE 10 CM3,18371.95,C,2.0,2.0,2.0,,1,0.0
2026,1,771,730,285,728,3,0,REACTIVO - TIPO ANTI D ANTICUERPO MONOCLONAL - USO HEMOCLASIFICADOR - PRESENTACION ENVASE 10CM3,34753.97,C,2.0,2.0,2.0,,1,0.0
2026,1,771,730,285,728,4,0,REACTIVO - TIPO SUERO DE COOMBS POLIESPECIFICO TIPO GAMMA - USO LABORATORIO( HEMATOLOGIA) - PRESENTACION X 10 C.C..,27789.88,C,2.0,2.0,2.0,,1,0.0
2026,1,771,730,285,728,5,0,REACTIVO - TIPO EQUIPO SEROLOGIA P/ELISSA T/ABBOTT - USO P/ HIV - PRESENTACION X 100 DETERMINACIONES,143114.24,C,2.0,2.0,2.0,,1,0.0
2026,1,772,732,1810,730,1,0,"REPARACION COMPLETA COMPRESOR - REEMPLAZO DE MOTOCOMPRESOR 1/6 HP + FILTRO PANTA OXIGENO Nº 2
RECARGA DE REFRIGERANTE F134 PLANTA OXIGENO Nº 2",200000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,773,733,1810,731,1,0,NEUROLEPTICO - ZUCLOPENTIXOL DECANOATO 200 MG AMP,63328.9,C,3.0,3.0,3.0,,1,0.0
2026,1,773,733,1810,731,2,0,HIPOTENSOR -  ENALAPRIL COMPRIMIDO 10mg.,42.59,C,3000.0,3000.0,3000.0,,1,0.0
2026,1,773,733,1810,731,3,0,HIPNOTICO - MIDAZOLAN  AMPOLLA  5mg./ml.,996.96,C,800.0,800.0,800.0,,1,0.0
2026,1,773,733,1810,731,4,0,ANALGESICOS - KETEROLAC 30 MG AMP,604.5,C,400.0,400.0,400.0,,1,0.0
2026,1,773,733,1810,731,5,0,ANTIINFLAMATORIO - DICLOFENA AMPOLLA  75mg.,713.01,C,500.0,500.0,500.0,,1,0.0
2026,1,773,733,1810,731,6,0,CORTICOESTEROIDE - DEXAMETASONA AMPOLLA 8 MG.,836.99,C,500.0,500.0,500.0,,1,0.0
2026,1,774,735,2595,733,1,0,LAMPARA P/FARO AUTOMOTOR/CAMION - LAMPARA P/FARO AUTOMOTOR/CAMION (,9600.0,C,1.0,1.0,1.0,,1,0.0
2026,1,774,735,2595,733,2,0,AGUA DESTILADA - AGUA DESTILADA,3000.0,C,3.0,3.0,3.0,,1,0.0
2026,1,774,735,2595,733,3,0,LIQUIDO DE FRENOS - LIQUIDO DE FRENOS,21000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,774,735,2595,733,4,0,BASE PORTAFUSIBLE TIPO NH - BASE PORTAFUSIBLE TIPO NH,1100.0,C,2.0,2.0,2.0,,1,0.0
2026,1,774,735,2595,733,5,0,REPUESTO - REPUESTO,2000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,775,737,413,735,1,0,CUBIERTA P/AUTOMOTOR - CUBIERTA 175/65/14 PARA VEHICULO AE619QS,85000.0,C,2.0,2.0,2.0,,1,0.0
2026,1,784,764,2110,762,1,0,"servicio de mantenimiento y reparaciones - servicio de mantenimiento y reparaciones (Genérico)
- arreglo de mochila de inodoro.
- cambio de válvula",60000.0,C,1.0,1.0,1.0,,1,0.0
2026,1,779,766,3398,764,1,0,CONJUNTO DE EMBRAGUE - CONJUNTO DE EMBRAGUE (Genérico),1321650.8,C,1.0,1.0,1.0,,1,0.0
2026,1,861,822,1573,820,4,0,AGUJA QUIRURGICA - RAQUIDEA Nº 26 PUNTA LAPIZ,2917.88,C,25.0,25.0,25.0,,1,0.0
2026,1,861,822,1573,820,5,0,HOJA DE BISTURI -  HOJA Nº 23 X 100,9183.68,C,2.0,2.0,2.0,,1,0.0
2026,1,861,822,1573,820,6,0,GUANTES USO MEDICINAL - DE EXAMEN DE NITRILO CAJA X 100 TALLE L,6898.8,C,2.0,2.0,2.0,,1,0.0
2026,1,882,825,2209,823,1,0,GASEOSA - GASEOSA (GENERICO)12 Gaseosas para recepción Rally.,44640.0,C,1.0,1.0,1.0,,1,0.0
2026,1,863,826,285,824,1,0,REACTIVO - HISOPOS C MEDIO STUART,1034.15,C,150.0,150.0,150.0,,1,0.0
2026,1,863,826,285,824,2,0,REACTIVO - TUBO EDTA 3K,138.41,C,2000.0,2000.0,2000.0,,1,0.0
2026,1,863,826,285,824,3,0,REACTIVO - TUBOEDTA 3KX 1 ML,219.57,C,500.0,500.0,500.0,,1,0.0
2026,1,863,826,285,824,4,0,FRASCOS DE HEMOCULTIVO - TUBO CITRATO X 2.5 ML,157.5,C,2000.0,2000.0,2000.0,,1,0.0
