EJERCICIO,UNI_COMPRA,NRO_OC,ITEM_OC,DELEG_SOLIC,NRO_SOLIC,ITEM_REAL,DESCRIPCION,CANTIDAD,IMP_UNITARIO,CANT_RECIB,IMPORTE_EJER,COD_PROV,OC_FECH_OC,OC_OBSERVACIONES,ESTADO_OC,SG_JURISDICCION
2026,1,652,1,1,694,1,SERVICIO DE IMPRESION - SERVICIO DE IMPRESION (Genérico): PLANILLAS SERVICIO DIAGNOSTICO POR IMAGENES.,200,160,200,32000,57,2026-02-13 00:00:00,IMPRENTA EL ARGENTINO. IRMA CRISTINA BONOMI. PRESPUESTO Nº 553. DIAGNOSTICO POR IMAGENES.,R,1110104000
2026,1,642,2,1,695,2,BALDE P/ALBAÑIL - BALDE ALBAÑIL,2,2800,2,5600,879,2026-02-13 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1033 (INTERNACION HOSPITAL),R,1110104000
2026,1,642,1,1,695,1,BOLSA CEMENTO - BOLSA CEMENTO,1,9620,1,9620,879,2026-02-13 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1033 (INTERNACION HOSPITAL),R,1110104000
2026,1,649,1,1,697,1,BOLSA CEMENTO - BOLSA CEMENTO,1,9620,1,9620,879,2026-02-13 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1029 (GUARDIA HOSPITAL),R,1110104000
2026,1,651,1,1,698,1,CANILLA - CANILLA MESADA DOBLE FV 0024,1,132760,1,132760,879,2026-02-13 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1020 (CIC QUINTANILLA),R,1110104000
2026,1,670,5,1,699,5,"CODO EPOXI HH 90° 1"" - CODO 1/2 MH BRONCE",1,4880,1,4880,879,2026-02-18 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1042 (PLANTA OXIGENO HOSPITAL),R,1110104000
2026,1,670,4,1,699,4,"CODO EPOXI HH 90° 1/2"" - CODO 1/2 HH BRONCE",1,5390,1,5390,879,2026-02-18 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1042 (PLANTA OXIGENO HOSPITAL),R,1110104000
2026,1,670,3,1,699,3,CUPLA - CUPLA 1/2 BRONCE,1,4740,1,4740,879,2026-02-18 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1042 (PLANTA OXIGENO HOSPITAL),R,1110104000
2026,1,670,2,1,699,2,NIPLE ROSCADO - NIPLE 1/2 BRONCE,1,12970,1,12970,879,2026-02-18 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1042 (PLANTA OXIGENO HOSPITAL),R,1110104000
2026,1,670,1,1,699,1,ROSCA CON TUERCA - ROSCA CON TUERCA 1/2 BRONCE,1,3110,1,3110,879,2026-02-18 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1042 (PLANTA OXIGENO HOSPITAL),R,1110104000
2026,1,671,4,1,700,4,FLEXIBLE CHICOTE 3/4 X 35 - FLEXIBLE 3/4 X40,1,20600,1,20600,879,2026-02-18 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1041 (INTERNACION HOSPITAL),R,1110104000
2026,1,671,3,1,700,3,TEE PPN 3/4 - TEE PPN 3/4,1,1040,1,1040,879,2026-02-18 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1041 (INTERNACION HOSPITAL),R,1110104000
2026,1,671,2,1,700,2,ROSCA CON TUERCA - ROSCA CON TUERCA 3/4,2,4780,2,9560,879,2026-02-18 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1041 (INTERNACION HOSPITAL),R,1110104000
2026,1,671,1,1,700,1,NIPLE ROSCADO - NIPLE 3/4 X10CM,1,15740,1,15740,879,2026-02-18 00:00:00,CASA HARISGARAT - PRESUPUESTO N° 1-1041 (INTERNACION HOSPITAL),R,1110104000
2026,1,672,11,1,701,11,ENDUIDO - ENDUIDO TALENTO INTERIOR EXTERIOR,1,4000,1,4000,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,672,10,1,701,10,PINTURA AL LATEX - HD INTERIOR LATEX,1,29213,1,29213,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,672,9,1,701,9,MANGUERA - ROLLO MANGUERA 1/2 X 15,1,7900,1,7900,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,672,8,1,701,8,BISAGRA METALICA - BISAGRA 5005 X 77,2,880,2,1760,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,672,7,1,701,7,TORNILLO - TORNILLO 8X1,40,45,40,1800,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,672,6,1,701,6,TORNILLO - TORNILLO 8 X 3/4,40,52,40,2080,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,672,5,1,701,5,ARANDELA - ARANDELA 1/4,10,59,10,590,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,672,4,1,701,4,TORNILLO - TORNILLO TANQUE 1/4 X 2,20,195,20,3900,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,672,3,1,701,3,CANILLA - CANILLA BRONCE 3/4,2,36000,2,72000,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,672,2,1,701,2,"WD 40, gde - 2D40",1,10450,1,10450,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,672,1,1,701,1,TORNILLO - TORNILLO TANQUE 1/4 X 3/4,10,189,10,1890,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5941 (ENFERMERIA HOSPITAL),R,1110104000
2026,1,676,11,1,702,11,PANTALON FUERZA SEGURIDAD - PANTALON CARGO OMBU,1,53000,1,53000,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,676,10,1,702,10,palanca descarga mochila - VALVULA ADMISION DEALER,2,11900,2,23800,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,676,9,1,702,9,TAPA P/INODORO - TAPA P/INODORO,2,14500,2,29000,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,676,8,1,702,8,FUELLE SILICONADO - FUELLE GENROD,2,12900,2,25800,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,676,7,1,702,7,CANDADO - CANDADO SEHUR 26,1,12900,1,12900,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,676,6,1,702,6,LUBRICANTE EN AEROSOL - AEROSOL ABRO GRANDE,1,8350,1,8350,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,676,5,1,702,5,ROLLO MEMBRANA - METRO MEMBRANA AUT X15CM,1,1900,1,1900,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,676,4,1,702,4,SILOC BCO - SILOC NEUTRO,1,15330,1,15330,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,676,3,1,702,3,SILON ACRILICO - SILON ACRILICO BLANCO,1,10480,1,10480,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,676,2,1,702,2,PROLONGACION CANILLA - ALARGUE CANILLA 1/2 X 40,2,3900,2,7800,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,676,1,1,702,1,CANILLA - MONOCOMANDO VAITA,1,64900,1,64900,300,2026-02-18 00:00:00,"PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5930 (DIRECCION, TERAPIA, INTERNACION, LABORATORIO)",R,1110104000
2026,1,680,10,1,703,10,FLOTANTE - FLOTANTE 3/4,1,22600,1,22600,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5939 (INTERNACION HOSPITAL),R,1110104000
2026,1,680,9,1,703,9,SILICONA - SILICONA LOCTITE,2,5900,2,11800,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5939 (INTERNACION HOSPITAL),R,1110104000
2026,1,680,8,1,703,8,TAPA P/INODORO - TAPA P/INODORO PLASTICA,3,14500,3,43500,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5939 (INTERNACION HOSPITAL),R,1110104000
2026,1,680,7,1,703,7,MANIJA P/PUERTA - MANIJA ANDINA PLASTICA,3,2500,3,7500,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5939 (INTERNACION HOSPITAL),R,1110104000
2026,1,680,6,1,703,6,CINTA PELIGRO - ROLLO CINTA PELIGRO,1,3900,1,3900,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5939 (INTERNACION HOSPITAL),R,1110104000
2026,1,680,5,1,703,5,TORNILLO - TORNILLO TELL 8X2,20,59,20,1180,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5939 (INTERNACION HOSPITAL),R,1110104000
2026,1,680,4,1,703,4,TORNILLO - TORNILLO TELL 8 X 1 1/2,20,43,20,860,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5939 (INTERNACION HOSPITAL),R,1110104000
2026,1,680,3,1,703,3,DISCOS DE CORTE - DISCO TYROLIT 115X16,2,2750,2,5500,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5939 (INTERNACION HOSPITAL),R,1110104000
2026,1,680,2,1,703,2,CADENA - CADENA 60,1.8,7400,1.8,13320,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5939 (INTERNACION HOSPITAL),R,1110104000
2026,1,680,1,1,703,1,ELECTRODO - CONARCO 2 1/2,1,6750,1,6750,300,2026-02-18 00:00:00,PINTURERIA FERRETERIA TODO COLOR - PRESUPUESTO N° 5939 (INTERNACION HOSPITAL),R,1110104000
2026,1,687,2,1,704,2,FIDEO SECO - FIDEO SEMOLADO,4,3200,4,12800,2627,2026-02-18 00:00:00,PENACCA SRL PRESUPUESTO 2164,R,1110104000
2026,1,687,1,1,704,1,TAPA PASCUALINA - TAPA PASCUALINA,4,1200,4,4800,2627,2026-02-18 00:00:00,PENACCA SRL PRESUPUESTO 2164,R,1110104000
2026,1,690,4,1,705,4,NAFTA INFINIA - NAFTA INFINIA  (Genérico),800,0.00001,800,0.008,2330,2026-02-18 00:00:00,"COMBUSTIBLES DEL SALADO. PREVISION DEL 01/02/26 AL 15/02/26.VEHICULOS HOSPITAL MUNICIPAL.. DOMINIOS EQM 605, FJX 453, KYV 365, JQS 879,AA 775 QW, PAA 334, AB 039 OI, AF 591 SU, AF 545 GL, AF 548 KJ.",R,1110104000
2026,1,690,3,1,705,3,NAFTA SUPER - NAFTA SUPER (GENERICO),100.35,1706,100.35,171197.1,2330,2026-02-18 00:00:00,"COMBUSTIBLES DEL SALADO. PREVISION DEL 01/02/26 AL 15/02/26.VEHICULOS HOSPITAL MUNICIPAL.. DOMINIOS EQM 605, FJX 453, KYV 365, JQS 879,AA 775 QW, PAA 334, AB 039 OI, AF 591 SU, AF 545 GL, AF 548 KJ.",R,1110104000
2026,1,690,2,1,705,2,INFINIA DIESEL - INFINIA DIESEL  (Genérico),800,0.00001,800,0.008,2330,2026-02-18 00:00:00,"COMBUSTIBLES DEL SALADO. PREVISION DEL 01/02/26 AL 15/02/26.VEHICULOS HOSPITAL MUNICIPAL.. DOMINIOS EQM 605, FJX 453, KYV 365, JQS 879,AA 775 QW, PAA 334, AB 039 OI, AF 591 SU, AF 545 GL, AF 548 KJ.",R,1110104000
2026,1,690,1,1,705,1,DIESEL 500 - DIESEL 500  (Genérico),800,0.00001,800,0.008,2330,2026-02-18 00:00:00,"COMBUSTIBLES DEL SALADO. PREVISION DEL 01/02/26 AL 15/02/26.VEHICULOS HOSPITAL MUNICIPAL.. DOMINIOS EQM 605, FJX 453, KYV 365, JQS 879,AA 775 QW, PAA 334, AB 039 OI, AF 591 SU, AF 545 GL, AF 548 KJ.",R,1110104000
2026,1,844,3,1,887,3,PINCEL - PINCEL (GENERICO) br 7769,3,8000,3,24000,71,2026-02-27 00:00:00,Campo y ciudad. presupuesto 15276.,R,1110105000
2026,1,844,2,1,887,2,AGUARRAS MINERAL - AGUARRAS MINERAL (GENERICO),2,4500,2,9000,71,2026-02-27 00:00:00,Campo y ciudad. presupuesto 15276.,R,1110105000
2026,1,844,1,1,887,1,PAPEL DE LIJA - TIPO PARA MADERA - Nº GRUESA - PRESENTACION POR UNIDAD.,10,800,10,8000,71,2026-02-27 00:00:00,Campo y ciudad. presupuesto 15276.,R,1110105000
2026,1,886,5,1,972,5,CARTUCHO DE TINTA - INKDYEYEPL,40,873.1965,0,34927.86,3430,2026-03-06 00:00:00,PRESUPUESTO 167212 GLOBAL TONER PARA OFICINA FACTURACION - OFICINA ESTADISTICA - DIRECCION MEDICA - DIRECION ADMINISTRATIVA - INTERNACION - GUARDIA ADULTO - GUARDIA PEDIATRICA - OFICINA DE PERSONAL - CONSULTORIOS EXTERNOS - CAPS BELGRANO - CAPS SAN MARTIN  - CAPS NORTE - CAPS QUINTANILLA,A,1110104000
2026,1,886,4,1,972,4,"CARTUCHO TONER - W1360ACOMP
",4,11967.9285,0,47871.714,3430,2026-03-06 00:00:00,PRESUPUESTO 167212 GLOBAL TONER PARA OFICINA FACTURACION - OFICINA ESTADISTICA - DIRECCION MEDICA - DIRECION ADMINISTRATIVA - INTERNACION - GUARDIA ADULTO - GUARDIA PEDIATRICA - OFICINA DE PERSONAL - CONSULTORIOS EXTERNOS - CAPS BELGRANO - CAPS SAN MARTIN  - CAPS NORTE - CAPS QUINTANILLA,A,1110104000
2026,1,886,3,1,972,3,CARTUCHO TONER - TN1060COMP,10,3253.085,0,32530.85,3430,2026-03-06 00:00:00,PRESUPUESTO 167212 GLOBAL TONER PARA OFICINA FACTURACION - OFICINA ESTADISTICA - DIRECCION MEDICA - DIRECION ADMINISTRATIVA - INTERNACION - GUARDIA ADULTO - GUARDIA PEDIATRICA - OFICINA DE PERSONAL - CONSULTORIOS EXTERNOS - CAPS BELGRANO - CAPS SAN MARTIN  - CAPS NORTE - CAPS QUINTANILLA,A,1110104000
2026,1,886,2,1,972,2,CARTUCHO TONER - MLTD111SCOMPV2,5,6266.469,0,31332.345,3430,2026-03-06 00:00:00,PRESUPUESTO 167212 GLOBAL TONER PARA OFICINA FACTURACION - OFICINA ESTADISTICA - DIRECCION MEDICA - DIRECION ADMINISTRATIVA - INTERNACION - GUARDIA ADULTO - GUARDIA PEDIATRICA - OFICINA DE PERSONAL - CONSULTORIOS EXTERNOS - CAPS BELGRANO - CAPS SAN MARTIN  - CAPS NORTE - CAPS QUINTANILLA,A,1110104000
2026,1,886,1,1,972,1,CARTUCHO TONER - CF 219 ACOMP,14,7807.404,0,109303.656,3430,2026-03-06 00:00:00,PRESUPUESTO 167212 GLOBAL TONER PARA OFICINA FACTURACION - OFICINA ESTADISTICA - DIRECCION MEDICA - DIRECION ADMINISTRATIVA - INTERNACION - GUARDIA ADULTO - GUARDIA PEDIATRICA - OFICINA DE PERSONAL - CONSULTORIOS EXTERNOS - CAPS BELGRANO - CAPS SAN MARTIN  - CAPS NORTE - CAPS QUINTANILLA,A,1110104000
2026,1,232,1,1,215,1,"SERVICIO DE IMPRESION - SERVICIO DE IMPRESION (GENERICO)Cartel rotonda acceso.Formato 760 x 360. Loma impresa .Tensada en bastidor existente.Gastronomiía,Cultura y Tradición.",1,1670000,1,1670000,3287,2026-01-14 00:00:00,Presupuesto  1851 .Avellaneda 7163,R,1110102000
2026,1,238,15,1,218,15,REPUESTO P/AIRE ACONDIC. - REPUESTO TERMOSTATOCm - MARCA ROBERTSHAW - MODELO RC 32625.,1,387684,1,387684,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,14,1,218,14,ARBOL DE LEVA - ARBOL DE LEVA (Genérico),1,107484.3,1,107484.3,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,13,1,218,13,FLEXIBLE DE ACEITE - FLEXIBLE DE ACEITE (GENERICO),2,73834.2,2,147668.4,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,12,1,218,12,RETEN P/AUTOMOTOR Y MAQ.VIAL - DESTINO DIFERENCIAL - MODELO RASTROJERO.,1,5989.5,1,5989.5,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,11,1,218,11,"REPUESTOS P/ CAMION - REPUESTOS P/ CAMION (Genérico) BRIDA
",1,28096.2,1,28096.2,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,10,1,218,10,BUJE DE BIELA - BUJE DE BIELA (Genérico),1,66973.5,1,66973.5,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,9,1,218,9,HORQUILLA P/CAMIONETA - HORQUILLA P/CAMIONETA (GENERICO),1,99948.42,1,99948.42,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,8,1,218,8,CASOLETA CON RULEMAN - MARCA MERCEDES BENZ,1,192099.6,1,192099.6,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,7,1,218,7,RULEMAN - CARACTERISTICA DE EMPUJE,1,169666.2,1,169666.2,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,6,1,218,6,RULEMAN - RULEMAN (GENERICO),1,134164.8,1,134164.8,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,5,1,218,5,CRUCETA P/AUTOMOTOR - CRUCETA P/AUTOMOTOR (GENERICO),1,73038.8549,1,73038.8549,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,4,1,218,4,RETEN P/AUTOMOTOR Y MAQ.VIAL - MARCA FIAT - DESTINO DIFERENCIAL - MODELO 147/FIORINO.,1,13612.5,1,13612.5,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,3,1,218,3,"TUERCA - MATERIAL HIERRO GALV. CON EPOXI - ROSCA WHT - DIAMETRO 1"".",1,41926.5,1,41926.5,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,2,1,218,2,"TUERCA - TIPO AUTOFREN.C/ANILLO NYLON - MATERIAL ACERO TEMP.DORADO PASIV. - ROSCA UNF - DIAMETRO 1"".",1,70543.0847,1,70543.0847,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,238,1,1,218,1,COMPRESOR COMPLETO 1114 - COMPRESOR COMPLETO 1114 (Genérico),1,149084.01,1,149084.01,2369,2026-01-14 00:00:00,"PROV. MERCEDES LA PLATA PRESUP.186855 REPUESTOS PARA  LAN557, IVW614, DMI232,",R,1110118000
2026,1,240,14,1,219,14,POLEA - POLEA (GENERICO),1,105034.05,1,105034.05,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,13,1,219,13,EXTREMO DE DIRECCION P/AUTO - MARCA FORD - TIPO MECANICA - LADO CORTO - MODELO FALCON.,2,63924.3,2,127848.6,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,12,1,219,12,EXTREMO DE DIRECCION P/AUTO - MARCA RENAULT - TIPO HIDRAULICA - LADO CORTO - MODELO 21.,1,101821.5,1,101821.5,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,11,1,219,11,EXTREMO DE DIRECCION P/AUTO - TIPO MECANICA - LADO CORTO - MODELO RASTROJERO.,1,66973.5,1,66973.5,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,10,1,219,10,PULMON PARA FRENOS - PULMON PARA FRENOS (GENERICO),1,97901.1,1,97901.1,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,9,1,219,9,CORONA DE TRANSMISION - CORONA DE TRANSMISION (Genérico),1,205276.5,1,205276.5,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,8,1,219,8,VARILLA ROSCADA - VARILLA ROSCADA (GENERICO),1,213623.8423,1,213623.8423,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,7,1,219,7,VARILLA de Embrague - VARILLA de Embrague (Genérico),1,267036.11,1,267036.11,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,6,1,219,6,FICHA ADAPTADORA - FICHA ADAPTADORA (GENERICO),1,15681.6,1,15681.6,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,5,1,219,5,FICHA CONECTOR JACK  P/ALIM.HEMBRA - FICHA CONECTOR JACK  P/ALIM.HEMBRA  (Genérico),1,588060,1,588060,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,4,1,219,4,MANIJA INTERIOR P/AUTOMOTOR - MANIJA INTERIOR P/AUTOMOTOR (GENERICO),1,13939.2,1,13939.2,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,3,1,219,3,PIÑON DE TRANSMISION - PIÑON DE TRANSMISION (Genérico),1,389426.4,1,389426.4,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,2,1,219,2,ABRAZADERA P/AUTOMOTOR - ABRAZADERA P/AUTOMOTOR (GENERICO),2,76012.2,2,152024.4,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,240,1,1,219,1,DIFERENCIAL P/TRACTOR 22 HP. - DIFERENCIAL P/TRACTOR 22 HP. (Genérico),1,21562.2,1,21562.2,2369,2026-01-14 00:00:00,"PROV.MERCEDES LA PLATA PRESUP.186856 REPUESTOS PARA VW LED010 JZH266, FORD 14000ASZ490 LAN557, DMI232",R,1110118000
2026,1,244,1,1,220,1,PESCADO - MILANESAS KG,15,9000,15,135000,3356,2026-01-14 00:00:00,PEREZ JORGE- PRESUPUESTO N° 282184 (DESDE EL 1/12/25 AL 8/12/25),R,1110104000
2026,1,251,1,1,221,1,PESCADO - MILANESAS KG,10,9000,10,90000,3356,2026-01-14 00:00:00,PEREZ JORGE- PRESUPUESTO N° 282192 (COCINA) DESDE 15/12/25 AL 22/12/25,R,1110104000
2026,1,252,1,1,222,1,SERVICIO DE IMPRESION - 500 CAMPAÑA VACUNACION ANTIRABICA A4 PAPEL OBRA NUMERADOS,1,225500,0,225500,3287,2026-01-14 00:00:00,HISPANOGRAF- PRESUPUESTO N° 1849 (BROMATOLOGIA),A,1110104000
