EJERCICIO,UNI_COMPRA,NRO_OC,ITEM_OC,DELEG_SOLIC,NRO_SOLIC,ITEM_REAL,DESCRIPCION,CANTIDAD,IMP_UNITARIO,CANT_RECIB,IMPORTE_EJER,COD_PROV,OC_FECH_OC,OC_OBSERVACIONES,ESTADO_OC,SG_JURISDICCION
2026,1,496,19,1,398,19,ROLLO P/ ESTERILIZACION - POLIETILENO 15 CM,1,31142,1,31142,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,18,1,398,18,CINTA HIPOALERGENICA - CINTA TEGADERM 10X12 CAJA X 50,1,23232,1,23232,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,17,1,398,17,TUBULADURA PACIENTE - TUBULADURA INFUSION 8C820,25,11616,25,290400,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,16,1,398,16,SOBRES NYLON MONOFILAMENTO - NYLON  3/0,36,2119,36,76284,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,15,1,398,15,PAPEL P/ELECTROCARDIOGRAM. - PAPEL P/ELECTROCARDIOGRAM.63X30,8,2516,8,20128,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,14,1,398,14,TUBO TELA ADHESIVA 10 cc. - TELA OPER TAPE 10X10,2,14568,2,29136,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,13,1,398,13,TUBOS ENDOTRAQ N° 7 - TUBOS ENDOTRAQ N° 5 CON BALON,1,3041,1,3041,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,12,1,398,12,OVATAS - OVATAS 10 CM X 1.80 M,40,952,40,38080,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,11,1,398,11,INSUMOS PARA EL HOSPITAL - LT 300 CAJA X 18,2,178112,2,356224,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,10,1,398,10,APOSITO - HEMOST DE GELATINA CURASPON 80X50X10,3,8870,3,26610,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,9,1,398,9,CINTA TESTIGO AUTOCLAVO - TIRAS OE CLASE 5X250 EFELAB,5,29558,5,147790,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,8,1,398,8,CINTA TESTIGO AUTOCLAVO TIRAS - TIRAS VAPOR CLASE 4X250 EFELAB,5,24010,5,120050,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,7,1,398,7,PAPEL GRADO MEDICO - RESMA PAPEL  CREPADO 80 X 120 X 20 KG,1,662867,1,662867,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,6,1,398,6,PAPEL GRADO MEDICO - PAPEL GRADO MEDICO 80X120,1,336864,1,336864,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,5,1,398,5,DETERGENTE QUIRURGICO - DETERGENTE ENZIMATICO 2X5 LTS,1,67719,1,67719,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,4,1,398,4,MEDICAMENTOS - OXIDO DE ETILENO 7/10 G CAJA X 20,2,147581,2,295162,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,3,1,398,3,GUIA P/BOMBA DE INFUSION - SET DE INFUSION STANDARD A 211 M1F,75,17424,75,1306800,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,2,1,398,2,AGUJA QUIRURGICA - PERICRANEAL 21-23-25G,900,298,900,268200,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,496,1,1,398,1,VENDA USO MEDICO - VENDA ENYESADA 20 CM X 2.70 MTS,40,3566,40,142640,1440,2026-01-29 00:00:00,QUALIMED S.A- PRESUPUESTO N° 89 (FARMACIA- QUIROFANO),R,1110104000
2026,1,380,1,1,399,1,INSTALACION DE AIRE ACONDICIONADO - INSTALACION DE AIRE ACONDICIONADO (Genérico) DESINTALACION DE AIRE EN OFICINA DE CULTURA,1,100000,1,100000,1810,2026-01-21 00:00:00,"PRESUPUESTO 377, CATALDO ADOLFO E HIJO",R,1110105000
2026,1,381,1,1,400,1,COMISIONES - COMISIONES (Genérico) LA PLATA,1,65000,1,65000,826,2026-01-21 00:00:00,PROV.DUENDE AZUL PRESUP.2639 COMISION A LA PLATA (REPUESTOS),R,1110118000
2026,1,382,1,1,401,1,CUCHILLAS - CUCHILLAS (GENERICO),8,148526.98,8,1188215.84,1334,2026-01-21 00:00:00,PROV.TRACKMAR PRESUP.807298 CUCHILLAS PARA MOTONIVELADORA NEW HOLLAND CII59 Y VOLVO G710,R,1110118000
2026,1,383,1,1,402,1,"SERVICIOS TECNICOS Y PROFESIONALES - SERVICIOS TECNICOS Y PROFESIONALES (Genérico)
A partir del 01 de enero hasta el 30 de junio 2026, percibiendo la suma de:
- $ 272.382,72 mensual, 32 horas mensuales.
- $ 100.000 mensual, en concepto de guardias.",6,372382.72,0,2234296.32,1825,2026-01-21 00:00:00,"Expte N° 119/2026 Contrato: Anrríquez, Gustavo Oscar - Trabajador Social, No cumple con el Art. 45 de la Ley 14.656",R,1110106000
2026,1,384,1,1,403,1,"IMPRESORA - IMPRESORA  (Genérico)
Ricoh 320F",1,680949,1,680949,3226,2026-01-21 00:00:00,"PRESUPUESTO N° 00000619 de Héctor Aníbal Curto de ""ELECTRO HD"" Para la oficina de Desarrollo Social",R,1110106000
2026,1,385,2,1,404,2,RETEN ORIGINAL - RETEN ORIGINAL,1,96000,1,96000,1879,2026-01-21 00:00:00,"Rodamietos Tuyu, presupuesto 3040 (KYV375)",R,1110113000
2026,1,385,1,1,404,1,BOMBA HIDRAULICA - BOMBA HIDRAULICA,1,125000,1,125000,1879,2026-01-21 00:00:00,"Rodamietos Tuyu, presupuesto 3040 (KYV375)",R,1110113000
2026,1,386,1,1,405,1,PAPEL P/FOTOGRAFIA - PAPEL P/FOTOGRAFIA (OPALINA),1,28099.72,1,28099.72,441,2026-01-21 00:00:00,"Papelera Alpa, presupuesto 3842 ( Inspeccion)",R,1110113000
2026,1,387,6,1,406,6,PLAQUETA ELECTRONICA P/AUTO - PLAQUETA ELECTRONICA P/AUTO,1,13440,1,13440,2595,2026-01-21 00:00:00,"Ivanper, presupuesto 7889 (KYV375-NUF386-AE704AX)",R,1110113000
2026,1,387,5,1,406,5,CORREA - CORREA,1,23820,1,23820,2595,2026-01-21 00:00:00,"Ivanper, presupuesto 7889 (KYV375-NUF386-AE704AX)",R,1110113000
2026,1,387,4,1,406,4,PRECINTO - PRECINTO,10,900,10,9000,2595,2026-01-21 00:00:00,"Ivanper, presupuesto 7889 (KYV375-NUF386-AE704AX)",R,1110113000
2026,1,387,3,1,406,3,ESTAÑO P/SOLDADURA - ESTAÑO P/SOLDADURA,1,3500,1,3500,2595,2026-01-21 00:00:00,"Ivanper, presupuesto 7889 (KYV375-NUF386-AE704AX)",R,1110113000
2026,1,387,2,1,406,2,Cable T T  2 X 2 1/2 - Cable T T  2 X 2 1/2  (2 metros),1,8890,1,8890,2595,2026-01-21 00:00:00,"Ivanper, presupuesto 7889 (KYV375-NUF386-AE704AX)",R,1110113000
2026,1,387,1,1,406,1,DESTELLADOR - DESTELLADOR,1,31500,1,31500,2595,2026-01-21 00:00:00,"Ivanper, presupuesto 7889 (KYV375-NUF386-AE704AX)",R,1110113000
2026,1,392,1,1,407,1,GAS OIL - GAS OIL (GENERICO),6255,1611,6255,10076805,1514,2026-01-21 00:00:00,PROV. CASA ELICEIRY  GAS OIL PARA FLOTA VEHICULAR DE ESTA SECRETARIA,R,1110118000
2026,1,393,1,1,408,1,GAS OIL - GAS OIL,7000,1611,7000,11277000,1514,2026-01-21 00:00:00,Corresponde CASA ELICEIRY - Pedido 20/01/2026,R,1110111000
2026,1,394,1,1,409,1,GAS OIL - GAS OIL (GENERICO),1200,1611,0,1933200,1514,2026-01-21 00:00:00,PROV. CASA ELICEIRY GAS OIL PARA  MAQUIANAS DE PREDIO DISPOSICION FINAL DE RESIDUSO RUTA 11 KM 405.5,A,1110118000
2026,1,395,1,1,410,1,"Servicio de Torneria - Servicio de Torneria (Genérico) HACER SOLDADURA DE CAÑO TRACTOR PAUNY EFJ11
ANGUERA DE 1"" X 2.60,TERINALES,BRIDA,2 SOLDADURAS MOTONIVELADORA CGS18
MANGUERA DE 1/2 X 0.90, 2 BRIDAS, 2 TERMINALES MOTONIVELADORA BMU02
REPARACION DE MANGUERA DE 3/4 Y MANGUERA DE 5/8 X 2.70, 4 BRIDAS DE RETRO FAZ81
MANGUERA DE 3/8 X 1.80, 2 TERMINALES, 2 BRIDAS NIVELADORA DE ARRASTRE

",1,574434,1,574434,1267,2026-01-21 00:00:00,"PRESUPUESTO 600, SORAGNI SILVIA ALEJANDRA",R,1110111000
2026,1,396,1,1,411,1,"SEGURO TECNICO - SEGURO TECNICO (Genérico)DESDE EL 01/01/2026 AL 31/12/2026, EQUIPOS EN ALQUILER DEL HOSPITAL",1,2183354.9,0,2183354.9,33,2026-01-21 00:00:00,"RENOVACION POLIZA, PCIA SEGUROS(33), POLIZA 172779",R,1110104000
2026,1,397,1,1,412,1,"SEGURO POR ACCIDENTES PERSONALES, MUERTE, INVALIDEZ - SEGURO POR ACCIDENTES PERSONALES, MUERTE, INVALIDEZ (Genérico)DESDE EL 15/01/2026 AL 31/12/2026,",1,500000,0,500000,1809,2026-01-21 00:00:00,"RENOVACION POLIZA AP PATIN, IAM(1809),POLIZA 19691",R,1110109000
2026,1,398,8,1,413,8,GUANTES USO MEDICINAL - TAMAÑO MEDIANO LATEX  CAJA X 100 UNIDADES,30,5409.88,30,162296.4,2883,2026-01-21 00:00:00,INSUMOS GENERALES 3F- PRESUPUESTO N° 7/01/26 Y 14/01/26,R,1110104000
2026,1,398,7,1,413,7,BOLSA COLECTORA - ADULTO - CAPACIDAD 2000 ML BOLSA C/ GANCHO,60,635.25,60,38115,2883,2026-01-21 00:00:00,INSUMOS GENERALES 3F- PRESUPUESTO N° 7/01/26 Y 14/01/26,R,1110104000
2026,1,398,6,1,413,6,TUBOS ENDOTRAQ N° 7 - TUBOS ENDOTRAQ N°4 Y 5.5 MM CON BALON,10,1230.57,10,12305.7,2883,2026-01-21 00:00:00,INSUMOS GENERALES 3F- PRESUPUESTO N° 7/01/26 Y 14/01/26,R,1110104000
2026,1,398,5,1,413,5,cinta hipoalergenica - DE PAPEL 24 MM X 50 MTS,50,1808.76,50,90438,2883,2026-01-21 00:00:00,INSUMOS GENERALES 3F- PRESUPUESTO N° 7/01/26 Y 14/01/26,R,1110104000
2026,1,398,4,1,413,4,GUIA SUERO - LLAVE DE TRES VIAS CON PROLONGADOR,100,613.98,100,61398,2883,2026-01-21 00:00:00,INSUMOS GENERALES 3F- PRESUPUESTO N° 7/01/26 Y 14/01/26,R,1110104000
2026,1,398,3,1,413,3,GUIA DE SUERO - V14 MACROGOTERO FREE LATEX CORONET,500,334.32,500,167160,2883,2026-01-21 00:00:00,INSUMOS GENERALES 3F- PRESUPUESTO N° 7/01/26 Y 14/01/26,R,1110104000
2026,1,398,2,1,413,2,GUANTES USO MEDICINAL - GUANTES TAMAÑO 8 1/2  LATEX.,300,457.31,300,137193,2883,2026-01-21 00:00:00,INSUMOS GENERALES 3F- PRESUPUESTO N° 7/01/26 Y 14/01/26,R,1110104000
2026,1,398,1,1,413,1,CATETER - CATETER 22 G,300,312.83,300,93849,2883,2026-01-21 00:00:00,INSUMOS GENERALES 3F- PRESUPUESTO N° 7/01/26 Y 14/01/26,R,1110104000
2026,1,399,3,1,414,3,GELATINA - TIPO DIETETICA - PESO 8  KG. - SOBRES.,1,11760,1,11760,717,2026-01-22 00:00:00,PROVEEDURIA LA ILUSION.PINILLA MARINA IRENE. COCINA HOSPITAL MUNICIPAL.,R,1110104000
2026,1,399,2,1,414,2,FLAN - FLAN (GENERICO): ORLOC VAINILLA.,5,11200,5,56000,717,2026-01-22 00:00:00,PROVEEDURIA LA ILUSION.PINILLA MARINA IRENE. COCINA HOSPITAL MUNICIPAL.,R,1110104000
2026,1,399,1,1,414,1,GELATINA - TIPO COMUN - PESO 1 KG. - SABOR VARIOS - ENVASE BOLSA: ORLOC FRUTILLA.,5,11200,5,56000,717,2026-01-22 00:00:00,PROVEEDURIA LA ILUSION.PINILLA MARINA IRENE. COCINA HOSPITAL MUNICIPAL.,R,1110104000
2026,1,400,27,1,415,27,ACEITE COMESTIBLE - ACEITE CAÑUELAS  5L.,4,16500,4,66000,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,26,1,415,26,GASEOSA - SPRITE 2250,3,3899,3,11697,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,25,1,415,25,GASEOSA - COCA COLA. 2250,6,3799,6,22794,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,24,1,415,24,QUESO - BARRA ILOLAY X KILOGRAMO.,3.5,9999,3.5,34996.5,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,23,1,415,23,QUESO - QUESO CREMAC CREMOSO  POR KILO,8.665,7900,8.665,68453.5,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,22,1,415,22,FIAMBRE - FIAMBRE  DE CERDO CAGNOLI POR KILOGRAMO.,5.995,8900,5.995,53355.5,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,21,1,415,21,QUESO - MUZZARELLA SOBRERO,20.475,8500,20.475,174037.5,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,20,1,415,20,ESPECIAS - AJI MOLIDO  1000 GRS.,1,12500,1,12500,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,19,1,415,19,ESPECIAS - PIMENTON  1000 GRS.,1,12900,1,12900,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,18,1,415,18,QUESO - QUESO RALLADO LA QUESERA X 8 GRS X 100 U,1,16900,1,16900,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,17,1,415,17,ESPECIAS - PROVENZAL 1 KG,2,12900,2,25800,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,16,1,415,16,ESPECIAS - OREGANO 1000 GRS.,2,16900,2,33800,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,15,1,415,15,VINAGRE - VINAGRE 5 L,4,7800,4,31200,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,14,1,415,14,MATE COCIDO EN SAQUITOS - MATE COCIDO 25 GRS,10,1299,10,12990,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,13,1,415,13,TE - TE ROSAMONTE X 500 G,20,699,20,13980,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,12,1,415,12,SAL - SAL SOBRES X 1000,2,16900,2,33800,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,11,1,415,11,ADEREZOS - MAYONESA 2.900 Kg.,4,7999,4,31996,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,10,1,415,10,LECHE - LECHE EN POLVO 25 KG,3,315000,3,945000,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,9,1,415,9,EDULCORANTE ARTIFICIAL - EDULCORANTE SOBRES X 500 G,2,9999,2,19998,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,8,1,415,8,EDULCORANTE ARTIFICIAL -  LIQUIDO 250cm¦. HILERET,18,3800,18,68400,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,7,1,415,7,CHOCLO - CHOCLO INALPA  350GR.,72,1090,72,78480,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,6,1,415,6,CAFE - CAFE  170GR DOLCA,18,7500,18,135000,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,5,1,415,5,AZUCAR - AZUCAR 10 KG,4,999,4,3996,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,4,1,415,4,ATUN - ATUN 170 G,96,1250,96,120000,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,3,1,415,3,ARVEJAS - ARVEJA EN LATA 350G,48,590,48,28320,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,2,1,415,2,ARROZ - ARROZ GALLO 5 KG,3,11900,3,35700,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,400,1,1,415,1,ACEITE COMESTIBLE - RICOLEO GIRASOL 5L.,16,12500,16,200000,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,R,1110104000
2026,1,401,19,1,416,19,QUESO - QUESO RALLADO 8 GRS X 100 U,1,16900,1,16900,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,18,1,416,18,QUESO - BARRA  CREMAC KILOGRAMO.,4.59,9999,4.59,45895.41,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,17,1,416,17,QUESO - CREMOSO CREMAC POR KILO,4,7900,4,31600,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,16,1,416,16,FIAMBRE - FIAMBRE DE CERDO CAGNOLIPOR KILOGRAMO.,12.345,8900,12.345,109870.5,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,15,1,416,15,QUESO - MUZZARELLA SOBRERO,12.11,8500,12.11,102935,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,14,1,416,14,VINAGRE - VINAGRE 5 LTS,4,7800,4,31200,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,13,1,416,13,EDULCORANTE ARTIFICIAL - INDIVIDUAL CAJA X 500 SOBRES DE 1GR.,2,9999,2,19998,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,12,1,416,12,PURE DE TOMATE - PURE DE TOMATE NOEL PACK X 12,2,6500,2,13000,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,11,1,416,11,TE - TE 25 SAQUITOS TARAGUI X 10,2,9990,2,19980,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,10,1,416,10,EDULCORANTE ARTIFICIAL - HILERET LIQ  BOTELLA PLASTICA  250cm¦.,9,2099,9,18891,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,9,1,416,9,DULCE DE LECHE - ILOLAY FAMILIAR X  1000GR.,1,6500,1,6500,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,8,1,416,8,QUESO - UNTABLE ILOLAY CLASICO,4,2799,4,11196,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,7,1,416,7,ADEREZOS - MAYONESA DANICA SACHET 2.900Kg.,8,7999,8,63992,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,6,1,416,6,ATUN - ATUN 170 G,96,1250,96,120000,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,5,1,416,5,CREMA - CREMA CREMAC 5,1,38000,1,38000,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,4,1,416,4,GALLETITAS - CHOCOLINAS 250 GRS,10,1790,10,17900,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,3,1,416,3,BOTELLA DE VINO - BOTELLA DE VINO CONCILIO  1 LTO,4,1599,4,6396,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,2,1,416,2,AZUCAR - IMPALPABLE   KILO,1,1790,1,1790,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,401,1,1,416,1,ACEITUNA - ACEITUNA VERDE 180 G,5,2099,5,10495,2209,2026-01-22 00:00:00,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,R,1110104000
2026,1,402,4,1,417,4,ARTICULOS DE LIBRERIA - ARTICULOS DE LIBRERIA (Genérico): Rollo Term 57x20x10.,1,3869.62,1,3869.62,441,2026-01-22 00:00:00,PAPELERA ALPA. PAOLA AMELIA MATIENZO. PRESUPUESTO Nº 0002-00003851.HEMOTERAPIA.,R,1110104000
2026,1,402,3,1,417,3,Alimentos para persomas - Alimentos para persomas (Genérico): Turron Arcor x 50 Unidades.,1,17700,1,17700,441,2026-01-22 00:00:00,PAPELERA ALPA. PAOLA AMELIA MATIENZO. PRESUPUESTO Nº 0002-00003851.HEMOTERAPIA.,R,1110104000
2026,1,402,2,1,417,2,PAPEL SEIN BCO. - PAPEL SEIN BCO. (Genérico): Eco 35x45 x kg.,10,2649.94,10,26499.4,441,2026-01-22 00:00:00,PAPELERA ALPA. PAOLA AMELIA MATIENZO. PRESUPUESTO Nº 0002-00003851.HEMOTERAPIA.,R,1110104000
2026,1,402,1,1,417,1,ROLLO A/D - ROLLO A/D (Genérico): 20 x30.,1.66,3869,1.66,6422.54,441,2026-01-22 00:00:00,PAPELERA ALPA. PAOLA AMELIA MATIENZO. PRESUPUESTO Nº 0002-00003851.HEMOTERAPIA.,R,1110104000
2026,1,403,3,1,418,3,AGENDA COMPLETA - AGENDA COMPLETA (GENERICO): REYSA 15X21 DXH KRAFTY.,1,25800,1,25800,441,2026-01-22 00:00:00,"PAPELERA ALPA, PAOLA AMELIA MATIENZO. PRESUPUESTO Nº 0002-3844.",R,1110104000
2026,1,403,2,1,418,2,Cinta  de papel 24x 50 - Cinta  de papel 24x 50 (Genérico): RAPIFIX.,1,4598.94,1,4598.94,441,2026-01-22 00:00:00,"PAPELERA ALPA, PAOLA AMELIA MATIENZO. PRESUPUESTO Nº 0002-3844.",R,1110104000
