EJERCICIO,NRO_REINT,FECH_REINT,LUG_EMI,CODIGO_FF,JURISDICCION,CODIGO_UE,COD_PROV,TIPO_REINT,ESTADO_REINT,TIPO_DOC,NRO_DOC,ANIO_DOC,NRO_CANCE,CONFIRMADO,FECH_CONFIRM,IMPORTE_TOTAL,CANT_IMPRES,FECH_ANUL,MOTIVO_ANUL,OBSERVACIONES,ASIENTO,ASIENTO_ANUL,FORMA_DE_PAGO,CLEARING,DEUDA
2026,3,2026-03-04 00:00:00,LAPLA,,1110102000,2,50058,E,D,,,,,S,2026-03-04 00:00:00,347451.79,1,,,REINTEGRO,9969,,5,SC,N
