EJERCICIO,NRO_OP,FECH_OP,LUG_EMI,CODIGO_FF,JURISDICCION,CODIGO_UE,COD_PROV,TIPO_OP,ESTADO_OP,TIPO_DOC,NRO_DOC,ANIO_DOC,NRO_CANCE,CONFIRMADO,FECH_CONFIRM,IMPORTE_TOTAL,IMPORTE_LIQUIDO,CANT_IMPRES,FECH_ANUL,MOTIVO_ANUL,CONCEPTO,OBSERVACIONES,COD_EMP,IMPORTE_BONIFICACION,IMPORTE_DEDUCCIONES,ASIENTO,ASIENTO_ANUL,MONTO_SIN_IVA,DEUDA,BLOQUEADA,RECURSO,PERCIBIDO,NO_PAGADO,PAGADO,RECO_DEU_ORDEN,RECO_DEU_EJERCICIO,RECO_DEU_COMPRA,RECO_DEU_COMPRA_EJER,F931,SICORE
2025,8155,2025-10-07 00:00:00,GMADA,,1110102000,2,50053,N,C,,,,4129,S,2025-10-07 00:00:00,240068.97,240068.97,1,,,ddjj sep /25,,,0.0,0.0,38243,,240068.97,N,N,,,,,,,,,S,S
2025,8161,2025-10-07 00:00:00,GMADA,,1110102000,2,51082,N,C,,,,4037,S,2025-10-07 00:00:00,17699.05,17699.05,1,,,fact 131,,,0.0,0.0,38258,,17699.05,N,N,,,,,,,,,,S
2025,8162,2025-10-07 00:00:00,GMADA,132,1110102000,2,50036,P,C,,,,4059,S,2025-10-07 00:00:00,171759.5,171759.5,1,,,fact 4264-52622689,,,0.0,0.0,,,141950.0,N,N,11.4.07.00,0.0,0.0,37260352.74,,,,,,S
2025,8163,2025-10-07 00:00:00,GMADA,110,1110118000,25,3405,P,C,,,,4211,S,2025-10-07 00:00:00,1525000.0,1491493.39,1,,,asfalto,,,0.0,33506.61,,,1260330.57,N,N,,,,,,,,,,S
2025,9005,2025-11-11 00:00:00,GMADA,132,1110109000,13,3381,P,C,,,,4389,S,2025-11-11 00:00:00,600000.0,592800.0,1,,,TRASLADO,,,0.0,7200.0,,,495867.76,N,N,17.5.01.12,0.0,0.0,26059000.0,,,,,,S
2025,9014,2025-11-11 00:00:00,GMADA,132,1110106000,7,3439,P,C,,,,4367,S,2025-11-11 00:00:00,680956.8,680956.8,1,,,serv tec,,,0.0,0.0,,,680956.8,N,N,11.4.07.00,0.0,43187480.8,242292114.04,,,,,,S
2025,9015,2025-11-11 00:00:00,GMADA,110,1110105000,6,50023,P,C,,,,4427,S,2025-11-11 00:00:00,123217.94,123217.94,1,,,periodo 10/25,,,0.0,0.0,,,101832.98,N,N,,,,,,,,,,S
2025,9016,2025-11-11 00:00:00,GMADA,132,1110105000,6,50023,P,C,,,,4419,S,2025-11-11 00:00:00,109016.98,109016.98,1,,,periodo 10/25,,,0.0,0.0,,,90096.67,N,N,11.4.07.00,0.0,20417426.91,177820072.07,,,,,,S
2025,9017,2025-11-11 00:00:00,GMADA,110,1110102000,2,50023,P,C,,,,4427,S,2025-11-11 00:00:00,230893.76,230893.76,1,,,periodo 10/25,,,0.0,0.0,,,190821.28,N,N,,,,,,,,,,S
2025,9018,2025-11-11 00:00:00,GMADA,110,1110102000,2,50023,P,C,,,,4427,S,2025-11-11 00:00:00,20519.77,20519.77,1,,,periodo 10/25,,,0.0,0.0,,,16958.48,N,N,,,,,,,,,,S
